rungroup	foil	ndel	xscol	yscol	total	fit	holdout	holdout_core	surplus	unsupported
rg06_theta15p195_foilpm8	1	0	3	6	81	36	17	15	10	0
rg06_theta15p195_foilpm8	1	0	3	7	89	39	18	14	10	0
rg06_theta15p195_foilpm8	1	0	4	2	12	0	3	0	0	12
rg06_theta15p195_foilpm8	1	0	4	3	30	17	6	3	5	0
rg06_theta15p195_foilpm8	1	0	4	4	11	0	3	0	0	11
rg06_theta15p195_foilpm8	1	0	4	5	66	36	14	13	10	0
rg06_theta15p195_foilpm8	1	0	4	6	103	52	21	18	14	0
rg06_theta15p195_foilpm8	1	0	4	7	111	52	23	14	13	0
rg06_theta15p195_foilpm8	1	0	5	2	13	0	3	0	0	13
rg06_theta15p195_foilpm8	1	0	5	3	31	17	7	5	5	0
rg06_theta15p195_foilpm8	1	0	5	4	56	28	12	8	8	0
rg06_theta15p195_foilpm8	1	0	5	5	3	0	1	0	0	3
rg06_theta15p195_foilpm8	1	0	5	6	82	40	17	15	11	0
rg06_theta15p195_foilpm8	1	0	5	7	95	48	19	14	13	0
rg06_theta15p195_foilpm8	1	0	6	2	8	0	2	0	0	8
rg06_theta15p195_foilpm8	1	0	6	3	31	16	7	6	5	0
rg06_theta15p195_foilpm8	1	0	6	4	39	20	8	5	5	0
rg06_theta15p195_foilpm8	1	0	6	5	58	26	12	10	7	0
rg06_theta15p195_foilpm8	1	0	6	6	87	39	18	16	10	0
rg06_theta15p195_foilpm8	1	0	6	7	101	50	21	15	13	0
rg06_theta15p195_foilpm8	1	0	7	2	1	0	1	0	0	1
rg06_theta15p195_foilpm8	1	0	7	3	20	0	4	0	0	20
rg06_theta15p195_foilpm8	1	0	7	4	21	0	5	0	0	21
rg06_theta15p195_foilpm8	1	0	7	5	37	16	8	6	4	0
rg06_theta15p195_foilpm8	1	0	7	6	63	31	13	7	8	0
rg06_theta15p195_foilpm8	1	0	7	7	82	39	17	13	10	0
rg06_theta15p195_foilpm8	1	0	8	3	2	0	1	0	0	2
rg06_theta15p195_foilpm8	1	0	8	4	9	0	2	0	0	9
rg06_theta15p195_foilpm8	1	0	8	5	23	0	5	0	0	23
rg06_theta15p195_foilpm8	1	0	8	6	35	16	7	4	4	0
rg06_theta15p195_foilpm8	1	0	8	7	6	0	2	0	0	6
rg06_theta15p195_foilpm8	1	1	0	3	10	0	2	0	0	10
rg06_theta15p195_foilpm8	1	1	0	4	21	0	5	0	0	21
rg06_theta15p195_foilpm8	1	1	0	5	39	20	8	6	6	0
rg06_theta15p195_foilpm8	1	1	0	6	44	20	9	8	6	0
rg06_theta15p195_foilpm8	1	1	1	2	2	0	1	0	0	2
rg06_theta15p195_foilpm8	1	1	1	3	19	0	4	0	0	19
rg06_theta15p195_foilpm8	1	1	1	4	35	16	7	5	5	0
rg06_theta15p195_foilpm8	1	1	1	5	52	22	11	7	6	0
rg06_theta15p195_foilpm8	1	1	1	6	65	32	13	7	8	0
rg06_theta15p195_foilpm8	1	1	1	7	110	52	22	17	13	0
rg06_theta15p195_foilpm8	1	1	2	2	4	0	1	0	0	4
rg06_theta15p195_foilpm8	1	1	2	3	1	0	1	0	0	1
rg06_theta15p195_foilpm8	1	1	2	4	42	24	9	8	7	0
rg06_theta15p195_foilpm8	1	1	2	5	78	44	16	11	11	0
rg06_theta15p195_foilpm8	1	1	2	6	84	43	17	12	11	0
rg06_theta15p195_foilpm8	1	1	2	7	111	53	23	19	14	0
rg06_theta15p195_foilpm8	1	1	3	2	22	0	5	0	0	22
rg06_theta15p195_foilpm8	1	1	3	3	31	16	7	5	5	0
rg06_theta15p195_foilpm8	1	1	3	4	58	31	12	10	8	0
rg06_theta15p195_foilpm8	1	1	3	5	89	46	18	16	12	0
rg06_theta15p195_foilpm8	1	1	3	6	119	56	24	18	15	0
rg06_theta15p195_foilpm8	1	1	3	7	157	74	32	27	19	0
rg06_theta15p195_foilpm8	1	1	4	2	17	0	4	0	0	17
rg06_theta15p195_foilpm8	1	1	4	3	28	14	6	4	4	0
rg06_theta15p195_foilpm8	1	1	4	4	8	0	2	0	0	8
rg06_theta15p195_foilpm8	1	1	4	5	95	48	19	15	13	0
rg06_theta15p195_foilpm8	1	1	4	6	147	82	30	29	21	0
rg06_theta15p195_foilpm8	1	1	4	7	150	76	30	25	19	0
rg06_theta15p195_foilpm8	1	1	5	2	26	14	6	4	4	0
rg06_theta15p195_foilpm8	1	1	5	3	35	16	7	5	5	0
rg06_theta15p195_foilpm8	1	1	5	4	59	32	12	11	9	0
rg06_theta15p195_foilpm8	1	1	5	5	4	0	1	0	0	4
rg06_theta15p195_foilpm8	1	1	5	6	125	66	25	18	17	0
rg06_theta15p195_foilpm8	1	1	5	7	157	84	32	27	21	0
rg06_theta15p195_foilpm8	1	1	6	2	19	0	4	0	0	19
rg06_theta15p195_foilpm8	1	1	6	3	26	12	6	2	4	0
rg06_theta15p195_foilpm8	1	1	6	4	42	23	9	5	6	0
rg06_theta15p195_foilpm8	1	1	6	5	74	40	15	14	10	0
rg06_theta15p195_foilpm8	1	1	6	6	103	53	21	15	14	0
rg06_theta15p195_foilpm8	1	1	6	7	143	79	29	24	20	0
rg06_theta15p195_foilpm8	1	1	7	2	3	0	1	0	0	3
rg06_theta15p195_foilpm8	1	1	7	3	16	0	4	0	0	16
rg06_theta15p195_foilpm8	1	1	7	4	34	20	7	6	5	0
rg06_theta15p195_foilpm8	1	1	7	5	49	28	10	9	7	0
rg06_theta15p195_foilpm8	1	1	7	6	65	33	13	8	9	0
rg06_theta15p195_foilpm8	1	1	7	7	119	64	24	24	16	0
rg06_theta15p195_foilpm8	1	1	8	3	7	0	2	0	0	7
rg06_theta15p195_foilpm8	1	1	8	4	22	0	5	0	0	22
rg06_theta15p195_foilpm8	1	1	8	5	47	24	10	10	6	0
rg06_theta15p195_foilpm8	1	1	8	6	68	35	14	11	9	0
rg06_theta15p195_foilpm8	1	2	0	3	13	0	3	0	0	13
rg06_theta15p195_foilpm8	1	2	0	4	22	0	5	0	0	22
rg06_theta15p195_foilpm8	1	2	0	5	50	25	10	10	7	0
rg06_theta15p195_foilpm8	1	2	0	6	51	25	11	10	7	0
rg06_theta15p195_foilpm8	1	2	0	7	2	0	1	0	0	2
rg06_theta15p195_foilpm8	1	2	1	2	1	0	1	0	0	1
rg06_theta15p195_foilpm8	1	2	1	3	17	0	4	0	0	17
rg06_theta15p195_foilpm8	1	2	1	4	42	23	9	8	6	0
rg06_theta15p195_foilpm8	1	2	1	5	71	40	15	13	10	0
rg06_theta15p195_foilpm8	1	2	1	6	97	52	20	17	13	0
rg06_theta15p195_foilpm8	1	2	1	7	148	78	30	26	20	0
rg06_theta15p195_foilpm8	1	2	2	2	20	0	4	0	0	20
rg06_theta15p195_foilpm8	1	2	2	4	54	29	11	8	8	0
rg06_theta15p195_foilpm8	1	2	2	5	84	45	17	14	12	0
rg06_theta15p195_foilpm8	1	2	2	6	150	82	30	28	21	0
rg06_theta15p195_foilpm8	1	2	2	7	195	108	39	29	27	0
rg06_theta15p195_foilpm8	1	2	3	2	12	0	3	0	0	12
rg06_theta15p195_foilpm8	1	2	3	3	47	25	10	7	7	0
rg06_theta15p195_foilpm8	1	2	3	4	75	37	15	12	10	0
rg06_theta15p195_foilpm8	1	2	3	5	127	63	26	22	16	0
rg06_theta15p195_foilpm8	1	2	3	6	158	88	32	25	22	0
rg06_theta15p195_foilpm8	1	2	3	7	230	124	46	38	31	0
rg06_theta15p195_foilpm8	1	2	4	2	13	0	3	0	0	13
rg06_theta15p195_foilpm8	1	2	4	3	47	25	10	8	7	0
rg06_theta15p195_foilpm8	1	2	4	4	16	0	4	0	0	16
rg06_theta15p195_foilpm8	1	2	4	5	141	77	29	23	20	0
rg06_theta15p195_foilpm8	1	2	4	6	200	104	40	33	27	0
rg06_theta15p195_foilpm8	1	2	4	7	255	140	51	42	35	0
rg06_theta15p195_foilpm8	1	2	5	2	16	0	4	0	0	16
rg06_theta15p195_foilpm8	1	2	5	3	29	16	6	5	5	0
rg06_theta15p195_foilpm8	1	2	5	4	76	38	16	12	10	0
rg06_theta15p195_foilpm8	1	2	5	5	1	0	1	0	0	1
rg06_theta15p195_foilpm8	1	2	5	6	197	101	40	34	26	0
rg06_theta15p195_foilpm8	1	2	5	7	216	118	44	36	30	0
rg06_theta15p195_foilpm8	1	2	6	2	8	0	2	0	0	8
rg06_theta15p195_foilpm8	1	2	6	3	37	20	8	8	6	0
rg06_theta15p195_foilpm8	1	2	6	4	50	28	10	7	7	0
rg06_theta15p195_foilpm8	1	2	6	5	87	44	18	10	12	0
rg06_theta15p195_foilpm8	1	2	6	6	161	83	33	26	21	0
rg06_theta15p195_foilpm8	1	2	6	7	210	108	42	37	28	0
rg06_theta15p195_foilpm8	1	2	7	2	1	0	1	0	0	1
rg06_theta15p195_foilpm8	1	2	7	3	28	16	6	5	4	0
rg06_theta15p195_foilpm8	1	2	7	4	45	24	9	8	7	0
rg06_theta15p195_foilpm8	1	2	7	5	71	36	15	12	10	0
rg06_theta15p195_foilpm8	1	2	7	6	123	63	25	23	16	0
rg06_theta15p195_foilpm8	1	2	7	7	162	88	33	27	22	0
rg06_theta15p195_foilpm8	1	2	8	3	14	0	3	0	0	14
rg06_theta15p195_foilpm8	1	2	8	4	25	13	5	5	4	0
rg06_theta15p195_foilpm8	1	2	8	5	53	26	11	8	7	0
rg06_theta15p195_foilpm8	1	2	8	6	64	35	13	9	9	0
rg06_theta15p195_foilpm8	1	2	8	7	2	0	1	0	0	2
rg06_theta15p195_foilpm8	1	3	0	3	3	0	1	0	0	3
rg06_theta15p195_foilpm8	1	3	0	4	12	0	3	0	0	12
rg06_theta15p195_foilpm8	1	3	0	5	26	14	6	4	4	0
rg06_theta15p195_foilpm8	1	3	0	6	47	27	10	7	7	0
rg06_theta15p195_foilpm8	1	3	0	7	2	0	1	0	0	2
rg06_theta15p195_foilpm8	1	3	1	3	8	0	2	0	0	8
rg06_theta15p195_foilpm8	1	3	1	4	15	0	3	0	0	15
rg06_theta15p195_foilpm8	1	3	1	5	49	25	10	8	7	0
rg06_theta15p195_foilpm8	1	3	1	6	61	28	13	11	8	0
rg06_theta15p195_foilpm8	1	3	1	7	105	56	21	16	15	0
rg06_theta15p195_foilpm8	1	3	2	2	10	0	2	0	0	10
rg06_theta15p195_foilpm8	1	3	2	4	31	12	7	6	3	0
rg06_theta15p195_foilpm8	1	3	2	5	61	28	13	10	8	0
rg06_theta15p195_foilpm8	1	3	2	6	99	52	20	15	14	0
rg06_theta15p195_foilpm8	1	3	2	7	132	65	27	23	17	0
rg06_theta15p195_foilpm8	1	3	3	2	10	0	2	0	0	10
rg06_theta15p195_foilpm8	1	3	3	3	14	0	3	0	0	14
rg06_theta15p195_foilpm8	1	3	3	4	36	16	8	8	4	0
rg06_theta15p195_foilpm8	1	3	3	5	59	29	12	7	8	0
rg06_theta15p195_foilpm8	1	3	3	6	94	48	19	12	12	0
rg06_theta15p195_foilpm8	1	3	3	7	160	77	32	25	20	0
rg06_theta15p195_foilpm8	1	3	4	2	5	0	1	0	0	5
rg06_theta15p195_foilpm8	1	3	4	3	19	0	4	0	0	19
rg06_theta15p195_foilpm8	1	3	4	4	16	0	4	0	0	16
rg06_theta15p195_foilpm8	1	3	4	5	92	41	19	14	11	0
rg06_theta15p195_foilpm8	1	3	4	6	83	39	17	11	10	0
rg06_theta15p195_foilpm8	1	3	4	7	182	92	37	28	24	0
rg06_theta15p195_foilpm8	1	3	5	2	4	0	1	0	0	4
rg06_theta15p195_foilpm8	1	3	5	3	25	12	5	4	4	0
rg06_theta15p195_foilpm8	1	3	5	4	51	24	11	9	6	0
rg06_theta15p195_foilpm8	1	3	5	6	129	62	26	21	16	0
rg06_theta15p195_foilpm8	1	3	5	7	172	86	35	28	22	0
rg06_theta15p195_foilpm8	1	3	6	2	1	0	1	0	0	1
rg06_theta15p195_foilpm8	1	3	6	3	14	0	3	0	0	14
rg06_theta15p195_foilpm8	1	3	6	4	19	0	4	0	0	19
rg06_theta15p195_foilpm8	1	3	6	5	49	26	10	7	7	0
rg06_theta15p195_foilpm8	1	3	6	6	91	48	19	13	12	0
rg06_theta15p195_foilpm8	1	3	6	7	111	52	23	16	14	0
rg06_theta15p195_foilpm8	1	3	7	3	10	0	2	0	0	10
rg06_theta15p195_foilpm8	1	3	7	4	19	0	4	0	0	19
rg06_theta15p195_foilpm8	1	3	7	5	36	17	8	6	5	0
rg06_theta15p195_foilpm8	1	3	7	6	60	30	12	7	8	0
rg06_theta15p195_foilpm8	1	3	7	7	113	60	23	19	15	0
rg06_theta15p195_foilpm8	1	3	8	3	4	0	1	0	0	4
rg06_theta15p195_foilpm8	1	3	8	4	12	0	3	0	0	12
rg06_theta15p195_foilpm8	1	3	8	5	31	15	7	3	4	0
rg06_theta15p195_foilpm8	1	3	8	6	54	26	11	10	7	0
rg06_theta15p195_foilpm8	1	3	8	7	6	0	2	0	0	6
rg06_theta15p195_foilpm8	1	4	0	4	2	0	1	0	0	2
rg06_theta15p195_foilpm8	1	4	0	5	10	0	2	0	0	10
rg06_theta15p195_foilpm8	1	4	0	6	18	0	4	0	0	18
rg06_theta15p195_foilpm8	1	4	1	4	4	0	1	0	0	4
rg06_theta15p195_foilpm8	1	4	1	5	17	0	4	0	0	17
rg06_theta15p195_foilpm8	1	4	1	6	27	15	6	6	4	0
rg06_theta15p195_foilpm8	1	4	1	7	43	22	9	8	6	0
rg06_theta15p195_foilpm8	1	4	2	4	14	0	3	0	0	14
rg06_theta15p195_foilpm8	1	4	2	5	21	0	5	0	0	21
rg06_theta15p195_foilpm8	1	4	2	6	42	24	9	6	6	0
rg06_theta15p195_foilpm8	1	4	2	7	71	36	15	9	10	0
rg06_theta15p195_foilpm8	1	4	3	4	9	0	2	0	0	9
rg06_theta15p195_foilpm8	1	4	3	5	26	13	6	6	4	0
rg06_theta15p195_foilpm8	1	4	3	6	51	27	11	7	7	0
rg06_theta15p195_foilpm8	1	4	3	7	90	48	18	17	12	0
rg06_theta15p195_foilpm8	1	4	4	4	4	0	1	0	0	4
rg06_theta15p195_foilpm8	1	4	4	5	22	0	5	0	0	22
rg06_theta15p195_foilpm8	1	4	4	6	54	29	11	7	8	0
rg06_theta15p195_foilpm8	1	4	4	7	80	46	16	11	12	0
rg06_theta15p195_foilpm8	1	4	5	4	5	0	1	0	0	5
rg06_theta15p195_foilpm8	1	4	5	6	47	25	10	7	7	0
rg06_theta15p195_foilpm8	1	4	5	7	82	43	17	15	11	0
rg06_theta15p195_foilpm8	1	4	6	4	9	0	2	0	0	9
rg06_theta15p195_foilpm8	1	4	6	5	15	0	3	0	0	15
rg06_theta15p195_foilpm8	1	4	6	6	27	13	6	4	4	0
rg06_theta15p195_foilpm8	1	4	6	7	36	16	8	6	5	0
rg06_theta15p195_foilpm8	1	4	7	4	5	0	1	0	0	5
rg06_theta15p195_foilpm8	1	4	7	5	16	0	4	0	0	16
rg06_theta15p195_foilpm8	1	4	7	6	25	12	5	4	4	0
rg06_theta15p195_foilpm8	1	4	7	7	35	18	7	6	5	0
rg06_theta15p195_foilpm8	1	4	8	4	4	0	1	0	0	4
rg06_theta15p195_foilpm8	1	4	8	5	5	0	1	0	0	5
rg06_theta15p195_foilpm8	1	4	8	6	19	0	4	0	0	19
rg06_theta15p195_foilpm8	1	4	8	7	1	0	1	0	0	1
rg07_theta12p495_foilpm8	0	0	0	1	7	0	2	0	0	7
rg07_theta12p495_foilpm8	0	0	0	2	34	11	7	1	3	0
rg07_theta12p495_foilpm8	0	0	0	3	76	24	16	9	7	0
rg07_theta12p495_foilpm8	0	0	0	4	104	40	21	7	10	0
rg07_theta12p495_foilpm8	0	0	0	5	72	16	15	6	4	0
rg07_theta12p495_foilpm8	0	0	0	6	10	0	2	0	0	10
rg07_theta12p495_foilpm8	0	0	1	1	6	0	2	0	0	6
rg07_theta12p495_foilpm8	0	0	1	2	18	0	4	0	0	18
rg07_theta12p495_foilpm8	0	0	1	3	15	0	3	0	0	15
rg07_theta12p495_foilpm8	0	0	1	4	25	5	5	0	2	0
rg07_theta12p495_foilpm8	0	0	1	5	24	0	5	0	0	24
rg07_theta12p495_foilpm8	0	0	1	6	4	0	1	0	0	4
rg07_theta12p495_foilpm8	0	0	2	1	16	0	4	0	0	16
rg07_theta12p495_foilpm8	0	0	2	2	40	14	8	3	4	0
rg07_theta12p495_foilpm8	0	0	2	3	16	0	4	0	0	16
rg07_theta12p495_foilpm8	0	0	2	4	74	27	15	10	7	0
rg07_theta12p495_foilpm8	0	0	2	5	81	28	17	6	7	0
rg07_theta12p495_foilpm8	0	0	2	6	37	16	8	4	5	0
rg07_theta12p495_foilpm8	0	0	3	1	19	0	4	0	0	19
rg07_theta12p495_foilpm8	0	0	3	2	58	20	12	2	5	0
rg07_theta12p495_foilpm8	0	0	3	3	82	27	17	10	7	0
rg07_theta12p495_foilpm8	0	0	3	4	78	35	16	10	9	0
rg07_theta12p495_foilpm8	0	0	3	5	86	37	18	14	10	0
rg07_theta12p495_foilpm8	0	0	3	6	58	28	12	7	7	0
rg07_theta12p495_foilpm8	0	0	4	1	21	0	5	0	0	21
rg07_theta12p495_foilpm8	0	0	4	2	64	30	13	10	8	0
rg07_theta12p495_foilpm8	0	0	4	3	77	35	16	12	9	0
rg07_theta12p495_foilpm8	0	0	4	4	27	8	6	3	3	0
rg07_theta12p495_foilpm8	0	0	4	5	94	44	19	13	11	0
rg07_theta12p495_foilpm8	0	0	4	6	111	42	23	19	11	0
rg07_theta12p495_foilpm8	0	0	5	1	11	0	3	0	0	11
rg07_theta12p495_foilpm8	0	0	5	2	53	28	11	6	7	0
rg07_theta12p495_foilpm8	0	0	5	3	62	31	13	10	8	0
rg07_theta12p495_foilpm8	0	0	5	4	83	40	17	13	11	0
rg07_theta12p495_foilpm8	0	0	5	5	9	0	2	0	0	9
rg07_theta12p495_foilpm8	0	0	5	6	111	56	23	18	15	0
rg07_theta12p495_foilpm8	0	0	6	1	4	0	1	0	0	4
rg07_theta12p495_foilpm8	0	0	6	2	31	13	7	2	4	0
rg07_theta12p495_foilpm8	0	0	6	3	67	29	14	9	8	0
rg07_theta12p495_foilpm8	0	0	6	4	63	29	13	7	8	0
rg07_theta12p495_foilpm8	0	0	6	5	74	38	15	10	10	0
rg07_theta12p495_foilpm8	0	0	6	6	94	47	19	12	12	0
rg07_theta12p495_foilpm8	0	0	7	1	2	0	1	0	0	2
rg07_theta12p495_foilpm8	0	0	7	2	32	12	7	3	4	0
rg07_theta12p495_foilpm8	0	0	7	3	55	18	11	6	5	0
rg07_theta12p495_foilpm8	0	0	7	4	73	25	15	8	7	0
rg07_theta12p495_foilpm8	0	0	7	5	73	27	15	11	7	0
rg07_theta12p495_foilpm8	0	0	7	6	68	28	14	9	8	0
rg07_theta12p495_foilpm8	0	0	8	2	3	0	1	0	0	3
rg07_theta12p495_foilpm8	0	0	8	3	2	0	1	0	0	2
rg07_theta12p495_foilpm8	0	0	8	4	9	0	2	0	0	9
rg07_theta12p495_foilpm8	0	0	8	5	28	15	6	6	4	0
rg07_theta12p495_foilpm8	0	0	8	6	2	0	1	0	0	2
rg07_theta12p495_foilpm8	0	1	0	1	6	0	2	0	0	6
rg07_theta12p495_foilpm8	0	1	0	2	40	16	8	7	5	0
rg07_theta12p495_foilpm8	0	1	0	3	69	28	14	11	8	0
rg07_theta12p495_foilpm8	0	1	0	4	80	40	16	13	11	0
rg07_theta12p495_foilpm8	0	1	0	5	59	24	12	8	6	0
rg07_theta12p495_foilpm8	0	1	0	6	3	0	1	0	0	3
rg07_theta12p495_foilpm8	0	1	1	1	36	12	8	4	3	0
rg07_theta12p495_foilpm8	0	1	1	2	59	25	12	7	7	0
rg07_theta12p495_foilpm8	0	1	1	3	91	42	19	16	11	0
rg07_theta12p495_foilpm8	0	1	1	4	118	51	24	19	13	0
rg07_theta12p495_foilpm8	0	1	1	5	108	48	22	16	12	0
rg07_theta12p495_foilpm8	0	1	1	6	25	6	5	2	2	0
rg07_theta12p495_foilpm8	0	1	2	1	60	20	12	7	6	0
rg07_theta12p495_foilpm8	0	1	2	2	65	28	13	10	7	0
rg07_theta12p495_foilpm8	0	1	2	3	9	0	2	0	0	9
rg07_theta12p495_foilpm8	0	1	2	4	135	70	27	21	18	0
rg07_theta12p495_foilpm8	0	1	2	5	137	59	28	25	15	0
rg07_theta12p495_foilpm8	0	1	2	6	98	41	20	15	11	0
rg07_theta12p495_foilpm8	0	1	3	1	59	24	12	6	7	0
rg07_theta12p495_foilpm8	0	1	3	2	102	43	21	13	11	0
rg07_theta12p495_foilpm8	0	1	3	3	143	71	29	20	18	0
rg07_theta12p495_foilpm8	0	1	3	4	143	66	29	17	17	0
rg07_theta12p495_foilpm8	0	1	3	5	186	86	38	26	22	0
rg07_theta12p495_foilpm8	0	1	3	6	180	80	36	24	21	0
rg07_theta12p495_foilpm8	0	1	4	1	42	17	9	8	5	0
rg07_theta12p495_foilpm8	0	1	4	2	66	30	14	7	8	0
rg07_theta12p495_foilpm8	0	1	4	3	118	58	24	20	15	0
rg07_theta12p495_foilpm8	0	1	4	4	53	28	11	9	8	0
rg07_theta12p495_foilpm8	0	1	4	5	198	107	40	34	27	0
rg07_theta12p495_foilpm8	0	1	4	6	203	107	41	34	27	0
rg07_theta12p495_foilpm8	0	1	5	1	48	24	10	7	7	0
rg07_theta12p495_foilpm8	0	1	5	2	105	52	21	21	13	0
rg07_theta12p495_foilpm8	0	1	5	3	107	52	22	17	13	0
rg07_theta12p495_foilpm8	0	1	5	4	127	61	26	20	16	0
rg07_theta12p495_foilpm8	0	1	5	5	14	0	3	0	0	14
rg07_theta12p495_foilpm8	0	1	5	6	170	74	34	28	19	0
rg07_theta12p495_foilpm8	0	1	6	1	42	15	9	6	4	0
rg07_theta12p495_foilpm8	0	1	6	2	56	30	12	6	8	0
rg07_theta12p495_foilpm8	0	1	6	3	88	43	18	14	11	0
rg07_theta12p495_foilpm8	0	1	6	4	138	71	28	20	18	0
rg07_theta12p495_foilpm8	0	1	6	5	157	80	32	20	20	0
rg07_theta12p495_foilpm8	0	1	6	6	167	82	34	25	21	0
rg07_theta12p495_foilpm8	0	1	7	1	18	0	4	0	0	18
rg07_theta12p495_foilpm8	0	1	7	2	67	35	14	12	9	0
rg07_theta12p495_foilpm8	0	1	7	3	94	48	19	14	13	0
rg07_theta12p495_foilpm8	0	1	7	4	85	40	17	11	11	0
rg07_theta12p495_foilpm8	0	1	7	5	114	52	23	14	14	0
rg07_theta12p495_foilpm8	0	1	7	6	141	75	29	23	19	0
rg07_theta12p495_foilpm8	0	1	8	1	1	0	1	0	0	1
rg07_theta12p495_foilpm8	0	1	8	2	38	20	8	5	5	0
rg07_theta12p495_foilpm8	0	1	8	3	63	35	13	11	9	0
rg07_theta12p495_foilpm8	0	1	8	4	68	32	14	11	9	0
rg07_theta12p495_foilpm8	0	1	8	5	87	42	18	14	11	0
rg07_theta12p495_foilpm8	0	1	8	6	6	0	2	0	0	6
rg07_theta12p495_foilpm8	0	2	0	1	2	0	1	0	0	2
rg07_theta12p495_foilpm8	0	2	0	2	66	28	14	11	8	0
rg07_theta12p495_foilpm8	0	2	0	3	79	40	16	14	10	0
rg07_theta12p495_foilpm8	0	2	0	4	111	49	23	18	13	0
rg07_theta12p495_foilpm8	0	2	0	5	149	69	30	20	18	0
rg07_theta12p495_foilpm8	0	2	0	6	3	0	1	0	0	3
rg07_theta12p495_foilpm8	0	2	1	1	43	21	9	4	6	0
rg07_theta12p495_foilpm8	0	2	1	2	92	43	19	7	11	0
rg07_theta12p495_foilpm8	0	2	1	3	129	63	26	18	16	0
rg07_theta12p495_foilpm8	0	2	1	4	155	68	31	23	17	0
rg07_theta12p495_foilpm8	0	2	1	5	165	78	33	24	20	0
rg07_theta12p495_foilpm8	0	2	1	6	70	30	14	8	8	0
rg07_theta12p495_foilpm8	0	2	2	1	56	29	12	9	8	0
rg07_theta12p495_foilpm8	0	2	2	2	108	51	22	15	13	0
rg07_theta12p495_foilpm8	0	2	2	3	8	0	2	0	0	8
rg07_theta12p495_foilpm8	0	2	2	4	193	93	39	29	24	0
rg07_theta12p495_foilpm8	0	2	2	5	242	116	49	40	30	0
rg07_theta12p495_foilpm8	0	2	2	6	177	90	36	28	23	0
rg07_theta12p495_foilpm8	0	2	3	1	74	35	15	14	9	0
rg07_theta12p495_foilpm8	0	2	3	2	122	56	25	21	14	0
rg07_theta12p495_foilpm8	0	2	3	3	160	74	32	28	19	0
rg07_theta12p495_foilpm8	0	2	3	4	263	135	53	42	34	0
rg07_theta12p495_foilpm8	0	2	3	5	290	148	58	44	37	0
rg07_theta12p495_foilpm8	0	2	3	6	326	163	66	52	41	0
rg07_theta12p495_foilpm8	0	2	4	1	83	40	17	15	11	0
rg07_theta12p495_foilpm8	0	2	4	2	112	52	23	15	14	0
rg07_theta12p495_foilpm8	0	2	4	3	183	92	37	33	23	0
rg07_theta12p495_foilpm8	0	2	4	4	72	36	15	10	10	0
rg07_theta12p495_foilpm8	0	2	4	5	318	152	64	50	39	0
rg07_theta12p495_foilpm8	0	2	4	6	337	171	68	56	43	0
rg07_theta12p495_foilpm8	0	2	5	1	52	26	11	8	7	0
rg07_theta12p495_foilpm8	0	2	5	2	104	52	21	18	13	0
rg07_theta12p495_foilpm8	0	2	5	3	176	88	36	28	23	0
rg07_theta12p495_foilpm8	0	2	5	4	242	119	49	36	30	0
rg07_theta12p495_foilpm8	0	2	5	5	5	0	1	0	0	5
rg07_theta12p495_foilpm8	0	2	5	6	310	165	62	50	42	0
rg07_theta12p495_foilpm8	0	2	6	1	47	20	10	4	6	0
rg07_theta12p495_foilpm8	0	2	6	2	105	55	21	16	14	0
rg07_theta12p495_foilpm8	0	2	6	3	170	84	34	28	22	0
rg07_theta12p495_foilpm8	0	2	6	4	192	91	39	33	23	0
rg07_theta12p495_foilpm8	0	2	6	5	283	145	57	45	37	0
rg07_theta12p495_foilpm8	0	2	6	6	315	160	63	54	40	0
rg07_theta12p495_foilpm8	0	2	7	1	32	17	7	4	5	0
rg07_theta12p495_foilpm8	0	2	7	2	76	38	16	11	10	0
rg07_theta12p495_foilpm8	0	2	7	3	131	68	27	20	18	0
rg07_theta12p495_foilpm8	0	2	7	4	152	75	31	22	19	0
rg07_theta12p495_foilpm8	0	2	7	5	224	110	45	29	28	0
rg07_theta12p495_foilpm8	0	2	7	6	206	106	42	35	27	0
rg07_theta12p495_foilpm8	0	2	8	1	2	0	1	0	0	2
rg07_theta12p495_foilpm8	0	2	8	2	69	34	14	12	9	0
rg07_theta12p495_foilpm8	0	2	8	3	111	54	23	20	14	0
rg07_theta12p495_foilpm8	0	2	8	4	130	72	26	19	19	0
rg07_theta12p495_foilpm8	0	2	8	5	161	80	33	25	20	0
rg07_theta12p495_foilpm8	0	2	8	6	4	0	1	0	0	4
rg07_theta12p495_foilpm8	0	3	0	2	46	19	10	9	5	0
rg07_theta12p495_foilpm8	0	3	0	3	79	36	16	11	10	0
rg07_theta12p495_foilpm8	0	3	0	4	112	51	23	14	13	0
rg07_theta12p495_foilpm8	0	3	0	5	135	65	27	17	17	0
rg07_theta12p495_foilpm8	0	3	0	6	3	0	1	0	0	3
rg07_theta12p495_foilpm8	0	3	1	1	6	0	2	0	0	6
rg07_theta12p495_foilpm8	0	3	1	2	53	25	11	11	7	0
rg07_theta12p495_foilpm8	0	3	1	3	80	41	16	11	11	0
rg07_theta12p495_foilpm8	0	3	1	4	132	62	27	21	16	0
rg07_theta12p495_foilpm8	0	3	1	5	184	86	37	28	22	0
rg07_theta12p495_foilpm8	0	3	1	6	203	100	41	25	25	0
rg07_theta12p495_foilpm8	0	3	2	1	10	0	2	0	0	10
