model	pool	target	rms_gain_percent	low95	high95	clusters	replicates
all_core_squared_enet_basis	shoulder	yptar	-0.0918134903520107	-0.6919487549194286	0.5036023086167897	2459	500
all_core_huber_enet_basis	shoulder	xptar	-0.9693792119122691	-1.6283039419794099	-0.35824912245131957	2459	500
all_core_huber_enet_basis	shoulder	ytar	0.2441376521574612	-0.303337532419532	0.7464341428892408	2459	500
all_core_huber_enet_basis	shoulder	yptar	-0.17156262794175703	-0.7779561392022893	0.4304486904811365	2459	500
all_supported_squared_enet_basis	shoulder	xptar	2.2456377495010615	1.556699356224763	3.0292386986287063	2459	500
all_supported_squared_enet_basis	shoulder	ytar	0.8141764019074182	0.30420944118907167	1.3418837942318484	2459	500
all_supported_squared_enet_basis	shoulder	yptar	1.6463279876630543	0.9162366424012114	2.4274905472067925	2459	500
all_supported_huber_enet_basis	shoulder	xptar	0.7802200405256254	0.11608387977437297	1.4303935724333146	2459	500
all_supported_huber_enet_basis	shoulder	ytar	0.9843267931810784	0.44404941667787273	1.464395578850637	2459	500
all_supported_huber_enet_basis	shoulder	yptar	0.9867071584606979	0.3898495245244088	1.5645589497175278	2459	500
balanced_squared_beam_basis	shoulder	xptar	-0.08283203076211443	-0.3874948217070828	0.2544346539934372	2459	500
balanced_squared_beam_basis	shoulder	ytar	0.18005229703871306	-0.23976388992138664	0.594023229237734	2459	500
balanced_squared_beam_basis	shoulder	yptar	0.12361197743417929	-0.4005710981222338	0.6636379495943842	2459	500
all_core_squared_beam_basis	shoulder	xptar	-0.7541744258732441	-1.1321142465136984	-0.36053884984955104	2459	500
all_core_squared_beam_basis	shoulder	ytar	0.7801931497412595	0.34842782309918774	1.2185738507525745	2459	500
all_core_squared_beam_basis	shoulder	yptar	0.09077761752163127	-0.4507007379373362	0.6308851803841439	2459	500
all_core_huber_beam_basis	shoulder	xptar	-0.7250052112056427	-1.1036997301492257	-0.34016352637997155	2459	500
all_core_huber_beam_basis	shoulder	ytar	0.568222955423292	0.11416708140939787	1.002491681105524	2459	500
all_core_huber_beam_basis	shoulder	yptar	0.005135246701415408	-0.5446286734256156	0.5420341879551609	2459	500
all_supported_squared_beam_basis	shoulder	xptar	2.1647184454556823	1.700000352856116	2.7402397857371334	2459	500
all_supported_squared_beam_basis	shoulder	ytar	1.1405528152181654	0.6867149121176234	1.6413913411404957	2459	500
all_supported_squared_beam_basis	shoulder	yptar	1.8583704051453376	1.201232006628925	2.584234145998906	2459	500
all_supported_huber_beam_basis	shoulder	xptar	1.1157335860009554	0.7599344778595871	1.5484857895873754	2459	500
all_supported_huber_beam_basis	shoulder	ytar	1.3929482113881009	0.9772644084082069	1.876166176599576	2459	500
all_supported_huber_beam_basis	shoulder	yptar	1.1849824243679974	0.6353212283702373	1.7111161186535007	2459	500
balanced_squared_full	supported	xptar	0.0	0.0	0.0	2593	500
balanced_squared_full	supported	ytar	0.0	0.0	0.0	2593	500
balanced_squared_full	supported	yptar	0.0	0.0	0.0	2593	500
balanced_huber_full	supported	xptar	-0.008010961268634098	-0.0540599119503854	0.0323546624220941	2593	500
balanced_huber_full	supported	ytar	0.05615025062789547	-0.0023062979610749532	0.11921813926867862	2593	500
balanced_huber_full	supported	yptar	0.030361785462973412	-0.010810737811891014	0.06854476221202467	2593	500
half_surplus_squared_full	supported	xptar	0.5344338809937343	0.34507370331721493	0.721620455349051	2593	500
half_surplus_squared_full	supported	ytar	0.9855513543370553	0.7657848765644015	1.1889785945497298	2593	500
half_surplus_squared_full	supported	yptar	0.3268132315726868	-0.05141572965951467	0.6286931006143232	2593	500
half_surplus_huber_full	supported	xptar	0.5436986593221449	0.3490653078032624	0.7336594556874606	2593	500
half_surplus_huber_full	supported	ytar	0.909087568018585	0.6508303875998878	1.1432022939313153	2593	500
half_surplus_huber_full	supported	yptar	0.29767328469529897	-0.1658572343092507	0.6534130251285576	2593	500
all_core_squared_full	supported	xptar	0.387399260296728	0.16838085870912733	0.5984965366189904	2593	500
all_core_squared_full	supported	ytar	1.0106439080206808	0.7479554404713445	1.2476479931671474	2593	500
all_core_squared_full	supported	yptar	0.3776658326350213	-0.12539445294660387	0.7761048769235928	2593	500
all_core_huber_full	supported	xptar	0.40704995436460223	0.1831787361777909	0.6257164001940099	2593	500
all_core_huber_full	supported	ytar	0.879570194144419	0.576083233916718	1.1465407708827453	2593	500
all_core_huber_full	supported	yptar	0.3395902929180461	-0.28180777954401987	0.7981277724844622	2593	500
half_shoulders_squared_full	supported	xptar	2.3066404323995537	1.7676180395355285	2.9037680321155843	2593	500
half_shoulders_squared_full	supported	ytar	1.1594651795023614	0.9172835678839009	1.4208757629705748	2593	500
half_shoulders_squared_full	supported	yptar	1.0917208369150777	0.6500555773675015	1.5399901004759826	2593	500
half_shoulders_huber_full	supported	xptar	1.4524455853871632	1.11208223754483	1.781548233709459	2593	500
half_shoulders_huber_full	supported	ytar	1.0857744166719696	0.826908690353132	1.3452731952660502	2593	500
half_shoulders_huber_full	supported	yptar	0.7483748737116325	0.23475679439682845	1.201651928748241	2593	500
all_supported_squared_full	supported	xptar	2.6308693103197833	1.8080601221617023	3.517902293700608	2593	500
all_supported_squared_full	supported	ytar	1.169691867360767	0.9095658953763841	1.432241009732822	2593	500
all_supported_squared_full	supported	yptar	1.227844575113013	0.7405136951470862	1.7508960189671732	2593	500
all_supported_huber_full	supported	xptar	2.1589983922223333	1.6919888778572036	2.6504329394111976	2593	500
all_supported_huber_full	supported	ytar	1.121429642401528	0.8536694952580542	1.3943923127378757	2593	500
all_supported_huber_full	supported	yptar	1.0352064005890838	0.4854869492731209	1.5385499007584698	2593	500
balanced_squared_enet_basis	supported	xptar	-1.5530414712530805	-2.131129177304554	-0.9484533406064838	2593	500
balanced_squared_enet_basis	supported	ytar	-0.7034437542033034	-1.0031076043425369	-0.4099111326320299	2593	500
balanced_squared_enet_basis	supported	yptar	-0.38870103996886396	-0.7264587794246063	-0.11176622820751675	2593	500
all_core_squared_enet_basis	supported	xptar	-1.1481430839064721	-1.696995115164766	-0.6100223113815331	2593	500
all_core_squared_enet_basis	supported	ytar	0.13304711512751588	-0.18824180087651465	0.40977564664051724	2593	500
all_core_squared_enet_basis	supported	yptar	-0.2142962933024517	-0.5667391681875789	0.10105728453264072	2593	500
all_core_huber_enet_basis	supported	xptar	-1.1558007067537623	-1.7208521711133684	-0.6238763332327543	2593	500
all_core_huber_enet_basis	supported	ytar	0.056128392063092836	-0.2805470221302686	0.3379119308175572	2593	500
all_core_huber_enet_basis	supported	yptar	-0.24999687946960503	-0.6122544676509317	0.06602063758157999	2593	500
all_supported_squared_enet_basis	supported	xptar	-0.37250491805804753	-1.0958545185678614	0.23692928123179702	2593	500
all_supported_squared_enet_basis	supported	ytar	-0.10328955849174815	-0.5021251119146919	0.23626221919272158	2593	500
all_supported_squared_enet_basis	supported	yptar	-0.20243598367157833	-0.64442729486345	0.20635039828361867	2593	500
all_supported_huber_enet_basis	supported	xptar	-0.17273713557954817	-0.758516081767826	0.3700318006786469	2593	500
all_supported_huber_enet_basis	supported	ytar	0.17375009968066957	-0.19162387425896707	0.4886270166752556	2593	500
all_supported_huber_enet_basis	supported	yptar	0.1068332750860268	-0.2425569915301995	0.43346598965031846	2593	500
balanced_squared_beam_basis	supported	xptar	-0.19591819583630876	-0.41379759455953957	0.07414368845157822	2593	500
balanced_squared_beam_basis	supported	ytar	-0.050038472317459615	-0.2622578368533668	0.18851170975197287	2593	500
balanced_squared_beam_basis	supported	yptar	-0.15064385668555058	-0.416359973706551	0.09304502046121899	2593	500
all_core_squared_beam_basis	supported	xptar	0.03192152173869811	-0.3191764596390684	0.33528643051829177	2593	500
all_core_squared_beam_basis	supported	ytar	0.7620400793360904	0.5062499759122285	1.0208617679239138	2593	500
all_core_squared_beam_basis	supported	yptar	0.05044291178470939	-0.24533406579161976	0.330813005931166	2593	500
all_core_huber_beam_basis	supported	xptar	0.049897310393831606	-0.2976908742758211	0.3667385325597307	2593	500
all_core_huber_beam_basis	supported	ytar	0.6792513101729569	0.40641871477441804	0.9484656980513846	2593	500
all_core_huber_beam_basis	supported	yptar	0.014001835473886892	-0.2910051864870128	0.2973872235213566	2593	500
all_supported_squared_beam_basis	supported	xptar	0.7980682718474519	0.40201463565222084	1.2091794779596161	2593	500
all_supported_squared_beam_basis	supported	ytar	0.3389444658877916	-0.0008650962491862902	0.6573220931555126	2593	500
all_supported_squared_beam_basis	supported	yptar	0.08452979648801984	-0.31817254280937124	0.464563693351828	2593	500
all_supported_huber_beam_basis	supported	xptar	1.1009063666991392	0.780092578721231	1.420388629387909	2593	500
all_supported_huber_beam_basis	supported	ytar	0.7946673408359417	0.4925518313520355	1.0801229056444788	2593	500
all_supported_huber_beam_basis	supported	yptar	0.3721028674619098	0.056327658998744944	0.6551945376497765	2593	500
