entry	reason
4485	missing_axis
6609	missing_axis
7002	missing_axis
7106	missing_axis
7586	missing_axis
7735	missing_axis
8741	missing_axis
9117	missing_axis
9334	missing_axis
9721	missing_axis
10931	missing_axis
13768	missing_axis
14281	missing_axis
14569	missing_axis
16484	missing_axis
19132	missing_axis
20050	missing_axis
21814	missing_axis
22761	missing_axis
25902	missing_axis
28043	missing_axis
28710	missing_axis
28974	missing_axis
29756	missing_axis
30244	missing_axis
31829	missing_axis
31984	missing_axis
32958	missing_axis
33027	missing_axis
34234	missing_axis
34321	missing_axis
34752	missing_axis
34952	missing_axis
38545	missing_axis
38618	missing_axis
41940	missing_axis
43775	missing_axis
44468	missing_axis
45779	missing_axis
47950	missing_axis
49747	missing_axis
49884	missing_axis
50348	missing_axis
50696	missing_axis
53382	missing_axis
54089	missing_axis
55411	missing_axis
56845	missing_axis
57470	missing_axis
58340	missing_axis
58748	missing_axis
60537	missing_axis
62069	missing_axis
62975	missing_axis
63586	missing_axis
64982	missing_axis
68627	missing_axis
70009	missing_axis
71369	missing_axis
71576	missing_axis
71939	missing_axis
77012	missing_axis
77455	missing_axis
77605	missing_axis
77920	missing_axis
79183	missing_axis
79933	missing_axis
81505	missing_axis
84513	missing_axis
85054	missing_axis
85810	missing_axis
86309	missing_axis
87533	missing_axis
87907	missing_axis
87938	missing_axis
89702	missing_axis
90023	missing_axis
90580	missing_axis
95596	missing_axis
96139	missing_axis
97804	missing_axis
98895	missing_axis
99269	missing_axis
99373	missing_axis
103197	missing_axis
105497	missing_axis
106701	missing_axis
109204	missing_axis
110311	missing_axis
110588	missing_axis
111812	missing_axis
113064	missing_axis
114700	missing_axis
115122	missing_axis
116831	missing_axis
116836	missing_axis
117217	missing_axis
119858	missing_axis
120235	missing_axis
121288	missing_axis
121874	missing_axis
122035	missing_axis
123137	missing_axis
123303	missing_axis
126109	missing_axis
127859	missing_axis
127951	missing_axis
130032	missing_axis
130359	missing_axis
130858	missing_axis
130922	missing_axis
132526	missing_axis
132531	missing_axis
134624	missing_axis
135880	missing_axis
135928	missing_axis
137413	missing_axis
137469	missing_axis
139094	missing_axis
139173	missing_axis
139755	missing_axis
140493	missing_axis
140609	missing_axis
142761	missing_axis
143109	missing_axis
143116	missing_axis
144765	missing_axis
144774	missing_axis
144802	missing_axis
150895	missing_axis
150956	missing_axis
151760	missing_axis
151858	missing_axis
152663	missing_axis
153867	missing_axis
154279	missing_axis
154915	missing_axis
155074	missing_axis
156478	missing_axis
157031	missing_axis
158500	missing_axis
159882	missing_axis
160348	missing_axis
160633	missing_axis
165503	missing_axis
165534	missing_axis
166629	missing_axis
167568	missing_axis
171781	missing_axis
173833	missing_axis
174180	missing_axis
175670	missing_axis
175752	missing_axis
176099	missing_axis
176999	missing_axis
177549	missing_axis
178026	missing_axis
179444	missing_axis
179793	missing_axis
180186	missing_axis
180189	missing_axis
180430	missing_axis
182513	missing_axis
182722	missing_axis
184656	missing_axis
187075	missing_axis
188546	missing_axis
191274	missing_axis
191568	missing_axis
192864	missing_axis
194309	missing_axis
195830	missing_axis
197223	missing_axis
197617	missing_axis
