rungroup	foil	ndel	xscol	yscol	status	n_dev	n_core_dev	peak_x	peak_y	center_x	center_y	peak_density	background	shift
rg04_theta15p195_foilpm3	1	2	5	7	accepted	182	146	2.191053316291663	4.442546755756851	2.2060254077224988	4.430027841268271	1.333179138494127	0.009173713469527073	0.006606188428309647
rg04_theta15p195_foilpm3	1	2	6	2	accepted	20	16	4.724805323601135	-3.130159330752145	4.763493067835864	-3.1408261023627047	0.14403394545585185	0.0010667474098467796	0.029624494863415576
rg04_theta15p195_foilpm3	1	2	6	3	accepted	36	32	4.724805323601135	-1.6054534072939586	4.6964091213468055	-1.627301765702576	0.2699569840005399	0.0017967248242158084	0.016884866807691284
rg04_theta15p195_foilpm3	1	2	6	4	accepted	52	42	4.809263723844785	-0.1315710146177105	4.8389565011732465	-0.12580148677984124	0.35441155779171796	0.003110699943214292	0.01483575330640964
rg04_theta15p195_foilpm3	1	2	6	5	accepted	87	71	4.809263723844785	1.4439584396224165	4.786263296409556	1.4436777336696411	0.5993472496022354	0.004025284287833384	0.010580571049765982
rg04_theta15p195_foilpm3	1	2	6	6	accepted	121	98	4.809263723844785	2.9686643630806033	4.806840420664693	2.9921800061440487	0.9154634273101689	0.007355092769930183	0.00502451626282181
rg04_theta15p195_foilpm3	1	2	6	7	accepted	159	133	4.724805323601135	4.442546755756851	4.739283579697603	4.428778102232798	1.1580383910388585	0.0035529230225735476	0.008142217807916005
rg04_theta15p195_foilpm3	1	2	7	2	accepted	15	14	7.3430157311542565	-3.1809828615340847	7.271816312237913	-3.1860916227739726	0.12454149986463992	0.0001075973393992536	0.031088329658488758
rg04_theta15p195_foilpm3	1	2	7	3	accepted	20	17	7.3430157311542565	-1.656276938075898	7.295782498325241	-1.6432694098276144	0.1503214076031302	0.0010931852302412583	0.019264132581631982
rg04_theta15p195_foilpm3	1	2	7	4	accepted	43	37	7.3430157311542565	-0.080747483835771	7.311453912049529	-0.09423349934109226	0.36753447169745546	0.0016527470838000528	0.012441619750924348
rg04_theta15p195_foilpm3	1	2	7	5	accepted	64	53	7.3430157311542565	1.393134908840477	7.35013235377344	1.4135727693715534	0.40799100140971145	0.00496714838722697	0.04437685577831456
rg04_theta15p195_foilpm3	1	2	7	6	accepted	86	69	7.427474131397906	3.019487893862543	7.45402544806727	3.0037965939151734	0.5743985259600246	0.0031721686825748963	0.0048534231509382705
rg04_theta15p195_foilpm3	1	2	7	7	low_stats	0	0	nan	nan	nan	nan	nan	nan	nan
rg04_theta15p195_foilpm3	1	2	8	3	accepted	14	11	9.454475737245483	-1.656276938075898	9.473087724891698	-1.671915302674402	0.11438468052103405	0.00032549803375138013	0.019798433798030698
rg04_theta15p195_foilpm3	1	2	8	4	accepted	32	28	9.707850937976431	-0.1315710146177105	9.751344431171109	-0.13667805068718614	0.2629921574866233	0.0004956241184609709	0.01848899334133186
rg04_theta15p195_foilpm3	1	2	8	5	accepted	49	41	9.792309338220079	1.393134908840477	9.78110590152354	1.4000190620693802	0.3660180946418944	0.0011924425205178779	0.006269203008944774
rg04_theta15p195_foilpm3	1	2	8	6	accepted	65	53	10.130142939194677	2.9686643630806033	10.09053669648617	2.9591725941844804	0.47794960120426283	0.0012504757818766969	0.0005252838156680012
rg04_theta15p195_foilpm3	1	3	0	3	low_stats	8	0	nan	nan	nan	nan	nan	nan	nan
rg04_theta15p195_foilpm3	1	3	0	4	low_stats	6	0	nan	nan	nan	nan	nan	nan	nan
rg04_theta15p195_foilpm3	1	3	0	5	accepted	32	25	-10.24522342139821	1.3662704017237737	-10.247621140709795	1.3588355298851154	0.22383866438984584	0.0015913789996138898	0.021194107554651082
rg04_theta15p195_foilpm3	1	3	0	6	accepted	40	31	-10.498501066205861	2.8874808830940717	-10.46298720687283	2.907950893900745	0.2982466019981663	0.0008743030344879584	0.0013044521997027023
rg04_theta15p195_foilpm3	1	3	1	2	accepted	13	9	-7.881298736526799	-3.450896122615503	-7.870705458409087	-3.496900870348178	0.06280970467320528	0.0005689180071370903	0.057007148509466504
rg04_theta15p195_foilpm3	1	3	1	3	low_stats	9	0	nan	nan	nan	nan	nan	nan	nan
rg04_theta15p195_foilpm3	1	3	1	4	accepted	22	16	-7.881298736526799	-0.002819031509494508	-7.882214494899481	-0.05213317391040602	0.13858803587862945	0.002104226704614128	0.030658105988233333
rg04_theta15p195_foilpm3	1	3	1	5	accepted	37	30	-7.965724618129349	1.5183914498608033	-7.930207594617289	1.5297763285718295	0.26663547948760125	0.003168920295917901	0.0016614951440115501
rg04_theta15p195_foilpm3	1	3	1	6	accepted	69	52	-7.881298736526799	2.8874808830940717	-7.920370950531304	2.87221053833996	0.4678674878683796	0.005199369815179522	0.01319135321110802
rg04_theta15p195_foilpm3	1	3	1	7	low_stats	0	0	nan	nan	nan	nan	nan	nan	nan
rg04_theta15p195_foilpm3	1	3	2	2	low_stats	8	0	nan	nan	nan	nan	nan	nan	nan
rg04_theta15p195_foilpm3	1	3	2	3	low_stats	0	0	nan	nan	nan	nan	nan	nan	nan
rg04_theta15p195_foilpm3	1	3	2	4	accepted	45	36	-5.348522288450287	-0.10423306360084743	-5.356254917010175	-0.07320206052393992	0.2915645880797777	0.0024426978769790542	0.027152478552442412
rg04_theta15p195_foilpm3	1	3	2	5	accepted	50	37	-5.348522288450287	1.4676844338151265	-5.335453115799159	1.4464913541421467	0.34317774039300974	0.005483627337327478	0.01858171040187053
rg04_theta15p195_foilpm3	1	3	2	6	accepted	95	75	-5.432948170052837	2.8874808830940717	-5.40742706272784	2.9284320200627874	0.5821382519006848	0.010777160432135217	0.014245994018487394
rg04_theta15p195_foilpm3	1	3	2	7	accepted	118	97	-5.264096406847736	4.459398380510046	-5.311085022274501	4.450452269629318	0.9256683949195598	0.005001739725802005	0.0041198415119363474
rg04_theta15p195_foilpm3	1	3	3	2	accepted	16	13	-2.6468940771686738	-3.450896122615503	-2.65971289318607	-3.4288732617385995	0.12176904654879803	0.0002934948621791531	0.037305109748252394
rg04_theta15p195_foilpm3	1	3	3	3	accepted	19	14	-2.8157458403737734	-1.726857577062499	-2.7725853087394867	-1.7185220502263148	0.12739765617393864	0.0003971613176191945	0.01986186808021358
rg04_theta15p195_foilpm3	1	3	3	4	accepted	44	37	-2.900171721976324	-0.10423306360084743	-2.874038897816692	-0.07546221034076299	0.2776281297883	0.0031853161183532635	0.0197242316881938
rg04_theta15p195_foilpm3	1	3	3	5	accepted	77	61	-2.8157458403737734	1.4169774177694499	-2.843105589344666	1.4307994100254142	0.5225658187604558	0.007619329433520831	0.006630982187787949
rg04_theta15p195_foilpm3	1	3	3	6	accepted	88	70	-2.8157458403737734	2.9381878991397485	-2.8349932427891877	2.9410345848873085	0.5233805833052567	0.009338825525924493	0.005490133081161695
rg04_theta15p195_foilpm3	1	3	3	7	accepted	154	119	-2.8157458403737734	4.459398380510046	-2.832833500241716	4.446310026545389	1.0151554279724089	0.009323917137446885	0.0010840324835026517
rg04_theta15p195_foilpm3	1	3	4	2	accepted	12	10	-0.198543510694711	-3.248068058432797	-0.2544172740797904	-3.3029854676159704	0.08333336713338893	0.00041901482923328956	0.07852078768522759
rg04_theta15p195_foilpm3	1	3	4	3	accepted	16	12	-0.198543510694711	-1.726857577062499	-0.18859700942146268	-1.7400728348466743	0.12397669755885418	0.00048769393853998714	0.014806440560070163
rg04_theta15p195_foilpm3	1	3	4	4	accepted	12	10	-0.28296939229726153	-0.053526047555170965	-0.3178457915645526	-0.06202254625650751	0.10690344439656171	0.001818110045042108	0.0
rg04_theta15p195_foilpm3	1	3	4	5	accepted	56	43	-0.28296939229726153	1.4676844338151265	-0.28398708252507326	1.4846238911593526	0.3898343117695883	0.005310058563569245	0.006453670251694491
rg04_theta15p195_foilpm3	1	3	4	6	accepted	118	93	-0.28296939229726153	2.9381878991397485	-0.2821860467523531	2.9249649683718073	0.7760029768859867	0.012303496306806673	0.0028455194649607616
rg04_theta15p195_foilpm3	1	3	4	7	accepted	153	122	-0.28296939229726153	4.510105396555723	-0.29908145798771973	4.499709975759472	1.0451716859755997	0.011139968328900119	0.01799927500470869
rg04_theta15p195_foilpm3	1	3	5	2	low_stats	6	0	nan	nan	nan	nan	nan	nan	nan
rg04_theta15p195_foilpm3	1	3	5	3	accepted	22	18	2.4186588189843525	-1.6761505610168221	2.369200826384078	-1.705320404624938	0.13679459665345034	0.0011556280619431417	0.02733948715012742
rg04_theta15p195_foilpm3	1	3	5	4	accepted	36	30	2.4186588189843525	-0.053526047555170965	2.374338557113507	-0.05751658526258972	0.24399884025184926	0.0016857528535895896	0.02456677047096915
rg04_theta15p195_foilpm3	1	3	5	6	accepted	106	78	2.334232937381802	2.988894915185425	2.2914193347589156	2.9653919781778253	0.633361231203451	0.00961933260389972	0.014687334182271137
rg04_theta15p195_foilpm3	1	3	5	7	accepted	144	113	2.2498070557792516	4.459398380510046	2.2420224855710904	4.458793261696105	0.9806901325960289	0.01331009109296067	0.007625948709125825
rg04_theta15p195_foilpm3	1	3	6	2	low_stats	8	0	nan	nan	nan	nan	nan	nan	nan
rg04_theta15p195_foilpm3	1	3	6	3	accepted	16	12	4.782583503855765	-1.726857577062499	4.766610542325781	-1.716909006921913	0.08097508237186894	0.0028227001195718715	0.008779412001519354
rg04_theta15p195_foilpm3	1	3	6	4	accepted	21	15	4.867009385458315	-0.053526047555170965	4.861486603367099	-0.062278532027044614	0.11220137914751907	0.0030752017131114627	0.04238348775382892
rg04_theta15p195_foilpm3	1	3	6	5	accepted	43	33	4.867009385458315	1.4676844338151265	4.87656431608685	1.463386903327679	0.28407366720429955	0.0026849990135559623	0.007794362804309856
rg04_theta15p195_foilpm3	1	3	6	6	accepted	82	64	4.782583503855765	2.9381878991397485	4.807787872492572	2.9355557046948055	0.5228330153062108	0.010237091606486377	0.011528354491759719
rg04_theta15p195_foilpm3	1	3	6	7	accepted	118	92	4.782583503855765	4.459398380510046	4.772659525149776	4.439803764497949	0.8355637321919034	0.007360021085766619	0.016257743877627524
rg04_theta15p195_foilpm3	1	3	7	2	low_stats	3	0	nan	nan	nan	nan	nan	nan	nan
rg04_theta15p195_foilpm3	1	3	7	3	accepted	16	13	7.315359951932278	-1.6761505610168221	7.328604366767182	-1.6735929026641427	0.1351776006223888	0.0008889346057932453	0.007772870419136979
rg04_theta15p195_foilpm3	1	3	7	4	accepted	27	23	7.315359951932278	-0.053526047555170965	7.300856781060356	-0.015060725738603927	0.1895354789472275	0.002022540561247262	0.008041955151169289
rg04_theta15p195_foilpm3	1	3	7	5	accepted	51	42	7.315359951932278	1.4169774177694499	7.355704327779455	1.3971134389824391	0.3833126049031431	0.004970340898556233	0.03432885452468926
rg04_theta15p195_foilpm3	1	3	7	6	accepted	74	61	7.399785833534827	2.9381878991397485	7.406717529400523	2.9637222088732207	0.5298891350426278	0.00931585927803518	0.008180364866085928
rg04_theta15p195_foilpm3	1	3	7	7	low_stats	8	0	nan	nan	nan	nan	nan	nan	nan
rg04_theta15p195_foilpm3	1	3	8	3	low_stats	9	0	nan	nan	nan	nan	nan	nan	nan
rg04_theta15p195_foilpm3	1	3	8	4	accepted	14	13	9.67928463680369	-0.10423306360084743	9.664519034243801	-0.1102019509607887	0.11231615731034086	0.0006098748247683229	0.012307649736565155
rg04_theta15p195_foilpm3	1	3	8	5	accepted	29	19	9.76371051840624	1.4169774177694499	9.723458344652819	1.3744102565556975	0.16931098430367622	0.004256616648868719	0.030589981884781126
rg04_theta15p195_foilpm3	1	3	8	6	accepted	48	36	9.84813640000879	2.9381878991397485	9.85759999724986	2.9452731459205936	0.34571049661680664	0.0022371212673297437	0.018815220602909598
rg04_theta15p195_foilpm3	1	4	0	3	low_stats	2	0	nan	nan	nan	nan	nan	nan	nan
rg04_theta15p195_foilpm3	1	4	0	4	low_stats	5	0	nan	nan	nan	nan	nan	nan	nan
rg04_theta15p195_foilpm3	1	4	0	5	accepted	11	11	-10.230451635195594	1.532488244484021	-10.23485906681247	1.4421408186882938	0.0829069352368017	0.00045545486030929873	0.04045914352882101
rg04_theta15p195_foilpm3	1	4	0	6	low_stats	9	0	nan	nan	nan	nan	nan	nan	nan
rg04_theta15p195_foilpm3	1	4	1	3	low_stats	1	0	nan	nan	nan	nan	nan	nan	nan
rg04_theta15p195_foilpm3	1	4	1	4	accepted	10	10	-7.9490180053392905	-0.18826393922656443	-7.929698645547435	-0.16129697200079213	0.08022702142483887	0.00021419549609147956	0.01634024269638925
rg04_theta15p195_foilpm3	1	4	1	5	low_stats	9	0	nan	nan	nan	nan	nan	nan	nan
rg04_theta15p195_foilpm3	1	4	1	6	accepted	26	23	-7.9490180053392905	2.8483575614391747	-7.962416871513885	2.8427548177278026	0.1890154882381361	0.0003918010163772855	0.01578222012462827
rg04_theta15p195_foilpm3	1	4	2	4	accepted	10	10	-5.49858929178993	-0.08704322253770676	-5.461621938630341	-0.11071234366330471	0.07049533221851634	0.00030025706332933533	0.009623744451781989
rg04_theta15p195_foilpm3	1	4	2	5	accepted	16	13	-5.245096666250339	1.3806571694507341	-5.258722330054393	1.4009715819179398	0.1301682504686097	0.001461019548127192	0.00821247269007324
rg04_theta15p195_foilpm3	1	4	2	6	accepted	40	32	-5.32959420809687	2.9495782781280333	-5.325011278287355	2.932677151825867	0.2775361154797187	0.0021339137382414986	0.015812849397908106
rg04_theta15p195_foilpm3	1	4	2	7	accepted	57	51	-5.32959420809687	4.4678890284609025	-5.327569519115817	4.448520220185895	0.4511541476360187	0.0019765346148387392	0.0023892118467414704
rg04_theta15p195_foilpm3	1	4	3	3	low_stats	8	0	nan	nan	nan	nan	nan	nan	nan
rg04_theta15p195_foilpm3	1	4	3	4	low_stats	9	0	nan	nan	nan	nan	nan	nan	nan
rg04_theta15p195_foilpm3	1	4	3	5	accepted	14	11	-3.048160578240567	1.4312675277951632	-3.0253917289336987	1.4055169704656287	0.09323398823553326	0.0012332736445311975	0.045221428559817506
rg04_theta15p195_foilpm3	1	4	3	6	accepted	45	39	-2.7946679527009777	3.000188636472462	-2.810369182996788	3.0018864129250344	0.35025807190402775	0.002415173408078548	0.004620331506181902
rg04_theta15p195_foilpm3	1	4	3	7	accepted	85	74	-2.7946679527009777	4.518499386805331	-2.8396942381914663	4.497747439044043	0.614750392962398	0.005194343737336556	0.010378673729157685
rg04_theta15p195_foilpm3	1	4	4	3	low_stats	9	0	nan	nan	nan	nan	nan	nan	nan
rg04_theta15p195_foilpm3	1	4	4	4	low_stats	2	0	nan	nan	nan	nan	nan	nan	nan
rg04_theta15p195_foilpm3	1	4	4	5	accepted	20	19	-0.25974169730508556	1.330046811106305	-0.2116992073116287	1.3238849749738013	0.16610312599944976	0.0003160717178463931	0.011460794152539637
rg04_theta15p195_foilpm3	1	4	4	6	accepted	51	39	-0.25974169730508556	3.000188636472462	-0.269114913843958	2.9790084160173866	0.37688709974932283	0.0015178804554390928	0.013776942457353494
rg04_theta15p195_foilpm3	1	4	4	7	accepted	62	49	-0.25974169730508556	4.4678890284609025	-0.2732825858562815	4.464238729883157	0.396861948393178	0.004102100890473425	0.017989365489136946
rg04_theta15p195_foilpm3	1	4	5	3	low_stats	6	0	nan	nan	nan	nan	nan	nan	nan
rg04_theta15p195_foilpm3	1	4	5	4	accepted	16	13	2.2751845580908063	-0.08704322253770676	2.315419575555175	-0.09363084173020643	0.11883855717308069	0.00025258067569945176	0.027820304027854945
rg04_theta15p195_foilpm3	1	4	5	5	low_stats	0	0	nan	nan	nan	nan	nan	nan	nan
rg04_theta15p195_foilpm3	1	4	5	6	accepted	47	40	2.2751845580908063	2.8483575614391747	2.276837267426507	2.888717829344041	0.33589779649687473	0.0007781511441146639	0.029557294219513613
rg04_theta15p195_foilpm3	1	4	5	7	accepted	76	65	2.2751845580908063	4.518499386805331	2.2630182868999458	4.494829500422134	0.5562420484272279	0.0017941928226486135	0.015524975695896217
rg04_theta15p195_foilpm3	1	4	6	3	low_stats	0	0	nan	nan	nan	nan	nan	nan	nan
rg04_theta15p195_foilpm3	1	4	6	4	accepted	11	10	4.8101108134866974	-0.3907053726042805	4.839139712394891	-0.3420330634139133	0.07845714810147177	0.00014508252400603403	0.039667051274766114
rg04_theta15p195_foilpm3	1	4	6	5	accepted	24	18	4.894608355333228	1.3806571694507341	4.925913492588205	1.4015556183075593	0.16914127884603164	0.0006212683205214243	0.00114890586655885
rg04_theta15p195_foilpm3	1	4	6	6	accepted	39	30	4.8101108134866974	3.000188636472462	4.857904175643015	2.978281159972132	0.26523188049712965	0.002225435208882431	0.012402066015051545
rg04_theta15p195_foilpm3	1	4	6	7	accepted	46	37	4.894608355333228	4.518499386805331	4.846879358426184	4.501252019021849	0.33802114508474884	0.0006419195995178734	0.0054338442628033435
rg04_theta15p195_foilpm3	1	4	7	3	low_stats	2	0	nan	nan	nan	nan	nan	nan	nan
rg04_theta15p195_foilpm3	1	4	7	4	low_stats	4	0	nan	nan	nan	nan	nan	nan	nan
rg04_theta15p195_foilpm3	1	4	7	5	accepted	12	9	7.429534610729119	1.4312675277951632	7.3878359008425045	1.4180103076135495	0.09106669122505817	0.0007702690038314786	0.0
rg04_theta15p195_foilpm3	1	4	7	6	accepted	32	29	7.345037068882589	2.9495782781280333	7.328358182924031	2.955508836694953	0.23421805551847072	0.0007175663291477709	0.0064464721046132946
rg04_theta15p195_foilpm3	1	4	7	7	low_stats	1	0	nan	nan	nan	nan	nan	nan	nan
rg04_theta15p195_foilpm3	1	4	8	3	low_stats	1	0	nan	nan	nan	nan	nan	nan	nan
rg04_theta15p195_foilpm3	1	4	8	4	low_stats	5	0	nan	nan	nan	nan	nan	nan	nan
rg04_theta15p195_foilpm3	1	4	8	5	low_stats	5	0	nan	nan	nan	nan	nan	nan	nan
rg04_theta15p195_foilpm3	1	4	8	6	low_stats	8	0	nan	nan	nan	nan	nan	nan	nan
rg05_theta12p495_foilpm3	0	0	0	2	accepted	24	17	-10.664367152787245	-3.1757674422520177	-10.64278188690701	-3.174215500792217	0.11275593885726455	0.0013061967955601583	0.075128329175819
rg05_theta12p495_foilpm3	0	0	0	3	accepted	21	16	-10.495252918410968	-1.6203983667887836	-10.711898697249108	-1.6240665304705784	0.10140598419383776	0.0026798461180033285	0.14711437985883044
rg05_theta12p495_foilpm3	0	0	0	4	accepted	35	27	-10.833481387163523	-0.06502929132554908	-10.85693416718765	-0.06530323947601957	0.18084221216172974	0.001655160826380226	0.02061733776397578
rg05_theta12p495_foilpm3	0	0	0	5	accepted	24	17	-10.918038504351664	1.64085937208574	-11.294730389615406	1.5588268543024895	0.0820762223930681	0.0017917678644325252	0.14762952343458924
rg05_theta12p495_foilpm3	0	0	0	6	low_stats	2	0	nan	nan	nan	nan	nan	nan	nan
rg05_theta12p495_foilpm3	0	0	1	2	accepted	18	14	-8.63499634027191	-3.1757674422520177	-8.621405312977107	-3.1874993763822697	0.08642764434580923	0.001999979839277255	0.01964140324167888
rg05_theta12p495_foilpm3	0	0	1	3	accepted	40	30	-8.804110574648186	-1.6203983667887836	-8.735962401783446	-1.6002519562587618	0.22975172240152253	0.002496169328285995	0.0029340194627908967
rg05_theta12p495_foilpm3	0	0	1	4	accepted	49	38	-8.804110574648186	-0.11520248730823404	-8.941096026756345	-0.09905019891560804	0.19697238721526367	0.005081432262221856	0.01563805505385046
rg05_theta12p495_foilpm3	0	0	1	5	accepted	25	20	-8.888667691836327	1.4903397841376855	-8.759307661532205	1.5064883430440723	0.15698665963023412	0.0030463553773284954	0.021695689509642888
rg05_theta12p495_foilpm3	0	0	1	6	low_stats	5	0	nan	nan	nan	nan	nan	nan	nan
rg05_theta12p495_foilpm3	0	0	2	2	accepted	36	26	-6.267397059004018	-3.075421050286648	-6.296056634144112	-3.0716470902462514	0.18072313412333463	0.0016705718480055998	0.029086593617181113
rg05_theta12p495_foilpm3	0	0	2	3	low_stats	7	0	nan	nan	nan	nan	nan	nan	nan
rg05_theta12p495_foilpm3	0	0	2	4	accepted	58	43	-6.351954176192157	-0.06502929132554908	-6.270236338398161	-0.05666422863918509	0.2758422940509627	0.004018606011857985	0.049051919691847336
rg05_theta12p495_foilpm3	0	0	2	5	accepted	49	30	-6.182839941815878	1.3899933921723155	-6.11864985365765	1.4088179999004278	0.23744859023492298	0.005601391513474274	0.019774770813240434
rg05_theta12p495_foilpm3	0	0	2	6	accepted	36	19	-6.267397059004018	2.9453624676355497	-6.180024818384257	2.9699293161821756	0.17870247837127545	0.005499504075081202	0.055758458803483395
rg05_theta12p495_foilpm3	0	0	3	2	accepted	24	17	-3.392455074607292	-3.1255942462693334	-3.450997884693927	-3.109961560420943	0.11385127851060634	0.0024543326703067216	0.03131214673100619
rg05_theta12p495_foilpm3	0	0	3	3	accepted	40	32	-3.223340840231013	-1.5702251708060986	-3.4948591659601185	-1.580317864563759	0.16761334248477988	0.004089834194990273	0.03991942148904724
rg05_theta12p495_foilpm3	0	0	3	4	accepted	51	42	-3.392455074607292	-0.11520248730823404	-3.3635714510709707	-0.08870916739280894	0.2978056932754414	0.00355933654857355	0.01617968937385428
rg05_theta12p495_foilpm3	0	0	3	5	accepted	80	64	-3.223340840231013	1.440166588155	-3.395732534734964	1.4376571335783694	0.38384686109790594	0.007252979142851331	0.04443865808048908
rg05_theta12p495_foilpm3	0	0	3	6	accepted	70	42	-3.392455074607292	2.8951892716528653	-3.2894609840986013	2.9372470397967443	0.320124664788268	0.006539346596701083	0.012982952672365605
rg05_theta12p495_foilpm3	0	0	4	2	accepted	40	27	-1.1939700277156784	-3.075421050286648	-0.9086936891918374	-3.0974418888653306	0.1429517403613945	0.005194506933588045	0.0367081551680746
rg05_theta12p495_foilpm3	0	0	4	3	accepted	47	32	-0.7711844417749831	-1.5702251708060986	-0.7878993772783248	-1.5863911050070452	0.2616678205532878	0.003031329086848466	0.030011663126272233
rg05_theta12p495_foilpm3	0	0	4	4	accepted	19	13	-0.7711844417749831	-0.06502929132554908	-0.7011758627452925	-0.0669802112228894	0.08534334022549635	0.00299014327559464	0.007097155872964372
rg05_theta12p495_foilpm3	0	0	4	5	accepted	68	45	-0.5175130902105658	1.3899933921723155	-0.4952857322367477	1.4073998358927644	0.33612001258488944	0.003452738347496937	0.020911142091029945
rg05_theta12p495_foilpm3	0	0	4	6	accepted	98	55	-0.5175130902105658	2.8951892716528653	-0.4686988354007516	2.919036075593559	0.47516018853975167	0.005577679901250798	0.01425200318134882
rg05_theta12p495_foilpm3	0	0	5	2	accepted	25	18	1.8500861910573259	-3.075421050286648	1.8054247373615526	-3.045473822413733	0.16517738798313647	0.0032365448729576862	0.010280486809889421
rg05_theta12p495_foilpm3	0	0	5	3	accepted	42	31	2.019200425433605	-1.5702251708060986	2.014536334685852	-1.5678169371755457	0.2307152018640804	0.005268801762058076	0.016655205641468922
rg05_theta12p495_foilpm3	0	0	5	4	accepted	56	39	2.1883146598098815	-0.06502929132554908	2.166184407375317	-0.062035421722952434	0.292496841214198	0.0052974061916627475	0.026965139507546823
rg05_theta12p495_foilpm3	0	0	5	5	low_stats	1	0	nan	nan	nan	nan	nan	nan	nan
rg05_theta12p495_foilpm3	0	0	5	6	accepted	76	64	2.103757542621743	2.8450160756701806	2.120690226396619	2.8503752072202295	0.5083238573926057	0.0036368168379204077	0.007741776518986492
rg05_theta12p495_foilpm3	0	0	6	2	accepted	15	11	4.04857123794894	-3.1255942462693334	4.105446975340146	-3.1077707510073496	0.09219057118086825	0.001092619218554833	0.024221666570075243
rg05_theta12p495_foilpm3	0	0	6	3	accepted	41	33	4.640471058265914	-1.5200519748234138	4.5194136068865305	-1.552071466149797	0.21728937245783123	0.002451547997711343	0.03425511335615862
rg05_theta12p495_foilpm3	0	0	6	4	accepted	53	39	4.555913941077774	-0.014856095342864115	4.602311850756716	-0.05331630856270486	0.3169637763929256	0.005944192757395717	0.019047472316448894
rg05_theta12p495_foilpm3	0	0	6	5	accepted	58	46	4.640471058265914	1.339820196189631	4.652301962078595	1.3627649422247816	0.3493633085614961	0.004340123808992761	0.010732662865972924
rg05_theta12p495_foilpm3	0	0	6	6	accepted	72	50	4.471356823889635	2.8951892716528653	4.473130257328373	2.868059240013125	0.39957990177294733	0.006073336836356219	0.009004865101775988
rg05_theta12p495_foilpm3	0	0	7	2	accepted	14	10	6.838956105157528	-3.1757674422520177	6.820719336762247	-3.179905217383986	0.08958307439729479	0.0006433147187056548	0.03330499215035799
rg05_theta12p495_foilpm3	0	0	7	3	accepted	26	20	6.754398987969388	-1.6203983667887836	6.8442618697009845	-1.6235368557027237	0.12940302327622816	0.002231472518124154	0.029015717989258647
rg05_theta12p495_foilpm3	0	0	7	4	accepted	30	23	7.092627456721946	-0.014856095342864115	7.089800815994019	-0.03695776369777411	0.16677515759724748	0.005151171638677376	0.03239982306566905
rg05_theta12p495_foilpm3	0	0	7	5	accepted	35	25	7.092627456721946	1.3899933921723155	7.024979573439564	1.409164106966802	0.20710590567190562	0.006373041654345254	0.046240998346121207
rg05_theta12p495_foilpm3	0	0	7	6	accepted	48	33	7.008070339533806	2.8951892716528653	6.9766811755986184	2.8713675945319936	0.2697296041575803	0.0019002781653950792	0.030550161621436915
rg05_theta12p495_foilpm3	0	0	8	2	low_stats	4	0	nan	nan	nan	nan	nan	nan	nan
rg05_theta12p495_foilpm3	0	0	8	3	accepted	12	10	8.699212683296583	-1.5200519748234138	8.741648084224137	-1.5362421116723644	0.07091129669346104	0.0008114225932602208	0.058003100130027095
rg05_theta12p495_foilpm3	0	0	8	4	accepted	16	13	9.03744115204914	-0.11520248730823404	8.994099196901992	-0.05739646181691023	0.10760207470417288	0.0006401165340094244	0.037242241259484075
rg05_theta12p495_foilpm3	0	0	8	5	accepted	23	20	9.121998269237281	1.440166588155	9.162362315397566	1.429143092491475	0.14673051189021988	0.001142078316819208	0.022480096340899303
rg05_theta12p495_foilpm3	0	0	8	6	low_stats	5	0	nan	nan	nan	nan	nan	nan	nan
rg05_theta12p495_foilpm3	0	1	0	2	accepted	28	23	-10.947011593620813	-3.138911482085366	-10.944002867027836	-3.1575542046974348	0.15946587544852414	0.0011694970306900744	0.00592156276627026
rg05_theta12p495_foilpm3	0	1	0	3	accepted	36	31	-10.947011593620813	-1.7266524420856588	-10.882929278201816	-1.7053327477783913	0.21963223049390554	0.0015765031560405663	0.01156950335012606
rg05_theta12p495_foilpm3	0	1	0	4	accepted	55	39	-10.693037910843197	-0.1630799335145539	-10.734765644071203	-0.15690040316214257	0.32534720403737494	0.0036183809017532264	0.019725387879538085
rg05_theta12p495_foilpm3	0	1	0	5	accepted	70	51	-10.947011593620813	1.4509303979136836	-11.006048092370063	1.4515890768015032	0.34002003333266084	0.003686250974999114	0.0510133941252946
rg05_theta12p495_foilpm3	0	1	0	6	low_stats	3	0	nan	nan	nan	nan	nan	nan	nan
rg05_theta12p495_foilpm3	0	1	1	1	low_stats	8	0	nan	nan	nan	nan	nan	nan	nan
rg05_theta12p495_foilpm3	0	1	1	2	accepted	36	24	-8.322616871585442	-3.138911482085366	-8.359703651013769	-3.1589938246241145	0.20028304484893988	0.003177040722668928	0.014558670922445621
rg05_theta12p495_foilpm3	0	1	1	3	accepted	60	42	-8.57659055436306	-1.6257767963713938	-8.60897043169332	-1.6088627005718013	0.3353395306630233	0.003291025793257174	0.02868422033398375
rg05_theta12p495_foilpm3	0	1	1	4	accepted	90	61	-8.407274765844647	-0.1630799335145539	-8.450300316376534	-0.1475624615968922	0.5014388231883392	0.006361955376044752	0.025506158794400526
rg05_theta12p495_foilpm3	0	1	1	5	accepted	85	56	-8.57659055436306	1.4509303979136836	-8.529251214417226	1.4241702225284598	0.4632960083932206	0.005046070592782541	0.004856701837950551
rg05_theta12p495_foilpm3	0	1	1	6	accepted	48	37	-8.407274765844647	3.014502906484788	-8.394976796720972	3.0279404326271484	0.27094255858115834	0.0036838935010575094	0.009302806446394083
