pool	rungroup	zfoil	delta_low	delta_high	xscol	yscol	available	fit	surplus
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	4	3	32	25	7
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	4	4	13	10	3
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	4	5	45	36	9
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	4	6	55	44	11
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	5	2	18	14	4
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	5	3	31	24	7
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	5	4	39	31	8
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	5	6	64	51	13
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	6	2	11	8	3
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	6	3	33	26	7
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	6	4	39	31	8
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	6	5	46	36	10
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	6	6	50	40	10
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	7	2	10	8	2
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	7	3	20	16	4
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	7	4	23	18	5
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	7	5	25	20	5
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	7	6	33	26	7
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	8	3	10	8	2
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	8	4	13	10	3
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-10.0	-8.0	8	5	20	16	4
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	0	2	23	18	5
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	0	3	31	24	7
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	0	4	39	31	8
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	0	5	51	40	11
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	1	2	24	19	5
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	1	3	42	33	9
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	1	4	61	48	13
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	1	5	56	44	12
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	1	6	37	29	8
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	2	1	23	18	5
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	2	2	42	33	9
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	2	4	74	59	15
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	2	5	93	74	19
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	2	6	77	61	16
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	3	1	20	16	4
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	3	2	42	33	9
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	3	3	60	48	12
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	3	4	77	61	16
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	3	5	88	70	18
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	3	6	102	81	21
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	4	1	32	25	7
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	4	2	53	42	11
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	4	3	57	45	12
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	4	4	24	19	5
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	4	5	108	86	22
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	4	6	123	98	25
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	5	1	26	20	6
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	5	2	44	35	9
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	5	3	78	62	16
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	5	4	89	71	18
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	5	6	138	110	28
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	6	1	21	16	5
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	6	2	48	38	10
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	6	3	56	44	12
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	6	4	59	47	12
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	6	5	82	65	17
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	6	6	104	83	21
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	7	1	11	8	3
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	7	2	26	20	6
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	7	3	43	34	9
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	7	4	62	49	13
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	7	5	72	57	15
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	7	6	76	60	16
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	8	2	15	12	3
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	8	3	33	26	7
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	8	4	51	40	11
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-8.0	-5.0	8	5	61	48	13
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	0	2	42	33	9
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	0	3	53	42	11
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	0	4	71	56	15
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	0	5	107	85	22
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	1	1	13	10	3
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	1	2	53	42	11
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	1	3	65	52	13
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	1	4	98	78	20
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	1	5	120	96	24
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	1	6	118	94	24
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	2	1	34	27	7
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	2	2	66	52	14
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	2	4	106	84	22
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	2	5	167	133	34
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	2	6	187	149	38
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	3	1	53	42	11
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	3	2	84	67	17
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	3	3	128	102	26
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	3	4	178	142	36
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	3	5	196	156	40
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	3	6	239	191	48
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	4	1	46	36	10
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	4	2	87	69	18
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	4	3	111	88	23
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	4	4	49	39	10
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	4	5	203	162	41
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	4	6	236	188	48
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	5	1	48	38	10
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	5	2	74	59	15
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	5	3	112	89	23
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	5	4	141	112	29
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	5	6	266	212	54
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	6	1	41	32	9
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	6	2	62	49	13
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	6	3	104	83	21
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	6	4	151	120	31
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	6	5	189	151	38
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	6	6	207	165	42
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	7	1	17	13	4
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	7	2	53	42	11
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	7	3	85	68	17
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	7	4	97	77	20
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	7	5	145	116	29
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	7	6	147	117	30
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	8	2	36	28	8
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	8	3	65	52	13
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	8	4	80	64	16
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	-5.0	0.0	8	5	102	81	21
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	0	2	19	15	4
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	0	3	50	40	10
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	0	4	56	44	12
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	0	5	77	61	16
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	1	2	28	22	6
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	1	3	58	46	12
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	1	4	84	67	17
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	1	5	112	89	23
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	1	6	130	104	26
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	2	1	22	17	5
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	2	2	46	36	10
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	2	4	119	95	24
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	2	5	140	112	28
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	2	6	199	159	40
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	3	1	34	27	7
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	3	2	53	42	11
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	3	3	74	59	15
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	3	4	117	93	24
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	3	5	159	127	32
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	3	6	192	153	39
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	4	1	33	26	7
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	4	2	66	52	14
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	4	3	95	76	19
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	4	4	29	23	6
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	4	5	187	149	38
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	4	6	249	199	50
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	5	1	37	29	8
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	5	2	61	48	13
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	5	3	76	60	16
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	5	4	141	112	29
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	5	6	215	172	43
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	6	1	25	20	5
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	6	2	55	44	11
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	6	3	70	56	14
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	6	4	86	68	18
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	6	5	152	121	31
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	6	6	193	154	39
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	7	1	16	12	4
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	7	2	46	36	10
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	7	3	42	33	9
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	7	4	92	73	19
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	7	5	109	87	22
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	7	6	152	121	31
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	8	2	21	16	5
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	8	3	46	36	10
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	8	4	55	44	11
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	0.0	5.0	8	5	76	60	16
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	0	3	25	20	5
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	0	4	36	28	8
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	0	5	54	43	11
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	1	2	19	15	4
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	1	3	24	19	5
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	1	4	55	44	11
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	1	5	80	64	16
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	1	6	119	95	24
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	2	1	13	10	3
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	2	2	27	21	6
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	2	4	73	58	15
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	2	5	96	76	20
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	2	6	139	111	28
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	3	1	21	16	5
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	3	2	37	29	8
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	3	3	51	40	11
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	3	4	79	63	16
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	3	5	119	95	24
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	3	6	180	144	36
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	4	1	24	19	5
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	4	2	30	24	6
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	4	3	44	35	9
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	4	4	26	20	6
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	4	5	127	101	26
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	4	6	175	140	35
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	5	1	17	13	4
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	5	2	33	26	7
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	5	3	59	47	12
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	5	4	83	66	17
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	5	6	152	121	31
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	6	1	10	8	2
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	6	2	20	16	4
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	6	3	40	32	8
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	6	4	55	44	11
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	6	5	96	76	20
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	6	6	138	110	28
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	7	2	13	10	3
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	7	3	40	32	8
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	7	4	44	35	9
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	7	5	70	56	14
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	7	6	104	83	21
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	8	3	18	14	4
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	8	4	40	32	8
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	-3.0	5.0	10.0	8	5	50	40	10
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	0	3	9	7	2
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	0	4	25	20	5
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	0	5	30	24	6
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	0	6	24	19	5
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	1	2	15	12	3
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	1	3	18	14	4
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	1	4	30	24	6
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	1	5	32	25	7
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	1	6	33	26	7
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	2	2	17	13	4
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	2	4	32	25	7
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	2	5	32	25	7
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	2	6	49	39	10
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	3	2	19	15	4
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	3	3	28	22	6
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	3	4	36	28	8
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	3	5	42	33	9
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	3	6	55	44	11
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	3	7	17	13	4
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	4	2	15	12	3
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	4	3	39	31	8
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	4	4	17	13	4
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	4	5	49	39	10
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	4	6	73	58	15
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	4	7	15	12	3
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	5	2	19	15	4
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	5	3	29	23	6
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	5	4	45	36	9
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	5	6	57	45	12
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	5	7	11	8	3
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	6	2	9	7	2
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	6	3	23	18	5
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	6	4	33	26	7
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	6	5	48	38	10
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	6	6	48	38	10
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	7	3	16	12	4
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	7	4	31	24	7
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	7	5	30	24	6
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	7	6	50	40	10
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	8	4	10	8	2
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	8	5	19	15	4
rg05_theta12p495_foilpm3	rg05_theta12p495_foilpm3	3.0	-10.0	-8.0	8	6	23	18	5
