pool	rungroup	zfoil	delta_low	delta_high	xscol	yscol	available	fit	surplus
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	3	6	388	310	78
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	4	1	69	55	14
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	4	2	117	93	24
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	4	3	185	148	37
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	4	4	72	57	15
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	4	5	306	244	62
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	4	6	420	336	84
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	5	1	65	52	13
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	5	2	119	95	24
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	5	3	157	125	32
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	5	4	193	154	39
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	5	6	394	315	79
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	6	1	52	41	11
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	6	2	86	68	18
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	6	3	115	92	23
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	6	4	168	134	34
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	6	5	224	179	45
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	6	6	314	251	63
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	7	1	27	21	6
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	7	2	56	44	12
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	7	3	106	84	22
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	7	4	155	124	31
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	7	5	189	151	38
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	7	6	285	228	57
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	8	2	47	37	10
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	8	3	83	66	17
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	8	4	102	81	21
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	8	5	160	128	32
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	0	2	28	22	6
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	0	3	51	40	11
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	0	4	80	64	16
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	0	5	120	96	24
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	1	2	35	28	7
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	1	3	65	52	13
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	1	4	107	85	22
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	1	5	144	115	29
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	1	6	191	152	39
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	2	1	18	14	4
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	2	2	47	37	10
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	2	4	147	117	30
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	2	5	192	153	39
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	2	6	237	189	48
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	3	1	45	36	9
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	3	2	45	36	9
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	3	3	113	90	23
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	3	4	161	128	33
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	3	5	216	172	44
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	3	6	289	231	58
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	4	1	51	40	11
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	4	2	61	48	13
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	4	3	110	88	22
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	4	4	38	30	8
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	4	5	228	182	46
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	4	6	300	240	60
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	5	1	29	23	6
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	5	2	57	45	12
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	5	3	102	81	21
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	5	4	148	118	30
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	5	6	284	227	57
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	6	1	22	17	5
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	6	2	59	47	12
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	6	3	87	69	18
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	6	4	145	116	29
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	6	5	183	146	37
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	6	6	270	216	54
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	7	1	9	7	2
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	7	2	33	26	7
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	7	3	64	51	13
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	7	4	97	77	20
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	7	5	159	127	32
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	7	6	171	136	35
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	8	2	13	10	3
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	8	3	43	34	9
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	8	4	71	56	15
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	8	5	116	92	24
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	0	3	28	22	6
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	0	4	29	23	6
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	0	5	48	38	10
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	0	6	66	52	14
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	1	2	10	8	2
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	1	3	38	30	8
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	1	4	52	41	11
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	1	5	60	48	12
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	1	6	77	61	16
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	1	7	48	38	10
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	2	2	32	25	7
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	2	4	61	48	13
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	2	5	92	73	19
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	2	6	99	79	20
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	2	7	77	61	16
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	3	2	39	31	8
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	3	3	58	46	12
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	3	4	87	69	18
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	3	5	113	90	23
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	3	6	120	96	24
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	3	7	149	119	30
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	4	2	28	22	6
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	4	3	57	45	12
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	4	4	22	17	5
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	4	5	111	88	23
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	4	6	120	96	24
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	4	7	150	120	30
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	5	2	32	25	7
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	5	3	53	42	11
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	5	4	91	72	19
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	5	6	134	107	27
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	5	7	138	110	28
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	6	2	16	12	4
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	6	3	43	34	9
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	6	4	70	56	14
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	6	5	78	62	16
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	6	6	106	84	22
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	6	7	110	88	22
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	7	3	21	16	5
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	7	4	47	37	10
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	7	5	63	50	13
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	7	6	89	71	18
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	7	7	75	60	15
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	8	5	38	30	8
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	8	6	47	37	10
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	0	3	31	24	7
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	0	4	39	31	8
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	0	5	72	57	15
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	0	6	72	57	15
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	1	2	16	12	4
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	1	3	46	36	10
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	1	4	69	55	14
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	1	5	98	78	20
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	1	6	120	96	24
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	1	7	129	103	26
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	2	2	41	32	9
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	2	4	83	66	17
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	2	5	139	111	28
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	2	6	169	135	34
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	2	7	189	151	38
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	3	2	41	32	9
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	3	3	74	59	15
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	3	4	93	74	19
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	3	5	154	123	31
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	3	6	187	149	38
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	3	7	231	184	47
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	4	2	49	39	10
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	4	3	79	63	16
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	4	4	30	24	6
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	4	5	184	147	37
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	4	6	225	180	45
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	4	7	231	184	47
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	5	2	50	40	10
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	5	3	67	53	14
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	5	4	112	89	23
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	5	6	204	163	41
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	5	7	231	184	47
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	6	2	31	24	7
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	6	3	59	47	12
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	6	4	107	85	22
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	6	5	131	104	27
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	6	6	182	145	37
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	6	7	230	184	46
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	7	2	25	20	5
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	7	3	54	43	11
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	7	4	74	59	15
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	7	5	110	88	22
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	7	6	117	93	24
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	7	7	136	108	28
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	8	3	32	25	7
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	8	4	49	39	10
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	8	5	64	51	13
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	8	6	88	70	18
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	0	3	23	18	5
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	0	4	41	32	9
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	0	5	92	73	19
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	0	6	113	90	23
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	1	2	22	17	5
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	1	3	43	34	9
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	1	4	103	82	21
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	1	5	150	120	30
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	1	6	175	140	35
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	1	7	228	182	46
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	2	2	43	34	9
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	2	4	110	88	22
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	2	5	202	161	41
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	2	6	272	217	55
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	2	7	329	263	66
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	3	2	66	52	14
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	3	3	71	56	15
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	3	4	156	124	32
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	3	5	231	184	47
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	3	6	324	259	65
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	3	7	359	287	72
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	4	2	57	45	12
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	4	3	91	72	19
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	4	4	47	37	10
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	4	5	255	204	51
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	4	6	386	308	78
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	4	7	439	351	88
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	5	2	49	39	10
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	5	3	95	76	19
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	5	4	167	133	34
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	5	6	332	265	67
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	5	7	390	312	78
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	6	2	42	33	9
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	6	3	79	63	16
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	6	4	149	119	30
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	6	5	199	159	40
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	6	6	304	243	61
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	6	7	377	301	76
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	7	2	21	16	5
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	7	3	69	55	14
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	7	4	134	107	27
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	7	5	154	123	31
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	7	6	213	170	43
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	7	7	229	183	46
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	8	3	44	35	9
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	8	4	86	68	18
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	8	5	102	81	21
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-5.0	0.0	8	6	157	125	32
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	0	3	15	12	3
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	0	4	26	20	6
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	0	5	73	58	15
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	0	6	103	82	21
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	1	2	22	17	5
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	1	3	30	24	6
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	1	4	59	47	12
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	1	5	101	80	21
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	1	6	167	133	34
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	1	7	180	144	36
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	2	2	26	20	6
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	2	4	97	77	20
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	2	5	143	114	29
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	2	6	213	170	43
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	2	7	255	204	51
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	3	2	41	32	9
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	3	3	63	50	13
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	3	4	125	100	25
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	3	5	179	143	36
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	3	6	286	228	58
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	3	7	368	294	74
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	4	2	30	24	6
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	4	3	57	45	12
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	4	4	26	20	6
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	4	5	216	172	44
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	4	6	284	227	57
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	4	7	382	305	77
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	5	2	9	7	2
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	5	3	60	48	12
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	5	4	131	104	27
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	5	6	299	239	60
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	5	7	351	280	71
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	6	2	9	7	2
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	6	3	50	40	10
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	6	4	96	76	20
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	0.0	5.0	6	5	162	129	33
