! Candidate angular fit; delta and xtar-dependent terms retained from frozen seed.
 --------------------------------------------
 1.1125589383939771e-03 1.3397414862372165e-04 4.8645085605474080e-04 0.0000000000000000e+00 00000
 3.2908938251448500e-01 1.4938964062634364e-02 -5.1385212129753987e-03 2.4527718100000001e-01 10000
 -2.9864373442399308e+00 -1.2411496342112305e-01 3.6510324676076303e-02 1.7923725400000001e-01 01000
 -2.3311070648218205e-03 -4.5474680954824209e-01 2.7918025441091471e-01 1.5762221900000001e-02 00100
 1.1938667456839057e-01 2.4049478796645842e-02 -2.3415820841999468e+00 -2.7748113599999999e-02 00010
 -2.7532545155053939e-01 -2.5090648188350675e-02 8.5965027625065377e-03 -3.1763193899999997e-01 20000
 1.7568930018924565e+00 3.6748801932775479e-02 -3.8705065464098385e-03 3.2294487900000002e+00 11000
 7.5766674691047271e+00 1.0413478515958321e+00 -1.7542666697571191e-01 9.9624983800000000e-01 02000
 -1.5673762279450310e-01 1.4367401313605184e+00 -4.3070183856834543e-01 -6.9868989000000006e-02 10100
 1.4898375833727155e+00 7.6643053784791981e-01 1.2828061096513171e-01 -2.7273720299999998e-01 01100
 -9.9334497197903868e-02 -5.8483355714579771e-02 -2.9515481672323245e-02 -1.7795864400000000e-02 00200
 1.8927308582983984e-01 -2.0105067682304679e+01 5.5438005292032946e+00 -1.7964206399999999e-01 10010
 -2.1849166140896950e+00 -1.6405575445343075e+01 2.2847678371506821e+00 5.1434082800000001e+00 01010
 0.0000000000000000e+00 0.0000000000000000e+00 4.1378674137314619e-01 4.5628469799999999e-01 00110
 0.0000000000000000e+00 -2.5050487469851128e+00 7.0181568826282481e-01 -6.4079203600000003e+00 00020
 1.2869165881914875e+00 1.5287961585342805e-01 -2.7796213030568943e-02 9.3683431900000003e-01 30000
 -2.7036888327410527e+01 -9.3849014498112171e-01 6.1050756821943025e-02 -1.3540589900000001e+01 21000
 1.9855992076139435e+02 -2.3184646722857192e+00 0.0000000000000000e+00 5.1879764199999997e+01 12000
 -5.4119859065614367e+02 2.4809755389191093e+01 2.2605857114750378e+00 -2.0498985000000001e+01 03000
 2.3697515514850997e+00 -4.9524138311520041e+00 1.0908421438102782e+00 -3.1254219399999998e-02 20100
 -2.3474757708201530e+01 5.6407050384401799e+01 -1.1400587986891392e+01 2.8400841199999999e-01 11100
 1.2388464310095408e+01 -1.4144010409541849e+02 2.4136517728901893e+01 3.9556433100000001e+00 02100
 2.6061114326763557e-01 2.5177530402898451e+00 2.1665549676899157e-01 9.5431561099999995e-01 10200
 0.0000000000000000e+00 -2.2894911361997419e+01 0.0000000000000000e+00 -7.0688381700000003e+00 01200
