pool	level	zfoil	ndel	rungroup	xscol	yscol	model	target	qa_low	n	bias	spread	rms	median	p90
development	setting	-8.0	0	rg03_theta12p490_foilpm8			beam	yptar	False	1233	-0.3616541698410837	1.3401806981455358	1.3881203270052993	1.0393458425542075	2.2494942051251723
development	setting	-8.0	0	rg03_theta12p490_foilpm8			beam	ztar	False	1233	0.3384072984671307	1.1229959787471608	1.1728765783057122	0.8680614492505674	1.9254874781153457
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	3	svd	xptar	False	21	-0.9205054094291696	1.5654248925815026	1.816008068016817	1.2460996889165354	2.632084390698994
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	3	svd	ytar	False	21	0.014219957006170665	0.13634684835228042	0.13708636049168824	0.10059958190807329	0.18119904980190282
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	3	svd	yptar	False	21	-0.1197671398090707	1.0729495678514518	1.0796133302857382	0.5362712992486198	1.4851389485689925
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	3	svd	ztar	False	21	0.06810695769765893	0.6661131219591813	0.6695858786840101	0.5129468651234816	0.8431594841396759
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	3	start	xptar	False	21	-1.413158044240801	1.5427516481111119	2.09215159722044	1.3058024292606218	2.7967708435235883
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	3	start	ytar	False	21	-0.0019454367943046976	0.12984368039553904	0.1298582537345221	0.10564587936790319	0.18798458565443993
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	3	start	yptar	False	21	-0.20716656586654084	1.0234939701465333	1.044249918812182	0.6060911946651313	1.5379987906769108
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	3	start	ztar	False	21	-0.0038342167669312183	0.6334869498689073	0.6334985531731128	0.5189127472449133	0.8998954279500442
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	3	beam	xptar	False	21	-0.7320920147574623	1.5466739793925792	1.7111864645916637	1.1266911344190376	2.434415438349033
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	3	beam	ytar	False	21	0.003965312191109722	0.13437237161341686	0.1344308668192955	0.11170641791713974	0.17529259104383452
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	3	beam	yptar	False	21	-0.06962890534102398	1.0390651018354138	1.041395443773031	0.5564124588326915	1.4214182585545196
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	3	beam	ztar	False	21	0.018559526509445506	0.6562534605425894	0.6565158493885572	0.5035646685624915	0.8156293043086809
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	4	svd	xptar	False	34	1.9439815704349277	2.9425029234719124	3.5266680877042282	1.9316059224750748	6.4888548225986336
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	4	svd	ytar	False	34	0.1161683859196493	0.21523714713636302	0.24458561567389234	0.19540841662445946	0.3890740593120057
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	4	svd	yptar	False	34	0.05913781852020949	1.2335644191709303	1.2349811568699516	0.9314685861754843	2.1879688678252203
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	4	svd	ztar	False	34	0.5571840140816008	1.0869519270238028	1.2214411640389577	0.9844363824050428	1.9789408628855758
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	4	start	xptar	False	34	0.9338321362812291	3.003691450473785	3.1455054901241026	1.9138310980910558	5.565890153734583
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	4	start	ytar	False	34	0.155087134305865	0.20483512768470064	0.25692304054096243	0.2124689895077121	0.4026342895075542
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	4	start	yptar	False	34	-0.23888944202585366	1.2119980578624645	1.2353167439057116	0.8763396594182685	1.9835766937669566
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	4	start	ztar	False	34	0.7571381640703314	1.0330078521356076	1.2807667321044898	1.0579002277016705	2.026426291183767
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	4	beam	xptar	False	34	2.036011045483403	2.954527694633111	3.5881157834836475	2.0261620876791158	6.606472304086297
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	4	beam	ytar	False	34	0.12626446711863193	0.21391421264445662	0.24839888491708226	0.19435955814661365	0.3899048213693382
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	4	beam	yptar	False	34	-0.04498037053322777	1.2170847840970223	1.2179156807487954	0.855691490244866	2.0608641357206663
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	4	beam	ztar	False	34	0.6100579728089645	1.0792517469555547	1.239739917682092	0.9793853169852653	1.9735196051310024
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	5	svd	xptar	False	13	0.1976734039078913	2.5262008687516517	2.533922967237586	2.2723456660507653	3.5169821765508535
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	5	svd	ytar	False	13	0.1878708207639725	0.135057985983084	0.23137870444864966	0.24877182297259637	0.34049663109871986
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	5	svd	yptar	False	13	-0.48245777773686654	1.2192287023220048	1.311214755814087	1.2160946366090095	1.755773857122219
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	5	svd	ztar	False	13	0.9656061785575795	0.7231944751702555	1.206401898616441	1.3202390466915013	1.755771906040538
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	5	start	xptar	False	13	-1.419517656238077	2.688143352075617	3.039925173039622	1.8820897896151823	4.805151867982522
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	5	start	ytar	False	13	0.26931847706586853	0.125115044381957	0.296961641327256	0.3250756699636646	0.4172350802564155
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	5	start	yptar	False	13	-0.8855309356799589	1.1998315904178682	1.4912279783490163	1.2886409421353773	2.1430923568604
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	5	start	ztar	False	13	1.391223366333097	0.6680686676339036	1.543314031461301	1.7162565206142517	2.1554296884938204
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	5	beam	xptar	False	13	-0.13467818764284914	2.5920082254180685	2.595504739903529	2.275018041207687	3.8768141064036064
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	5	beam	ytar	False	13	0.2138616412773317	0.13331607369297474	0.25201185907560936	0.2724190241247433	0.3678634578137239
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	5	beam	yptar	False	13	-0.704236376243592	1.2047840377754184	1.3955118957942088	1.1530231343068742	1.934675282808461
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	5	beam	ztar	False	13	1.104757681456603	0.7122591534475827	1.3144590660827884	1.444657049502025	1.9020835642320775
development	hole	-8.0	0	rg03_theta12p490_foilpm8	1	1	svd	xptar	True	6	2.9935647674949952	1.2620901799651258	3.2487384689370997	2.6803227486726575	4.392173306147504
development	hole	-8.0	0	rg03_theta12p490_foilpm8	1	1	svd	ytar	True	6	-0.03969418420510963	0.24076682751795475	0.2440169942704191	0.24427733282483421	0.317379115807476
development	hole	-8.0	0	rg03_theta12p490_foilpm8	1	1	svd	yptar	True	6	0.6771185424917397	1.0816152609645724	1.2760803631972393	1.335542570191052	1.7444112292410519
development	hole	-8.0	0	rg03_theta12p490_foilpm8	1	1	svd	ztar	True	6	-0.20010306516745593	1.080541135795488	1.0989132735733127	1.117148293364708	1.4271133465267378
development	hole	-8.0	0	rg03_theta12p490_foilpm8	1	1	start	xptar	True	6	2.676489157912719	1.199257865549115	2.932884866561549	2.4045338647923042	4.002912910094444
development	hole	-8.0	0	rg03_theta12p490_foilpm8	1	1	start	ytar	True	6	-0.00042239037845558103	0.22382437060253704	0.22382476915938873	0.20252352884112484	0.29786637952667894
development	hole	-8.0	0	rg03_theta12p490_foilpm8	1	1	start	yptar	True	6	0.5939211870026057	1.0303138367877154	1.189238823217106	1.328916334863212	1.5643849226446735
development	hole	-8.0	0	rg03_theta12p490_foilpm8	1	1	start	ztar	True	6	-0.026216548089154152	1.0040303324477176	1.0043725483448784	0.903145533658988	1.3376723924527911
development	hole	-8.0	0	rg03_theta12p490_foilpm8	1	1	beam	xptar	True	6	3.0713381398250648	1.1366080385902106	3.2749039379090155	2.821207351563446	4.3692379451632775
development	hole	-8.0	0	rg03_theta12p490_foilpm8	1	1	beam	ytar	True	6	-0.03289489856736159	0.23790738818612128	0.24017077196299055	0.2278958578798878	0.3194089185469592
development	hole	-8.0	0	rg03_theta12p490_foilpm8	1	1	beam	yptar	True	6	0.3931513473510826	1.0214449272522137	1.0944942765191839	1.243114297988507	1.4291473512854527
development	hole	-8.0	0	rg03_theta12p490_foilpm8	1	1	beam	ztar	True	6	-0.1604130741670103	1.064240861840433	1.0762624988238596	1.0338137916427375	1.4305750998159028
development	hole	-8.0	0	rg03_theta12p490_foilpm8	1	3	svd	xptar	False	34	-1.96019261561128	3.0092059858939395	3.591333423094674	2.3365835084016293	6.012767827633614
development	hole	-8.0	0	rg03_theta12p490_foilpm8	1	3	svd	ytar	False	34	-0.022574023861946253	0.1809276763595415	0.18233049834348258	0.11913188890967634	0.2831377001038811
development	hole	-8.0	0	rg03_theta12p490_foilpm8	1	3	svd	yptar	False	34	0.19689177079068054	1.23079904068153	1.2464480125330797	0.8306249687336819	2.004027210981864
development	hole	-8.0	0	rg03_theta12p490_foilpm8	1	3	svd	ztar	False	34	-0.11700603133618864	0.8815549701177291	0.8892859926414649	0.5961048247873677	1.3831029195496913
development	hole	-8.0	0	rg03_theta12p490_foilpm8	1	3	start	xptar	False	34	-2.5712729201153364	3.0451378462370458	3.985512380146829	2.6146245512815094	6.644899906387512
development	hole	-8.0	0	rg03_theta12p490_foilpm8	1	3	start	ytar	False	34	-0.023669837103097915	0.17814018904759577	0.1797058378083482	0.12559513877745468	0.27575503778154864
development	hole	-8.0	0	rg03_theta12p490_foilpm8	1	3	start	yptar	False	34	0.12049148207995745	1.25020483876208	1.2559977452678581	0.7684394965733856	2.0959845515693094
development	hole	-8.0	0	rg03_theta12p490_foilpm8	1	3	start	ztar	False	34	-0.1193034399396212	0.8685411723899887	0.8766966858144286	0.6170703072620203	1.3510167838625402
development	hole	-8.0	0	rg03_theta12p490_foilpm8	1	3	beam	xptar	False	34	-1.8669932653058432	2.976479181725136	3.5135583347854795	2.193671939907091	5.900868641705547
development	hole	-8.0	0	rg03_theta12p490_foilpm8	1	3	beam	ytar	False	34	-0.01977816446519473	0.18117250164101642	0.18224887143814192	0.12145653878988077	0.2839330415447486
development	hole	-8.0	0	rg03_theta12p490_foilpm8	1	3	beam	yptar	False	34	0.19752562287420616	1.261888828329975	1.2772547853720648	0.8096786610948736	2.072939675419904
