model	target	group_kind	group	n	raw_share	base_sum	base_share	irls_sum	irls_share	mean_robust_factor	factor_below_half	effective_n
all_supported_huber_equalfoil	ytar	foil	0	204818	0.5167995559144126	79264.0	0.20000000000000004	69597.06525788268	0.20253193603830566	0.8780412956434533	0.004472263179993946	200984.2086722202
all_supported_huber_equalfoil	ytar	foil	3	31519	0.07952916834880905	79264.0	0.20000000000000004	69278.93612596298	0.20160615980393223	0.8740277569383703	0.006250198293093055	30891.501296089307
all_supported_huber_equalfoil	ytar	foil	8	58538	0.14770387565603552	79264.0	0.20000000000000004	68079.20510531879	0.198114865373112	0.8588918690113897	0.025368136936690697	56967.49176928341
all_supported_huber_equalfoil	ytar	quality	core	310513	0.783490613645539	310867.8658288629	0.7843860159186085	272111.71868432366	0.7918626022467932	0.8753291947972679	0.010418243358571139	189217.58844036926
all_supported_huber_equalfoil	ytar	quality	shoulder	85807	0.21650938635446104	85452.13417113712	0.21561398408139162	71523.29818886478	0.2081373977532069	0.836998383745727	0.024403603435617142	51919.28783262734
all_supported_huber_equalfoil	ytar	foil_quality	-8:core	54299	0.13700797335486475	60128.75195238828	0.1517176825605276	51969.93675839658	0.15123585841536935	0.8643109173386454	0.0261699110480856	52873.0007245013
all_supported_huber_equalfoil	ytar	foil_quality	-8:shoulder	17280	0.04360113039967703	19135.248047611727	0.04828231743947247	15619.168900561192	0.04545278604806777	0.8162511853359864	0.05983796296296296	16569.663706401054
all_supported_huber_equalfoil	ytar	foil_quality	-3:core	23339	0.05888928138877675	61941.421549588165	0.15629143507667587	54403.42937888508	0.15831747845116018	0.8783045015415342	0.00758387248811003	22893.583200763653
all_supported_huber_equalfoil	ytar	foil_quality	-3:shoulder	6527	0.016469014937424302	17322.578450411842	0.04370856492332419	14687.27534618114	0.042740915870052854	0.8478688890470548	0.015167764669833002	6356.640949326982
all_supported_huber_equalfoil	ytar	foil_quality	0:core	160951	0.40611374646750104	62287.59222333976	0.1571648976164205	55127.659002773	0.1604250332355295	0.8850504094797251	0.0036035812141583462	158192.28482952417
all_supported_huber_equalfoil	ytar	foil_quality	0:shoulder	43867	0.11068580944691159	16976.407776660253	0.04283510238357957	14469.406255109689	0.04210690280277615	0.8523243813100864	0.007659516265073974	42823.5102115322
all_supported_huber_equalfoil	ytar	foil_quality	3:core	25088	0.06330238191360517	63091.31736412956	0.159192867794029	55620.549069611196	0.16185937503027184	0.881588012318699	0.0045041454081632655	24634.483374972206
all_supported_huber_equalfoil	ytar	foil_quality	3:shoulder	6431	0.016226786435203876	16172.682635870424	0.040807132205971	13658.387056351785	0.039746784773660414	0.8445344142262445	0.013061732234489193	6262.904575051442
all_supported_huber_equalfoil	ytar	foil_quality	8:core	46836	0.11817723052079128	63418.78273941712	0.16001913287095562	54990.144474657835	0.16002485711446235	0.8670955527577389	0.020155435989409855	45703.85517810054
all_supported_huber_equalfoil	ytar	foil_quality	8:shoulder	11702	0.029526645135244247	15845.217260582867	0.03998086712904438	13089.06063066096	0.03809000825864965	0.8260575046340184	0.04623141343360109	11274.963131066535
all_supported_huber_equalfoil	yptar	all	all	396320	1.0	396319.99999999994	1.0	338115.2302734824	1.0	0.8531369354902161	0.019009890997174	240756.35048050527
all_supported_huber_equalfoil	yptar	foil	-8	71579	0.18060910375454178	79264.0	0.20000000000000004	67663.58156122032	0.20011988666257668	0.8536483341898001	0.025538216516017266	69582.15721529773
all_supported_huber_equalfoil	yptar	foil	-3	29866	0.07535829632620104	79264.00000000003	0.2000000000000001	67724.9114624926	0.20030127423634164	0.854422076383889	0.019018281658072726	29072.61699119255
all_supported_huber_equalfoil	yptar	foil	0	204818	0.5167995559144126	79264.0	0.20000000000000004	68195.8919230839	0.20169423266714154	0.8603639978184787	0.013275200421837925	199933.87876903114
all_supported_huber_equalfoil	yptar	foil	3	31519	0.07952916834880905	79264.0	0.20000000000000004	67587.72675367375	0.19989554063863327	0.8526913447930177	0.0217646498937149	30643.09173328194
all_supported_huber_equalfoil	yptar	foil	8	58538	0.14770387565603552	79264.0	0.20000000000000004	66943.11857301177	0.19798906579530667	0.8445589242658934	0.029604701219720524	56765.38649702476
all_supported_huber_equalfoil	yptar	quality	core	310513	0.783490613645539	310867.8658288629	0.7843860159186085	271694.4588190275	0.8035558132038866	0.8739869529280944	0.006189756950594661	189564.26469324008
all_supported_huber_equalfoil	yptar	quality	shoulder	85807	0.21650938635446104	85452.13417113712	0.21561398408139162	66420.77145445476	0.19644418679611308	0.7772862796080929	0.06540258953232254	51637.32120939783
all_supported_huber_equalfoil	yptar	foil_quality	-8:core	54299	0.13700797335486475	60128.75195238828	0.1517176825605276	52544.034349963025	0.15540274334126597	0.8738587222227553	0.011491924344831397	53160.3418484304
all_supported_huber_equalfoil	yptar	foil_quality	-8:shoulder	17280	0.04360113039967703	19135.248047611727	0.04828231743947247	15119.54721125729	0.04471714332131072	0.7901411663772168	0.06967592592592593	16489.947269458236
all_supported_huber_equalfoil	yptar	foil_quality	-3:core	23339	0.05888928138877675	61941.421549588165	0.15629143507667587	54286.91979958787	0.16055745183580827	0.8764235376181613	0.004027593298770299	22898.931083121715
all_supported_huber_equalfoil	yptar	foil_quality	-3:shoulder	6527	0.016469014937424302	17322.578450411842	0.04370856492332419	13437.991662904722	0.039743822400533355	0.7757500825510901	0.07262141872223074	6212.58200058979
all_supported_huber_equalfoil	yptar	foil_quality	0:core	160951	0.40611374646750104	62287.59222333976	0.1571648976164205	54768.73900752381	0.1619824666378514	0.8792881062273817	0.0027648166212076966	158102.299001602
all_supported_huber_equalfoil	yptar	foil_quality	0:shoulder	43867	0.11068580944691159	16976.407776660253	0.04283510238357957	13427.152915560098	0.03971176602929016	0.7909301597962443	0.05183851186541136	42040.27889322956
all_supported_huber_equalfoil	yptar	foil_quality	3:core	25088	0.06330238191360517	63091.31736412956	0.159192867794029	55249.58539095613	0.1634046042417783	0.8757082226082692	0.005181760204081632	24602.750523773277
all_supported_huber_equalfoil	yptar	foil_quality	3:shoulder	6431	0.016226786435203876	16172.682635870424	0.040807132205971	12338.141362717633	0.036490936396855016	0.762900110050517	0.08645622764733323	6088.644252254998
all_supported_huber_equalfoil	yptar	foil_quality	8:core	46836	0.11817723052079128	63418.78273941712	0.16001913287095562	54845.180270996774	0.1622085471471829	0.8648097283158427	0.013429840293791101	45763.20232360962
all_supported_huber_equalfoil	yptar	foil_quality	8:shoulder	11702	0.029526645135244247	15845.217260582867	0.03998086712904438	12097.938302015016	0.03578051864812382	0.7635072528863509	0.09434284737651684	11074.35175107686
