model	pool	group_kind	group	target	n	bias	spread	rms	width68	p95
balanced_squared_full	core	foil	3	ytar	6295	0.017789749945133	0.13063325531764344	0.13183900256750647	0.12993220496593025	0.2603965006729299
balanced_squared_full	core	foil	3	yptar	6295	-0.13014617359594996	1.0234459282998396	1.0316877408669678	1.026539407354431	2.022306846077594
balanced_squared_full	core	foil_delta	3:0	xptar	511	-0.5910574842359649	2.0031932420454597	2.08857178824381	2.1271924590456566	3.789486788043334
balanced_squared_full	core	foil_delta	3:0	ytar	511	-0.007395197176196516	0.18980981611691444	0.1899538239562755	0.2063078911288067	0.3428291605436966
balanced_squared_full	core	foil_delta	3:0	yptar	511	-0.022197555284828575	1.2299761603058028	1.2301764452228912	1.2380311578193819	2.37878640432809
balanced_squared_full	core	foil_delta	3:1	xptar	1221	-0.3781536977483996	1.6480732527658224	1.6909008444030378	1.6865521429947485	3.318059335451049
balanced_squared_full	core	foil_delta	3:1	ytar	1221	0.026204480785289377	0.1638414414412307	0.1659237558240737	0.1742529489370412	0.3057063956488384
balanced_squared_full	core	foil_delta	3:1	yptar	1221	-0.18315496792323294	1.1340880104487514	1.1487825545848822	1.1500190961176648	2.2354560986693106
balanced_squared_full	core	foil_delta	3:2	xptar	2073	-0.18215403303721894	1.3795343007954233	1.3915081669982543	1.431621656077712	2.6726520285300737
balanced_squared_full	core	foil_delta	3:2	ytar	2073	0.023176427624148267	0.11535861475510348	0.11766374460994244	0.12002892190287578	0.22375796696953446
balanced_squared_full	core	foil_delta	3:2	yptar	2073	-0.12123246281864908	1.0505679127611864	1.0575397152658008	1.0753862552576718	2.0557063641276043
balanced_squared_full	core	foil_delta	3:3	xptar	1571	-0.2566981607791096	1.2529502311139384	1.2789754600444252	1.2690750793756873	2.4948470281734823
balanced_squared_full	core	foil_delta	3:3	ytar	1571	0.014036055653910334	0.09732906286996287	0.09833594122936361	0.1013289477959718	0.1845299881691968
balanced_squared_full	core	foil_delta	3:3	yptar	1571	-0.13368481369618454	0.9254232160730546	0.9350292820334446	0.9374465198398466	1.795485766910728
balanced_squared_full	core	foil_delta	3:4	xptar	919	-0.33858354261225	1.1528366011255857	1.201528628132786	1.1697061204048778	2.3639809590086767
balanced_squared_full	core	foil_delta	3:4	ytar	919	0.014879622117146704	0.12015777156420178	0.12107556822754945	0.12675678839375243	0.23374533070550968
balanced_squared_full	core	foil_delta	3:4	yptar	919	-0.1337989754754351	0.8128670727691267	0.8238052220218836	0.8257241576637957	1.6305923090519927
balanced_squared_full	core	foil	8	xptar	11734	0.08380384892866118	1.4060932772145807	1.408588438587829	1.440107554617542	2.70199973535707
balanced_squared_full	core	foil	8	ytar	11734	-0.030259100419839247	0.1432257728862045	0.14638727805744783	0.13444672814665692	0.2960069561950541
balanced_squared_full	core	foil	8	yptar	11734	0.17551685715992513	1.1053797328052084	1.1192276447817984	1.1053838862782746	2.194082757336742
balanced_squared_full	core	foil_delta	8:0	xptar	1436	0.07898798313614055	1.74540691542047	1.7471932926489604	1.7946514482600895	3.36040337907933
balanced_squared_full	core	foil_delta	8:0	ytar	1436	-0.04206199226546148	0.2074015091584581	0.21162371604937316	0.21935152310397416	0.40252035768188177
balanced_squared_full	core	foil_delta	8:0	yptar	1436	0.21563118773945822	1.305235512300213	1.3229272662151648	1.3227712595472987	2.582317702325077
balanced_squared_full	core	foil_delta	8:1	xptar	2320	0.10669082588314967	1.5522549539685928	1.5559172132371526	1.6360211057075165	2.905090196491018
balanced_squared_full	core	foil_delta	8:1	ytar	2320	-0.04201633615378651	0.1826741578279275	0.18744391278974773	0.19187455689940025	0.35736192020531565
balanced_squared_full	core	foil_delta	8:1	yptar	2320	0.2781132928194923	1.2957700111326742	1.3252799422739603	1.33428040932777	2.5783226580042737
balanced_squared_full	core	foil_delta	8:2	xptar	3592	0.06386183196262385	1.366954425255737	1.368445371327575	1.4363995395676283	2.6148762226792437
balanced_squared_full	core	foil_delta	8:2	ytar	3592	-0.028107608245975853	0.11852775368513234	0.12181488429150458	0.11705501823844505	0.23498381672308005
balanced_squared_full	core	foil_delta	8:2	yptar	3592	0.20821560759996433	1.1037251994522632	1.1231932403438691	1.1213507096562538	2.188358080998361
balanced_squared_full	core	foil_delta	8:3	xptar	2725	0.09763321953551952	1.237043576401442	1.2408904284718054	1.2729307073922727	2.3719625680302014
balanced_squared_full	core	foil_delta	8:3	ytar	2725	-0.0203973201895122	0.0947528048631247	0.09692339604214696	0.09503677330306344	0.18867258698461756
balanced_squared_full	core	foil_delta	8:3	yptar	2725	0.10900289626173125	0.9222334883351112	0.9286529160026331	0.9687271125413572	1.7766931417062404
balanced_squared_full	core	foil_delta	8:4	xptar	1661	0.07643749539582782	1.1892987287707093	1.1917525569337	1.2214280579575956	2.388429644495212
balanced_squared_full	core	foil_delta	8:4	ytar	1661	-0.024464862866008637	0.12446597290404596	0.1268475775330507	0.1302765041452822	0.2386346801239671
balanced_squared_full	core	foil_delta	8:4	yptar	1661	0.03594354134087141	0.8595388145649453	0.8602900161618956	0.8614998782863985	1.6394615481313581
balanced_squared_full	shoulder	overall	all	xptar	22532	-0.08208348220986841	4.317882562662606	4.318662700767159	3.678095446848087	8.76373325859299
balanced_squared_full	shoulder	overall	all	ytar	22532	0.006748325536809125	0.1670819727945099	0.16721819736636348	0.1658206150089459	0.3232695600053179
balanced_squared_full	shoulder	overall	all	yptar	22532	-0.012520723411144205	1.6756408911191434	1.6756876691392388	1.6628936442204094	3.045780953005187
balanced_squared_full	shoulder	foil	-8	xptar	4691	-0.20974999779208708	4.629923607925251	4.634672337587347	3.8569649119103815	9.838992038351376
balanced_squared_full	shoulder	foil	-8	ytar	4691	0.03967673040948697	0.18493852905076485	0.18914677492214266	0.17975617146079295	0.36812317985241133
balanced_squared_full	shoulder	foil	-8	yptar	4691	-0.21619203080783897	1.73456956433983	1.747990436964369	1.623071327731661	3.099765091964273
balanced_squared_full	shoulder	foil_delta	-8:0	xptar	676	0.5354710630833597	6.846690931762889	6.867598268280098	7.105305767718859	12.70425418651475
balanced_squared_full	shoulder	foil_delta	-8:0	ytar	676	0.0634092052106884	0.24898869240292493	0.2569359769475064	0.2695968152036444	0.48125505889048636
balanced_squared_full	shoulder	foil_delta	-8:0	yptar	676	-0.31150815842534774	1.409503772720262	1.4435159223500802	1.425456692672415	2.8174808451205293
balanced_squared_full	shoulder	foil_delta	-8:1	xptar	939	-0.6608844556663668	6.221460573690715	6.2564638521875455	5.124506753892312	11.652706010806376
balanced_squared_full	shoulder	foil_delta	-8:1	ytar	939	0.03155192968310863	0.21642134417721146	0.21870921901510884	0.2250736103773031	0.41345044551771293
balanced_squared_full	shoulder	foil_delta	-8:1	yptar	939	-0.2208454134635353	1.5262275798114724	1.542122991860592	1.5220076665853526	3.0202622043973677
balanced_squared_full	shoulder	foil_delta	-8:2	xptar	1177	-0.38550412519180416	3.9310915633961834	3.9499486465452365	3.669295457238748	8.023418208271508
balanced_squared_full	shoulder	foil_delta	-8:2	ytar	1177	0.057530965745038104	0.1443511527563562	0.15539326665478667	0.14093971454092166	0.30133706475693406
balanced_squared_full	shoulder	foil_delta	-8:2	yptar	1177	-0.33097598574537085	1.7561917590754823	1.7871078864424377	1.7521411403370915	3.392381919674586
balanced_squared_full	shoulder	foil_delta	-8:3	xptar	1226	-0.13716621036811213	2.880843298334107	2.884106911822667	2.8418035546993874	5.456070199396538
balanced_squared_full	shoulder	foil_delta	-8:3	ytar	1226	0.024991394903361407	0.13383080476590456	0.13614424014076182	0.12373343341611845	0.24036692015914823
balanced_squared_full	shoulder	foil_delta	-8:3	yptar	1226	-0.10318899810306521	2.1959482349614103	2.198371356245265	1.8399778214780342	3.4863865430654877
balanced_squared_full	shoulder	foil_delta	-8:4	xptar	673	-0.15370140438967922	2.2959498592476963	2.3010888461532457	2.1626915570788894	4.006888260866829
balanced_squared_full	shoulder	foil_delta	-8:4	ytar	673	0.022701724847857516	0.19952642264676052	0.20081374864605647	0.21910999703812606	0.3444593687557044
balanced_squared_full	shoulder	foil_delta	-8:4	yptar	673	-0.11907133920522811	1.217675774017113	1.223483663335274	1.275030935848863	2.144746670647071
balanced_squared_full	shoulder	foil	-3	xptar	1785	-0.7780464403679151	4.425963435155214	4.493830058279921	3.5945905717642646	8.781313912104158
balanced_squared_full	shoulder	foil	-3	ytar	1785	-0.05411244369684656	0.15244271806327275	0.1617619821013666	0.15443973889823304	0.3164104217686066
balanced_squared_full	shoulder	foil	-3	yptar	1785	0.18829968275375986	1.7361376549565533	1.7463191940430611	1.6893593118354682	3.1461810312664773
balanced_squared_full	shoulder	foil_delta	-3:0	xptar	245	-1.9662771884463888	7.795934284705741	8.04007694946106	6.519996187088607	14.287327283261481
balanced_squared_full	shoulder	foil_delta	-3:0	ytar	245	-0.09308093289412926	0.18791759042402567	0.2097071311596562	0.19488648671793465	0.38532820876413537
balanced_squared_full	shoulder	foil_delta	-3:0	yptar	245	0.45600691884993577	1.3315551391568234	1.4074734095726142	1.2518350569758476	2.668513787151783
balanced_squared_full	shoulder	foil_delta	-3:1	xptar	314	-0.6758801585568849	5.250181431232076	5.293507254135482	4.616653289279473	9.177768212578794
balanced_squared_full	shoulder	foil_delta	-3:1	ytar	314	-0.042253470014539996	0.19049921505379255	0.19512894881175558	0.19475721736100216	0.38762664293424665
balanced_squared_full	shoulder	foil_delta	-3:1	yptar	314	0.16924593771652038	1.5879970369507694	1.5969905374791573	1.540627419325455	3.07805113090726
balanced_squared_full	shoulder	foil_delta	-3:2	xptar	508	-0.5095657419860244	3.443713444343624	3.48120949271353	3.412153379839051	5.934500933256854
balanced_squared_full	shoulder	foil_delta	-3:2	ytar	508	-0.04858736782456517	0.1320268785206962	0.1406834352865975	0.1339770868146166	0.27733724506927887
balanced_squared_full	shoulder	foil_delta	-3:2	yptar	508	0.057433186179846565	1.7843377995310994	1.7852618725862754	1.8203903291417363	3.1512285632763914
balanced_squared_full	shoulder	foil_delta	-3:3	xptar	482	-0.6791866353883566	2.75832996751413	2.8407179894133554	2.69570863315187	5.14696200410756
balanced_squared_full	shoulder	foil_delta	-3:3	ytar	482	-0.041814190586356145	0.10810341642053457	0.11590847758547958	0.11410921627054636	0.21681098323603584
balanced_squared_full	shoulder	foil_delta	-3:3	yptar	482	0.1644148097714892	1.9435994079064163	1.9505411782596047	1.9104283503375203	3.5227916524728125
balanced_squared_full	shoulder	foil_delta	-3:4	xptar	236	-0.4602595759085304	2.3606057793350432	2.4050568647426003	1.9648195917073388	4.71575619309908
balanced_squared_full	shoulder	foil_delta	-3:4	ytar	236	-0.06644691160059797	0.16475660881553336	0.17765115313347213	0.18889984928928022	0.30897071858623165
balanced_squared_full	shoulder	foil_delta	-3:4	yptar	236	0.2662119375636433	1.7071717239648094	1.7278032558154208	1.4842186737691838	2.579249060993512
balanced_squared_full	shoulder	foil	0	xptar	11041	0.26375951359490707	4.201676082300651	4.209946672060011	3.5855615842040622	8.173896915334444
balanced_squared_full	shoulder	foil	0	ytar	11041	0.013280873091489112	0.15420055713883962	0.15477142311163514	0.15972678630188297	0.29520250041907187
balanced_squared_full	shoulder	foil	0	yptar	11041	0.010719985353706558	1.5716406486732324	1.5716772081594879	1.6140474410142884	2.906200246314449
balanced_squared_full	shoulder	foil_delta	0:0	xptar	1375	0.5237577343039708	6.849402440507325	6.869398514882574	5.707445365666674	12.246247285321653
balanced_squared_full	shoulder	foil_delta	0:0	ytar	1375	-0.005662058844614067	0.20336239021816147	0.20344119707080874	0.2272358170558656	0.3616098265345894
balanced_squared_full	shoulder	foil_delta	0:0	yptar	1375	0.08525421738123243	1.378356496891776	1.3809905554003818	1.3002605275520513	2.56266301516611
balanced_squared_full	shoulder	foil_delta	0:1	xptar	1888	0.022333063357598777	5.089651001768583	5.089699999560178	4.350172955408128	9.271668247462237
balanced_squared_full	shoulder	foil_delta	0:1	ytar	1888	-0.011347181607260153	0.18449368298851623	0.1848423046629079	0.20436641452376345	0.3287542146413298
balanced_squared_full	shoulder	foil_delta	0:1	yptar	1888	0.12524345651651192	1.426824337456567	1.4323105855081064	1.4723146237396478	2.6996604588387694
balanced_squared_full	shoulder	foil_delta	0:2	xptar	2969	0.228988827003289	3.8050585741375955	3.811942632767494	3.505457522680447	7.008078737541411
balanced_squared_full	shoulder	foil_delta	0:2	ytar	2969	0.01382922625948433	0.12217120988483285	0.1229514213974767	0.12865462197342017	0.22981664765324827
balanced_squared_full	shoulder	foil_delta	0:2	yptar	2969	-0.005256922508506017	1.665757291629902	1.6657655867055383	1.752441017410637	3.0971822164195917
balanced_squared_full	shoulder	foil_delta	0:3	xptar	2841	0.33689939336534896	3.0177695807530434	3.0365168275127896	2.9475376024844104	5.65771652228973
balanced_squared_full	shoulder	foil_delta	0:3	ytar	2841	0.02649670853302811	0.10805877213723794	0.11125993797810492	0.11554007281486431	0.20261925119821628
balanced_squared_full	shoulder	foil_delta	0:3	yptar	2841	0.008424201699647662	1.8001452229882215	1.8001649343939545	1.8547953797420373	3.285247526067684
balanced_squared_full	shoulder	foil_delta	0:4	xptar	1968	0.26058845395860797	2.5124257564053707	2.5259037043770367	2.4114698582861482	4.425500997626889
balanced_squared_full	shoulder	foil_delta	0:4	ytar	1968	0.030237199127154946	0.1763632704561656	0.17893655684920795	0.1987357283130989	0.3017797050194736
balanced_squared_full	shoulder	foil_delta	0:4	yptar	1968	-0.12380599116516244	1.295428795666324	1.3013315058392656	1.371951021729807	2.252842290477447
balanced_squared_full	shoulder	foil	3	xptar	1785	-0.7957163560987192	4.160658810838032	4.2360649498759075	3.585634250700783	9.025780630325073
balanced_squared_full	shoulder	foil	3	ytar	1785	0.00564047801990409	0.15781562982731048	0.15791639563415735	0.16378942290266174	0.29781620246055635
balanced_squared_full	shoulder	foil	3	yptar	1785	-0.10697584687792777	1.793659307579217	1.7968465553521278	1.788423236629035	3.3130333428380405
balanced_squared_full	shoulder	foil_delta	3:0	xptar	255	-0.6249365125729268	6.5791346457630375	6.60874862071681	6.151687277429298	12.50125447188921
balanced_squared_full	shoulder	foil_delta	3:0	ytar	255	-0.021073401205331996	0.18964549136135886	0.19081273708023822	0.19724487232137625	0.34166047791880194
balanced_squared_full	shoulder	foil_delta	3:0	yptar	255	0.2918146525468296	1.5127337791240525	1.5406230161671493	1.5248388326353994	2.9730051576457313
balanced_squared_full	shoulder	foil_delta	3:1	xptar	323	-0.9461337773707648	4.688318873371116	4.782834199832739	4.630615011795569	7.67310665555996
balanced_squared_full	shoulder	foil_delta	3:1	ytar	323	0.0011940701501439777	0.1992428712808812	0.19924644930280003	0.22277192389170045	0.3623063171564393
balanced_squared_full	shoulder	foil_delta	3:1	yptar	323	0.03603854491142783	1.5305958133853563	1.53102002621524	1.582713775362802	3.015733078572794
balanced_squared_full	shoulder	foil_delta	3:2	xptar	480	-0.9542146315658331	3.721590089035301	3.84197323700987	3.4056715023088664	7.182033533273378
balanced_squared_full	shoulder	foil_delta	3:2	ytar	480	0.025191299603435486	0.1356584948933522	0.13797763881310518	0.14720277426279416	0.25011968921729355
balanced_squared_full	shoulder	foil_delta	3:2	yptar	480	-0.36700150356784284	1.8559316172045814	1.8918700461079958	1.8756256834294218	3.3695366999411984
balanced_squared_full	shoulder	foil_delta	3:3	xptar	485	-0.6657107748699954	2.8639488237840975	2.940301634362081	2.5396000445634344	5.562580073409223
balanced_squared_full	shoulder	foil_delta	3:3	ytar	485	0.007264902209165208	0.11877278537747456	0.11899476186132048	0.12492790985822397	0.22397928640917583
balanced_squared_full	shoulder	foil_delta	3:3	yptar	485	-0.0873931610304337	2.0505479604863734	2.0524094384039744	2.025197123815766	3.6692919336652245
balanced_squared_full	shoulder	foil_delta	3:4	xptar	242	-0.721078206098399	2.9460897643520036	3.033051051157849	2.3261151055260063	5.995573118487059
balanced_squared_full	shoulder	foil_delta	3:4	ytar	242	-0.0023099812673644886	0.16261572808301297	0.1626321340738785	0.18431616362651948	0.28664928325571715
balanced_squared_full	shoulder	foil_delta	3:4	yptar	242	-0.24156474491987154	1.6079044961514475	1.625949075073461	1.5159751902459906	2.691411788221537
balanced_squared_full	shoulder	foil	8	xptar	3230	-0.29986686669303464	4.142298088350844	4.153137800566622	3.5747372009606417	8.400820677450351
balanced_squared_full	shoulder	foil	8	ytar	3230	-0.029158493010931628	0.17923513092093576	0.1815914366673537	0.17556288151910954	0.3651608110286245
balanced_squared_full	shoulder	foil	8	yptar	3230	0.1450518486969155	1.793279935997994	1.7991367284515545	1.7621709490799375	3.250187775322047
balanced_squared_full	shoulder	foil_delta	8:0	xptar	513	0.11785273952599075	5.911007272583427	5.912182020603555	5.320291113914173	12.987386454143799
balanced_squared_full	shoulder	foil_delta	8:0	ytar	513	-0.04370821775921368	0.23789529060113182	0.24187719526628346	0.25441940312217015	0.4445445363144005
balanced_squared_full	shoulder	foil_delta	8:0	yptar	513	0.2756834067412594	1.5332497510813357	1.5578370068602956	1.488999560461342	3.0859250896928376
balanced_squared_full	shoulder	foil_delta	8:1	xptar	628	-0.43631411454736485	4.643733877861016	4.664186352939531	4.161958827855293	9.836918447377373
balanced_squared_full	shoulder	foil_delta	8:1	ytar	628	-0.04948450078292529	0.21623762149738596	0.22182746621773886	0.2381551935921849	0.4039668751019136
balanced_squared_full	shoulder	foil_delta	8:1	yptar	628	0.28322112201768557	1.7167379574996717	1.7399435101971275	1.6617963920578598	3.2582699643812036
balanced_squared_full	shoulder	foil_delta	8:2	xptar	844	-0.5708231874486529	4.003227338654348	4.043719604062406	3.4230777507418475	7.564155953395274
balanced_squared_full	shoulder	foil_delta	8:2	ytar	844	-0.02607319275934664	0.14686654863316403	0.14916297961653752	0.1395962545703463	0.3051395850708278
balanced_squared_full	shoulder	foil_delta	8:2	yptar	844	0.100537543322212	1.9410462515872116	1.9436482059308033	2.0139573852758548	3.5501015487381795
balanced_squared_full	shoulder	foil_delta	8:3	xptar	749	-0.22025860390768795	3.105407215332765	3.113208606186897	2.872274470071546	6.183986874685223
balanced_squared_full	shoulder	foil_delta	8:3	ytar	749	-0.015673797848660364	0.12398567881624016	0.12497246292893702	0.12165897201058143	0.2409285329071209
balanced_squared_full	shoulder	foil_delta	8:3	yptar	749	0.09185111785112555	2.049590843204133	2.051647935781559	1.9194696855170195	3.38424236924768
balanced_squared_full	shoulder	foil_delta	8:4	xptar	496	-0.2182957788832026	2.473963719690046	2.483575956845458	2.255059619974829	4.335828395189591
balanced_squared_full	shoulder	foil_delta	8:4	ytar	496	-0.013987703519395728	0.17402910238149188	0.17459033285223524	0.18525478728279077	0.3186359128911953
balanced_squared_full	shoulder	foil_delta	8:4	yptar	496	-0.00891361860640223	1.3968330137188194	1.3968614536923338	1.524009586532769	2.3613106344316748
balanced_squared_full	supported	overall	all	xptar	100396	0.19893701465010308	2.421756888602421	2.429914065001307	1.8312403098945684	4.471493529601062
balanced_squared_full	supported	overall	all	ytar	100396	0.009769192304290826	0.14313268967827175	0.14346568918321434	0.13861214102371636	0.28471043504682625
balanced_squared_full	supported	overall	all	yptar	100396	-0.014173511589171996	1.2047638487092995	1.20484721835908	1.1536448877755996	2.316804924896404
balanced_squared_full	supported	foil	-8	xptar	18232	0.07218741282678978	2.702466187856043	2.7034301394849836	1.9349318974007261	5.183184467382914
balanced_squared_full	supported	foil	-8	ytar	18232	0.04354086062458422	0.152510251668759	0.1586038568509533	0.14252870547091875	0.31881794205099806
