pool	level	zfoil	ndel	rungroup	xscol	yscol	target	alpha	l1	model	n	median	p90	mse	cell_mse
validation	foil_delta	-3.0	2				ytar	0.0001	0.1	refit_svd	3891	0.08396972482889592	0.1935537502148244	0.014002682913178863	0.014002682913178863
validation	foil_delta	-3.0	2				ytar	3e-05	0.1	full_svd	3891	0.08292204440256724	0.19603265704250336	0.014112030547997036	0.014112030547997036
validation	foil_delta	-3.0	2				ytar	3e-05	0.1	refit_svd	3891	0.08377828603305112	0.19604958668974354	0.014202521721888043	0.014202521721888043
validation	foil_delta	-3.0	2				ytar	0.0001	0.5	full_svd	3891	0.08292204440256724	0.19603265704250336	0.014112030547997036	0.014112030547997036
validation	foil_delta	-3.0	2				ytar	0.0001	0.5	refit_svd	3891	0.08367418081181542	0.19792168172118163	0.014453575988104312	0.014453575988104312
validation	foil_delta	-3.0	2				ytar	3e-05	0.5	full_svd	3891	0.08292204440256724	0.19603265704250336	0.014112030547997036	0.014112030547997036
validation	foil_delta	-3.0	2				ytar	3e-05	0.5	refit_svd	3891	0.08343581284967093	0.1949954641583606	0.014221564837942272	0.014221564837942272
validation	foil_delta	-3.0	2				yptar	0.0001	0.1	full_svd	3891	0.7500360181026227	1.7344432546182262	1.1264399782079426	1.1264399782079426
validation	foil_delta	-3.0	2				yptar	0.0001	0.1	refit_svd	3891	0.7594255472273443	1.742472349746501	1.1289208149826442	1.1289208149826442
validation	foil_delta	-3.0	2				yptar	3e-05	0.1	full_svd	3891	0.7500360181026227	1.7344432546182262	1.1264399782079426	1.1264399782079426
validation	foil_delta	-3.0	2				yptar	3e-05	0.1	refit_svd	3891	0.7558659254943821	1.7440525800852682	1.1235314539764278	1.1235314539764278
validation	foil_delta	-3.0	2				yptar	0.0001	0.5	full_svd	3891	0.7500360181026227	1.7344432546182262	1.1264399782079426	1.1264399782079426
validation	foil_delta	-3.0	2				yptar	0.0001	0.5	refit_svd	3891	0.7549349383884213	1.7577730599728643	1.1391424861055006	1.1391424861055006
validation	foil_delta	-3.0	2				yptar	3e-05	0.5	full_svd	3891	0.7500360181026227	1.7344432546182262	1.1264399782079426	1.1264399782079426
validation	foil_delta	-3.0	2				yptar	3e-05	0.5	refit_svd	3891	0.7487145260696506	1.748119960112678	1.1352081988433191	1.1352081988433191
validation	foil_delta	-3.0	3				xptar	0.0001	0.1	full_svd	3446	0.9069632165140723	2.124861689282496	1.62646001648697	1.62646001648697
validation	foil_delta	-3.0	3				xptar	0.0001	0.1	refit_svd	3446	0.9258625050155591	2.16153254113768	1.6970655541739212	1.6970655541739212
validation	foil_delta	-3.0	3				xptar	3e-05	0.1	full_svd	3446	0.9069632165140723	2.124861689282496	1.62646001648697	1.62646001648697
validation	foil_delta	-3.0	3				xptar	3e-05	0.1	refit_svd	3446	0.9206241667593755	2.1557338742715126	1.671463830641096	1.671463830641096
validation	foil_delta	-3.0	3				xptar	0.0001	0.5	full_svd	3446	0.9069632165140723	2.124861689282496	1.62646001648697	1.62646001648697
validation	foil_delta	-3.0	3				xptar	0.0001	0.5	refit_svd	3446	0.9282212353315076	2.206877479288368	1.747618188614482	1.747618188614482
validation	foil_delta	-3.0	3				xptar	3e-05	0.5	full_svd	3446	0.9069632165140723	2.124861689282496	1.62646001648697	1.62646001648697
validation	foil_delta	-3.0	3				xptar	3e-05	0.5	refit_svd	3446	0.905966425843932	2.1333295662329386	1.6908973836701333	1.6908973836701333
validation	foil_delta	-3.0	3				ytar	0.0001	0.1	full_svd	3446	0.07177646626403297	0.16011051995453796	0.009603556186949571	0.009603556186949571
validation	foil_delta	-3.0	3				ytar	0.0001	0.1	refit_svd	3446	0.0725884119443342	0.1596255283233048	0.009715978573767863	0.009715978573767863
validation	foil_delta	-3.0	3				ytar	3e-05	0.1	full_svd	3446	0.07177646626403297	0.16011051995453796	0.009603556186949571	0.009603556186949571
validation	foil_delta	-3.0	3				ytar	3e-05	0.1	refit_svd	3446	0.0718153051036455	0.16078102124370192	0.009829882714730098	0.009829882714730098
validation	foil_delta	-3.0	3				ytar	0.0001	0.5	full_svd	3446	0.07177646626403297	0.16011051995453796	0.009603556186949571	0.009603556186949571
validation	foil_delta	-3.0	3				ytar	0.0001	0.5	refit_svd	3446	0.07245305134287541	0.16229826892851762	0.009843253645660032	0.009843253645660032
validation	foil_delta	-3.0	3				ytar	3e-05	0.5	full_svd	3446	0.07177646626403297	0.16011051995453796	0.009603556186949571	0.009603556186949571
validation	foil_delta	-3.0	3				ytar	3e-05	0.5	refit_svd	3446	0.07194170775047848	0.1603757634298848	0.009675466231086737	0.009675466231086737
validation	foil_delta	-3.0	3				yptar	0.0001	0.1	full_svd	3446	0.6497355390426909	1.4869224571516706	0.8182113664770236	0.8182113664770236
validation	foil_delta	-3.0	3				yptar	0.0001	0.1	refit_svd	3446	0.6436926061010595	1.4935707901527275	0.8274227793708683	0.8274227793708683
validation	foil_delta	-3.0	3				yptar	3e-05	0.1	full_svd	3446	0.6497355390426909	1.4869224571516706	0.8182113664770236	0.8182113664770236
validation	foil_delta	-3.0	3				yptar	3e-05	0.1	refit_svd	3446	0.6483120214700404	1.4890602278294467	0.8222065379443063	0.8222065379443063
validation	foil_delta	-3.0	3				yptar	0.0001	0.5	full_svd	3446	0.6497355390426909	1.4869224571516706	0.8182113664770236	0.8182113664770236
validation	foil_delta	-3.0	3				yptar	0.0001	0.5	refit_svd	3446	0.6441142284109498	1.5031784766930574	0.826160597708869	0.826160597708869
validation	foil_delta	-3.0	3				yptar	3e-05	0.5	full_svd	3446	0.6497355390426909	1.4869224571516706	0.8182113664770236	0.8182113664770236
validation	foil_delta	-3.0	3				yptar	3e-05	0.5	refit_svd	3446	0.640940530100274	1.5046074451168647	0.8300109560488707	0.8300109560488707
validation	foil_delta	-3.0	4				xptar	0.0001	0.1	full_svd	1816	0.828413406422875	1.9815335768470081	1.3911401944920392	1.3911401944920392
validation	foil_delta	-3.0	4				xptar	0.0001	0.1	refit_svd	1816	0.8461739209976535	2.0123670699549487	1.475715295023328	1.475715295023328
validation	foil_delta	-3.0	4				xptar	3e-05	0.1	full_svd	1816	0.828413406422875	1.9815335768470081	1.3911401944920392	1.3911401944920392
validation	foil_delta	-3.0	4				xptar	3e-05	0.1	refit_svd	1816	0.8332519672183307	1.991297405237574	1.4017918111584007	1.4017918111584007
validation	foil_delta	-3.0	4				xptar	0.0001	0.5	full_svd	1816	0.828413406422875	1.9815335768470081	1.3911401944920392	1.3911401944920392
validation	foil_delta	-3.0	4				xptar	0.0001	0.5	refit_svd	1816	0.8645752422386257	2.0617214286378323	1.5637688672304662	1.5637688672304662
validation	foil_delta	-3.0	4				xptar	3e-05	0.5	full_svd	1816	0.828413406422875	1.9815335768470081	1.3911401944920392	1.3911401944920392
validation	foil_delta	-3.0	4				xptar	3e-05	0.5	refit_svd	1816	0.867623386445842	2.0163388359282086	1.518372651170416	1.518372651170416
validation	foil_delta	-3.0	4				ytar	0.0001	0.1	full_svd	1816	0.09485860235438887	0.21810887887578778	0.017190134720755788	0.017190134720755788
validation	foil_delta	-3.0	4				ytar	0.0001	0.1	refit_svd	1816	0.09632963911021669	0.21193867623771306	0.017023571875679034	0.017023571875679034
validation	foil_delta	-3.0	4				ytar	3e-05	0.1	full_svd	1816	0.09485860235438887	0.21810887887578778	0.017190134720755788	0.017190134720755788
validation	foil_delta	-3.0	4				ytar	3e-05	0.1	refit_svd	1816	0.09582484600126756	0.21657687045886045	0.017235686698207353	0.017235686698207353
validation	foil_delta	-3.0	4				ytar	0.0001	0.5	full_svd	1816	0.09485860235438887	0.21810887887578778	0.017190134720755788	0.017190134720755788
validation	foil_delta	-3.0	4				ytar	0.0001	0.5	refit_svd	1816	0.09403561070762409	0.21624037782933087	0.017336561213782173	0.017336561213782173
validation	foil_delta	-3.0	4				ytar	3e-05	0.5	full_svd	1816	0.09485860235438887	0.21810887887578778	0.017190134720755788	0.017190134720755788
validation	foil_delta	-3.0	4				ytar	3e-05	0.5	refit_svd	1816	0.09519395065782833	0.20990219162916585	0.01700225316753537	0.01700225316753537
validation	foil_delta	-3.0	4				yptar	0.0001	0.1	full_svd	1816	0.585462702905931	1.4151741174468064	0.7338354194197924	0.7338354194197924
validation	foil_delta	-3.0	4				yptar	0.0001	0.1	refit_svd	1816	0.5795515743370971	1.420902850106648	0.7500685623148359	0.7500685623148359
validation	foil_delta	-3.0	4				yptar	3e-05	0.1	full_svd	1816	0.585462702905931	1.4151741174468064	0.7338354194197924	0.7338354194197924
validation	foil_delta	-3.0	4				yptar	3e-05	0.1	refit_svd	1816	0.5740810274001019	1.3967569312306083	0.7374325145969748	0.7374325145969748
validation	foil_delta	-3.0	4				yptar	0.0001	0.5	full_svd	1816	0.585462702905931	1.4151741174468064	0.7338354194197924	0.7338354194197924
validation	foil_delta	-3.0	4				yptar	0.0001	0.5	refit_svd	1816	0.6104681115741322	1.4546590832497743	0.789858525437712	0.789858525437712
validation	foil_delta	-3.0	4				yptar	3e-05	0.5	full_svd	1816	0.585462702905931	1.4151741174468064	0.7338354194197924	0.7338354194197924
validation	foil_delta	-3.0	4				yptar	3e-05	0.5	refit_svd	1816	0.6018245758067278	1.4247045236581348	0.7641567726704666	0.7641567726704666
validation	foil_delta	0.0	0				xptar	0.0001	0.1	full_svd	2741	1.4580701616240879	3.3651526450340397	4.656916125151344	4.656916125151344
validation	foil_delta	0.0	0				xptar	0.0001	0.1	refit_svd	2741	1.4512175466136201	3.318864770154407	4.468151819715183	4.468151819715183
validation	foil_delta	0.0	0				xptar	3e-05	0.1	full_svd	2741	1.4580701616240879	3.3651526450340397	4.656916125151344	4.656916125151344
validation	foil_delta	0.0	0				xptar	3e-05	0.1	refit_svd	2741	1.4584661123509148	3.3633731988521736	4.627442299728129	4.627442299728129
validation	foil_delta	0.0	0				xptar	0.0001	0.5	full_svd	2741	1.4580701616240879	3.3651526450340397	4.656916125151344	4.656916125151344
validation	foil_delta	0.0	0				xptar	0.0001	0.5	refit_svd	2741	1.5849763873487244	3.6730630534459707	5.546752812995671	5.546752812995671
validation	foil_delta	0.0	0				xptar	3e-05	0.5	full_svd	2741	1.4580701616240879	3.3651526450340397	4.656916125151344	4.656916125151344
validation	foil_delta	0.0	0				xptar	3e-05	0.5	refit_svd	2741	1.491993992340221	3.415739499877647	4.721705234205592	4.721705234205592
validation	foil_delta	0.0	0				ytar	0.0001	0.1	full_svd	2741	0.1433254574809036	0.3106679787039214	0.0365757547557003	0.0365757547557003
validation	foil_delta	0.0	0				ytar	0.0001	0.1	refit_svd	2741	0.14210327649060103	0.30734396661004176	0.035862822386359045	0.035862822386359045
validation	foil_delta	0.0	0				ytar	3e-05	0.1	full_svd	2741	0.1433254574809036	0.3106679787039214	0.0365757547557003	0.0365757547557003
validation	foil_delta	0.0	0				ytar	3e-05	0.1	refit_svd	2741	0.1433710394423305	0.3094285383178034	0.03622312703467703	0.03622312703467703
validation	foil_delta	0.0	0				ytar	0.0001	0.5	full_svd	2741	0.1433254574809036	0.3106679787039214	0.0365757547557003	0.0365757547557003
validation	foil_delta	0.0	0				ytar	0.0001	0.5	refit_svd	2741	0.1420915316284954	0.30603152301507625	0.03564648172550881	0.03564648172550881
validation	foil_delta	0.0	0				ytar	3e-05	0.5	full_svd	2741	0.1433254574809036	0.3106679787039214	0.0365757547557003	0.0365757547557003
validation	foil_delta	0.0	0				ytar	3e-05	0.5	refit_svd	2741	0.14088203127250562	0.3038300185754003	0.03540441890997243	0.03540441890997243
validation	foil_delta	0.0	0				yptar	0.0001	0.1	full_svd	2741	0.8232834574256834	1.9828155511840557	1.4018154071590225	1.4018154071590225
validation	foil_delta	0.0	0				yptar	0.0001	0.1	refit_svd	2741	0.8208891143790013	1.9727127780834801	1.387478850422778	1.387478850422778
validation	foil_delta	0.0	0				yptar	3e-05	0.1	full_svd	2741	0.8232834574256834	1.9828155511840557	1.4018154071590225	1.4018154071590225
validation	foil_delta	0.0	0				yptar	3e-05	0.1	refit_svd	2741	0.8235736497704381	1.9725954542629047	1.3862959653279252	1.3862959653279252
validation	foil_delta	0.0	0				yptar	0.0001	0.5	full_svd	2741	0.8232834574256834	1.9828155511840557	1.4018154071590225	1.4018154071590225
validation	foil_delta	0.0	0				yptar	0.0001	0.5	refit_svd	2741	0.8241820141144922	1.9749486077489733	1.4010694423234349	1.4010694423234349
validation	foil_delta	0.0	0				yptar	3e-05	0.5	full_svd	2741	0.8232834574256834	1.9828155511840557	1.4018154071590225	1.4018154071590225
validation	foil_delta	0.0	0				yptar	3e-05	0.5	refit_svd	2741	0.8233102226134458	1.9736233897160016	1.39190777459458	1.39190777459458
validation	foil_delta	0.0	1				xptar	0.0001	0.1	full_svd	2742	1.2379927179598802	2.9178844618515565	3.072547747490615	3.072547747490615
validation	foil_delta	0.0	1				xptar	0.0001	0.1	refit_svd	2742	1.224227448514097	2.8640824759065575	3.028119861876079	3.028119861876079
validation	foil_delta	0.0	1				xptar	3e-05	0.1	full_svd	2742	1.2379927179598802	2.9178844618515565	3.072547747490615	3.072547747490615
validation	foil_delta	0.0	1				xptar	3e-05	0.1	refit_svd	2742	1.2428446310643362	2.9057741667082744	3.0657547830921135	3.0657547830921135
validation	foil_delta	0.0	1				xptar	0.0001	0.5	full_svd	2742	1.2379927179598802	2.9178844618515565	3.072547747490615	3.072547747490615
validation	foil_delta	0.0	1				xptar	0.0001	0.5	refit_svd	2742	1.41536149673855	3.148523897275193	3.8235408085586493	3.8235408085586493
validation	foil_delta	0.0	1				xptar	3e-05	0.5	full_svd	2742	1.2379927179598802	2.9178844618515565	3.072547747490615	3.072547747490615
validation	foil_delta	0.0	1				xptar	3e-05	0.5	refit_svd	2742	1.268890069235176	2.966525737100869	3.177280596585896	3.177280596585896
validation	foil_delta	0.0	1				ytar	0.0001	0.1	full_svd	2742	0.1182054412759081	0.2666808283613751	0.026701490311972338	0.026701490311972338
validation	foil_delta	0.0	1				ytar	0.0001	0.1	refit_svd	2742	0.11855770805527349	0.26718013698436305	0.026429366339835336	0.026429366339835336
validation	foil_delta	0.0	1				ytar	3e-05	0.1	full_svd	2742	0.1182054412759081	0.2666808283613751	0.026701490311972338	0.026701490311972338
validation	foil_delta	0.0	1				ytar	3e-05	0.1	refit_svd	2742	0.11880835971669898	0.2662176533107582	0.02658513645364359	0.02658513645364359
validation	foil_delta	0.0	1				ytar	0.0001	0.5	full_svd	2742	0.1182054412759081	0.2666808283613751	0.026701490311972338	0.026701490311972338
validation	foil_delta	0.0	1				ytar	0.0001	0.5	refit_svd	2742	0.11894005304895372	0.26803998643709204	0.026581608345104365	0.026581608345104365
validation	foil_delta	0.0	1				ytar	3e-05	0.5	full_svd	2742	0.1182054412759081	0.2666808283613751	0.026701490311972338	0.026701490311972338
validation	foil_delta	0.0	1				ytar	3e-05	0.5	refit_svd	2742	0.12009223863055453	0.26841884169479374	0.026478955004224262	0.026478955004224262
validation	foil_delta	0.0	1				yptar	0.0001	0.1	full_svd	2742	0.8164206719391467	1.9492554031929368	1.378247222950501	1.378247222950501
validation	foil_delta	0.0	1				yptar	0.0001	0.1	refit_svd	2742	0.8164708967677465	1.9446485886290912	1.3644087422120559	1.3644087422120559
validation	foil_delta	0.0	1				yptar	3e-05	0.1	full_svd	2742	0.8164206719391467	1.9492554031929368	1.378247222950501	1.378247222950501
validation	foil_delta	0.0	1				yptar	3e-05	0.1	refit_svd	2742	0.807087837200151	1.9425823828781437	1.3714731083391873	1.3714731083391873
validation	foil_delta	0.0	1				yptar	0.0001	0.5	full_svd	2742	0.8164206719391467	1.9492554031929368	1.378247222950501	1.378247222950501
validation	foil_delta	0.0	1				yptar	0.0001	0.5	refit_svd	2742	0.8300307575011159	1.9473500579587617	1.3943697312370655	1.3943697312370655
validation	foil_delta	0.0	1				yptar	3e-05	0.5	full_svd	2742	0.8164206719391467	1.9492554031929368	1.378247222950501	1.378247222950501
validation	foil_delta	0.0	1				yptar	3e-05	0.5	refit_svd	2742	0.8133185628947455	1.9462353173427647	1.3717539304539672	1.3717539304539672
validation	foil_delta	0.0	2				xptar	0.0001	0.1	full_svd	2742	1.0338470391495664	2.459442520597077	2.1536460109710025	2.1536460109710025
validation	foil_delta	0.0	2				xptar	0.0001	0.1	refit_svd	2742	1.002436286136249	2.4208076338404	2.1386961208652666	2.1386961208652666
validation	foil_delta	0.0	2				xptar	3e-05	0.1	full_svd	2742	1.0338470391495664	2.459442520597077	2.1536460109710025	2.1536460109710025
validation	foil_delta	0.0	2				xptar	3e-05	0.1	refit_svd	2742	1.014908329027707	2.4399301512718483	2.169027260272046	2.169027260272046
validation	foil_delta	0.0	2				xptar	0.0001	0.5	full_svd	2742	1.0338470391495664	2.459442520597077	2.1536460109710025	2.1536460109710025
validation	foil_delta	0.0	2				xptar	0.0001	0.5	refit_svd	2742	1.0873341476203902	2.6100950883900915	2.4730028554292662	2.4730028554292662
validation	foil_delta	0.0	2				xptar	3e-05	0.5	full_svd	2742	1.0338470391495664	2.459442520597077	2.1536460109710025	2.1536460109710025
validation	foil_delta	0.0	2				xptar	3e-05	0.5	refit_svd	2742	1.0547999535214632	2.4449630695992455	2.2207933050728683	2.2207933050728683
validation	foil_delta	0.0	2				ytar	0.0001	0.1	full_svd	2742	0.08068622710568164	0.18570873624116632	0.012606424075138303	0.012606424075138303
validation	foil_delta	0.0	2				ytar	0.0001	0.1	refit_svd	2742	0.08077046423710507	0.18353653583982873	0.012632853007359144	0.012632853007359144
validation	foil_delta	0.0	2				ytar	3e-05	0.1	full_svd	2742	0.08068622710568164	0.18570873624116632	0.012606424075138303	0.012606424075138303
validation	foil_delta	0.0	2				ytar	3e-05	0.1	refit_svd	2742	0.08098777842133335	0.18527869570069863	0.012649301104172039	0.012649301104172039
validation	foil_delta	0.0	2				ytar	0.0001	0.5	full_svd	2742	0.08068622710568164	0.18570873624116632	0.012606424075138303	0.012606424075138303
validation	foil_delta	0.0	2				ytar	0.0001	0.5	refit_svd	2742	0.0819439270854592	0.18990032366837084	0.013065895052595634	0.013065895052595634
validation	foil_delta	0.0	2				ytar	3e-05	0.5	full_svd	2742	0.08068622710568164	0.18570873624116632	0.012606424075138303	0.012606424075138303
validation	foil_delta	0.0	2				ytar	3e-05	0.5	refit_svd	2742	0.08159671910760602	0.18507988104502504	0.012620289023019232	0.012620289023019232
validation	foil_delta	0.0	2				yptar	0.0001	0.1	full_svd	2742	0.7292818620752021	1.7180827470122135	1.0889685492146581	1.0889685492146581
validation	foil_delta	0.0	2				yptar	0.0001	0.1	refit_svd	2742	0.7314266096303752	1.7333583751204076	1.0917172685198209	1.0917172685198209
validation	foil_delta	0.0	2				yptar	3e-05	0.1	full_svd	2742	0.7292818620752021	1.7180827470122135	1.0889685492146581	1.0889685492146581
validation	foil_delta	0.0	2				yptar	3e-05	0.1	refit_svd	2742	0.7303213285484966	1.7190029164980127	1.0858702955302988	1.0858702955302988
validation	foil_delta	0.0	2				yptar	0.0001	0.5	full_svd	2742	0.7292818620752021	1.7180827470122135	1.0889685492146581	1.0889685492146581
validation	foil_delta	0.0	2				yptar	0.0001	0.5	refit_svd	2742	0.7411153617858484	1.7486350528040278	1.123098675710693	1.123098675710693
validation	foil_delta	0.0	2				yptar	3e-05	0.5	full_svd	2742	0.7292818620752021	1.7180827470122135	1.0889685492146581	1.0889685492146581
validation	foil_delta	0.0	2				yptar	3e-05	0.5	refit_svd	2742	0.7440378856220249	1.7457134585172196	1.1175505615398276	1.1175505615398276
validation	foil_delta	0.0	3				xptar	0.0001	0.1	full_svd	2741	0.9096053289652863	2.1588501906716977	1.6975357409633205	1.6975357409633205
validation	foil_delta	0.0	3				xptar	0.0001	0.1	refit_svd	2741	0.9130830046162192	2.1966637078575033	1.7528167299022557	1.7528167299022557
validation	foil_delta	0.0	3				xptar	3e-05	0.1	full_svd	2741	0.9096053289652863	2.1588501906716977	1.6975357409633205	1.6975357409633205
validation	foil_delta	0.0	3				xptar	3e-05	0.1	refit_svd	2741	0.9166309940108643	2.1865911865720857	1.7392842923344518	1.7392842923344518
validation	foil_delta	0.0	3				xptar	0.0001	0.5	full_svd	2741	0.9096053289652863	2.1588501906716977	1.6975357409633205	1.6975357409633205
validation	foil_delta	0.0	3				xptar	0.0001	0.5	refit_svd	2741	0.9332519471830989	2.1689836126998623	1.7468304548293139	1.7468304548293139
validation	foil_delta	0.0	3				xptar	3e-05	0.5	full_svd	2741	0.9096053289652863	2.1588501906716977	1.6975357409633205	1.6975357409633205
validation	foil_delta	0.0	3				xptar	3e-05	0.5	refit_svd	2741	0.9182803356095476	2.1747354774568035	1.7291764292200202	1.7291764292200202
validation	foil_delta	0.0	3				ytar	0.0001	0.1	full_svd	2741	0.06927102291332467	0.15255546596786848	0.008870156996178167	0.008870156996178167
validation	foil_delta	0.0	3				ytar	0.0001	0.1	refit_svd	2741	0.06981638446062752	0.15525742396998604	0.008924193444849382	0.008924193444849382
validation	foil_delta	0.0	3				ytar	3e-05	0.1	full_svd	2741	0.06927102291332467	0.15255546596786848	0.008870156996178167	0.008870156996178167
validation	foil_delta	0.0	3				ytar	3e-05	0.1	refit_svd	2741	0.07034458247349266	0.15305765900053686	0.008918821150841586	0.008918821150841586
validation	foil_delta	0.0	3				ytar	0.0001	0.5	full_svd	2741	0.06927102291332467	0.15255546596786848	0.008870156996178167	0.008870156996178167
validation	foil_delta	0.0	3				ytar	0.0001	0.5	refit_svd	2741	0.07028844654635756	0.15511226438578046	0.00905115499508003	0.00905115499508003
validation	foil_delta	0.0	3				ytar	3e-05	0.5	full_svd	2741	0.06927102291332467	0.15255546596786848	0.008870156996178167	0.008870156996178167
validation	foil_delta	0.0	3				ytar	3e-05	0.5	refit_svd	2741	0.06877912163782032	0.15202796234998567	0.008772560253748287	0.008772560253748287
validation	foil_delta	0.0	3				yptar	0.0001	0.1	full_svd	2741	0.6375365161874271	1.4980430708287225	0.8323420580794416	0.8323420580794416
validation	foil_delta	0.0	3				yptar	0.0001	0.1	refit_svd	2741	0.650113017194403	1.5155384022916143	0.8465812062414952	0.8465812062414952
validation	foil_delta	0.0	3				yptar	3e-05	0.1	full_svd	2741	0.6375365161874271	1.4980430708287225	0.8323420580794416	0.8323420580794416
validation	foil_delta	0.0	3				yptar	3e-05	0.1	refit_svd	2741	0.6392787372312553	1.5080055811132425	0.839541595410124	0.839541595410124
validation	foil_delta	0.0	3				yptar	0.0001	0.5	full_svd	2741	0.6375365161874271	1.4980430708287225	0.8323420580794416	0.8323420580794416
validation	foil_delta	0.0	3				yptar	0.0001	0.5	refit_svd	2741	0.6504352139471287	1.5235298226969236	0.8616083520354909	0.8616083520354909
validation	foil_delta	0.0	3				yptar	3e-05	0.5	full_svd	2741	0.6375365161874271	1.4980430708287225	0.8323420580794416	0.8323420580794416
validation	foil_delta	0.0	3				yptar	3e-05	0.5	refit_svd	2741	0.6501734211654762	1.5223230872285662	0.8604012201920823	0.8604012201920823
validation	foil_delta	0.0	4				xptar	0.0001	0.1	full_svd	2741	0.8474610869155172	1.9778037148084766	1.4221411691454864	1.4221411691454864
validation	foil_delta	0.0	4				xptar	0.0001	0.1	refit_svd	2741	0.8518140791357425	2.025240589072344	1.4848280620216263	1.4848280620216263
validation	foil_delta	0.0	4				xptar	3e-05	0.1	full_svd	2741	0.8474610869155172	1.9778037148084766	1.4221411691454864	1.4221411691454864
validation	foil_delta	0.0	4				xptar	3e-05	0.1	refit_svd	2741	0.8267516213279792	1.9930834891241211	1.4250135654775677	1.4250135654775677
validation	foil_delta	0.0	4				xptar	0.0001	0.5	full_svd	2741	0.8474610869155172	1.9778037148084766	1.4221411691454864	1.4221411691454864
validation	foil_delta	0.0	4				xptar	0.0001	0.5	refit_svd	2741	0.8478339491468229	2.062205876765845	1.4960670584846483	1.4960670584846483
validation	foil_delta	0.0	4				xptar	3e-05	0.5	full_svd	2741	0.8474610869155172	1.9778037148084766	1.4221411691454864	1.4221411691454864
validation	foil_delta	0.0	4				xptar	3e-05	0.5	refit_svd	2741	0.8822510618775661	2.0926469708470696	1.6126624896982018	1.6126624896982018
validation	foil_delta	0.0	4				ytar	0.0001	0.1	full_svd	2741	0.08895762008589558	0.2111406036440182	0.015927450444516027	0.015927450444516027
validation	foil_delta	0.0	4				ytar	0.0001	0.1	refit_svd	2741	0.08892482919067059	0.21049767836461325	0.016136631347015793	0.016136631347015793
validation	foil_delta	0.0	4				ytar	3e-05	0.1	full_svd	2741	0.08895762008589558	0.2111406036440182	0.015927450444516027	0.015927450444516027
validation	foil_delta	0.0	4				ytar	3e-05	0.1	refit_svd	2741	0.08821287445681068	0.21066127962212833	0.01602087679071714	0.01602087679071714
validation	foil_delta	0.0	4				ytar	0.0001	0.5	full_svd	2741	0.08895762008589558	0.2111406036440182	0.015927450444516027	0.015927450444516027
validation	foil_delta	0.0	4				ytar	0.0001	0.5	refit_svd	2741	0.08935525412212317	0.20835896288249334	0.016266265995716168	0.016266265995716168
validation	foil_delta	0.0	4				ytar	3e-05	0.5	full_svd	2741	0.08895762008589558	0.2111406036440182	0.015927450444516027	0.015927450444516027
validation	foil_delta	0.0	4				ytar	3e-05	0.5	refit_svd	2741	0.0892086419614081	0.21228157338312884	0.016213286059201717	0.016213286059201717
validation	foil_delta	0.0	4				yptar	0.0001	0.1	full_svd	2741	0.5509296234285852	1.3502931926651085	0.6575680348864416	0.6575680348864416
validation	foil_delta	0.0	4				yptar	0.0001	0.1	refit_svd	2741	0.5640150851737885	1.352599285286308	0.6650104146368889	0.6650104146368889
validation	foil_delta	0.0	4				yptar	3e-05	0.1	full_svd	2741	0.5509296234285852	1.3502931926651085	0.6575680348864416	0.6575680348864416
validation	foil_delta	0.0	4				yptar	3e-05	0.1	refit_svd	2741	0.5657027226638606	1.3502862531246038	0.6631591571927323	0.6631591571927323
validation	foil_delta	0.0	4				yptar	0.0001	0.5	full_svd	2741	0.5509296234285852	1.3502931926651085	0.6575680348864416	0.6575680348864416
validation	foil_delta	0.0	4				yptar	0.0001	0.5	refit_svd	2741	0.5613467436461662	1.3504486018127073	0.6615327492291836	0.6615327492291836
validation	foil_delta	0.0	4				yptar	3e-05	0.5	full_svd	2741	0.5509296234285852	1.3502931926651085	0.6575680348864416	0.6575680348864416
validation	foil_delta	0.0	4				yptar	3e-05	0.5	refit_svd	2741	0.5607387105992668	1.360332049105635	0.6649703274619743	0.6649703274619743
validation	foil_delta	3.0	0				xptar	0.0001	0.1	full_svd	1430	1.4709835335989587	3.54826248196674	4.701434520742109	4.701434520742109
validation	foil_delta	3.0	0				xptar	0.0001	0.1	refit_svd	1430	1.499330191598626	3.6926838613593524	4.85614172265585	4.85614172265585
validation	foil_delta	3.0	0				xptar	3e-05	0.1	full_svd	1430	1.4709835335989587	3.54826248196674	4.701434520742109	4.701434520742109
validation	foil_delta	3.0	0				xptar	3e-05	0.1	refit_svd	1430	1.4718247887374956	3.6042058621800397	4.768318454968167	4.768318454968167
validation	foil_delta	3.0	0				xptar	0.0001	0.5	full_svd	1430	1.4709835335989587	3.54826248196674	4.701434520742109	4.701434520742109
validation	foil_delta	3.0	0				xptar	0.0001	0.5	refit_svd	1430	1.7811778677940433	4.149141618758927	6.488061745213005	6.488061745213005
validation	foil_delta	3.0	0				xptar	3e-05	0.5	full_svd	1430	1.4709835335989587	3.54826248196674	4.701434520742109	4.701434520742109
validation	foil_delta	3.0	0				xptar	3e-05	0.5	refit_svd	1430	1.5591122343536048	3.7975396627334965	5.2190799343528385	5.2190799343528385
validation	foil_delta	3.0	0				ytar	0.0001	0.1	full_svd	1430	0.13062963146872977	0.30156661271290186	0.03390243339958932	0.03390243339958932
validation	foil_delta	3.0	0				ytar	0.0001	0.1	refit_svd	1430	0.1328204082115779	0.3046473664894559	0.03439132647458755	0.03439132647458755
