pool	level	zfoil	ndel	rungroup	xscol	yscol	target	alpha	l1	model	n	median	p90	mse	cell_mse
validation	foil_delta	-8.0	2				xptar	0.0001	0.1	refit_svd	2742	1.0857601076942265	2.512418121564301	2.3015154794300705	2.3015154794300705
validation	foil_delta	-8.0	2				xptar	3e-05	0.1	full_svd	2742	1.0450579402847167	2.4278584839491373	2.1614329574961024	2.1614329574961024
validation	foil_delta	-8.0	2				xptar	3e-05	0.1	refit_svd	2742	1.0646819679310535	2.4538823852629914	2.2073872820026113	2.2073872820026113
validation	foil_delta	-8.0	2				xptar	0.0001	0.5	full_svd	2742	1.0450579402847167	2.4278584839491373	2.1614329574961024	2.1614329574961024
validation	foil_delta	-8.0	2				xptar	0.0001	0.5	refit_svd	2742	1.1577025251364939	2.753471148329043	2.7265739988337816	2.7265739988337816
validation	foil_delta	-8.0	2				xptar	3e-05	0.5	full_svd	2742	1.0450579402847167	2.4278584839491373	2.1614329574961024	2.1614329574961024
validation	foil_delta	-8.0	2				xptar	3e-05	0.5	refit_svd	2742	1.1102498912712797	2.565980693926911	2.44652297229185	2.44652297229185
validation	foil_delta	-8.0	2				ytar	0.0001	0.1	full_svd	2742	0.08197910942283858	0.1964864084640893	0.01506858607102104	0.01506858607102104
validation	foil_delta	-8.0	2				ytar	0.0001	0.1	refit_svd	2742	0.0840187454989056	0.20350492866940031	0.015829855915551583	0.015829855915551583
validation	foil_delta	-8.0	2				ytar	3e-05	0.1	full_svd	2742	0.08197910942283858	0.1964864084640893	0.01506858607102104	0.01506858607102104
validation	foil_delta	-8.0	2				ytar	3e-05	0.1	refit_svd	2742	0.08288234769025585	0.1967193705453884	0.015446617259778904	0.015446617259778904
validation	foil_delta	-8.0	2				ytar	0.0001	0.5	full_svd	2742	0.08197910942283858	0.1964864084640893	0.01506858607102104	0.01506858607102104
validation	foil_delta	-8.0	2				ytar	0.0001	0.5	refit_svd	2742	0.08585416236251367	0.20640062245705051	0.016482042881901304	0.016482042881901304
validation	foil_delta	-8.0	2				ytar	3e-05	0.5	full_svd	2742	0.08197910942283858	0.1964864084640893	0.01506858607102104	0.01506858607102104
validation	foil_delta	-8.0	2				ytar	3e-05	0.5	refit_svd	2742	0.08473437297365598	0.20500741203378192	0.016364764473253763	0.016364764473253763
validation	foil_delta	-8.0	2				yptar	0.0001	0.1	full_svd	2742	0.7391467853730755	1.7380943459873708	1.1395720982330164	1.1395720982330164
validation	foil_delta	-8.0	2				yptar	0.0001	0.1	refit_svd	2742	0.7380293214701052	1.7145783079423513	1.132124760472303	1.132124760472303
validation	foil_delta	-8.0	2				yptar	3e-05	0.1	full_svd	2742	0.7391467853730755	1.7380943459873708	1.1395720982330164	1.1395720982330164
validation	foil_delta	-8.0	2				yptar	3e-05	0.1	refit_svd	2742	0.7396336609941726	1.7232550133644535	1.1316794746709777	1.1316794746709777
validation	foil_delta	-8.0	2				yptar	0.0001	0.5	full_svd	2742	0.7391467853730755	1.7380943459873708	1.1395720982330164	1.1395720982330164
