target	fold	alpha	l1	budget	iterations	seconds	converged	dual_gap	gap_limit	gap_ratio	objective	kkt_max	active	validation_mse	svd_mse	mse_ratio	validation_rms	prediction_change_rms
ytar	2	0.0001	0.5	100000	100000	1.0283393952995539	False	1.7797906543825182e-06	9.999999999999966e-07	1.7797906543825244	0.011715734325017073	6.1471784891256e-08	112	2.5960792699057193e-06	2.270116360520832e-06	1.1435886349500173	0.16112353241862962	0.002740894382265832
ytar	2	0.0001	0.5	300000	109594	1.2109934664331377	True	9.99934685375055e-07	9.999999999999966e-07	0.9999346853750585	0.01171573425217083	3.06106502000612e-08	112	2.596082180440403e-06	2.270116360520832e-06	1.1435899170581658	0.1611236227385793	8.835952268162683e-06
ytar	2	3e-05	0.5	20000	20000	0.29658335307613015	False	0.004096778470727716	9.999999999999966e-07	4096.778470727731	0.00916555435592613	3.439792307286722e-05	152	2.419191743005258e-06	2.270116360520832e-06	1.0656686084805906	0.15553751132782273	
ytar	2	3e-05	0.5	100000	100000	1.1601298074238002	False	0.0003562149768791959	9.999999999999966e-07	356.21497687919714	0.009128989120969312	3.42638915981872e-06	127	2.4086716348071637e-06	2.270116360520832e-06	1.0610344371310303	0.15519895730342917	0.007928856280561515
ytar	2	3e-05	0.5	300000	300000	3.2378467503003776	False	1.0629279248716659e-05	9.999999999999966e-07	10.629279248716696	0.009128355132208846	2.0301541134519865e-07	125	2.409069873051009e-06	2.270116360520832e-06	1.061209863488362	0.15521178669969007	0.0009733099867998599
ytar	2	3e-05	0.5	1000000	429690	4.446335718035698	True	9.999765042363246e-07	9.999999999999966e-07	0.999976504236328	0.009128353125558925	3.494208112570726e-08	125	2.4090799153836695e-06	2.270116360520832e-06	1.0612142871966947	0.15521211020354275	5.617610974294649e-05
yptar	2	0.0001	0.1	20000	20000	0.3504649172537029	False	0.00027027227919744024	9.999999999999947e-07	270.27227919744166	0.00329461694871757	5.943175215345693e-06	126	1.2060144948135506e-06	1.179904174137631e-06	1.0221291874782994	1.0981869125124148	
yptar	2	0.0001	0.1	100000	100000	1.1859704731032252	False	2.234391221949826e-06	9.999999999999947e-07	2.2343912219498376	0.003294012181726951	2.4514213980110943e-07	123	1.2060372605147254e-06	1.179904174137631e-06	1.0221484820122742	1.0981972775939328	0.008782523769400058
yptar	2	0.0001	0.1	300000	129750	1.5745930299162865	True	9.999840369861182e-07	9.999999999999947e-07	0.9999840369861235	0.0032940112506900225	8.01307592869508e-08	122	1.2060403542229344e-06	1.179904174137631e-06	1.02215110401182	1.0981986861324022	0.00040385217142116655
yptar	2	3e-05	0.1	20000	20000	0.343116810079664	False	0.0013575611745264072	9.999999999999947e-07	1357.5611745264143	0.0029899350454085966	9.241115219247617e-06	168	1.1902510226689623e-06	1.179904174137631e-06	1.0087692278391114	1.0909862614483108	
yptar	2	3e-05	0.1	100000	100000	1.1938325250521302	False	0.00020890887811514692	9.999999999999947e-07	208.90887811514804	0.002987355043481411	1.994925601925901e-06	144	1.1903412520954079e-06	1.179904174137631e-06	1.0088456996648945	1.091027612893188	0.022275175326636244
yptar	2	3e-05	0.1	300000	300000	3.5042174691334367	False	4.201341002927763e-05	9.999999999999947e-07	42.01341002927785	0.0029871327631477997	3.814821371932535e-07	141	1.1904140127444798e-06	1.179904174137631e-06	1.0089073662397459	1.0910609573916938	0.004994249401696418
yptar	2	3e-05	0.1	1000000	513857	5.855593699030578	True	9.999832222329367e-07	9.999999999999947e-07	0.999983222232942	0.0029871284585305164	4.656655726652043e-08	141	1.190440229581444e-06	1.179904174137631e-06	1.0089295857025962	1.091072971703288	0.0005930625537353413
yptar	2	0.0001	0.5	20000	20000	0.20502887899056077	False	5.392663089391357e-05	9.999999999999947e-07	53.92663089391386	0.003514072326120239	4.843560963716519e-06	74	1.2289363615135132e-06	1.179904174137631e-06	1.0415560758666853	1.1085740216663535	
yptar	2	0.0001	0.5	100000	31073	0.40271295700222254	True	9.997510965432494e-07	9.999999999999947e-07	0.9997510965432548	0.0035139962635097745	2.924977363389576e-07	73	1.2288643925506313e-06	1.179904174137631e-06	1.0414950802668228	1.1085415610389318	0.0052080992220357525
yptar	2	3e-05	0.5	20000	20000	0.30502113280817866	False	0.0005365086862326959	9.999999999999947e-07	536.5086862326988	0.0030761294572745103	1.0787528907539378e-05	98	1.1986844301351673e-06	1.179904174137631e-06	1.0159167637586013	1.094844477601804	
yptar	2	3e-05	0.5	100000	98722	0.9516751179471612	True	9.999826336936147e-07	9.999999999999947e-07	0.9999826336936201	0.0030754666810128084	1.2108002007855504e-07	94	1.1983311595280336e-06	1.179904174137631e-06	1.0156173575738645	1.0946831320195054	0.013116975399864849
