target	alpha	l1	fold	term	selected
yptar	0.0001	0.1	0	04100	True
yptar	0.0001	0.1	0	30200	True
yptar	0.0001	0.1	0	21200	False
yptar	0.0001	0.1	0	12200	False
yptar	0.0001	0.1	0	03200	False
yptar	0.0001	0.1	0	20300	True
yptar	0.0001	0.1	0	11300	False
yptar	0.0001	0.1	0	02300	True
yptar	0.0001	0.1	0	10400	False
yptar	0.0001	0.1	0	01400	True
yptar	0.0001	0.1	0	00500	True
yptar	0.0001	0.1	0	40010	True
yptar	0.0001	0.1	0	31010	True
yptar	0.0001	0.1	0	22010	True
yptar	0.0001	0.1	0	13010	True
yptar	0.0001	0.1	0	04010	False
yptar	0.0001	0.1	0	30110	True
yptar	0.0001	0.1	0	21110	False
yptar	0.0001	0.1	0	12110	False
yptar	0.0001	0.1	0	03110	True
yptar	0.0001	0.1	0	20210	False
yptar	0.0001	0.1	0	11210	False
yptar	0.0001	0.1	0	02210	False
yptar	0.0001	0.1	0	10310	False
yptar	0.0001	0.1	0	01310	True
yptar	0.0001	0.1	0	00410	False
yptar	0.0001	0.1	0	30020	True
yptar	0.0001	0.1	0	21020	False
yptar	0.0001	0.1	0	12020	False
yptar	0.0001	0.1	0	03020	False
yptar	0.0001	0.1	0	20120	False
yptar	0.0001	0.1	0	11120	False
yptar	0.0001	0.1	0	02120	False
yptar	0.0001	0.1	0	10220	False
yptar	0.0001	0.1	0	01220	True
yptar	0.0001	0.1	0	00320	True
yptar	0.0001	0.1	0	20030	False
yptar	0.0001	0.1	0	11030	True
yptar	0.0001	0.1	0	02030	False
yptar	0.0001	0.1	0	10130	False
yptar	0.0001	0.1	0	01130	True
yptar	0.0001	0.1	0	00230	False
yptar	0.0001	0.1	0	10040	True
yptar	0.0001	0.1	0	01040	False
yptar	0.0001	0.1	0	00140	True
yptar	0.0001	0.1	0	00050	False
yptar	0.0001	0.1	0	60000	True
yptar	0.0001	0.1	0	51000	False
yptar	0.0001	0.1	0	42000	True
yptar	0.0001	0.1	0	33000	True
yptar	0.0001	0.1	0	24000	False
yptar	0.0001	0.1	0	15000	False
yptar	0.0001	0.1	0	06000	False
yptar	0.0001	0.1	0	50100	True
yptar	0.0001	0.1	0	41100	False
yptar	0.0001	0.1	0	32100	True
yptar	0.0001	0.1	0	23100	True
yptar	0.0001	0.1	0	14100	True
yptar	0.0001	0.1	0	05100	True
yptar	0.0001	0.1	0	40200	True
yptar	0.0001	0.1	0	31200	False
yptar	0.0001	0.1	0	22200	False
yptar	0.0001	0.1	0	13200	False
yptar	0.0001	0.1	0	04200	True
yptar	0.0001	0.1	0	30300	False
yptar	0.0001	0.1	0	21300	False
yptar	0.0001	0.1	0	12300	False
yptar	0.0001	0.1	0	03300	False
yptar	0.0001	0.1	0	20400	False
yptar	0.0001	0.1	0	11400	True
yptar	0.0001	0.1	0	02400	True
yptar	0.0001	0.1	0	10500	True
yptar	0.0001	0.1	0	01500	True
yptar	0.0001	0.1	0	00600	True
yptar	0.0001	0.1	0	50010	True
yptar	0.0001	0.1	0	41010	False
yptar	0.0001	0.1	0	32010	True
yptar	0.0001	0.1	0	23010	True
yptar	0.0001	0.1	0	14010	True
yptar	0.0001	0.1	0	05010	False
yptar	0.0001	0.1	0	40110	False
yptar	0.0001	0.1	0	31110	False
yptar	0.0001	0.1	0	22110	True
yptar	0.0001	0.1	0	13110	True
yptar	0.0001	0.1	0	04110	True
yptar	0.0001	0.1	0	30210	True
yptar	0.0001	0.1	0	21210	False
yptar	0.0001	0.1	0	12210	False
yptar	0.0001	0.1	0	03210	True
yptar	0.0001	0.1	0	20310	True
yptar	0.0001	0.1	0	11310	False
yptar	0.0001	0.1	0	02310	False
yptar	0.0001	0.1	0	10410	False
yptar	0.0001	0.1	0	01410	True
yptar	0.0001	0.1	0	00510	False
yptar	0.0001	0.1	0	40020	True
yptar	0.0001	0.1	0	31020	True
yptar	0.0001	0.1	0	22020	False
yptar	0.0001	0.1	0	13020	False
yptar	0.0001	0.1	0	04020	True
yptar	0.0001	0.1	0	30120	False
yptar	0.0001	0.1	0	21120	False
yptar	0.0001	0.1	0	12120	False
yptar	0.0001	0.1	0	03120	True
yptar	0.0001	0.1	0	20220	False
yptar	0.0001	0.1	0	11220	False
yptar	0.0001	0.1	0	02220	False
yptar	0.0001	0.1	0	10320	True
yptar	0.0001	0.1	0	01320	True
yptar	0.0001	0.1	0	00420	True
yptar	0.0001	0.1	0	30030	True
yptar	0.0001	0.1	0	21030	True
yptar	0.0001	0.1	0	12030	True
yptar	0.0001	0.1	0	03030	True
yptar	0.0001	0.1	0	20130	True
yptar	0.0001	0.1	0	11130	False
yptar	0.0001	0.1	0	02130	False
yptar	0.0001	0.1	0	10230	True
yptar	0.0001	0.1	0	01230	True
yptar	0.0001	0.1	0	00330	True
yptar	0.0001	0.1	0	20040	True
yptar	0.0001	0.1	0	11040	False
yptar	0.0001	0.1	0	02040	True
yptar	0.0001	0.1	0	10140	False
yptar	0.0001	0.1	0	01140	False
yptar	0.0001	0.1	0	00240	False
yptar	0.0001	0.1	0	10050	False
yptar	0.0001	0.1	0	01050	True
yptar	0.0001	0.1	0	00150	False
yptar	0.0001	0.1	0	00060	False
yptar	3e-05	0.1	0	00000	True
yptar	3e-05	0.1	0	10000	True
yptar	3e-05	0.1	0	01000	True
yptar	3e-05	0.1	0	00100	True
yptar	3e-05	0.1	0	00010	True
yptar	3e-05	0.1	0	20000	True
yptar	3e-05	0.1	0	11000	True
yptar	3e-05	0.1	0	02000	True
yptar	3e-05	0.1	0	10100	True
yptar	3e-05	0.1	0	01100	True
yptar	3e-05	0.1	0	00200	True
yptar	3e-05	0.1	0	10010	True
yptar	3e-05	0.1	0	01010	True
yptar	3e-05	0.1	0	00110	True
yptar	3e-05	0.1	0	00020	True
yptar	3e-05	0.1	0	30000	True
yptar	3e-05	0.1	0	21000	True
yptar	3e-05	0.1	0	12000	True
yptar	3e-05	0.1	0	03000	True
yptar	3e-05	0.1	0	20100	True
yptar	3e-05	0.1	0	11100	True
yptar	3e-05	0.1	0	02100	True
yptar	3e-05	0.1	0	10200	True
yptar	3e-05	0.1	0	01200	True
yptar	3e-05	0.1	0	00300	True
yptar	3e-05	0.1	0	20010	True
yptar	3e-05	0.1	0	11010	True
yptar	3e-05	0.1	0	02010	True
yptar	3e-05	0.1	0	10110	True
yptar	3e-05	0.1	0	01110	True
yptar	3e-05	0.1	0	00210	True
yptar	3e-05	0.1	0	10020	True
yptar	3e-05	0.1	0	01020	False
yptar	3e-05	0.1	0	00120	True
yptar	3e-05	0.1	0	00030	True
yptar	3e-05	0.1	0	40000	True
yptar	3e-05	0.1	0	31000	True
yptar	3e-05	0.1	0	22000	True
yptar	3e-05	0.1	0	13000	True
yptar	3e-05	0.1	0	04000	True
yptar	3e-05	0.1	0	30100	True
yptar	3e-05	0.1	0	21100	True
yptar	3e-05	0.1	0	12100	False
yptar	3e-05	0.1	0	03100	True
yptar	3e-05	0.1	0	20200	True
yptar	3e-05	0.1	0	11200	False
yptar	3e-05	0.1	0	02200	False
yptar	3e-05	0.1	0	10300	True
yptar	3e-05	0.1	0	01300	True
yptar	3e-05	0.1	0	00400	True
yptar	3e-05	0.1	0	30010	True
yptar	3e-05	0.1	0	21010	True
yptar	3e-05	0.1	0	12010	True
yptar	3e-05	0.1	0	03010	True
yptar	3e-05	0.1	0	20110	False
yptar	3e-05	0.1	0	11110	True
yptar	3e-05	0.1	0	02110	True
yptar	3e-05	0.1	0	10210	False
yptar	3e-05	0.1	0	01210	True
yptar	3e-05	0.1	0	00310	False
yptar	3e-05	0.1	0	20020	False
yptar	3e-05	0.1	0	11020	True
yptar	3e-05	0.1	0	02020	True
yptar	3e-05	0.1	0	10120	True
yptar	3e-05	0.1	0	01120	True
yptar	3e-05	0.1	0	00220	True
yptar	3e-05	0.1	0	10030	True
yptar	3e-05	0.1	0	01030	True
yptar	3e-05	0.1	0	00130	True
yptar	3e-05	0.1	0	00040	True
yptar	3e-05	0.1	0	50000	True
yptar	3e-05	0.1	0	41000	True
yptar	3e-05	0.1	0	32000	True
yptar	3e-05	0.1	0	23000	False
yptar	3e-05	0.1	0	14000	True
yptar	3e-05	0.1	0	05000	True
yptar	3e-05	0.1	0	40100	True
yptar	3e-05	0.1	0	31100	False
yptar	3e-05	0.1	0	22100	False
yptar	3e-05	0.1	0	13100	True
yptar	3e-05	0.1	0	04100	True
yptar	3e-05	0.1	0	30200	True
yptar	3e-05	0.1	0	21200	False
yptar	3e-05	0.1	0	12200	True
yptar	3e-05	0.1	0	03200	False
yptar	3e-05	0.1	0	20300	True
yptar	3e-05	0.1	0	11300	True
yptar	3e-05	0.1	0	02300	False
yptar	3e-05	0.1	0	10400	True
yptar	3e-05	0.1	0	01400	True
yptar	3e-05	0.1	0	00500	True
yptar	3e-05	0.1	0	40010	True
yptar	3e-05	0.1	0	31010	True
yptar	3e-05	0.1	0	22010	True
yptar	3e-05	0.1	0	13010	False
yptar	3e-05	0.1	0	04010	True
yptar	3e-05	0.1	0	30110	True
yptar	3e-05	0.1	0	21110	False
yptar	3e-05	0.1	0	12110	True
yptar	3e-05	0.1	0	03110	True
yptar	3e-05	0.1	0	20210	True
yptar	3e-05	0.1	0	11210	False
yptar	3e-05	0.1	0	02210	True
yptar	3e-05	0.1	0	10310	False
yptar	3e-05	0.1	0	01310	False
yptar	3e-05	0.1	0	00410	False
yptar	3e-05	0.1	0	30020	True
yptar	3e-05	0.1	0	21020	False
yptar	3e-05	0.1	0	12020	True
yptar	3e-05	0.1	0	03020	True
yptar	3e-05	0.1	0	20120	False
yptar	3e-05	0.1	0	11120	False
yptar	3e-05	0.1	0	02120	True
yptar	3e-05	0.1	0	10220	True
yptar	3e-05	0.1	0	01220	False
yptar	3e-05	0.1	0	00320	True
yptar	3e-05	0.1	0	20030	True
yptar	3e-05	0.1	0	11030	True
yptar	3e-05	0.1	0	02030	True
yptar	3e-05	0.1	0	10130	False
yptar	3e-05	0.1	0	01130	True
yptar	3e-05	0.1	0	00230	False
yptar	3e-05	0.1	0	10040	True
yptar	3e-05	0.1	0	01040	False
yptar	3e-05	0.1	0	00140	True
yptar	3e-05	0.1	0	00050	False
yptar	3e-05	0.1	0	60000	True
yptar	3e-05	0.1	0	51000	False
yptar	3e-05	0.1	0	42000	True
yptar	3e-05	0.1	0	33000	True
yptar	3e-05	0.1	0	24000	False
yptar	3e-05	0.1	0	15000	False
yptar	3e-05	0.1	0	06000	True
yptar	3e-05	0.1	0	50100	True
yptar	3e-05	0.1	0	41100	False
yptar	3e-05	0.1	0	32100	True
yptar	3e-05	0.1	0	23100	True
yptar	3e-05	0.1	0	14100	False
yptar	3e-05	0.1	0	05100	True
yptar	3e-05	0.1	0	40200	True
yptar	3e-05	0.1	0	31200	True
yptar	3e-05	0.1	0	22200	False
yptar	3e-05	0.1	0	13200	False
yptar	3e-05	0.1	0	04200	True
yptar	3e-05	0.1	0	30300	True
yptar	3e-05	0.1	0	21300	False
yptar	3e-05	0.1	0	12300	True
yptar	3e-05	0.1	0	03300	False
yptar	3e-05	0.1	0	20400	False
yptar	3e-05	0.1	0	11400	True
yptar	3e-05	0.1	0	02400	False
yptar	3e-05	0.1	0	10500	True
yptar	3e-05	0.1	0	01500	True
yptar	3e-05	0.1	0	00600	True
yptar	3e-05	0.1	0	50010	True
yptar	3e-05	0.1	0	41010	False
yptar	3e-05	0.1	0	32010	True
yptar	3e-05	0.1	0	23010	True
yptar	3e-05	0.1	0	14010	True
yptar	3e-05	0.1	0	05010	True
yptar	3e-05	0.1	0	40110	False
yptar	3e-05	0.1	0	31110	False
yptar	3e-05	0.1	0	22110	False
yptar	3e-05	0.1	0	13110	False
yptar	3e-05	0.1	0	04110	True
yptar	3e-05	0.1	0	30210	False
yptar	3e-05	0.1	0	21210	False
yptar	3e-05	0.1	0	12210	False
yptar	3e-05	0.1	0	03210	True
yptar	3e-05	0.1	0	20310	True
yptar	3e-05	0.1	0	11310	False
yptar	3e-05	0.1	0	02310	False
yptar	3e-05	0.1	0	10410	True
yptar	3e-05	0.1	0	01410	True
yptar	3e-05	0.1	0	00510	False
yptar	3e-05	0.1	0	40020	True
yptar	3e-05	0.1	0	31020	True
yptar	3e-05	0.1	0	22020	False
yptar	3e-05	0.1	0	13020	True
yptar	3e-05	0.1	0	04020	True
yptar	3e-05	0.1	0	30120	False
yptar	3e-05	0.1	0	21120	False
yptar	3e-05	0.1	0	12120	True
yptar	3e-05	0.1	0	03120	True
yptar	3e-05	0.1	0	20220	True
yptar	3e-05	0.1	0	11220	False
yptar	3e-05	0.1	0	02220	False
yptar	3e-05	0.1	0	10320	True
yptar	3e-05	0.1	0	01320	True
yptar	3e-05	0.1	0	00420	True
yptar	3e-05	0.1	0	30030	True
yptar	3e-05	0.1	0	21030	True
yptar	3e-05	0.1	0	12030	True
yptar	3e-05	0.1	0	03030	False
yptar	3e-05	0.1	0	20130	False
yptar	3e-05	0.1	0	11130	False
yptar	3e-05	0.1	0	02130	False
yptar	3e-05	0.1	0	10230	True
yptar	3e-05	0.1	0	01230	True
yptar	3e-05	0.1	0	00330	True
yptar	3e-05	0.1	0	20040	True
yptar	3e-05	0.1	0	11040	False
yptar	3e-05	0.1	0	02040	True
yptar	3e-05	0.1	0	10140	False
yptar	3e-05	0.1	0	01140	False
yptar	3e-05	0.1	0	00240	False
yptar	3e-05	0.1	0	10050	False
yptar	3e-05	0.1	0	01050	True
yptar	3e-05	0.1	0	00150	False
yptar	3e-05	0.1	0	00060	True
yptar	0.0001	0.5	0	00000	True
yptar	0.0001	0.5	0	10000	True
yptar	0.0001	0.5	0	01000	True
yptar	0.0001	0.5	0	00100	True
yptar	0.0001	0.5	0	00010	True
yptar	0.0001	0.5	0	20000	True
yptar	0.0001	0.5	0	11000	True
yptar	0.0001	0.5	0	02000	True
yptar	0.0001	0.5	0	10100	True
yptar	0.0001	0.5	0	01100	True
yptar	0.0001	0.5	0	00200	True
yptar	0.0001	0.5	0	10010	True
yptar	0.0001	0.5	0	01010	True
yptar	0.0001	0.5	0	00110	True
yptar	0.0001	0.5	0	00020	True
yptar	0.0001	0.5	0	30000	False
yptar	0.0001	0.5	0	21000	True
yptar	0.0001	0.5	0	12000	False
yptar	0.0001	0.5	0	03000	True
yptar	0.0001	0.5	0	20100	True
yptar	0.0001	0.5	0	11100	True
yptar	0.0001	0.5	0	02100	True
yptar	0.0001	0.5	0	10200	True
yptar	0.0001	0.5	0	01200	False
yptar	0.0001	0.5	0	00300	True
yptar	0.0001	0.5	0	20010	True
yptar	0.0001	0.5	0	11010	True
yptar	0.0001	0.5	0	02010	True
yptar	0.0001	0.5	0	10110	False
yptar	0.0001	0.5	0	01110	True
yptar	0.0001	0.5	0	00210	True
yptar	0.0001	0.5	0	10020	True
yptar	0.0001	0.5	0	01020	True
yptar	0.0001	0.5	0	00120	True
yptar	0.0001	0.5	0	00030	True
yptar	0.0001	0.5	0	40000	False
yptar	0.0001	0.5	0	31000	True
yptar	0.0001	0.5	0	22000	False
yptar	0.0001	0.5	0	13000	False
yptar	0.0001	0.5	0	04000	True
yptar	0.0001	0.5	0	30100	False
yptar	0.0001	0.5	0	21100	True
yptar	0.0001	0.5	0	12100	False
yptar	0.0001	0.5	0	03100	True
yptar	0.0001	0.5	0	20200	True
yptar	0.0001	0.5	0	11200	False
yptar	0.0001	0.5	0	02200	True
yptar	0.0001	0.5	0	10300	False
yptar	0.0001	0.5	0	01300	False
yptar	0.0001	0.5	0	00400	False
yptar	0.0001	0.5	0	30010	True
yptar	0.0001	0.5	0	21010	False
yptar	0.0001	0.5	0	12010	False
yptar	0.0001	0.5	0	03010	False
yptar	0.0001	0.5	0	20110	False
yptar	0.0001	0.5	0	11110	False
yptar	0.0001	0.5	0	02110	True
yptar	0.0001	0.5	0	10210	False
yptar	0.0001	0.5	0	01210	True
yptar	0.0001	0.5	0	00310	False
yptar	0.0001	0.5	0	20020	False
yptar	0.0001	0.5	0	11020	False
yptar	0.0001	0.5	0	02020	True
yptar	0.0001	0.5	0	10120	True
yptar	0.0001	0.5	0	01120	False
yptar	0.0001	0.5	0	00220	True
yptar	0.0001	0.5	0	10030	True
yptar	0.0001	0.5	0	01030	False
yptar	0.0001	0.5	0	00130	False
yptar	0.0001	0.5	0	00040	False
yptar	0.0001	0.5	0	50000	False
yptar	0.0001	0.5	0	41000	False
yptar	0.0001	0.5	0	32000	False
yptar	0.0001	0.5	0	23000	False
yptar	0.0001	0.5	0	14000	False
yptar	0.0001	0.5	0	05000	False
yptar	0.0001	0.5	0	40100	True
yptar	0.0001	0.5	0	31100	False
yptar	0.0001	0.5	0	22100	False
yptar	0.0001	0.5	0	13100	False
yptar	0.0001	0.5	0	04100	True
yptar	0.0001	0.5	0	30200	True
yptar	0.0001	0.5	0	21200	False
yptar	0.0001	0.5	0	12200	False
yptar	0.0001	0.5	0	03200	False
yptar	0.0001	0.5	0	20300	False
yptar	0.0001	0.5	0	11300	False
yptar	0.0001	0.5	0	02300	True
yptar	0.0001	0.5	0	10400	False
yptar	0.0001	0.5	0	01400	False
yptar	0.0001	0.5	0	00500	True
yptar	0.0001	0.5	0	40010	True
yptar	0.0001	0.5	0	31010	False
yptar	0.0001	0.5	0	22010	False
yptar	0.0001	0.5	0	13010	False
yptar	0.0001	0.5	0	04010	False
yptar	0.0001	0.5	0	30110	False
yptar	0.0001	0.5	0	21110	False
yptar	0.0001	0.5	0	12110	False
yptar	0.0001	0.5	0	03110	False
yptar	0.0001	0.5	0	20210	False
yptar	0.0001	0.5	0	11210	False
yptar	0.0001	0.5	0	02210	False
yptar	0.0001	0.5	0	10310	False
yptar	0.0001	0.5	0	01310	True
yptar	0.0001	0.5	0	00410	False
yptar	0.0001	0.5	0	30020	False
yptar	0.0001	0.5	0	21020	False
yptar	0.0001	0.5	0	12020	False
yptar	0.0001	0.5	0	03020	False
yptar	0.0001	0.5	0	20120	False
yptar	0.0001	0.5	0	11120	False
yptar	0.0001	0.5	0	02120	False
yptar	0.0001	0.5	0	10220	False
yptar	0.0001	0.5	0	01220	False
yptar	0.0001	0.5	0	00320	False
yptar	0.0001	0.5	0	20030	False
yptar	0.0001	0.5	0	11030	False
yptar	0.0001	0.5	0	02030	False
yptar	0.0001	0.5	0	10130	False
yptar	0.0001	0.5	0	01130	False
yptar	0.0001	0.5	0	00230	False
yptar	0.0001	0.5	0	10040	False
yptar	0.0001	0.5	0	01040	False
yptar	0.0001	0.5	0	00140	True
yptar	0.0001	0.5	0	00050	False
yptar	0.0001	0.5	0	60000	True
yptar	0.0001	0.5	0	51000	False
yptar	0.0001	0.5	0	42000	False
yptar	0.0001	0.5	0	33000	False
yptar	0.0001	0.5	0	24000	True
yptar	0.0001	0.5	0	15000	False
yptar	0.0001	0.5	0	06000	False
yptar	0.0001	0.5	0	50100	True
yptar	0.0001	0.5	0	41100	False
yptar	0.0001	0.5	0	32100	False
yptar	0.0001	0.5	0	23100	False
yptar	0.0001	0.5	0	14100	False
yptar	0.0001	0.5	0	05100	True
yptar	0.0001	0.5	0	40200	True
yptar	0.0001	0.5	0	31200	False
yptar	0.0001	0.5	0	22200	False
yptar	0.0001	0.5	0	13200	False
yptar	0.0001	0.5	0	04200	False
yptar	0.0001	0.5	0	30300	False
yptar	0.0001	0.5	0	21300	False
yptar	0.0001	0.5	0	12300	False
yptar	0.0001	0.5	0	03300	True
yptar	0.0001	0.5	0	20400	False
yptar	0.0001	0.5	0	11400	False
yptar	0.0001	0.5	0	02400	True
yptar	0.0001	0.5	0	10500	True
yptar	0.0001	0.5	0	01500	False
yptar	0.0001	0.5	0	00600	False
yptar	0.0001	0.5	0	50010	False
yptar	0.0001	0.5	0	41010	False
yptar	0.0001	0.5	0	32010	False
yptar	0.0001	0.5	0	23010	True
yptar	0.0001	0.5	0	14010	False
yptar	0.0001	0.5	0	05010	False
yptar	0.0001	0.5	0	40110	False
yptar	0.0001	0.5	0	31110	False
yptar	0.0001	0.5	0	22110	False
yptar	0.0001	0.5	0	13110	False
yptar	0.0001	0.5	0	04110	False
yptar	0.0001	0.5	0	30210	True
yptar	0.0001	0.5	0	21210	True
yptar	0.0001	0.5	0	12210	False
yptar	0.0001	0.5	0	03210	False
yptar	0.0001	0.5	0	20310	False
yptar	0.0001	0.5	0	11310	False
yptar	0.0001	0.5	0	02310	False
yptar	0.0001	0.5	0	10410	False
yptar	0.0001	0.5	0	01410	False
yptar	0.0001	0.5	0	00510	True
yptar	0.0001	0.5	0	40020	True
yptar	0.0001	0.5	0	31020	True
yptar	0.0001	0.5	0	22020	False
yptar	0.0001	0.5	0	13020	False
yptar	0.0001	0.5	0	04020	True
yptar	0.0001	0.5	0	30120	False
yptar	0.0001	0.5	0	21120	False
yptar	0.0001	0.5	0	12120	False
yptar	0.0001	0.5	0	03120	False
yptar	0.0001	0.5	0	20220	False
yptar	0.0001	0.5	0	11220	False
yptar	0.0001	0.5	0	02220	False
yptar	0.0001	0.5	0	10320	False
yptar	0.0001	0.5	0	01320	False
yptar	0.0001	0.5	0	00420	True
yptar	0.0001	0.5	0	30030	False
yptar	0.0001	0.5	0	21030	False
yptar	0.0001	0.5	0	12030	False
yptar	0.0001	0.5	0	03030	True
yptar	0.0001	0.5	0	20130	False
yptar	0.0001	0.5	0	11130	False
yptar	0.0001	0.5	0	02130	False
yptar	0.0001	0.5	0	10230	True
yptar	0.0001	0.5	0	01230	True
yptar	0.0001	0.5	0	00330	False
yptar	0.0001	0.5	0	20040	True
yptar	0.0001	0.5	0	11040	False
yptar	0.0001	0.5	0	02040	True
yptar	0.0001	0.5	0	10140	True
yptar	0.0001	0.5	0	01140	False
yptar	0.0001	0.5	0	00240	False
yptar	0.0001	0.5	0	10050	False
yptar	0.0001	0.5	0	01050	False
yptar	0.0001	0.5	0	00150	False
yptar	0.0001	0.5	0	00060	True
yptar	3e-05	0.5	0	00000	True
yptar	3e-05	0.5	0	10000	True
yptar	3e-05	0.5	0	01000	True
yptar	3e-05	0.5	0	00100	True
yptar	3e-05	0.5	0	00010	True
yptar	3e-05	0.5	0	20000	True
yptar	3e-05	0.5	0	11000	True
yptar	3e-05	0.5	0	02000	True
yptar	3e-05	0.5	0	10100	True
yptar	3e-05	0.5	0	01100	True
yptar	3e-05	0.5	0	00200	True
yptar	3e-05	0.5	0	10010	True
yptar	3e-05	0.5	0	01010	True
yptar	3e-05	0.5	0	00110	True
yptar	3e-05	0.5	0	00020	True
yptar	3e-05	0.5	0	30000	True
yptar	3e-05	0.5	0	21000	False
yptar	3e-05	0.5	0	12000	True
yptar	3e-05	0.5	0	03000	True
yptar	3e-05	0.5	0	20100	True
yptar	3e-05	0.5	0	11100	True
yptar	3e-05	0.5	0	02100	False
yptar	3e-05	0.5	0	10200	True
yptar	3e-05	0.5	0	01200	True
yptar	3e-05	0.5	0	00300	True
yptar	3e-05	0.5	0	20010	True
yptar	3e-05	0.5	0	11010	True
yptar	3e-05	0.5	0	02010	True
yptar	3e-05	0.5	0	10110	False
yptar	3e-05	0.5	0	01110	True
yptar	3e-05	0.5	0	00210	True
yptar	3e-05	0.5	0	10020	True
yptar	3e-05	0.5	0	01020	True
yptar	3e-05	0.5	0	00120	True
yptar	3e-05	0.5	0	00030	True
yptar	3e-05	0.5	0	40000	True
yptar	3e-05	0.5	0	31000	True
yptar	3e-05	0.5	0	22000	False
yptar	3e-05	0.5	0	13000	False
yptar	3e-05	0.5	0	04000	True
yptar	3e-05	0.5	0	30100	False
yptar	3e-05	0.5	0	21100	True
yptar	3e-05	0.5	0	12100	False
yptar	3e-05	0.5	0	03100	True
yptar	3e-05	0.5	0	20200	True
yptar	3e-05	0.5	0	11200	False
yptar	3e-05	0.5	0	02200	False
yptar	3e-05	0.5	0	10300	False
yptar	3e-05	0.5	0	01300	False
yptar	3e-05	0.5	0	00400	True
yptar	3e-05	0.5	0	30010	True
yptar	3e-05	0.5	0	21010	True
yptar	3e-05	0.5	0	12010	True
yptar	3e-05	0.5	0	03010	True
yptar	3e-05	0.5	0	20110	False
yptar	3e-05	0.5	0	11110	True
yptar	3e-05	0.5	0	02110	True
yptar	3e-05	0.5	0	10210	False
yptar	3e-05	0.5	0	01210	True
yptar	3e-05	0.5	0	00310	False
yptar	3e-05	0.5	0	20020	False
yptar	3e-05	0.5	0	11020	False
yptar	3e-05	0.5	0	02020	True
yptar	3e-05	0.5	0	10120	True
yptar	3e-05	0.5	0	01120	False
yptar	3e-05	0.5	0	00220	True
yptar	3e-05	0.5	0	10030	True
yptar	3e-05	0.5	0	01030	False
yptar	3e-05	0.5	0	00130	False
yptar	3e-05	0.5	0	00040	False
yptar	3e-05	0.5	0	50000	True
yptar	3e-05	0.5	0	41000	True
yptar	3e-05	0.5	0	32000	True
yptar	3e-05	0.5	0	23000	False
yptar	3e-05	0.5	0	14000	False
yptar	3e-05	0.5	0	05000	True
yptar	3e-05	0.5	0	40100	True
yptar	3e-05	0.5	0	31100	False
yptar	3e-05	0.5	0	22100	False
yptar	3e-05	0.5	0	13100	False
yptar	3e-05	0.5	0	04100	True
yptar	3e-05	0.5	0	30200	True
yptar	3e-05	0.5	0	21200	False
yptar	3e-05	0.5	0	12200	False
yptar	3e-05	0.5	0	03200	False
yptar	3e-05	0.5	0	20300	True
yptar	3e-05	0.5	0	11300	False
yptar	3e-05	0.5	0	02300	True
yptar	3e-05	0.5	0	10400	False
yptar	3e-05	0.5	0	01400	True
yptar	3e-05	0.5	0	00500	True
yptar	3e-05	0.5	0	40010	True
yptar	3e-05	0.5	0	31010	False
yptar	3e-05	0.5	0	22010	True
yptar	3e-05	0.5	0	13010	True
yptar	3e-05	0.5	0	04010	False
yptar	3e-05	0.5	0	30110	False
yptar	3e-05	0.5	0	21110	False
yptar	3e-05	0.5	0	12110	False
yptar	3e-05	0.5	0	03110	True
yptar	3e-05	0.5	0	20210	False
yptar	3e-05	0.5	0	11210	False
yptar	3e-05	0.5	0	02210	False
yptar	3e-05	0.5	0	10310	False
yptar	3e-05	0.5	0	01310	True
yptar	3e-05	0.5	0	00410	False
yptar	3e-05	0.5	0	30020	True
yptar	3e-05	0.5	0	21020	False
yptar	3e-05	0.5	0	12020	False
yptar	3e-05	0.5	0	03020	False
yptar	3e-05	0.5	0	20120	False
yptar	3e-05	0.5	0	11120	False
yptar	3e-05	0.5	0	02120	False
yptar	3e-05	0.5	0	10220	False
yptar	3e-05	0.5	0	01220	False
yptar	3e-05	0.5	0	00320	True
yptar	3e-05	0.5	0	20030	False
yptar	3e-05	0.5	0	11030	False
yptar	3e-05	0.5	0	02030	False
yptar	3e-05	0.5	0	10130	False
yptar	3e-05	0.5	0	01130	True
yptar	3e-05	0.5	0	00230	False
yptar	3e-05	0.5	0	10040	True
yptar	3e-05	0.5	0	01040	False
yptar	3e-05	0.5	0	00140	False
yptar	3e-05	0.5	0	00050	False
yptar	3e-05	0.5	0	60000	True
yptar	3e-05	0.5	0	51000	False
yptar	3e-05	0.5	0	42000	False
yptar	3e-05	0.5	0	33000	True
yptar	3e-05	0.5	0	24000	False
yptar	3e-05	0.5	0	15000	False
yptar	3e-05	0.5	0	06000	False
yptar	3e-05	0.5	0	50100	True
yptar	3e-05	0.5	0	41100	False
yptar	3e-05	0.5	0	32100	False
yptar	3e-05	0.5	0	23100	False
yptar	3e-05	0.5	0	14100	True
yptar	3e-05	0.5	0	05100	True
yptar	3e-05	0.5	0	40200	True
yptar	3e-05	0.5	0	31200	False
yptar	3e-05	0.5	0	22200	False
yptar	3e-05	0.5	0	13200	False
yptar	3e-05	0.5	0	04200	True
yptar	3e-05	0.5	0	30300	True
yptar	3e-05	0.5	0	21300	False
yptar	3e-05	0.5	0	12300	False
yptar	3e-05	0.5	0	03300	False
yptar	3e-05	0.5	0	20400	False
