pool	subset	model	target	cell_mse	n	bias	spread	rms	median	p90
surplus_core	all	core	ytar	0.022726169799741878	241978	0.014583667157563974	0.1323893378258278	0.13319016524399904	0.0889548658656043	0.21763389446690604
surplus_core	all	enet	ytar	0.02334950312789742	241978	0.011718864999086207	0.13367801586694417	0.13419069909270828	0.08963834964126138	0.21854104788220619
surplus_core	all	beam	ytar	0.02288593552848008	241978	0.013698853642882284	0.13252169523377652	0.13322784355667946	0.08892416259462903	0.21757999802856834
surplus_core	all	old	yptar	1.2134110231683644	241978	-0.06044026300627664	1.0281435299416668	1.0299185130645916	0.7022273576497854	1.6863324720867556
surplus_core	all	gmm	yptar	1.1573230288914038	241978	-0.0076483438415649715	1.0233325170796126	1.0233610983792643	0.7000013755412735	1.6811841088978512
surplus_core	all	core	yptar	1.15198755332517	241978	-0.020217009215580412	1.0210696104320396	1.0212697375372775	0.696781518873574	1.6776830346132623
surplus_core	all	enet	yptar	1.1705970229252505	241978	-0.011286755959343225	1.02566475537443	1.0257268551019687	0.6990279970766327	1.6828592424397772
surplus_core	all	beam	yptar	1.163128899110437	241978	-0.01772256126407999	1.0225645468907767	1.0227181145045288	0.6974317936410454	1.6771810220195296
surplus_core	all	old	ztar	0.5857868805138284	241978	0.12242078551344471	0.6442807585999409	0.6558083139362022	0.4309736496034603	1.0617058038800467
surplus_core	all	gmm	ztar	0.5247335642593328	241978	0.041651576794174534	0.6368596601658716	0.6382202445833496	0.4253863555280792	1.0438476594750592
surplus_core	all	core	ztar	0.5111904302906042	241978	0.07085380325926842	0.6312313555283707	0.6351954704171682	0.4211426630666619	1.042677593614214
surplus_core	all	enet	ztar	0.525760044879402	241978	0.056834919969119414	0.6376949049578972	0.640222617483292	0.4247726697471167	1.0459033239829567
surplus_core	all	beam	ztar	0.5152031685706413	241978	0.06640094468317684	0.6319736375341477	0.6354524089127058	0.4210954186850629	1.0408390747130547
surplus_core	outside_gmm	old	xptar	3.4105191052641817	170590	-0.14709456502743215	1.4437736579021516	1.4512474586757313	0.9871597444684345	2.3357097352861422
surplus_core	outside_gmm	gmm	xptar	2.938892584530598	170590	0.37678117099636177	1.4452679695765516	1.493574087449738	1.0080591579888099	2.410916622731607
surplus_core	outside_gmm	core	xptar	2.6824809040381923	170590	0.4668596088370807	1.4000155336968592	1.4758053357255536	1.0091738763180609	2.402287822030585
surplus_core	outside_gmm	enet	xptar	2.9203176120964627	170590	0.46524463625261764	1.452509650517078	1.5252005954650931	1.0381836192058271	2.4809518862839663
surplus_core	outside_gmm	beam	xptar	2.7014507074695793	170590	0.4691014482458637	1.4046479046523248	1.480909148054172	1.0133052181056368	2.407565435069814
surplus_core	outside_gmm	old	ytar	0.02620494555317767	170590	0.0275751805846985	0.13160603389166964	0.13446389381902504	0.0902301246262901	0.21791751628968456
surplus_core	outside_gmm	gmm	ytar	0.02413078916717644	170590	0.011046733782230983	0.13097801342469437	0.13144303073170102	0.08872010443851586	0.21492589438907725
surplus_core	outside_gmm	core	ytar	0.023410818705595124	170590	0.017769312750548858	0.12982109520986596	0.13103154290901067	0.08802778608984371	0.2146680119921033
surplus_core	outside_gmm	enet	ytar	0.0241328913497874	170590	0.014136500351949894	0.13077411669433672	0.13153596557362046	0.08843923839690279	0.21487214284546638
surplus_core	outside_gmm	beam	ytar	0.023582986001498572	170590	0.016842447982057914	0.12972174582381346	0.13081054771541323	0.08782923997001599	0.2141370013744816
surplus_core	outside_gmm	old	yptar	1.2200484182154288	170590	-0.0505378199364511	1.01264244923704	1.0139027572902248	0.6951032129972473	1.6613863710443186
surplus_core	outside_gmm	gmm	yptar	1.1795781240093186	170590	-0.006569233136680316	1.0113627354323116	1.0113840701954584	0.6936768834192664	1.661945355868949
surplus_core	outside_gmm	core	yptar	1.1732595580821288	170590	-0.015334760989932908	1.0063177385087663	1.0064345710139413	0.6884479387011967	1.6539349878859904
surplus_core	outside_gmm	enet	yptar	1.1922507390246753	170590	-0.015161729160223129	1.009807751991188	1.0099215682480618	0.6899244799557529	1.6567739565070816
surplus_core	outside_gmm	beam	yptar	1.182845643565415	170590	-0.018167881836728444	1.0067024159400177	1.006866339783937	0.6880053858438779	1.6521284263184122
surplus_core	outside_gmm	old	ztar	0.6265445931737915	170590	0.1324455838715616	0.6353418883538962	0.6490001138552854	0.4333538274668577	1.0554112135930271
surplus_core	outside_gmm	gmm	ztar	0.5765518640272211	170590	0.053888549154537155	0.6322659492918314	0.6345582765703098	0.4268179993346625	1.0398152734325687
surplus_core	outside_gmm	core	ztar	0.5601730845914671	170590	0.08643447419354483	0.6270922643113221	0.6330210314738489	0.42271290062024075	1.039839425132029
surplus_core	outside_gmm	enet	ztar	0.5775195855078832	170590	0.0690572488476729	0.6320618990617796	0.6358232048800929	0.4250681036379993	1.0400960674730744
surplus_core	outside_gmm	beam	ztar	0.5645824761509828	170590	0.08179563823293967	0.6267763050961479	0.6320910243500643	0.4218658377875275	1.0371595994013625
