pool	subset	target	model	reference	comparison	metric	value	reference_value	change	percent_change
protected_core	all	ytar	core	old	starting	cell_mse	0.022580747895505727	0.026257739960487275	-0.0036769920649815484	-14.003459819903375
protected_core	all	ytar	core	gmm	previous	bias	0.01064335969872493	0.005751829682296238	0.0048915300164286924	
protected_core	all	ytar	core	gmm	previous	spread	0.13540186064109908	0.13713996565461775	-0.001738105013518676	-1.267394960485868
protected_core	all	ytar	core	gmm	previous	rms	0.13581953088841114	0.13726053228967122	-0.001441001401260078	-1.0498293844723117
protected_core	all	ytar	core	gmm	previous	median	0.08942463513343275	0.09057523895841445	-0.0011506038249816941	-1.2703293286479456
protected_core	all	ytar	core	gmm	previous	p90	0.22198891866792247	0.2237816182319495	-0.0017926995640270282	-0.8010933061395997
protected_core	all	ytar	core	gmm	previous	cell_mse	0.022580747895505727	0.023300889257829888	-0.0007201413623241608	-3.0906175054334795
protected_core	all	ytar	enet	old	starting	bias	0.008383938098834967	0.02529138223439099	-0.016907444135556025	
protected_core	all	ytar	enet	old	starting	spread	0.13687037254960324	0.1405534325473497	-0.0036830599977464573	-2.6203984712402595
protected_core	all	ytar	enet	old	starting	rms	0.13712690946678655	0.1428107888647369	-0.005683879397950342	-3.9800070030660106
protected_core	all	ytar	enet	old	starting	median	0.0905045290847425	0.09175127166598465	-0.0012467425812421468	-1.3588286664634408
protected_core	all	ytar	enet	old	starting	p90	0.22285255944409504	0.22864526455363657	-0.005792705109541524	-2.5334900859854237
protected_core	all	ytar	enet	old	starting	cell_mse	0.023201002154575733	0.026257739960487275	-0.0030567378059115427	-11.641282953183829
protected_core	all	ytar	enet	core	previous	bias	0.008383938098834967	0.01064335969872493	-0.0022594215998899634	
protected_core	all	ytar	enet	core	previous	spread	0.13687037254960324	0.13540186064109908	0.0014685119085041665	1.0845581453246433
protected_core	all	ytar	enet	core	previous	rms	0.13712690946678655	0.13581953088841114	0.001307378578375401	0.9625851082121217
protected_core	all	ytar	enet	core	previous	median	0.0905045290847425	0.08942463513343275	0.0010798939513097516	1.2076023007512537
protected_core	all	ytar	enet	core	previous	p90	0.22285255944409504	0.22198891866792247	0.0008636407761725695	0.38904679627929095
protected_core	all	ytar	enet	core	previous	cell_mse	0.023201002154575733	0.022580747895505727	0.0006202542590700057	2.74682779303983
protected_core	all	ytar	beam	old	starting	bias	0.009974693486049473	0.02529138223439099	-0.015316688748341517	
protected_core	all	ytar	beam	old	starting	spread	0.13565812800344101	0.1405534325473497	-0.004895304543908685	-3.4828779740114557
protected_core	all	ytar	beam	old	starting	rms	0.13602434415772285	0.1428107888647369	-0.006786444707014033	-4.752053231385622
protected_core	all	ytar	beam	old	starting	median	0.08951166757604652	0.09175127166598465	-0.0022396040899381325	-2.440951552248005
protected_core	all	ytar	beam	old	starting	p90	0.2218795375958589	0.22864526455363657	-0.006765726957777662	-2.959049675043901
protected_core	all	ytar	beam	old	starting	cell_mse	0.02274531780220487	0.026257739960487275	-0.0035124221582824057	-13.376711642235428
