pool	subset	target	model	reference	comparison	metric	value	reference_value	change	percent_change
protected_core	outside_gmm	ztar	beam	old	starting	p90	1.0381547726054332	1.0669628770783979	-0.02880810447296467	-2.7000100089562884
protected_core	outside_gmm	ztar	beam	old	starting	cell_mse	0.5272771949479366	0.5973609165301935	-0.07008372158225695	-11.732224128311309
protected_core	outside_gmm	ztar	beam	enet	previous	bias	0.07036926574046627	0.05864702464681935	0.011722241093646925	
protected_core	outside_gmm	ztar	beam	enet	previous	spread	0.6320835115752874	0.6374860814913181	-0.0054025699160307195	-0.8474804506150346
protected_core	outside_gmm	ztar	beam	enet	previous	rms	0.6359885212534885	0.6401780827200195	-0.004189561466531044	-0.6544368793024335
protected_core	outside_gmm	ztar	beam	enet	previous	median	0.4204876379472292	0.4259799555014525	-0.005492317554223303	-1.2893370881167154
protected_core	outside_gmm	ztar	beam	enet	previous	p90	1.0381547726054332	1.0415561944765392	-0.0034014218711060362	-0.3265711335734056
protected_core	outside_gmm	ztar	beam	enet	previous	cell_mse	0.5272771949479366	0.5389191507682838	-0.011641955820347216	-2.1602416250657286
protected_noncore	all	xptar	old	old	starting	bias	-0.7176735105090649	-0.7176735105090649	0.0	
protected_noncore	all	xptar	old	old	starting	spread	4.3391054216418645	4.3391054216418645	0.0	0.0
protected_noncore	all	xptar	old	old	starting	rms	4.398055380257078	4.398055380257078	0.0	0.0
protected_noncore	all	xptar	old	old	starting	median	2.800433150923479	2.800433150923479	0.0	0.0
protected_noncore	all	xptar	old	old	starting	p90	6.525214836778272	6.525214836778272	0.0	0.0
protected_noncore	all	xptar	old	old	starting	cell_mse	21.922640139201057	21.922640139201057	0.0	0.0
protected_noncore	all	xptar	gmm	old	starting	bias	-0.16153102911026898	-0.7176735105090649	0.556142481398796	
protected_noncore	all	xptar	gmm	old	starting	spread	4.312644443853107	4.3391054216418645	-0.026460977788757667	-0.6098256487795828
protected_noncore	all	xptar	gmm	old	starting	rms	4.315668473418977	4.398055380257078	-0.08238690683810024	-1.8732576039841575
protected_noncore	all	xptar	gmm	old	starting	median	2.7611761580657572	2.800433150923479	-0.03925699285772177	-1.4018186024107093
protected_noncore	all	xptar	gmm	old	starting	p90	6.312278981580785	6.525214836778272	-0.21293585519748692	-3.263277310002266
protected_noncore	all	xptar	gmm	old	starting	cell_mse	20.751712469783342	21.922640139201057	-1.1709276694177149	-5.341179994666412
protected_noncore	all	xptar	gmm	old	previous	bias	-0.16153102911026898	-0.7176735105090649	0.556142481398796	
protected_noncore	all	xptar	gmm	old	previous	spread	4.312644443853107	4.3391054216418645	-0.026460977788757667	-0.6098256487795828
protected_noncore	all	xptar	gmm	old	previous	rms	4.315668473418977	4.398055380257078	-0.08238690683810024	-1.8732576039841575
protected_noncore	all	xptar	gmm	old	previous	median	2.7611761580657572	2.800433150923479	-0.03925699285772177	-1.4018186024107093
protected_noncore	all	xptar	gmm	old	previous	p90	6.312278981580785	6.525214836778272	-0.21293585519748692	-3.263277310002266
protected_noncore	all	xptar	gmm	old	previous	cell_mse	20.751712469783342	21.922640139201057	-1.1709276694177149	-5.341179994666412
protected_noncore	all	xptar	core	old	starting	bias	-0.08208348220599752	-0.7176735105090649	0.6355900283030674	
protected_noncore	all	xptar	core	old	starting	spread	4.3178825626618815	4.3391054216418645	-0.021222858979982995	-0.4891067839497776
protected_noncore	all	xptar	core	old	starting	rms	4.318662700766361	4.398055380257078	-0.07939267949071649	-1.8051768935678059
protected_noncore	all	xptar	core	old	starting	median	2.7767285996484254	2.800433150923479	-0.023704551275053554	-0.8464601723214393
protected_noncore	all	xptar	core	old	starting	p90	6.268821646968113	6.525214836778272	-0.2563931898101588	-3.9292681731341927
protected_noncore	all	xptar	core	old	starting	cell_mse	21.01845987186829	21.922640139201057	-0.9041802673327659	-4.1244132166177945
protected_noncore	all	xptar	core	gmm	previous	bias	-0.08208348220599752	-0.16153102911026898	0.07944754690427146	
protected_noncore	all	xptar	core	gmm	previous	spread	4.3178825626618815	4.312644443853107	0.005238118808774672	0.12145955635736172
protected_noncore	all	xptar	core	gmm	previous	rms	4.318662700766361	4.315668473418977	0.002994227347383749	0.06938038373025535
protected_noncore	all	xptar	core	gmm	previous	median	2.7767285996484254	2.7611761580657572	0.01555244158266822	0.5632542327021595
protected_noncore	all	xptar	core	gmm	previous	p90	6.268821646968113	6.312278981580785	-0.04345733461267187	-0.6884571283918284
protected_noncore	all	xptar	core	gmm	previous	cell_mse	21.01845987186829	20.751712469783342	0.26674740208494896	1.2854235643124046
protected_noncore	all	xptar	enet	old	starting	bias	-0.0655340558247574	-0.7176735105090649	0.6521394546843076	
protected_noncore	all	xptar	enet	old	starting	spread	4.334139089337856	4.3391054216418645	-0.00496633230400878	-0.1144552118793496
protected_noncore	all	xptar	enet	old	starting	rms	4.334634512643393	4.398055380257078	-0.0634208676136847	-1.442020668916122
protected_noncore	all	xptar	enet	old	starting	median	2.7619463376530193	2.800433150923479	-0.03848681327045966	-1.374316443074819
protected_noncore	all	xptar	enet	old	starting	p90	6.352777225499318	6.525214836778272	-0.17243761127895407	-2.642635002713456
protected_noncore	all	xptar	enet	old	starting	cell_mse	21.260142582013668	21.922640139201057	-0.6624975571873897	-3.021978890228383
protected_noncore	all	xptar	enet	core	previous	bias	-0.0655340558247574	-0.08208348220599752	0.01654942638124013	
protected_noncore	all	xptar	enet	core	previous	spread	4.334139089337856	4.3178825626618815	0.016256526675974214	0.3764930249967824
protected_noncore	all	xptar	enet	core	previous	rms	4.334634512643393	4.318662700766361	0.015971811877031783	0.3698323528299019
protected_noncore	all	xptar	enet	core	previous	median	2.7619463376530193	2.7767285996484254	-0.01478226199540611	-0.5323625073504812
protected_noncore	all	xptar	enet	core	previous	p90	6.352777225499318	6.268821646968113	0.08395557853120472	1.3392561355100918
protected_noncore	all	xptar	enet	core	previous	cell_mse	21.260142582013668	21.01845987186829	0.24168271014537623	1.1498592742699154
protected_noncore	all	xptar	beam	old	starting	bias	-0.07611844194737868	-0.7176735105090649	0.6415550685616862	
protected_noncore	all	xptar	beam	old	starting	spread	4.321569628494479	4.3391054216418645	-0.017535793147385625	-0.4041338350509682
protected_noncore	all	xptar	beam	old	starting	rms	4.3222399367839826	4.398055380257078	-0.0758154434730951	-1.7238401274670467
protected_noncore	all	xptar	beam	old	starting	median	2.788817273435864	2.800433150923479	-0.011615877487614945	-0.4147886009628343
protected_noncore	all	xptar	beam	old	starting	p90	6.285668582050593	6.525214836778272	-0.23954625472767876	-3.671086097847942
protected_noncore	all	xptar	beam	old	starting	cell_mse	21.021174328440132	21.922640139201057	-0.901465810760925	-4.112031238194547
protected_noncore	all	xptar	beam	enet	previous	bias	-0.07611844194737868	-0.0655340558247574	-0.01058438612262129	
protected_noncore	all	xptar	beam	enet	previous	spread	4.321569628494479	4.334139089337856	-0.012569460843376845	-0.2900105553672261
protected_noncore	all	xptar	beam	enet	previous	rms	4.3222399367839826	4.334634512643393	-0.012394575859410395	-0.28594281301589364
protected_noncore	all	xptar	beam	enet	previous	median	2.788817273435864	2.7619463376530193	0.026870935782844718	0.972898546815304
protected_noncore	all	xptar	beam	enet	previous	p90	6.285668582050593	6.352777225499318	-0.06710864344872469	-1.0563670197556774
protected_noncore	all	xptar	beam	enet	previous	cell_mse	21.021174328440132	21.260142582013668	-0.23896825357353535	-1.124019994935055
protected_noncore	all	ytar	old	old	starting	bias	0.027945510191928855	0.027945510191928855	0.0	
protected_noncore	all	ytar	old	old	starting	spread	0.17263049632037525	0.17263049632037525	0.0	0.0
protected_noncore	all	ytar	old	old	starting	rms	0.1748777853236548	0.1748777853236548	0.0	0.0
protected_noncore	all	ytar	old	old	starting	median	0.11667731768755557	0.11667731768755557	0.0	0.0
protected_noncore	all	ytar	old	old	starting	p90	0.27727546100764255	0.27727546100764255	0.0	0.0
protected_noncore	all	ytar	old	old	starting	cell_mse	0.03493826838648061	0.03493826838648061	0.0	0.0
protected_noncore	all	ytar	gmm	old	starting	bias	0.002634367574442793	0.027945510191928855	-0.02531114261748606	
protected_noncore	all	ytar	gmm	old	starting	spread	0.16641839161400093	0.17263049632037525	-0.006212104706374316	-3.5984978545422375
protected_noncore	all	ytar	gmm	old	starting	rms	0.16643924104581903	0.1748777853236548	-0.008438544277835774	-4.825395210842909
protected_noncore	all	ytar	gmm	old	starting	median	0.11680641113199042	0.11667731768755557	0.00012909344443484683	0.11064142285182044
protected_noncore	all	ytar	gmm	old	starting	p90	0.2702360557981592	0.27727546100764255	-0.007039405209483374	-2.5387768480851447
protected_noncore	all	ytar	gmm	old	starting	cell_mse	0.031735599128415164	0.03493826838648061	-0.0032026692580654492	-9.166651371035673
protected_noncore	all	ytar	gmm	old	previous	bias	0.002634367574442793	0.027945510191928855	-0.02531114261748606	
protected_noncore	all	ytar	gmm	old	previous	spread	0.16641839161400093	0.17263049632037525	-0.006212104706374316	-3.5984978545422375
protected_noncore	all	ytar	gmm	old	previous	rms	0.16643924104581903	0.1748777853236548	-0.008438544277835774	-4.825395210842909
protected_noncore	all	ytar	gmm	old	previous	median	0.11680641113199042	0.11667731768755557	0.00012909344443484683	0.11064142285182044
protected_noncore	all	ytar	gmm	old	previous	p90	0.2702360557981592	0.27727546100764255	-0.007039405209483374	-2.5387768480851447
protected_noncore	all	ytar	gmm	old	previous	cell_mse	0.031735599128415164	0.03493826838648061	-0.0032026692580654492	-9.166651371035673
protected_noncore	all	ytar	core	old	starting	bias	0.006748325536673453	0.027945510191928855	-0.0211971846552554	
protected_noncore	all	ytar	core	old	starting	spread	0.16708197279449824	0.17263049632037525	-0.005548523525877008	-3.2141039064035426
protected_noncore	all	ytar	core	old	starting	rms	0.16721819736634636	0.1748777853236548	-0.00765958795730845	-4.379966239355371
protected_noncore	all	ytar	core	old	starting	median	0.11484088003199534	0.11667731768755557	-0.0018364376555602274	-1.573945726518955
protected_noncore	all	ytar	core	old	starting	p90	0.27191779889359785	0.27727546100764255	-0.005357662114044703	-1.9322525313183125
protected_noncore	all	ytar	core	old	starting	cell_mse	0.03162333120820554	0.03493826838648061	-0.0033149371782750722	-9.487983610423544
protected_noncore	all	ytar	core	gmm	previous	bias	0.006748325536673453	0.002634367574442793	0.00411395796223066	
protected_noncore	all	ytar	core	gmm	previous	spread	0.16708197279449824	0.16641839161400093	0.000663581180497308	0.39874269548070274
protected_noncore	all	ytar	core	gmm	previous	rms	0.16721819736634636	0.16643924104581903	0.0007789563205273242	0.46801242040805935
protected_noncore	all	ytar	core	gmm	previous	median	0.11484088003199534	0.11680641113199042	-0.0019655310999950742	-1.6827253580918966
protected_noncore	all	ytar	core	gmm	previous	p90	0.27191779889359785	0.2702360557981592	0.0016817430954386703	0.622323727480234
protected_noncore	all	ytar	core	gmm	previous	cell_mse	0.03162333120820554	0.031735599128415164	-0.000112267920209623	-0.3537602039757948
protected_noncore	all	ytar	enet	old	starting	bias	0.00497763928128167	0.027945510191928855	-0.022967870910647184	
protected_noncore	all	ytar	enet	old	starting	spread	0.16732836571255352	0.17263049632037525	-0.005302130607821726	-3.071375406337129
protected_noncore	all	ytar	enet	old	starting	rms	0.16740238607871938	0.1748777853236548	-0.007475399244935427	-4.274641991320016
protected_noncore	all	ytar	enet	old	starting	median	0.11571391780346049	0.11667731768755557	-0.0009633998840950786	-0.8256959477547454
protected_noncore	all	ytar	enet	old	starting	p90	0.27247945458788525	0.27727546100764255	-0.004796006419757304	-1.7296901796964637
protected_noncore	all	ytar	enet	old	starting	cell_mse	0.03200623711771886	0.03493826838648061	-0.0029320312687617506	-8.39203373312085
protected_noncore	all	ytar	enet	core	previous	bias	0.00497763928128167	0.006748325536673453	-0.0017706862553917837	
protected_noncore	all	ytar	enet	core	previous	spread	0.16732836571255352	0.16708197279449824	0.00024639291805528263	0.14746828394127665
protected_noncore	all	ytar	enet	core	previous	rms	0.16740238607871938	0.16721819736634636	0.00018418871237302348	0.1101487250035893
protected_noncore	all	ytar	enet	core	previous	median	0.11571391780346049	0.11484088003199534	0.0008730377714651488	0.7602151526720391
protected_noncore	all	ytar	enet	core	previous	p90	0.27247945458788525	0.27191779889359785	0.0005616556942873996	0.20655348659510686
protected_noncore	all	ytar	enet	core	previous	cell_mse	0.03200623711771886	0.03162333120820554	0.00038290590951332165	1.2108335677614157
protected_noncore	all	ytar	beam	old	starting	bias	0.006528152874155028	0.027945510191928855	-0.021417357317773826	
protected_noncore	all	ytar	beam	old	starting	spread	0.16678940979981408	0.17263049632037525	-0.005841086520561173	-3.3835774356583137
protected_noncore	all	ytar	beam	old	starting	rms	0.16691711716093907	0.1748777853236548	-0.007960668162715734	-4.5521323065605745
protected_noncore	all	ytar	beam	old	starting	median	0.11588244913166938	0.11667731768755557	-0.0007948685558861884	-0.6812537103524474
protected_noncore	all	ytar	beam	old	starting	p90	0.27158636256012225	0.27727546100764255	-0.005689098447520302	-2.0517857681475404
protected_noncore	all	ytar	beam	old	starting	cell_mse	0.03174254476339862	0.03493826838648061	-0.0031957236230819933	-9.146771636566232
protected_noncore	all	ytar	beam	enet	previous	bias	0.006528152874155028	0.00497763928128167	0.001550513592873358	
protected_noncore	all	ytar	beam	enet	previous	spread	0.16678940979981408	0.16732836571255352	-0.0005389559127394472	-0.32209476883632293
protected_noncore	all	ytar	beam	enet	previous	rms	0.16691711716093907	0.16740238607871938	-0.0004852689177803071	-0.2898817210120974
protected_noncore	all	ytar	beam	enet	previous	median	0.11588244913166938	0.11571391780346049	0.00016853132820889016	0.14564482078562868
protected_noncore	all	ytar	beam	enet	previous	p90	0.27158636256012225	0.27247945458788525	-0.0008930920277629983	-0.32776490583987794
protected_noncore	all	ytar	beam	enet	previous	cell_mse	0.03174254476339862	0.03200623711771886	-0.0002636923543202427	-0.8238780252435851
protected_noncore	all	yptar	old	old	starting	bias	-0.09520118345172936	-0.09520118345172936	0.0	
protected_noncore	all	yptar	old	old	starting	spread	1.6855084933592714	1.6855084933592714	0.0	0.0
protected_noncore	all	yptar	old	old	starting	rms	1.6881949373567173	1.6881949373567173	0.0	0.0
protected_noncore	all	yptar	old	old	starting	median	1.2002981482585744	1.2002981482585744	0.0	0.0
protected_noncore	all	yptar	old	old	starting	p90	2.5945297793696573	2.5945297793696573	0.0	0.0
protected_noncore	all	yptar	old	old	starting	cell_mse	2.898699582979193	2.898699582979193	0.0	0.0
protected_noncore	all	yptar	gmm	old	starting	bias	0.0054735927587218364	-0.09520118345172936	0.10067477621045119	
protected_noncore	all	yptar	gmm	old	starting	spread	1.659491711266686	1.6855084933592714	-0.0260167820925854	-1.543556866968565
protected_noncore	all	yptar	gmm	old	starting	rms	1.659500738168116	1.6881949373567173	-0.028694199188601388	-1.6996970286813684
protected_noncore	all	yptar	gmm	old	starting	median	1.1839773052938762	1.2002981482585744	-0.016320842964698157	-1.3597324121825016
protected_noncore	all	yptar	gmm	old	starting	p90	2.5590398548220437	2.5945297793696573	-0.03548992454761368	-1.3678750126443373
protected_noncore	all	yptar	gmm	old	starting	cell_mse	2.7945770054169063	2.898699582979193	-0.10412257756228671	-3.5920444524048523
protected_noncore	all	yptar	gmm	old	previous	bias	0.0054735927587218364	-0.09520118345172936	0.10067477621045119	
protected_noncore	all	yptar	gmm	old	previous	spread	1.659491711266686	1.6855084933592714	-0.0260167820925854	-1.543556866968565
protected_noncore	all	yptar	gmm	old	previous	rms	1.659500738168116	1.6881949373567173	-0.028694199188601388	-1.6996970286813684
protected_noncore	all	yptar	gmm	old	previous	median	1.1839773052938762	1.2002981482585744	-0.016320842964698157	-1.3597324121825016
protected_noncore	all	yptar	gmm	old	previous	p90	2.5590398548220437	2.5945297793696573	-0.03548992454761368	-1.3678750126443373
protected_noncore	all	yptar	gmm	old	previous	cell_mse	2.7945770054169063	2.898699582979193	-0.10412257756228671	-3.5920444524048523
protected_noncore	all	yptar	core	old	starting	bias	-0.012520723410986536	-0.09520118345172936	0.08268046004074282	
protected_noncore	all	yptar	core	old	starting	spread	1.6756408911192495	1.6855084933592714	-0.009867602240021922	-0.5854377049358872
protected_noncore	all	yptar	core	old	starting	rms	1.6756876691393439	1.6881949373567173	-0.012507268217373468	-0.7408663502425084
protected_noncore	all	yptar	core	old	starting	median	1.190413343929904	1.2002981482585744	-0.009884804328670338	-0.8235290825876485
protected_noncore	all	yptar	core	old	starting	p90	2.5687246621227064	2.5945297793696573	-0.025805117246950893	-0.9945970731243703
protected_noncore	all	yptar	core	old	starting	cell_mse	2.828264759383697	2.898699582979193	-0.07043482359549591	-2.4298766249900683
protected_noncore	all	yptar	core	gmm	previous	bias	-0.012520723410986536	0.0054735927587218364	-0.017994316169708372	
protected_noncore	all	yptar	core	gmm	previous	spread	1.6756408911192495	1.659491711266686	0.016149179852563478	0.9731401333868073
protected_noncore	all	yptar	core	gmm	previous	rms	1.6756876691393439	1.659500738168116	0.01618693097122792	0.9754096879219354
protected_noncore	all	yptar	core	gmm	previous	median	1.190413343929904	1.1839773052938762	0.006436038636027819	0.5435947637890237
protected_noncore	all	yptar	core	gmm	previous	p90	2.5687246621227064	2.5590398548220437	0.00968480730066279	0.37845472716704354
protected_noncore	all	yptar	core	gmm	previous	cell_mse	2.828264759383697	2.7945770054169063	0.0336877539667908	1.2054688026664317
protected_noncore	all	yptar	enet	old	starting	bias	-0.010880537240752101	-0.09520118345172936	0.08432064621097726	
protected_noncore	all	yptar	enet	old	starting	spread	1.675520433953605	1.6855084933592714	-0.009988059405666494	-0.5925843414624432
protected_noncore	all	yptar	enet	old	starting	rms	1.675555761736005	1.6881949373567173	-0.012639175620712262	-0.7486798675336637
protected_noncore	all	yptar	enet	old	starting	median	1.1875731017388713	1.2002981482585744	-0.012725046519703076	-1.0601571399710075
protected_noncore	all	yptar	enet	old	starting	p90	2.5696153228536116	2.5945297793696573	-0.024914456516045735	-0.9602686665673432
protected_noncore	all	yptar	enet	old	starting	cell_mse	2.852163357285458	2.898699582979193	-0.046536225693734945	-1.6054173384158155
protected_noncore	all	yptar	enet	core	previous	bias	-0.010880537240752101	-0.012520723410986536	0.0016401861702344343	
protected_noncore	all	yptar	enet	core	previous	spread	1.675520433953605	1.6756408911192495	-0.00012045716564457187	-0.007188722015738502
protected_noncore	all	yptar	enet	core	previous	rms	1.675555761736005	1.6756876691393439	-0.00013190740333879347	-0.007871837083250899
protected_noncore	all	yptar	enet	core	previous	median	1.1875731017388713	1.190413343929904	-0.002840242191032738	-0.2385929396302222
protected_noncore	all	yptar	enet	core	previous	p90	2.5696153228536116	2.5687246621227064	0.0008906607309051573	0.0346732658442761
protected_noncore	all	yptar	enet	core	previous	cell_mse	2.852163357285458	2.828264759383697	0.023898597901760965	0.8449915384501905
protected_noncore	all	yptar	beam	old	starting	bias	-0.010446360548292996	-0.09520118345172936	0.08475482290343636	
protected_noncore	all	yptar	beam	old	starting	spread	1.673583716167132	1.6855084933592714	-0.011924777192139357	-0.7074884071555654
protected_noncore	all	yptar	beam	old	starting	rms	1.6736163184758006	1.6881949373567173	-0.014578618880916716	-0.8635625281368964
protected_noncore	all	yptar	beam	old	starting	median	1.192005869603309	1.2002981482585744	-0.008292278655265495	-0.6908515744439181
protected_noncore	all	yptar	beam	old	starting	p90	2.56421681717898	2.5945297793696573	-0.03031296219067725	-1.1683412706113505
protected_noncore	all	yptar	beam	old	starting	cell_mse	2.8420041331893713	2.898699582979193	-0.05669544978982177	-1.9558925706799846
protected_noncore	all	yptar	beam	enet	previous	bias	-0.010446360548292996	-0.010880537240752101	0.00043417669245910534	
protected_noncore	all	yptar	beam	enet	previous	spread	1.673583716167132	1.675520433953605	-0.0019367177864728635	-0.1155890281745453
protected_noncore	all	yptar	beam	enet	previous	rms	1.6736163184758006	1.675555761736005	-0.0019394432602044542	-0.115749251949393
protected_noncore	all	yptar	beam	enet	previous	median	1.192005869603309	1.1875731017388713	0.004432767864437581	0.373262737085156
protected_noncore	all	yptar	beam	enet	previous	p90	2.56421681717898	2.5696153228536116	-0.005398505674631515	-0.21009003280056948
protected_noncore	all	yptar	beam	enet	previous	cell_mse	2.8420041331893713	2.852163357285458	-0.010159224096086827	-0.35619362650236575
protected_noncore	all	ztar	old	old	starting	bias	0.12880871259036278	0.12880871259036278	0.0	
protected_noncore	all	ztar	old	old	starting	spread	0.8081772653733004	0.8081772653733004	0.0	0.0
protected_noncore	all	ztar	old	old	starting	rms	0.8183777713901158	0.8183777713901158	0.0	0.0
protected_noncore	all	ztar	old	old	starting	median	0.5441787465453911	0.5441787465453911	0.0	0.0
protected_noncore	all	ztar	old	old	starting	p90	1.3028480000730074	1.3028480000730074	0.0	0.0
protected_noncore	all	ztar	old	old	starting	cell_mse	0.7493978431045945	0.7493978431045945	0.0	0.0
protected_noncore	all	ztar	gmm	old	starting	bias	0.011813287843919662	0.12880871259036278	-0.11699542474644312	
protected_noncore	all	ztar	gmm	old	starting	spread	0.7813017004048043	0.8081772653733004	-0.02687556496849608	-3.325454219017432
protected_noncore	all	ztar	gmm	old	starting	rms	0.7813910038035515	0.8183777713901158	-0.03698676758656427	-4.519522508992113
protected_noncore	all	ztar	gmm	old	starting	median	0.5430159460537314	0.5441787465453911	-0.0011628004916597323	-0.2136798798265338
protected_noncore	all	ztar	gmm	old	starting	p90	1.2744036538308263	1.3028480000730074	-0.028444346242181062	-2.1832436508776976
protected_noncore	all	ztar	gmm	old	starting	cell_mse	0.6846231525676474	0.7493978431045945	-0.06477469053694707	-8.643565114705886
protected_noncore	all	ztar	gmm	old	previous	bias	0.011813287843919662	0.12880871259036278	-0.11699542474644312	
protected_noncore	all	ztar	gmm	old	previous	spread	0.7813017004048043	0.8081772653733004	-0.02687556496849608	-3.325454219017432
protected_noncore	all	ztar	gmm	old	previous	rms	0.7813910038035515	0.8183777713901158	-0.03698676758656427	-4.519522508992113
protected_noncore	all	ztar	gmm	old	previous	median	0.5430159460537314	0.5441787465453911	-0.0011628004916597323	-0.2136798798265338
protected_noncore	all	ztar	gmm	old	previous	p90	1.2744036538308263	1.3028480000730074	-0.028444346242181062	-2.1832436508776976
protected_noncore	all	ztar	gmm	old	previous	cell_mse	0.6846231525676474	0.7493978431045945	-0.06477469053694707	-8.643565114705886
protected_noncore	all	ztar	core	old	starting	bias	0.03159353025382686	0.12880871259036278	-0.09721518233653592	
protected_noncore	all	ztar	core	old	starting	spread	0.7866556124340722	0.8081772653733004	-0.021521652939228142	-2.6629866814290026
protected_noncore	all	ztar	core	old	starting	rms	0.7872897838330717	0.8183777713901158	-0.031087987557044117	-3.7987331332615892
protected_noncore	all	ztar	core	old	starting	median	0.534773975670064	0.5441787465453911	-0.009404770875327095	-1.7282503102209357
protected_noncore	all	ztar	core	old	starting	p90	1.2902963082759815	1.3028480000730074	-0.012551691797025866	-0.9634041573784891
protected_noncore	all	ztar	core	old	starting	cell_mse	0.6846978973403504	0.7493978431045945	-0.0646999457642441	-8.633591137146334
protected_noncore	all	ztar	core	gmm	previous	bias	0.03159353025382686	0.011813287843919662	0.019780242409907195	
protected_noncore	all	ztar	core	gmm	previous	spread	0.7866556124340722	0.7813017004048043	0.005353912029267938	0.6852553919304061
protected_noncore	all	ztar	core	gmm	previous	rms	0.7872897838330717	0.7813910038035515	0.0058987800295201565	0.7549075943806383
protected_noncore	all	ztar	core	gmm	previous	median	0.534773975670064	0.5430159460537314	-0.008241970383667363	-1.5178136928693076
protected_noncore	all	ztar	core	gmm	previous	p90	1.2902963082759815	1.2744036538308263	0.015892654445155197	1.247065982381823
protected_noncore	all	ztar	core	gmm	previous	cell_mse	0.6846978973403504	0.6846231525676474	7.474477270297264e-05	0.01091765191152394
protected_noncore	all	ztar	enet	old	starting	bias	0.023390432892476092	0.12880871259036278	-0.10541827969788668	
protected_noncore	all	ztar	enet	old	starting	spread	0.7861555678783735	0.8081772653733004	-0.022021697494926884	-2.7248598096551224
protected_noncore	all	ztar	enet	old	starting	rms	0.7865034578799164	0.8183777713901158	-0.031874313510199426	-3.8948166268075624
protected_noncore	all	ztar	enet	old	starting	median	0.5395735247373414	0.5441787465453911	-0.004605221808049675	-0.8462700605793572
protected_noncore	all	ztar	enet	old	starting	p90	1.2862172291603646	1.3028480000730074	-0.016630770912642756	-1.2764935673010847
protected_noncore	all	ztar	enet	old	starting	cell_mse	0.6911582121070537	0.7493978431045945	-0.0582396309975407	-7.77152370178521
protected_noncore	all	ztar	enet	core	previous	bias	0.023390432892476092	0.03159353025382686	-0.008203097361350765	
protected_noncore	all	ztar	enet	core	previous	spread	0.7861555678783735	0.7866556124340722	-0.0005000445556987421	-0.06356587912104139
protected_noncore	all	ztar	enet	core	previous	rms	0.7865034578799164	0.7872897838330717	-0.0007863259531553091	-0.0998775761228532
protected_noncore	all	ztar	enet	core	previous	median	0.5395735247373414	0.534773975670064	0.00479954906727742	0.8974911431065102
protected_noncore	all	ztar	enet	core	previous	p90	1.2862172291603646	1.2902963082759815	-0.00407907911561689	-0.316135068313661
protected_noncore	all	ztar	enet	core	previous	cell_mse	0.6911582121070537	0.6846978973403504	0.00646031476670339	0.9435277648431439
protected_noncore	all	ztar	beam	old	starting	bias	0.030916531805919	0.12880871259036278	-0.09789218078444378	
protected_noncore	all	ztar	beam	old	starting	spread	0.7837782661924517	0.8081772653733004	-0.024398999180848646	-3.019015781095824
protected_noncore	all	ztar	beam	old	starting	rms	0.7843877883384928	0.8183777713901158	-0.03398998305162304	-4.153336544550424
protected_noncore	all	ztar	beam	old	starting	median	0.5368953695690926	0.5441787465453911	-0.00728337697629855	-1.3384162873937289
protected_noncore	all	ztar	beam	old	starting	p90	1.2809241859789533	1.3028480000730074	-0.021923814094054084	-1.6827606975507114
protected_noncore	all	ztar	beam	old	starting	cell_mse	0.6868679645126125	0.7493978431045945	-0.062529878591982	-8.344016354908913
protected_noncore	all	ztar	beam	enet	previous	bias	0.030916531805919	0.023390432892476092	0.0075260989134429065	
protected_noncore	all	ztar	beam	enet	previous	spread	0.7837782661924517	0.7861555678783735	-0.002377301685921762	-0.30239583398709025
protected_noncore	all	ztar	beam	enet	previous	rms	0.7843877883384928	0.7865034578799164	-0.002115669541423615	-0.2689968518544861
protected_noncore	all	ztar	beam	enet	previous	median	0.5368953695690926	0.5395735247373414	-0.0026781551682488747	-0.49634665999458427
protected_noncore	all	ztar	beam	enet	previous	p90	1.2809241859789533	1.2862172291603646	-0.005293043181411328	-0.4115201586023409
protected_noncore	all	ztar	beam	enet	previous	cell_mse	0.6868679645126125	0.6911582121070537	-0.004290247594441299	-0.6207330708495995
protected_noncore	outside_gmm	xptar	old	old	starting	bias	-0.7380525332089866	-0.7380525332089866	0.0	
protected_noncore	outside_gmm	xptar	old	old	starting	spread	4.569199741365561	4.569199741365561	0.0	0.0
protected_noncore	outside_gmm	xptar	old	old	starting	rms	4.628423902180019	4.628423902180019	0.0	0.0
protected_noncore	outside_gmm	xptar	old	old	starting	median	2.9422089441011052	2.9422089441011052	0.0	0.0
protected_noncore	outside_gmm	xptar	old	old	starting	p90	6.923326897270461	6.923326897270461	0.0	0.0
protected_noncore	outside_gmm	xptar	old	old	starting	cell_mse	27.347572356953705	27.347572356953705	0.0	0.0
protected_noncore	outside_gmm	xptar	gmm	old	starting	bias	-0.17625179629115897	-0.7380525332089866	0.5618007369178276	
protected_noncore	outside_gmm	xptar	gmm	old	starting	spread	4.55021862002033	4.569199741365561	-0.01898112134523089	-0.41541456753121375
protected_noncore	outside_gmm	xptar	gmm	old	starting	rms	4.55363087938357	4.628423902180019	-0.07479302279644973	-1.6159501458200887
protected_noncore	outside_gmm	xptar	gmm	old	starting	median	2.9032991171119362	2.9422089441011052	-0.038909826989169005	-1.3224698764912723
protected_noncore	outside_gmm	xptar	gmm	old	starting	p90	6.734845538923636	6.923326897270461	-0.18848135834682456	-2.7224102103445946
