entry	reason
271	missing_axis
6333	missing_axis
10943	missing_axis
11573	missing_axis
13203	missing_axis
15680	missing_axis
18033	missing_axis
18468	missing_axis
20001	missing_axis
22424	missing_axis
23028	missing_axis
23286	missing_axis
25038	missing_axis
25191	missing_axis
25350	missing_axis
28044	missing_axis
28307	missing_axis
29373	missing_axis
31429	missing_axis
32130	missing_axis
32243	missing_axis
34010	missing_axis
38026	missing_axis
40208	missing_axis
42256	missing_axis
44279	missing_axis
46109	missing_axis
47327	missing_axis
48690	missing_axis
51179	missing_axis
53163	missing_axis
54661	missing_axis
57430	missing_axis
58001	missing_axis
59883	missing_axis
60110	missing_axis
60664	missing_axis
63175	missing_axis
63668	missing_axis
65828	missing_axis
69681	missing_axis
70531	missing_axis
71082	missing_axis
73272	missing_axis
73434	missing_axis
73627	missing_axis
74379	missing_axis
78949	missing_axis
83714	missing_axis
86236	missing_axis
86662	missing_axis
88237	missing_axis
90655	missing_axis
94119	missing_axis
94511	missing_axis
95034	missing_axis
95783	missing_axis
96192	missing_axis
98422	missing_axis
103899	missing_axis
104475	missing_axis
104769	missing_axis
106565	missing_axis
107271	missing_axis
109259	missing_axis
112712	missing_axis
113718	missing_axis
115303	missing_axis
116514	missing_axis
122182	missing_axis
126397	missing_axis
128621	missing_axis
128814	missing_axis
129516	missing_axis
131053	missing_axis
132296	missing_axis
133289	missing_axis
134328	missing_axis
135677	missing_axis
137531	missing_axis
137912	missing_axis
141540	missing_axis
142098	missing_axis
151461	missing_axis
152893	missing_axis
154440	missing_axis
157130	missing_axis
158088	missing_axis
160270	missing_axis
160886	missing_axis
162516	missing_axis
167422	missing_axis
169367	missing_axis
169819	missing_axis
171523	missing_axis
179867	missing_axis
180333	missing_axis
181290	missing_axis
186701	missing_axis
186877	missing_axis
187626	missing_axis
191120	missing_axis
194536	missing_axis
194750	missing_axis
195463	missing_axis
195737	missing_axis
196469	missing_axis
198711	missing_axis
198918	missing_axis
200106	missing_axis
200260	missing_axis
200358	missing_axis
200365	missing_axis
201748	missing_axis
203446	missing_axis
205125	missing_axis
205741	missing_axis
206906	missing_axis
209550	missing_axis
212628	missing_axis
215365	missing_axis
215428	missing_axis
216141	missing_axis
216532	missing_axis
217474	missing_axis
218355	missing_axis
222097	missing_axis
222336	missing_axis
223752	missing_axis
225357	missing_axis
226431	missing_axis
228381	missing_axis
230878	missing_axis
231209	missing_axis
231775	missing_axis
232545	missing_axis
234374	missing_axis
234526	missing_axis
240829	missing_axis
242279	missing_axis
242292	missing_axis
243783	missing_axis
244214	missing_axis
245695	missing_axis
246479	missing_axis
246878	missing_axis
247875	missing_axis
248830	missing_axis
248908	missing_axis
250659	missing_axis
251828	missing_axis
252237	missing_axis
256671	missing_axis
263685	missing_axis
270207	missing_axis
270627	missing_axis
273521	missing_axis
278052	missing_axis
279693	missing_axis
284059	missing_axis
284686	missing_axis
287609	missing_axis
287997	missing_axis
288728	missing_axis
292532	missing_axis
293657	missing_axis
294735	missing_axis
294810	missing_axis
299395	missing_axis
302050	missing_axis
302142	missing_axis
310662	missing_axis
311889	missing_axis
312576	missing_axis
316251	missing_axis
317664	missing_axis
319318	missing_axis
319858	missing_axis
320494	missing_axis
323527	missing_axis
326896	missing_axis
327054	missing_axis
329162	missing_axis
329983	missing_axis
330009	missing_axis
331167	missing_axis
331417	missing_axis
339484	missing_axis
340045	missing_axis
340667	missing_axis
341335	missing_axis
342828	missing_axis
345566	missing_axis
346204	missing_axis
346929	missing_axis
347089	missing_axis
347432	missing_axis
353268	missing_axis
354244	missing_axis
358755	missing_axis
358797	missing_axis
359115	missing_axis
365654	missing_axis
366393	missing_axis
368103	missing_axis
412265	missing_axis
414650	missing_axis
414840	missing_axis
417553	missing_axis
419242	missing_axis
425952	missing_axis
427674	missing_axis
428546	missing_axis
430265	missing_axis
437776	missing_axis
440161	missing_axis
446387	missing_axis
447996	missing_axis
449324	missing_axis
449876	missing_axis
451849	missing_axis
452015	missing_axis
455217	missing_axis
456417	missing_axis
458603	missing_axis
458966	missing_axis
468215	missing_axis
470383	missing_axis
471678	missing_axis
473275	missing_axis
478765	missing_axis
481647	missing_axis
482338	missing_axis
483020	missing_axis
484697	missing_axis
487064	missing_axis
488569	missing_axis
488793	missing_axis
489334	missing_axis
489725	missing_axis
490260	missing_axis
492668	missing_axis
492755	missing_axis
494669	missing_axis
497728	missing_axis
498911	missing_axis
499711	missing_axis
499941	missing_axis
502933	missing_axis
505680	missing_axis
506938	missing_axis
510299	missing_axis
512732	missing_axis
513263	missing_axis
513553	missing_axis
513575	missing_axis
517119	missing_axis
517623	missing_axis
528429	missing_axis
537613	missing_axis
540156	missing_axis
541034	missing_axis
541907	missing_axis
543326	missing_axis
543516	missing_axis
545428	missing_axis
545703	missing_axis
549382	missing_axis
