rungroup	entry	zfoil	delta_low	delta_high	xscol	yscol	foil	ndel
rg01_theta12p490_foil0	13	0.0	-8.0	-5.0	5	6	0	1
rg01_theta12p490_foil0	127	0.0	0.0	5.0	0	3	0	3
rg01_theta12p490_foil0	131	0.0	-8.0	-5.0	0	2	0	1
rg01_theta12p490_foil0	243	0.0	-8.0	-5.0	5	1	0	1
rg01_theta12p490_foil0	437	0.0	-8.0	-5.0	8	5	0	1
rg01_theta12p490_foil0	507	0.0	5.0	10.0	3	4	0	4
rg01_theta12p490_foil0	677	0.0	0.0	5.0	5	3	0	3
rg01_theta12p490_foil0	1102	0.0	-10.0	-8.0	0	2	0	0
rg01_theta12p490_foil0	1190	0.0	5.0	10.0	4	1	0	4
rg01_theta12p490_foil0	1300	0.0	-5.0	0.0	2	2	0	2
rg01_theta12p490_foil0	1465	0.0	-5.0	0.0	2	2	0	2
rg01_theta12p490_foil0	1959	0.0	5.0	10.0	2	7	0	4
rg01_theta12p490_foil0	2326	0.0	0.0	5.0	0	4	0	3
rg01_theta12p490_foil0	2373	0.0	-8.0	-5.0	4	2	0	1
rg01_theta12p490_foil0	2433	0.0	0.0	5.0	3	6	0	3
rg01_theta12p490_foil0	2434	0.0	-10.0	-8.0	3	4	0	0
rg01_theta12p490_foil0	2468	0.0	0.0	5.0	3	1	0	3
rg01_theta12p490_foil0	2663	0.0	-5.0	0.0	7	2	0	2
rg01_theta12p490_foil0	2907	0.0	5.0	10.0	5	2	0	4
rg01_theta12p490_foil0	3247	0.0	-10.0	-8.0	8	3	0	0
rg01_theta12p490_foil0	3372	0.0	5.0	10.0	1	5	0	4
rg01_theta12p490_foil0	3397	0.0	-8.0	-5.0	7	6	0	1
rg01_theta12p490_foil0	3570	0.0	-8.0	-5.0	3	3	0	1
rg01_theta12p490_foil0	3664	0.0	-5.0	0.0	6	3	0	2
rg01_theta12p490_foil0	3716	0.0	-5.0	0.0	3	7	0	2
rg01_theta12p490_foil0	3873	0.0	-8.0	-5.0	1	5	0	1
rg01_theta12p490_foil0	3921	0.0	-5.0	0.0	5	7	0	2
rg01_theta12p490_foil0	4074	0.0	0.0	5.0	8	6	0	3
rg01_theta12p490_foil0	4105	0.0	5.0	10.0	3	1	0	4
rg01_theta12p490_foil0	4165	0.0	0.0	5.0	2	1	0	3
rg01_theta12p490_foil0	4296	0.0	5.0	10.0	6	4	0	4
rg01_theta12p490_foil0	4367	0.0	-5.0	0.0	2	5	0	2
rg01_theta12p490_foil0	4399	0.0	5.0	10.0	3	4	0	4
rg01_theta12p490_foil0	4451	0.0	-10.0	-8.0	3	5	0	0
rg01_theta12p490_foil0	4469	0.0	5.0	10.0	6	5	0	4
rg01_theta12p490_foil0	4892	0.0	-8.0	-5.0	1	5	0	1
rg01_theta12p490_foil0	4990	0.0	-5.0	0.0	7	5	0	2
rg01_theta12p490_foil0	5029	0.0	5.0	10.0	3	7	0	4
rg01_theta12p490_foil0	5150	0.0	5.0	10.0	7	5	0	4
rg01_theta12p490_foil0	5153	0.0	-8.0	-5.0	4	2	0	1
rg01_theta12p490_foil0	5224	0.0	-10.0	-8.0	6	5	0	0
rg01_theta12p490_foil0	5234	0.0	-8.0	-5.0	8	6	0	1
rg01_theta12p490_foil0	5471	0.0	-10.0	-8.0	8	6	0	0
rg01_theta12p490_foil0	5521	0.0	5.0	10.0	3	4	0	4
rg01_theta12p490_foil0	5536	0.0	-10.0	-8.0	7	6	0	0
rg01_theta12p490_foil0	5766	0.0	-10.0	-8.0	3	4	0	0
rg01_theta12p490_foil0	6070	0.0	5.0	10.0	3	7	0	4
rg01_theta12p490_foil0	6124	0.0	-10.0	-8.0	2	6	0	0
rg01_theta12p490_foil0	6312	0.0	5.0	10.0	2	1	0	4
rg01_theta12p490_foil0	6322	0.0	5.0	10.0	5	4	0	4
rg01_theta12p490_foil0	6515	0.0	5.0	10.0	3	3	0	4
rg01_theta12p490_foil0	6601	0.0	-8.0	-5.0	3	4	0	1
rg01_theta12p490_foil0	6662	0.0	0.0	5.0	3	1	0	3
rg01_theta12p490_foil0	6816	0.0	-8.0	-5.0	2	4	0	1
rg01_theta12p490_foil0	6839	0.0	-5.0	0.0	6	5	0	2
rg01_theta12p490_foil0	7308	0.0	-10.0	-8.0	2	2	0	0
rg01_theta12p490_foil0	7508	0.0	-10.0	-8.0	1	2	0	0
rg01_theta12p490_foil0	7665	0.0	5.0	10.0	0	5	0	4
rg01_theta12p490_foil0	7754	0.0	-5.0	0.0	6	2	0	2
rg01_theta12p490_foil0	7819	0.0	-10.0	-8.0	4	5	0	0
rg01_theta12p490_foil0	7831	0.0	0.0	5.0	7	4	0	3
rg01_theta12p490_foil0	7835	0.0	5.0	10.0	8	4	0	4
rg01_theta12p490_foil0	7939	0.0	-8.0	-5.0	4	1	0	1
rg01_theta12p490_foil0	7955	0.0	-8.0	-5.0	5	1	0	1
rg01_theta12p490_foil0	8068	0.0	-8.0	-5.0	0	3	0	1
rg01_theta12p490_foil0	8309	0.0	5.0	10.0	3	5	0	4
rg01_theta12p490_foil0	8341	0.0	-5.0	0.0	7	4	0	2
rg01_theta12p490_foil0	8488	0.0	5.0	10.0	4	2	0	4
rg01_theta12p490_foil0	8493	0.0	-8.0	-5.0	6	5	0	1
rg01_theta12p490_foil0	8938	0.0	5.0	10.0	5	1	0	4
rg01_theta12p490_foil0	9224	0.0	5.0	10.0	2	5	0	4
rg01_theta12p490_foil0	9271	0.0	-8.0	-5.0	3	3	0	1
rg01_theta12p490_foil0	9376	0.0	-10.0	-8.0	1	6	0	0
rg01_theta12p490_foil0	9482	0.0	0.0	5.0	3	3	0	3
rg01_theta12p490_foil0	9770	0.0	-10.0	-8.0	1	5	0	0
rg01_theta12p490_foil0	10003	0.0	-10.0	-8.0	0	5	0	0
rg01_theta12p490_foil0	10323	0.0	-5.0	0.0	4	2	0	2
rg01_theta12p490_foil0	10405	0.0	-5.0	0.0	5	4	0	2
rg01_theta12p490_foil0	10637	0.0	5.0	10.0	6	2	0	4
rg01_theta12p490_foil0	10758	0.0	-5.0	0.0	7	5	0	2
rg01_theta12p490_foil0	10950	0.0	-10.0	-8.0	3	6	0	0
rg01_theta12p490_foil0	11041	0.0	5.0	10.0	5	1	0	4
rg01_theta12p490_foil0	11075	0.0	-8.0	-5.0	6	3	0	1
rg01_theta12p490_foil0	11116	0.0	5.0	10.0	5	6	0	4
rg01_theta12p490_foil0	11132	0.0	-10.0	-8.0	1	2	0	0
rg01_theta12p490_foil0	11136	0.0	-10.0	-8.0	2	5	0	0
rg01_theta12p490_foil0	11339	0.0	-10.0	-8.0	7	4	0	0
rg01_theta12p490_foil0	11362	0.0	-5.0	0.0	6	2	0	2
rg01_theta12p490_foil0	11537	0.0	0.0	5.0	6	1	0	3
rg01_theta12p490_foil0	11610	0.0	-5.0	0.0	7	3	0	2
rg01_theta12p490_foil0	11689	0.0	-5.0	0.0	4	7	0	2
rg01_theta12p490_foil0	11916	0.0	5.0	10.0	5	2	0	4
rg01_theta12p490_foil0	12004	0.0	0.0	5.0	4	3	0	3
rg01_theta12p490_foil0	12124	0.0	0.0	5.0	2	7	0	3
rg01_theta12p490_foil0	12132	0.0	-10.0	-8.0	1	4	0	0
rg01_theta12p490_foil0	12153	0.0	-8.0	-5.0	2	6	0	1
rg01_theta12p490_foil0	12220	0.0	0.0	5.0	2	6	0	3
rg01_theta12p490_foil0	12318	0.0	5.0	10.0	6	3	0	4
rg01_theta12p490_foil0	12334	0.0	0.0	5.0	4	5	0	3
rg01_theta12p490_foil0	12643	0.0	-5.0	0.0	5	7	0	2
rg01_theta12p490_foil0	12876	0.0	-5.0	0.0	0	6	0	2
rg01_theta12p490_foil0	13106	0.0	5.0	10.0	2	2	0	4
rg01_theta12p490_foil0	13125	0.0	0.0	5.0	0	4	0	3
rg01_theta12p490_foil0	13237	0.0	5.0	10.0	6	7	0	4
rg01_theta12p490_foil0	13284	0.0	5.0	10.0	7	5	0	4
rg01_theta12p490_foil0	13346	0.0	-8.0	-5.0	1	6	0	1
rg01_theta12p490_foil0	13358	0.0	5.0	10.0	5	6	0	4
rg01_theta12p490_foil0	13408	0.0	-10.0	-8.0	3	2	0	0
rg01_theta12p490_foil0	13416	0.0	-8.0	-5.0	2	1	0	1
rg01_theta12p490_foil0	13599	0.0	0.0	5.0	5	7	0	3
rg01_theta12p490_foil0	13706	0.0	5.0	10.0	5	1	0	4
rg01_theta12p490_foil0	13729	0.0	-8.0	-5.0	5	7	0	1
rg01_theta12p490_foil0	15709	0.0	-10.0	-8.0	7	6	0	0
rg01_theta12p490_foil0	16503	0.0	-8.0	-5.0	7	3	0	1
rg01_theta12p490_foil0	16747	0.0	-8.0	-5.0	5	2	0	1
rg01_theta12p490_foil0	16806	0.0	5.0	10.0	1	4	0	4
rg01_theta12p490_foil0	17098	0.0	-10.0	-8.0	6	3	0	0
rg01_theta12p490_foil0	17107	0.0	-10.0	-8.0	2	4	0	0
rg01_theta12p490_foil0	17227	0.0	-10.0	-8.0	7	3	0	0
rg01_theta12p490_foil0	17372	0.0	5.0	10.0	0	2	0	4
rg01_theta12p490_foil0	17383	0.0	-5.0	0.0	3	3	0	2
rg01_theta12p490_foil0	17537	0.0	-8.0	-5.0	5	4	0	1
rg01_theta12p490_foil0	17635	0.0	5.0	10.0	5	1	0	4
rg01_theta12p490_foil0	17662	0.0	-8.0	-5.0	6	1	0	1
rg01_theta12p490_foil0	17853	0.0	5.0	10.0	6	6	0	4
rg01_theta12p490_foil0	17927	0.0	5.0	10.0	3	4	0	4
rg01_theta12p490_foil0	17959	0.0	0.0	5.0	8	2	0	3
rg01_theta12p490_foil0	18064	0.0	-10.0	-8.0	4	2	0	0
rg01_theta12p490_foil0	18065	0.0	-5.0	0.0	3	6	0	2
rg01_theta12p490_foil0	18107	0.0	0.0	5.0	2	2	0	3
rg01_theta12p490_foil0	29015	0.0	-10.0	-8.0	5	2	0	0
rg01_theta12p490_foil0	29117	0.0	5.0	10.0	5	2	0	4
rg01_theta12p490_foil0	29534	0.0	-8.0	-5.0	8	4	0	1
rg01_theta12p490_foil0	29770	0.0	-5.0	0.0	2	7	0	2
rg01_theta12p490_foil0	29901	0.0	0.0	5.0	2	1	0	3
rg01_theta12p490_foil0	29955	0.0	-10.0	-8.0	6	3	0	0
rg01_theta12p490_foil0	30067	0.0	-5.0	0.0	0	5	0	2
rg01_theta12p490_foil0	30450	0.0	-8.0	-5.0	1	5	0	1
rg01_theta12p490_foil0	30946	0.0	-5.0	0.0	3	3	0	2
rg01_theta12p490_foil0	31194	0.0	-5.0	0.0	4	6	0	2
rg01_theta12p490_foil0	31254	0.0	5.0	10.0	2	7	0	4
rg01_theta12p490_foil0	31353	0.0	0.0	5.0	2	4	0	3
rg01_theta12p490_foil0	31477	0.0	-8.0	-5.0	7	3	0	1
rg01_theta12p490_foil0	31549	0.0	5.0	10.0	7	2	0	4
rg01_theta12p490_foil0	31682	0.0	0.0	5.0	1	4	0	3
rg01_theta12p490_foil0	31790	0.0	-8.0	-5.0	8	2	0	1
rg01_theta12p490_foil0	31919	0.0	-10.0	-8.0	1	2	0	0
rg01_theta12p490_foil0	31967	0.0	-10.0	-8.0	2	4	0	0
rg01_theta12p490_foil0	31977	0.0	-10.0	-8.0	3	4	0	0
rg01_theta12p490_foil0	32089	0.0	-10.0	-8.0	7	4	0	0
rg01_theta12p490_foil0	32395	0.0	-8.0	-5.0	1	4	0	1
rg01_theta12p490_foil0	32397	0.0	5.0	10.0	7	2	0	4
rg01_theta12p490_foil0	32595	0.0	-5.0	0.0	6	3	0	2
rg01_theta12p490_foil0	32906	0.0	-10.0	-8.0	3	3	0	0
rg01_theta12p490_foil0	32972	0.0	5.0	10.0	4	4	0	4
rg01_theta12p490_foil0	32983	0.0	0.0	5.0	0	2	0	3
rg01_theta12p490_foil0	33033	0.0	0.0	5.0	5	6	0	3
rg01_theta12p490_foil0	33078	0.0	5.0	10.0	4	7	0	4
rg01_theta12p490_foil0	33661	0.0	5.0	10.0	4	1	0	4
rg01_theta12p490_foil0	33931	0.0	-5.0	0.0	0	2	0	2
rg01_theta12p490_foil0	33986	0.0	-10.0	-8.0	6	5	0	0
rg01_theta12p490_foil0	34289	0.0	0.0	5.0	3	4	0	3
rg01_theta12p490_foil0	34378	0.0	5.0	10.0	1	2	0	4
rg01_theta12p490_foil0	34473	0.0	5.0	10.0	5	6	0	4
rg01_theta12p490_foil0	34538	0.0	-10.0	-8.0	8	5	0	0
rg01_theta12p490_foil0	34556	0.0	5.0	10.0	6	4	0	4
rg01_theta12p490_foil0	34730	0.0	-5.0	0.0	1	6	0	2
rg01_theta12p490_foil0	34772	0.0	-5.0	0.0	4	1	0	2
rg01_theta12p490_foil0	34886	0.0	0.0	5.0	8	6	0	3
rg01_theta12p490_foil0	35054	0.0	0.0	5.0	0	2	0	3
rg01_theta12p490_foil0	35081	0.0	5.0	10.0	2	1	0	4
rg01_theta12p490_foil0	35400	0.0	5.0	10.0	8	5	0	4
rg01_theta12p490_foil0	35437	0.0	5.0	10.0	6	1	0	4
rg01_theta12p490_foil0	35517	0.0	-10.0	-8.0	1	3	0	0
rg01_theta12p490_foil0	35775	0.0	-10.0	-8.0	3	6	0	0
rg01_theta12p490_foil0	35808	0.0	-8.0	-5.0	2	6	0	1
rg01_theta12p490_foil0	35949	0.0	-5.0	0.0	3	5	0	2
rg01_theta12p490_foil0	36028	0.0	-10.0	-8.0	8	6	0	0
rg01_theta12p490_foil0	36174	0.0	-8.0	-5.0	3	3	0	1
rg01_theta12p490_foil0	36247	0.0	0.0	5.0	6	2	0	3
rg01_theta12p490_foil0	36395	0.0	-8.0	-5.0	3	1	0	1
rg01_theta12p490_foil0	36557	0.0	5.0	10.0	3	5	0	4
rg01_theta12p490_foil0	36769	0.0	-8.0	-5.0	3	1	0	1
rg01_theta12p490_foil0	36860	0.0	0.0	5.0	6	5	0	3
rg01_theta12p490_foil0	37024	0.0	-5.0	0.0	3	6	0	2
rg01_theta12p490_foil0	37524	0.0	0.0	5.0	0	3	0	3
rg01_theta12p490_foil0	37848	0.0	-5.0	0.0	0	2	0	2
rg01_theta12p490_foil0	37916	0.0	5.0	10.0	0	3	0	4
rg01_theta12p490_foil0	37932	0.0	-5.0	0.0	3	3	0	2
rg01_theta12p490_foil0	38297	0.0	-10.0	-8.0	2	5	0	0
rg01_theta12p490_foil0	38312	0.0	0.0	5.0	4	2	0	3
rg01_theta12p490_foil0	38412	0.0	5.0	10.0	4	6	0	4
rg01_theta12p490_foil0	38421	0.0	-10.0	-8.0	6	6	0	0
rg01_theta12p490_foil0	38560	0.0	-10.0	-8.0	5	4	0	0
rg01_theta12p490_foil0	38573	0.0	-5.0	0.0	6	3	0	2
rg01_theta12p490_foil0	39062	0.0	0.0	5.0	0	4	0	3
rg01_theta12p490_foil0	39174	0.0	-5.0	0.0	1	3	0	2
rg01_theta12p490_foil0	39187	0.0	-10.0	-8.0	4	5	0	0
rg01_theta12p490_foil0	39539	0.0	0.0	5.0	7	5	0	3
rg01_theta12p490_foil0	39643	0.0	5.0	10.0	1	2	0	4
rg01_theta12p490_foil0	39719	0.0	-10.0	-8.0	3	6	0	0
rg01_theta12p490_foil0	40107	0.0	-5.0	0.0	2	6	0	2
rg01_theta12p490_foil0	40149	0.0	-10.0	-8.0	4	6	0	0
rg01_theta12p490_foil0	40159	0.0	5.0	10.0	3	3	0	4
rg01_theta12p490_foil0	40176	0.0	-10.0	-8.0	6	5	0	0
rg01_theta12p490_foil0	40195	0.0	-10.0	-8.0	1	3	0	0
rg01_theta12p490_foil0	40420	0.0	-5.0	0.0	6	5	0	2
rg01_theta12p490_foil0	40506	0.0	5.0	10.0	3	5	0	4
rg01_theta12p490_foil0	40646	0.0	0.0	5.0	8	3	0	3
rg01_theta12p490_foil0	40718	0.0	-8.0	-5.0	4	3	0	1
rg01_theta12p490_foil0	40835	0.0	-5.0	0.0	0	5	0	2
rg01_theta12p490_foil0	41193	0.0	-5.0	0.0	5	4	0	2
rg01_theta12p490_foil0	42069	0.0	5.0	10.0	1	4	0	4
rg01_theta12p490_foil0	42122	0.0	0.0	5.0	2	1	0	3
rg01_theta12p490_foil0	42165	0.0	-8.0	-5.0	2	6	0	1
rg01_theta12p490_foil0	42497	0.0	-5.0	0.0	3	1	0	2
rg01_theta12p490_foil0	42503	0.0	5.0	10.0	1	4	0	4
rg01_theta12p490_foil0	42572	0.0	0.0	5.0	4	1	0	3
rg01_theta12p490_foil0	42580	0.0	0.0	5.0	1	3	0	3
rg01_theta12p490_foil0	42690	0.0	-8.0	-5.0	6	3	0	1
rg01_theta12p490_foil0	42721	0.0	0.0	5.0	5	7	0	3
rg01_theta12p490_foil0	42731	0.0	-8.0	-5.0	4	1	0	1
rg01_theta12p490_foil0	42770	0.0	-8.0	-5.0	4	2	0	1
rg01_theta12p490_foil0	43000	0.0	0.0	5.0	3	2	0	3
rg01_theta12p490_foil0	43166	0.0	-5.0	0.0	3	3	0	2
rg01_theta12p490_foil0	43328	0.0	-5.0	0.0	5	6	0	2
rg01_theta12p490_foil0	43652	0.0	-5.0	0.0	3	1	0	2
rg01_theta12p490_foil0	43695	0.0	-10.0	-8.0	5	4	0	0
rg01_theta12p490_foil0	43754	0.0	-5.0	0.0	3	5	0	2
rg01_theta12p490_foil0	43876	0.0	0.0	5.0	3	5	0	3
rg01_theta12p490_foil0	43903	0.0	5.0	10.0	0	5	0	4
rg01_theta12p490_foil0	44082	0.0	-8.0	-5.0	2	4	0	1
rg01_theta12p490_foil0	44110	0.0	0.0	5.0	4	4	0	3
rg01_theta12p490_foil0	44119	0.0	0.0	5.0	8	4	0	3
rg01_theta12p490_foil0	44148	0.0	5.0	10.0	4	4	0	4
rg01_theta12p490_foil0	44243	0.0	-10.0	-8.0	2	6	0	0
rg01_theta12p490_foil0	44298	0.0	-5.0	0.0	4	7	0	2
rg01_theta12p490_foil0	44362	0.0	0.0	5.0	4	7	0	3
rg01_theta12p490_foil0	44475	0.0	-10.0	-8.0	2	6	0	0
rg01_theta12p490_foil0	45043	0.0	-8.0	-5.0	6	2	0	1
rg01_theta12p490_foil0	45074	0.0	5.0	10.0	2	2	0	4
rg01_theta12p490_foil0	45152	0.0	5.0	10.0	5	6	0	4
rg01_theta12p490_foil0	45170	0.0	-10.0	-8.0	2	5	0	0
rg01_theta12p490_foil0	45256	0.0	-10.0	-8.0	5	4	0	0
rg01_theta12p490_foil0	45360	0.0	-8.0	-5.0	2	4	0	1
rg01_theta12p490_foil0	45374	0.0	5.0	10.0	4	6	0	4
rg01_theta12p490_foil0	45642	0.0	0.0	5.0	6	3	0	3
rg01_theta12p490_foil0	46081	0.0	0.0	5.0	6	6	0	3
rg01_theta12p490_foil0	46201	0.0	5.0	10.0	4	3	0	4
rg01_theta12p490_foil0	46288	0.0	-5.0	0.0	0	2	0	2
rg01_theta12p490_foil0	46333	0.0	-10.0	-8.0	8	2	0	0
rg01_theta12p490_foil0	46351	0.0	0.0	5.0	6	4	0	3
rg01_theta12p490_foil0	46511	0.0	0.0	5.0	3	7	0	3
rg01_theta12p490_foil0	46645	0.0	0.0	5.0	7	6	0	3
rg01_theta12p490_foil0	46676	0.0	5.0	10.0	3	5	0	4
rg01_theta12p490_foil0	46701	0.0	0.0	5.0	3	7	0	3
rg01_theta12p490_foil0	46705	0.0	5.0	10.0	6	7	0	4
rg01_theta12p490_foil0	46886	0.0	-5.0	0.0	6	1	0	2
rg01_theta12p490_foil0	46899	0.0	5.0	10.0	2	4	0	4
rg01_theta12p490_foil0	46941	0.0	-10.0	-8.0	0	6	0	0
rg01_theta12p490_foil0	47018	0.0	-8.0	-5.0	6	1	0	1
rg01_theta12p490_foil0	47042	0.0	-10.0	-8.0	6	6	0	0
rg01_theta12p490_foil0	47200	0.0	-8.0	-5.0	6	4	0	1
rg01_theta12p490_foil0	47495	0.0	0.0	5.0	3	5	0	3
rg01_theta12p490_foil0	47570	0.0	-5.0	0.0	2	6	0	2
rg01_theta12p490_foil0	47641	0.0	-8.0	-5.0	2	5	0	1
rg01_theta12p490_foil0	47693	0.0	5.0	10.0	5	1	0	4
rg01_theta12p490_foil0	47728	0.0	5.0	10.0	6	4	0	4
rg01_theta12p490_foil0	47733	0.0	-8.0	-5.0	2	4	0	1
rg01_theta12p490_foil0	47815	0.0	-10.0	-8.0	7	2	0	0
rg01_theta12p490_foil0	47926	0.0	-8.0	-5.0	3	5	0	1
rg01_theta12p490_foil0	47958	0.0	5.0	10.0	5	7	0	4
rg01_theta12p490_foil0	48016	0.0	5.0	10.0	2	6	0	4
rg01_theta12p490_foil0	48114	0.0	5.0	10.0	7	6	0	4
rg01_theta12p490_foil0	48463	0.0	-5.0	0.0	4	2	0	2
rg01_theta12p490_foil0	48507	0.0	5.0	10.0	3	5	0	4
rg01_theta12p490_foil0	48599	0.0	0.0	5.0	5	2	0	3
rg01_theta12p490_foil0	48645	0.0	0.0	5.0	3	7	0	3
rg01_theta12p490_foil0	48804	0.0	-5.0	0.0	8	2	0	2
rg01_theta12p490_foil0	48961	0.0	-5.0	0.0	2	4	0	2
rg01_theta12p490_foil0	48985	0.0	5.0	10.0	7	3	0	4
rg01_theta12p490_foil0	49000	0.0	0.0	5.0	2	6	0	3
rg01_theta12p490_foil0	49015	0.0	-8.0	-5.0	2	2	0	1
rg01_theta12p490_foil0	49034	0.0	-8.0	-5.0	1	2	0	1
rg01_theta12p490_foil0	49135	0.0	5.0	10.0	5	1	0	4
rg01_theta12p490_foil0	49158	0.0	5.0	10.0	1	2	0	4
rg01_theta12p490_foil0	49202	0.0	-5.0	0.0	0	3	0	2
rg01_theta12p490_foil0	49210	0.0	-5.0	0.0	2	2	0	2
rg01_theta12p490_foil0	49263	0.0	5.0	10.0	0	3	0	4
rg01_theta12p490_foil0	49293	0.0	5.0	10.0	6	6	0	4
rg01_theta12p490_foil0	49540	0.0	0.0	5.0	2	5	0	3
rg01_theta12p490_foil0	49602	0.0	5.0	10.0	6	3	0	4
rg01_theta12p490_foil0	49685	0.0	-5.0	0.0	8	4	0	2
rg01_theta12p490_foil0	50051	0.0	0.0	5.0	0	5	0	3
rg01_theta12p490_foil0	50128	0.0	-10.0	-8.0	6	6	0	0
rg01_theta12p490_foil0	50172	0.0	5.0	10.0	5	4	0	4
rg01_theta12p490_foil0	50246	0.0	5.0	10.0	4	3	0	4
rg01_theta12p490_foil0	50563	0.0	-8.0	-5.0	3	6	0	1
rg01_theta12p490_foil0	50806	0.0	-10.0	-8.0	3	2	0	0
rg01_theta12p490_foil0	50997	0.0	0.0	5.0	8	3	0	3
rg01_theta12p490_foil0	51097	0.0	-5.0	0.0	0	2	0	2
rg01_theta12p490_foil0	51132	0.0	5.0	10.0	7	2	0	4
rg01_theta12p490_foil0	51505	0.0	-10.0	-8.0	1	4	0	0
rg01_theta12p490_foil0	51533	0.0	-10.0	-8.0	4	2	0	0
rg01_theta12p490_foil0	51538	0.0	-5.0	0.0	0	2	0	2
rg01_theta12p490_foil0	51649	0.0	0.0	5.0	2	5	0	3
rg01_theta12p490_foil0	51662	0.0	-10.0	-8.0	1	4	0	0
rg01_theta12p490_foil0	51856	0.0	-10.0	-8.0	1	2	0	0
rg01_theta12p490_foil0	51981	0.0	5.0	10.0	7	3	0	4
rg01_theta12p490_foil0	52297	0.0	-8.0	-5.0	6	6	0	1
rg01_theta12p490_foil0	52358	0.0	0.0	5.0	7	5	0	3
rg01_theta12p490_foil0	52444	0.0	0.0	5.0	6	1	0	3
rg01_theta12p490_foil0	52603	0.0	-5.0	0.0	3	2	0	2
rg01_theta12p490_foil0	52642	0.0	0.0	5.0	1	4	0	3
rg01_theta12p490_foil0	52695	0.0	5.0	10.0	5	6	0	4
rg01_theta12p490_foil0	52709	0.0	-10.0	-8.0	2	6	0	0
rg01_theta12p490_foil0	52749	0.0	0.0	5.0	5	7	0	3
rg01_theta12p490_foil0	52992	0.0	5.0	10.0	4	3	0	4
rg01_theta12p490_foil0	53048	0.0	-10.0	-8.0	3	2	0	0
rg01_theta12p490_foil0	53095	0.0	0.0	5.0	2	2	0	3
rg01_theta12p490_foil0	53392	0.0	-5.0	0.0	4	5	0	2
rg01_theta12p490_foil0	53763	0.0	-8.0	-5.0	6	6	0	1
rg01_theta12p490_foil0	53922	0.0	0.0	5.0	4	4	0	3
rg01_theta12p490_foil0	53965	0.0	-10.0	-8.0	5	4	0	0
rg01_theta12p490_foil0	54263	0.0	-10.0	-8.0	7	2	0	0
rg01_theta12p490_foil0	54284	0.0	-10.0	-8.0	7	5	0	0
rg01_theta12p490_foil0	54731	0.0	-10.0	-8.0	3	5	0	0
rg01_theta12p490_foil0	54822	0.0	-10.0	-8.0	8	6	0	0
rg01_theta12p490_foil0	54909	0.0	-10.0	-8.0	0	2	0	0
rg01_theta12p490_foil0	54947	0.0	5.0	10.0	2	4	0	4
rg01_theta12p490_foil0	55086	0.0	0.0	5.0	7	3	0	3
rg01_theta12p490_foil0	55451	0.0	5.0	10.0	3	2	0	4
rg01_theta12p490_foil0	55504	0.0	-5.0	0.0	1	6	0	2
rg01_theta12p490_foil0	55584	0.0	5.0	10.0	6	2	0	4
rg01_theta12p490_foil0	55674	0.0	5.0	10.0	7	6	0	4
rg01_theta12p490_foil0	55918	0.0	-8.0	-5.0	2	5	0	1
rg01_theta12p490_foil0	55998	0.0	0.0	5.0	7	2	0	3
rg01_theta12p490_foil0	62307	0.0	-8.0	-5.0	1	6	0	1
rg01_theta12p490_foil0	63637	0.0	0.0	5.0	6	6	0	3
rg01_theta12p490_foil0	63694	0.0	-5.0	0.0	5	1	0	2
rg01_theta12p490_foil0	63698	0.0	-8.0	-5.0	6	5	0	1
rg01_theta12p490_foil0	63862	0.0	-8.0	-5.0	0	2	0	1
rg01_theta12p490_foil0	63924	0.0	5.0	10.0	2	5	0	4
rg01_theta12p490_foil0	63936	0.0	-5.0	0.0	4	1	0	2
rg01_theta12p490_foil0	63961	0.0	-5.0	0.0	3	4	0	2
rg01_theta12p490_foil0	64171	0.0	-8.0	-5.0	5	6	0	1
rg01_theta12p490_foil0	64264	0.0	-5.0	0.0	8	5	0	2
rg01_theta12p490_foil0	64668	0.0	-5.0	0.0	8	4	0	2
rg01_theta12p490_foil0	64757	0.0	-8.0	-5.0	7	5	0	1
rg01_theta12p490_foil0	64850	0.0	-5.0	0.0	4	1	0	2
rg01_theta12p490_foil0	64919	0.0	5.0	10.0	5	2	0	4
rg01_theta12p490_foil0	64922	0.0	-5.0	0.0	5	7	0	2
rg01_theta12p490_foil0	65014	0.0	-10.0	-8.0	7	3	0	0
rg01_theta12p490_foil0	65252	0.0	0.0	5.0	4	1	0	3
rg01_theta12p490_foil0	65305	0.0	-8.0	-5.0	3	7	0	1
rg01_theta12p490_foil0	65596	0.0	5.0	10.0	5	2	0	4
rg01_theta12p490_foil0	66046	0.0	-10.0	-8.0	5	2	0	0
rg01_theta12p490_foil0	66077	0.0	-10.0	-8.0	0	5	0	0
rg01_theta12p490_foil0	66188	0.0	-5.0	0.0	5	2	0	2
rg01_theta12p490_foil0	66189	0.0	-5.0	0.0	2	2	0	2
rg01_theta12p490_foil0	66261	0.0	-8.0	-5.0	7	6	0	1
rg01_theta12p490_foil0	66442	0.0	-10.0	-8.0	0	6	0	0
rg01_theta12p490_foil0	66528	0.0	-10.0	-8.0	1	5	0	0
rg01_theta12p490_foil0	66744	0.0	-10.0	-8.0	3	4	0	0
rg01_theta12p490_foil0	66749	0.0	0.0	5.0	5	7	0	3
rg01_theta12p490_foil0	66829	0.0	5.0	10.0	6	2	0	4
rg01_theta12p490_foil0	66902	0.0	0.0	5.0	0	6	0	3
rg01_theta12p490_foil0	67083	0.0	-8.0	-5.0	0	4	0	1
