rungroup	entry	zfoil	delta_low	delta_high	xscol	yscol	foil	ndel
rg04_theta15p195_foilpm3	331223	-3.0	-10.0	-8.0	7	5	0	0
rg04_theta15p195_foilpm3	331263	-3.0	-10.0	-8.0	2	4	0	0
rg04_theta15p195_foilpm3	331277	3.0	-8.0	-5.0	4	7	1	1
rg04_theta15p195_foilpm3	331287	-3.0	-8.0	-5.0	4	6	0	1
rg04_theta15p195_foilpm3	331289	-3.0	-8.0	-5.0	6	4	0	1
rg04_theta15p195_foilpm3	331314	3.0	-8.0	-5.0	7	4	1	1
rg04_theta15p195_foilpm3	331345	-3.0	-5.0	0.0	2	6	0	2
rg04_theta15p195_foilpm3	331390	-3.0	5.0	10.0	1	6	0	4
rg04_theta15p195_foilpm3	331392	-3.0	-5.0	0.0	5	4	0	2
rg04_theta15p195_foilpm3	331445	-3.0	-5.0	0.0	0	5	0	2
rg04_theta15p195_foilpm3	331499	-3.0	-8.0	-5.0	7	4	0	1
rg04_theta15p195_foilpm3	331517	-3.0	-5.0	0.0	2	2	0	2
rg04_theta15p195_foilpm3	331545	-3.0	-5.0	0.0	2	6	0	2
rg04_theta15p195_foilpm3	331573	-3.0	-5.0	0.0	4	1	0	2
rg04_theta15p195_foilpm3	331600	-3.0	0.0	5.0	5	2	0	3
rg04_theta15p195_foilpm3	331608	-3.0	-5.0	0.0	3	2	0	2
rg04_theta15p195_foilpm3	331628	-3.0	-8.0	-5.0	6	2	0	1
rg04_theta15p195_foilpm3	331636	-3.0	-8.0	-5.0	3	3	0	1
rg04_theta15p195_foilpm3	331637	3.0	-8.0	-5.0	0	4	1	1
rg04_theta15p195_foilpm3	331656	-3.0	-5.0	0.0	4	3	0	2
rg04_theta15p195_foilpm3	331732	-3.0	-8.0	-5.0	5	4	0	1
rg04_theta15p195_foilpm3	331760	3.0	-5.0	0.0	1	2	1	2
rg04_theta15p195_foilpm3	331779	3.0	0.0	5.0	5	6	1	3
rg04_theta15p195_foilpm3	331814	-3.0	-8.0	-5.0	3	5	0	1
rg04_theta15p195_foilpm3	331851	3.0	-8.0	-5.0	6	3	1	1
rg04_theta15p195_foilpm3	331949	-3.0	-5.0	0.0	5	2	0	2
rg04_theta15p195_foilpm3	331953	-3.0	0.0	5.0	5	2	0	3
rg04_theta15p195_foilpm3	332009	-3.0	-5.0	0.0	6	6	0	2
rg04_theta15p195_foilpm3	332036	-3.0	-10.0	-8.0	6	2	0	0
rg04_theta15p195_foilpm3	332059	-3.0	-5.0	0.0	2	4	0	2
rg04_theta15p195_foilpm3	332076	3.0	-8.0	-5.0	6	7	1	1
rg04_theta15p195_foilpm3	332093	-3.0	0.0	5.0	8	4	0	3
rg04_theta15p195_foilpm3	332097	-3.0	-8.0	-5.0	1	6	0	1
rg04_theta15p195_foilpm3	332148	3.0	-8.0	-5.0	5	7	1	1
rg04_theta15p195_foilpm3	332173	3.0	-5.0	0.0	3	4	1	2
rg04_theta15p195_foilpm3	332191	-3.0	-5.0	0.0	8	5	0	2
rg04_theta15p195_foilpm3	332208	3.0	-5.0	0.0	0	4	1	2
rg04_theta15p195_foilpm3	332226	-3.0	-10.0	-8.0	2	6	0	0
rg04_theta15p195_foilpm3	332243	3.0	-8.0	-5.0	3	6	1	1
rg04_theta15p195_foilpm3	332265	3.0	5.0	10.0	6	5	1	4
rg04_theta15p195_foilpm3	332286	3.0	0.0	5.0	4	6	1	3
rg04_theta15p195_foilpm3	332294	-3.0	-8.0	-5.0	5	2	0	1
rg04_theta15p195_foilpm3	332300	-3.0	-5.0	0.0	1	3	0	2
rg04_theta15p195_foilpm3	332321	3.0	-10.0	-8.0	6	6	1	0
rg04_theta15p195_foilpm3	332350	3.0	-5.0	0.0	1	4	1	2
rg04_theta15p195_foilpm3	332375	-3.0	-5.0	0.0	6	6	0	2
rg04_theta15p195_foilpm3	332419	-3.0	-5.0	0.0	2	4	0	2
rg04_theta15p195_foilpm3	332463	3.0	0.0	5.0	7	5	1	3
rg04_theta15p195_foilpm3	332466	-3.0	0.0	5.0	2	6	0	3
rg04_theta15p195_foilpm3	332469	3.0	5.0	10.0	1	4	1	4
rg04_theta15p195_foilpm3	332481	-3.0	-8.0	-5.0	7	6	0	1
rg04_theta15p195_foilpm3	332487	3.0	0.0	5.0	6	3	1	3
rg04_theta15p195_foilpm3	332518	3.0	-5.0	0.0	5	3	1	2
rg04_theta15p195_foilpm3	332531	-3.0	-5.0	0.0	1	6	0	2
rg04_theta15p195_foilpm3	332568	-3.0	-8.0	-5.0	8	2	0	1
rg04_theta15p195_foilpm3	332726	-3.0	-8.0	-5.0	3	6	0	1
rg04_theta15p195_foilpm3	332736	3.0	-5.0	0.0	6	4	1	2
rg04_theta15p195_foilpm3	332772	-3.0	0.0	5.0	4	1	0	3
rg04_theta15p195_foilpm3	332811	3.0	-10.0	-8.0	5	3	1	0
rg04_theta15p195_foilpm3	332834	3.0	-5.0	0.0	5	2	1	2
rg04_theta15p195_foilpm3	332836	3.0	-8.0	-5.0	5	3	1	1
rg04_theta15p195_foilpm3	332951	3.0	-5.0	0.0	6	5	1	2
rg04_theta15p195_foilpm3	332956	3.0	-10.0	-8.0	8	5	1	0
rg04_theta15p195_foilpm3	333011	3.0	-5.0	0.0	7	6	1	2
rg04_theta15p195_foilpm3	333020	-3.0	5.0	10.0	7	6	0	4
rg04_theta15p195_foilpm3	333044	3.0	-10.0	-8.0	4	2	1	0
rg04_theta15p195_foilpm3	333068	-3.0	-10.0	-8.0	6	3	0	0
rg04_theta15p195_foilpm3	333107	-3.0	-10.0	-8.0	4	2	0	0
rg04_theta15p195_foilpm3	333111	-3.0	-8.0	-5.0	5	4	0	1
rg04_theta15p195_foilpm3	333123	3.0	0.0	5.0	0	5	1	3
rg04_theta15p195_foilpm3	333165	3.0	-8.0	-5.0	4	4	1	1
rg04_theta15p195_foilpm3	333200	-3.0	-10.0	-8.0	1	3	0	0
rg04_theta15p195_foilpm3	333237	3.0	-8.0	-5.0	2	4	1	1
rg04_theta15p195_foilpm3	333295	3.0	5.0	10.0	1	6	1	4
rg04_theta15p195_foilpm3	333303	3.0	-5.0	0.0	3	5	1	2
rg04_theta15p195_foilpm3	333310	-3.0	-8.0	-5.0	4	3	0	1
rg04_theta15p195_foilpm3	333336	3.0	-10.0	-8.0	3	6	1	0
rg05_theta12p495_foilpm3	236	-3.0	-8.0	-5.0	7	3	0	1
rg05_theta12p495_foilpm3	289	3.0	-5.0	0.0	4	5	1	2
rg05_theta12p495_foilpm3	435	3.0	-5.0	0.0	2	4	1	2
rg05_theta12p495_foilpm3	455	-3.0	-5.0	0.0	7	3	0	2
rg05_theta12p495_foilpm3	462	3.0	-8.0	-5.0	7	5	1	1
rg05_theta12p495_foilpm3	463	3.0	0.0	5.0	2	4	1	3
rg05_theta12p495_foilpm3	474	3.0	-8.0	-5.0	3	7	1	1
rg05_theta12p495_foilpm3	515	3.0	-8.0	-5.0	3	6	1	1
rg05_theta12p495_foilpm3	520	3.0	-8.0	-5.0	8	3	1	1
rg05_theta12p495_foilpm3	536	-3.0	-8.0	-5.0	3	6	0	1
rg05_theta12p495_foilpm3	539	-3.0	-5.0	0.0	8	3	0	2
rg05_theta12p495_foilpm3	585	-3.0	5.0	10.0	4	4	0	4
rg05_theta12p495_foilpm3	589	-3.0	0.0	5.0	2	5	0	3
rg05_theta12p495_foilpm3	597	3.0	-5.0	0.0	2	4	1	2
rg05_theta12p495_foilpm3	625	-3.0	-5.0	0.0	2	5	0	2
rg05_theta12p495_foilpm3	636	3.0	-5.0	0.0	5	7	1	2
rg05_theta12p495_foilpm3	644	3.0	-8.0	-5.0	3	3	1	1
rg05_theta12p495_foilpm3	662	3.0	-5.0	0.0	4	5	1	2
rg05_theta12p495_foilpm3	675	-3.0	0.0	5.0	2	2	0	3
rg05_theta12p495_foilpm3	681	-3.0	5.0	10.0	2	4	0	4
rg05_theta12p495_foilpm3	713	-3.0	-8.0	-5.0	4	3	0	1
rg05_theta12p495_foilpm3	741	-3.0	-8.0	-5.0	3	4	0	1
rg05_theta12p495_foilpm3	758	-3.0	5.0	10.0	5	1	0	4
rg05_theta12p495_foilpm3	768	3.0	-5.0	0.0	4	7	1	2
rg05_theta12p495_foilpm3	802	3.0	-5.0	0.0	4	7	1	2
rg05_theta12p495_foilpm3	841	3.0	0.0	5.0	0	3	1	3
rg05_theta12p495_foilpm3	859	3.0	-5.0	0.0	4	5	1	2
rg05_theta12p495_foilpm3	873	3.0	-10.0	-8.0	0	4	1	0
rg05_theta12p495_foilpm3	890	-3.0	0.0	5.0	0	5	0	3
rg05_theta12p495_foilpm3	896	3.0	-8.0	-5.0	5	2	1	1
rg05_theta12p495_foilpm3	898	-3.0	5.0	10.0	0	5	0	4
rg05_theta12p495_foilpm3	910	3.0	-10.0	-8.0	0	4	1	0
rg05_theta12p495_foilpm3	915	-3.0	-5.0	0.0	1	6	0	2
rg05_theta12p495_foilpm3	918	-3.0	-5.0	0.0	4	5	0	2
rg05_theta12p495_foilpm3	920	3.0	-5.0	0.0	0	5	1	2
rg05_theta12p495_foilpm3	927	3.0	-5.0	0.0	2	5	1	2
rg05_theta12p495_foilpm3	938	-3.0	-5.0	0.0	2	2	0	2
rg05_theta12p495_foilpm3	946	-3.0	-10.0	-8.0	6	6	0	0
rg05_theta12p495_foilpm3	949	-3.0	-8.0	-5.0	8	2	0	1
rg05_theta12p495_foilpm3	967	-3.0	-10.0	-8.0	7	6	0	0
rg05_theta12p495_foilpm3	975	-3.0	0.0	5.0	6	5	0	3
rg05_theta12p495_foilpm3	981	3.0	-10.0	-8.0	6	3	1	0
rg05_theta12p495_foilpm3	991	3.0	5.0	10.0	2	7	1	4
rg05_theta12p495_foilpm3	995	3.0	5.0	10.0	8	5	1	4
rg05_theta12p495_foilpm3	1008	-3.0	0.0	5.0	6	3	0	3
rg05_theta12p495_foilpm3	1020	3.0	-8.0	-5.0	6	4	1	1
rg05_theta12p495_foilpm3	1024	3.0	5.0	10.0	6	5	1	4
rg05_theta12p495_foilpm3	1025	-3.0	-5.0	0.0	3	2	0	2
rg05_theta12p495_foilpm3	1032	3.0	5.0	10.0	4	6	1	4
rg05_theta12p495_foilpm3	1050	-3.0	0.0	5.0	2	5	0	3
rg05_theta12p495_foilpm3	1056	-3.0	-8.0	-5.0	3	6	0	1
rg05_theta12p495_foilpm3	1077	-3.0	-5.0	0.0	5	2	0	2
rg05_theta12p495_foilpm3	1099	-3.0	-8.0	-5.0	1	3	0	1
rg05_theta12p495_foilpm3	1157	3.0	-5.0	0.0	7	5	1	2
rg05_theta12p495_foilpm3	1158	-3.0	-5.0	0.0	8	4	0	2
rg05_theta12p495_foilpm3	1163	3.0	5.0	10.0	1	4	1	4
rg05_theta12p495_foilpm3	1167	-3.0	-5.0	0.0	2	5	0	2
rg05_theta12p495_foilpm3	1171	-3.0	0.0	5.0	3	4	0	3
rg05_theta12p495_foilpm3	1227	3.0	0.0	5.0	0	6	1	3
rg05_theta12p495_foilpm3	1263	3.0	-8.0	-5.0	3	5	1	1
rg05_theta12p495_foilpm3	1264	3.0	0.0	5.0	4	7	1	3
rg05_theta12p495_foilpm3	1293	3.0	-10.0	-8.0	5	4	1	0
rg05_theta12p495_foilpm3	1306	-3.0	5.0	10.0	3	5	0	4
rg05_theta12p495_foilpm3	1333	3.0	-5.0	0.0	1	6	1	2
rg05_theta12p495_foilpm3	1338	-3.0	5.0	10.0	4	1	0	4
rg05_theta12p495_foilpm3	1346	-3.0	0.0	5.0	5	4	0	3
rg05_theta12p495_foilpm3	1368	3.0	-5.0	0.0	4	5	1	2
rg05_theta12p495_foilpm3	1390	-3.0	5.0	10.0	4	5	0	4
rg05_theta12p495_foilpm3	1391	-3.0	-5.0	0.0	2	5	0	2
rg05_theta12p495_foilpm3	1421	-3.0	-5.0	0.0	7	4	0	2
rg05_theta12p495_foilpm3	1429	-3.0	0.0	5.0	3	3	0	3
rg05_theta12p495_foilpm3	1450	3.0	-8.0	-5.0	8	5	1	1
rg05_theta12p495_foilpm3	1474	-3.0	-8.0	-5.0	1	2	0	1
rg05_theta12p495_foilpm3	1489	3.0	5.0	10.0	3	6	1	4
rg05_theta12p495_foilpm3	1495	3.0	-10.0	-8.0	6	5	1	0
rg05_theta12p495_foilpm3	1497	3.0	5.0	10.0	6	4	1	4
rg05_theta12p495_foilpm3	1504	3.0	-8.0	-5.0	1	4	1	1
rg05_theta12p495_foilpm3	1510	3.0	0.0	5.0	2	5	1	3
rg05_theta12p495_foilpm3	1515	-3.0	5.0	10.0	3	3	0	4
rg05_theta12p495_foilpm3	1517	-3.0	-10.0	-8.0	2	5	0	0
rg05_theta12p495_foilpm3	1518	-3.0	0.0	5.0	7	5	0	3
rg05_theta12p495_foilpm3	1532	-3.0	0.0	5.0	6	5	0	3
rg05_theta12p495_foilpm3	1537	3.0	-5.0	0.0	3	4	1	2
rg05_theta12p495_foilpm3	1548	-3.0	-5.0	0.0	0	2	0	2
rg05_theta12p495_foilpm3	1555	-3.0	-8.0	-5.0	5	4	0	1
rg05_theta12p495_foilpm3	1563	3.0	0.0	5.0	2	5	1	3
rg05_theta12p495_foilpm3	1603	3.0	5.0	10.0	4	4	1	4
rg05_theta12p495_foilpm3	1622	3.0	-5.0	0.0	3	4	1	2
rg05_theta12p495_foilpm3	1624	-3.0	-8.0	-5.0	6	2	0	1
rg05_theta12p495_foilpm3	1632	-3.0	0.0	5.0	4	2	0	3
rg05_theta12p495_foilpm3	1638	-3.0	0.0	5.0	5	2	0	3
rg05_theta12p495_foilpm3	1639	3.0	-8.0	-5.0	0	4	1	1
rg05_theta12p495_foilpm3	1650	3.0	-10.0	-8.0	4	2	1	0
rg05_theta12p495_foilpm3	1653	-3.0	-8.0	-5.0	3	1	0	1
rg05_theta12p495_foilpm3	1654	-3.0	-8.0	-5.0	5	2	0	1
rg05_theta12p495_foilpm3	1664	3.0	5.0	10.0	5	6	1	4
rg05_theta12p495_foilpm3	1678	3.0	-5.0	0.0	3	7	1	2
rg05_theta12p495_foilpm3	1688	3.0	-8.0	-5.0	5	7	1	1
rg05_theta12p495_foilpm3	1715	3.0	-8.0	-5.0	7	6	1	1
rg05_theta12p495_foilpm3	1734	-3.0	-5.0	0.0	3	1	0	2
rg05_theta12p495_foilpm3	1743	3.0	-10.0	-8.0	5	4	1	0
rg05_theta12p495_foilpm3	1770	-3.0	0.0	5.0	3	6	0	3
rg05_theta12p495_foilpm3	1796	-3.0	-8.0	-5.0	7	5	0	1
rg05_theta12p495_foilpm3	1808	-3.0	-5.0	0.0	6	5	0	2
rg05_theta12p495_foilpm3	1825	3.0	0.0	5.0	7	2	1	3
rg05_theta12p495_foilpm3	1838	-3.0	-5.0	0.0	7	6	0	2
rg05_theta12p495_foilpm3	1884	3.0	-5.0	0.0	7	6	1	2
rg05_theta12p495_foilpm3	1907	3.0	0.0	5.0	4	2	1	3
rg05_theta12p495_foilpm3	1912	-3.0	0.0	5.0	3	4	0	3
rg05_theta12p495_foilpm3	1919	3.0	5.0	10.0	5	6	1	4
rg05_theta12p495_foilpm3	1921	-3.0	-10.0	-8.0	7	4	0	0
rg05_theta12p495_foilpm3	1948	-3.0	0.0	5.0	0	3	0	3
rg05_theta12p495_foilpm3	1951	3.0	-5.0	0.0	1	2	1	2
rg05_theta12p495_foilpm3	1954	3.0	5.0	10.0	0	4	1	4
rg05_theta12p495_foilpm3	1963	-3.0	-5.0	0.0	4	1	0	2
rg05_theta12p495_foilpm3	1991	-3.0	0.0	5.0	7	4	0	3
rg05_theta12p495_foilpm3	1999	3.0	5.0	10.0	3	4	1	4
rg05_theta12p495_foilpm3	2028	-3.0	5.0	10.0	1	3	0	4
rg05_theta12p495_foilpm3	2045	-3.0	5.0	10.0	4	1	0	4
rg05_theta12p495_foilpm3	2065	3.0	-8.0	-5.0	1	2	1	1
rg05_theta12p495_foilpm3	2071	-3.0	-10.0	-8.0	3	4	0	0
rg05_theta12p495_foilpm3	3234	3.0	0.0	5.0	1	3	1	3
rg05_theta12p495_foilpm3	3253	3.0	-5.0	0.0	6	3	1	2
rg05_theta12p495_foilpm3	3307	-3.0	-5.0	0.0	1	2	0	2
rg05_theta12p495_foilpm3	3388	3.0	0.0	5.0	4	2	1	3
rg05_theta12p495_foilpm3	3424	3.0	-5.0	0.0	3	2	1	2
rg05_theta12p495_foilpm3	3438	3.0	-8.0	-5.0	1	4	1	1
rg05_theta12p495_foilpm3	3441	-3.0	5.0	10.0	7	4	0	4
rg05_theta12p495_foilpm3	3459	-3.0	-10.0	-8.0	1	4	0	0
rg05_theta12p495_foilpm3	3460	-3.0	-8.0	-5.0	4	6	0	1
rg05_theta12p495_foilpm3	3541	-3.0	0.0	5.0	6	2	0	3
rg05_theta12p495_foilpm3	3602	3.0	0.0	5.0	3	5	1	3
rg05_theta12p495_foilpm3	3619	-3.0	5.0	10.0	2	2	0	4
rg05_theta12p495_foilpm3	3630	-3.0	0.0	5.0	8	3	0	3
rg05_theta12p495_foilpm3	3662	3.0	-8.0	-5.0	6	5	1	1
rg05_theta12p495_foilpm3	3690	3.0	-5.0	0.0	8	6	1	2
rg05_theta12p495_foilpm3	3745	3.0	-5.0	0.0	3	4	1	2
rg05_theta12p495_foilpm3	3752	-3.0	0.0	5.0	3	3	0	3
rg05_theta12p495_foilpm3	3764	3.0	-5.0	0.0	8	5	1	2
rg05_theta12p495_foilpm3	3768	3.0	-8.0	-5.0	3	5	1	1
rg05_theta12p495_foilpm3	3795	3.0	5.0	10.0	8	6	1	4
rg05_theta12p495_foilpm3	3861	3.0	-8.0	-5.0	8	4	1	1
rg05_theta12p495_foilpm3	3918	3.0	0.0	5.0	4	3	1	3
rg05_theta12p495_foilpm3	3929	3.0	0.0	5.0	0	6	1	3
rg05_theta12p495_foilpm3	3939	3.0	-8.0	-5.0	7	3	1	1
rg05_theta12p495_foilpm3	3965	3.0	-5.0	0.0	2	5	1	2
rg05_theta12p495_foilpm3	3999	3.0	-5.0	0.0	6	6	1	2
rg05_theta12p495_foilpm3	4035	3.0	0.0	5.0	5	4	1	3
rg05_theta12p495_foilpm3	4047	-3.0	-5.0	0.0	3	3	0	2
rg05_theta12p495_foilpm3	4051	3.0	5.0	10.0	6	2	1	4
rg05_theta12p495_foilpm3	4069	3.0	5.0	10.0	4	7	1	4
rg05_theta12p495_foilpm3	4079	-3.0	0.0	5.0	6	5	0	3
rg05_theta12p495_foilpm3	4081	3.0	-10.0	-8.0	0	4	1	0
rg05_theta12p495_foilpm3	4092	-3.0	-8.0	-5.0	5	2	0	1
rg05_theta12p495_foilpm3	4105	-3.0	-10.0	-8.0	8	5	0	0
rg05_theta12p495_foilpm3	4109	3.0	-8.0	-5.0	4	2	1	1
rg05_theta12p495_foilpm3	4161	-3.0	0.0	5.0	3	2	0	3
rg05_theta12p495_foilpm3	4162	-3.0	-5.0	0.0	1	2	0	2
rg05_theta12p495_foilpm3	4164	3.0	0.0	5.0	5	6	1	3
rg05_theta12p495_foilpm3	4172	-3.0	-8.0	-5.0	4	1	0	1
rg05_theta12p495_foilpm3	4189	-3.0	-8.0	-5.0	4	5	0	1
rg05_theta12p495_foilpm3	4192	3.0	-5.0	0.0	5	6	1	2
rg05_theta12p495_foilpm3	4193	3.0	-5.0	0.0	3	6	1	2
rg05_theta12p495_foilpm3	4195	3.0	-5.0	0.0	2	5	1	2
rg05_theta12p495_foilpm3	4225	-3.0	0.0	5.0	7	1	0	3
rg05_theta12p495_foilpm3	4257	3.0	0.0	5.0	5	7	1	3
rg05_theta12p495_foilpm3	4270	3.0	-8.0	-5.0	8	6	1	1
rg05_theta12p495_foilpm3	4276	-3.0	-8.0	-5.0	6	6	0	1
rg05_theta12p495_foilpm3	4301	3.0	5.0	10.0	5	3	1	4
rg05_theta12p495_foilpm3	4347	-3.0	5.0	10.0	0	3	0	4
rg05_theta12p495_foilpm3	4355	3.0	-8.0	-5.0	7	4	1	1
rg05_theta12p495_foilpm3	4360	3.0	0.0	5.0	4	4	1	3
rg05_theta12p495_foilpm3	4364	-3.0	5.0	10.0	1	4	0	4
rg05_theta12p495_foilpm3	4379	-3.0	-5.0	0.0	2	5	0	2
rg05_theta12p495_foilpm3	4418	-3.0	-5.0	0.0	5	6	0	2
rg05_theta12p495_foilpm3	4436	3.0	-8.0	-5.0	1	4	1	1
rg05_theta12p495_foilpm3	4455	-3.0	0.0	5.0	7	5	0	3
rg05_theta12p495_foilpm3	4531	-3.0	-5.0	0.0	2	5	0	2
rg05_theta12p495_foilpm3	4559	3.0	0.0	5.0	4	7	1	3
rg05_theta12p495_foilpm3	4625	-3.0	0.0	5.0	6	2	0	3
rg05_theta12p495_foilpm3	4633	-3.0	5.0	10.0	4	6	0	4
rg05_theta12p495_foilpm3	4649	3.0	5.0	10.0	8	5	1	4
rg05_theta12p495_foilpm3	4652	-3.0	-10.0	-8.0	5	6	0	0
rg05_theta12p495_foilpm3	4663	-3.0	-5.0	0.0	5	2	0	2
rg05_theta12p495_foilpm3	4673	3.0	0.0	5.0	8	4	1	3
rg05_theta12p495_foilpm3	4675	-3.0	5.0	10.0	6	5	0	4
rg05_theta12p495_foilpm3	4695	-3.0	0.0	5.0	5	3	0	3
rg05_theta12p495_foilpm3	4766	-3.0	-10.0	-8.0	4	5	0	0
rg05_theta12p495_foilpm3	4768	-3.0	0.0	5.0	7	5	0	3
rg05_theta12p495_foilpm3	4770	3.0	5.0	10.0	0	6	1	4
rg05_theta12p495_foilpm3	4785	3.0	-10.0	-8.0	2	4	1	0
rg05_theta12p495_foilpm3	4803	-3.0	0.0	5.0	3	1	0	3
rg05_theta12p495_foilpm3	4815	3.0	-5.0	0.0	8	3	1	2
rg05_theta12p495_foilpm3	4816	3.0	-5.0	0.0	1	2	1	2
rg05_theta12p495_foilpm3	4864	-3.0	-5.0	0.0	0	4	0	2
rg05_theta12p495_foilpm3	4869	-3.0	-10.0	-8.0	0	4	0	0
rg05_theta12p495_foilpm3	4903	3.0	-5.0	0.0	2	6	1	2
rg05_theta12p495_foilpm3	4909	3.0	-5.0	0.0	6	2	1	2
rg05_theta12p495_foilpm3	4918	3.0	5.0	10.0	5	2	1	4
rg05_theta12p495_foilpm3	4929	3.0	-8.0	-5.0	2	2	1	1
rg05_theta12p495_foilpm3	4951	-3.0	5.0	10.0	7	2	0	4
rg05_theta12p495_foilpm3	4970	-3.0	5.0	10.0	5	3	0	4
rg05_theta12p495_foilpm3	4973	-3.0	5.0	10.0	1	4	0	4
rg05_theta12p495_foilpm3	4976	3.0	0.0	5.0	4	3	1	3
rg05_theta12p495_foilpm3	4998	3.0	-10.0	-8.0	6	6	1	0
rg05_theta12p495_foilpm3	5023	-3.0	-5.0	0.0	7	5	0	2
rg05_theta12p495_foilpm3	5052	-3.0	-5.0	0.0	3	4	0	2
rg05_theta12p495_foilpm3	5072	3.0	-10.0	-8.0	7	6	1	0
rg05_theta12p495_foilpm3	5109	-3.0	-8.0	-5.0	5	3	0	1
rg05_theta12p495_foilpm3	5126	3.0	-8.0	-5.0	6	6	1	1
rg05_theta12p495_foilpm3	5127	3.0	0.0	5.0	1	5	1	3
rg05_theta12p495_foilpm3	5152	-3.0	0.0	5.0	5	3	0	3
rg05_theta12p495_foilpm3	5160	-3.0	-8.0	-5.0	4	6	0	1
rg05_theta12p495_foilpm3	5169	3.0	-5.0	0.0	6	4	1	2
rg05_theta12p495_foilpm3	5170	-3.0	0.0	5.0	5	4	0	3
rg05_theta12p495_foilpm3	5191	3.0	-10.0	-8.0	0	4	1	0
rg05_theta12p495_foilpm3	5194	3.0	0.0	5.0	0	5	1	3
rg05_theta12p495_foilpm3	5228	-3.0	-8.0	-5.0	1	3	0	1
rg05_theta12p495_foilpm3	5238	3.0	-8.0	-5.0	1	4	1	1
rg05_theta12p495_foilpm3	5271	3.0	-5.0	0.0	0	5	1	2
rg05_theta12p495_foilpm3	5277	-3.0	-10.0	-8.0	2	2	0	0
rg05_theta12p495_foilpm3	5301	3.0	-5.0	0.0	7	4	1	2
rg05_theta12p495_foilpm3	5308	-3.0	5.0	10.0	6	4	0	4
rg05_theta12p495_foilpm3	5317	3.0	-5.0	0.0	4	5	1	2
rg05_theta12p495_foilpm3	5342	-3.0	-8.0	-5.0	4	5	0	1
rg05_theta12p495_foilpm3	5348	3.0	-5.0	0.0	1	5	1	2
rg05_theta12p495_foilpm3	5349	3.0	-5.0	0.0	5	3	1	2
rg05_theta12p495_foilpm3	5369	-3.0	5.0	10.0	2	2	0	4
rg05_theta12p495_foilpm3	5382	3.0	0.0	5.0	7	4	1	3
rg05_theta12p495_foilpm3	5385	3.0	-10.0	-8.0	7	5	1	0
rg05_theta12p495_foilpm3	5394	-3.0	5.0	10.0	2	2	0	4
rg05_theta12p495_foilpm3	5401	-3.0	-5.0	0.0	6	2	0	2
rg05_theta12p495_foilpm3	5410	-3.0	0.0	5.0	0	5	0	3
rg05_theta12p495_foilpm3	5430	3.0	-5.0	0.0	3	3	1	2
rg05_theta12p495_foilpm3	5434	-3.0	5.0	10.0	6	6	0	4
rg05_theta12p495_foilpm3	5454	-3.0	0.0	5.0	8	4	0	3
rg05_theta12p495_foilpm3	5468	3.0	-8.0	-5.0	2	5	1	1
rg05_theta12p495_foilpm3	5470	-3.0	0.0	5.0	4	5	0	3
rg05_theta12p495_foilpm3	5471	-3.0	-8.0	-5.0	0	4	0	1
rg05_theta12p495_foilpm3	5484	3.0	0.0	5.0	4	2	1	3
rg05_theta12p495_foilpm3	5486	-3.0	5.0	10.0	6	4	0	4
rg05_theta12p495_foilpm3	5487	-3.0	5.0	10.0	7	6	0	4
rg05_theta12p495_foilpm3	5492	3.0	0.0	5.0	0	6	1	3
rg05_theta12p495_foilpm3	5498	-3.0	-5.0	0.0	1	2	0	2
rg05_theta12p495_foilpm3	5510	3.0	-5.0	0.0	1	5	1	2
rg05_theta12p495_foilpm3	5529	-3.0	-5.0	0.0	4	3	0	2
rg05_theta12p495_foilpm3	5534	-3.0	-8.0	-5.0	3	4	0	1
rg05_theta12p495_foilpm3	5537	-3.0	-5.0	0.0	8	3	0	2
rg05_theta12p495_foilpm3	5540	3.0	-5.0	0.0	4	7	1	2
rg05_theta12p495_foilpm3	5542	-3.0	0.0	5.0	5	4	0	3
rg05_theta12p495_foilpm3	5546	-3.0	-5.0	0.0	3	2	0	2
rg05_theta12p495_foilpm3	5567	-3.0	-10.0	-8.0	7	6	0	0
rg05_theta12p495_foilpm3	5577	-3.0	-5.0	0.0	4	4	0	2
rg05_theta12p495_foilpm3	5581	-3.0	0.0	5.0	1	5	0	3
rg05_theta12p495_foilpm3	5588	-3.0	-5.0	0.0	3	1	0	2
rg05_theta12p495_foilpm3	5650	-3.0	5.0	10.0	2	6	0	4
rg05_theta12p495_foilpm3	5651	3.0	-5.0	0.0	3	4	1	2
rg05_theta12p495_foilpm3	5655	-3.0	5.0	10.0	7	5	0	4
rg05_theta12p495_foilpm3	5662	3.0	-5.0	0.0	8	3	1	2
rg05_theta12p495_foilpm3	5671	-3.0	-10.0	-8.0	1	4	0	0
rg05_theta12p495_foilpm3	5675	3.0	-8.0	-5.0	4	7	1	1
rg05_theta12p495_foilpm3	5687	-3.0	-5.0	0.0	4	5	0	2
rg05_theta12p495_foilpm3	5689	3.0	-5.0	0.0	0	3	1	2
rg05_theta12p495_foilpm3	5692	-3.0	0.0	5.0	2	4	0	3
rg05_theta12p495_foilpm3	5703	-3.0	-5.0	0.0	3	2	0	2
rg05_theta12p495_foilpm3	5705	3.0	-10.0	-8.0	6	6	1	0
rg05_theta12p495_foilpm3	5721	-3.0	0.0	5.0	8	5	0	3
rg05_theta12p495_foilpm3	5744	3.0	-5.0	0.0	5	7	1	2
