rungroup	foil	ndel	xscol	yscol	total	fit	holdout	holdout_core	surplus	unsupported	excluded_core
rg02_theta15p195_foil0	0	1	6	5	166	30	34	28	82	0	0
rg02_theta15p195_foil0	0	1	6	6	276	30	56	48	153	0	0
rg02_theta15p195_foil0	0	1	6	7	2	0	1	0	0	2	0
rg02_theta15p195_foil0	0	1	7	2	40	24	8	6	0	0	0
rg02_theta15p195_foil0	0	1	7	3	68	30	14	11	13	0	0
rg02_theta15p195_foil0	0	1	7	4	112	30	23	17	40	0	0
rg02_theta15p195_foil0	0	1	7	5	161	30	33	24	71	0	0
rg02_theta15p195_foil0	0	1	7	6	187	30	38	34	92	0	0
rg02_theta15p195_foil0	0	1	8	2	18	11	4	4	0	0	0
rg02_theta15p195_foil0	0	1	8	3	42	24	9	8	0	0	0
rg02_theta15p195_foil0	0	1	8	4	68	30	14	11	14	0	0
rg02_theta15p195_foil0	0	1	8	5	101	30	21	20	35	0	0
rg02_theta15p195_foil0	0	1	8	6	84	30	17	13	26	0	0
rg02_theta15p195_foil0	0	2	0	2	28	16	6	5	0	0	0
rg02_theta15p195_foil0	0	2	0	3	69	27	14	10	15	0	0
rg02_theta15p195_foil0	0	2	0	4	105	27	21	18	44	0	0
rg02_theta15p195_foil0	0	2	0	5	156	27	32	25	75	0	0
rg02_theta15p195_foil0	0	2	0	6	72	27	15	13	21	0	0
rg02_theta15p195_foil0	0	2	1	2	50	27	10	6	7	0	0
rg02_theta15p195_foil0	0	2	1	3	94	27	19	14	32	0	0
rg02_theta15p195_foil0	0	2	1	4	156	28	32	24	70	0	0
rg02_theta15p195_foil0	0	2	1	5	225	27	45	38	117	0	0
rg02_theta15p195_foil0	0	2	1	6	254	27	51	34	126	0	0
rg02_theta15p195_foil0	0	2	2	1	12	0	3	0	0	12	0
rg02_theta15p195_foil0	0	2	2	2	70	27	14	12	22	0	0
rg02_theta15p195_foil0	0	2	2	3	5	0	1	0	0	5	0
rg02_theta15p195_foil0	0	2	2	4	207	27	42	30	103	0	0
rg02_theta15p195_foil0	0	2	2	5	288	27	58	49	160	0	0
rg02_theta15p195_foil0	0	2	2	6	351	27	71	55	199	0	0
rg02_theta15p195_foil0	0	2	2	7	24	15	5	4	0	0	0
rg02_theta15p195_foil0	0	2	3	1	16	11	4	4	0	0	0
rg02_theta15p195_foil0	0	2	3	2	77	27	16	14	20	0	0
rg02_theta15p195_foil0	0	2	3	3	156	27	32	21	74	0	0
rg02_theta15p195_foil0	0	2	3	4	230	27	46	36	122	0	0
rg02_theta15p195_foil0	0	2	3	5	320	27	64	47	187	0	0
rg02_theta15p195_foil0	0	2	3	6	447	27	90	75	268	0	0
rg02_theta15p195_foil0	0	2	3	7	99	27	20	18	45	0	0
rg02_theta15p195_foil0	0	2	4	1	21	15	5	4	0	0	0
rg02_theta15p195_foil0	0	2	4	2	79	27	16	15	19	0	0
rg02_theta15p195_foil0	0	2	4	3	155	27	31	24	71	0	0
rg02_theta15p195_foil0	0	2	4	4	75	27	15	11	20	0	0
rg02_theta15p195_foil0	0	2	4	5	383	27	77	59	219	0	0
rg02_theta15p195_foil0	0	2	4	6	464	27	93	78	281	0	0
rg02_theta15p195_foil0	0	2	4	7	109	27	22	21	52	0	0
rg02_theta15p195_foil0	0	2	5	1	22	16	5	5	0	0	0
rg02_theta15p195_foil0	0	2	5	2	92	27	19	16	33	0	0
rg02_theta15p195_foil0	0	2	5	3	133	27	27	23	60	0	0
rg02_theta15p195_foil0	0	2	5	4	236	27	48	37	124	0	0
rg02_theta15p195_foil0	0	2	5	5	5	0	1	0	0	5	0
rg02_theta15p195_foil0	0	2	5	6	445	27	89	82	271	0	0
rg02_theta15p195_foil0	0	2	5	7	72	27	15	14	24	0	0
rg02_theta15p195_foil0	0	2	6	1	20	15	4	3	0	0	0
rg02_theta15p195_foil0	0	2	6	2	76	28	16	13	22	0	0
rg02_theta15p195_foil0	0	2	6	3	118	27	24	17	46	0	0
rg02_theta15p195_foil0	0	2	6	4	194	28	39	27	93	0	0
rg02_theta15p195_foil0	0	2	6	5	260	27	52	42	144	0	0
rg02_theta15p195_foil0	0	2	6	6	397	27	80	68	237	0	0
rg02_theta15p195_foil0	0	2	6	7	13	7	3	3	0	0	0
rg02_theta15p195_foil0	0	2	7	2	41	27	9	9	3	0	0
rg02_theta15p195_foil0	0	2	7	3	89	28	18	13	32	0	0
rg02_theta15p195_foil0	0	2	7	4	133	27	27	22	58	0	0
rg02_theta15p195_foil0	0	2	7	5	223	27	45	37	113	0	0
rg02_theta15p195_foil0	0	2	7	6	276	27	56	47	159	0	0
rg02_theta15p195_foil0	0	2	8	2	33	23	7	7	0	0	0
rg02_theta15p195_foil0	0	2	8	3	76	27	16	14	22	0	0
rg02_theta15p195_foil0	0	2	8	4	101	27	21	14	39	0	0
rg02_theta15p195_foil0	0	2	8	5	156	27	32	25	82	0	0
rg02_theta15p195_foil0	0	2	8	6	90	27	18	17	32	0	0
rg02_theta15p195_foil0	0	3	0	2	12	0	3	0	0	12	0
rg02_theta15p195_foil0	0	3	0	3	33	21	7	5	0	0	0
rg02_theta15p195_foil0	0	3	0	4	59	29	12	10	4	0	0
rg02_theta15p195_foil0	0	3	0	5	102	29	21	19	32	0	0
rg02_theta15p195_foil0	0	3	0	6	14	7	3	2	0	0	0
rg02_theta15p195_foil0	0	3	0	7	1	0	1	0	0	1	0
rg02_theta15p195_foil0	0	3	1	2	20	14	4	3	0	0	0
rg02_theta15p195_foil0	0	3	1	3	38	28	8	7	0	0	0
rg02_theta15p195_foil0	0	3	1	4	90	28	18	17	26	0	0
rg02_theta15p195_foil0	0	3	1	5	106	29	22	15	41	0	0
rg02_theta15p195_foil0	0	3	1	6	203	28	41	37	101	0	0
rg02_theta15p195_foil0	0	3	1	7	1	0	1	0	0	1	0
rg02_theta15p195_foil0	0	3	2	1	7	0	2	0	0	7	0
rg02_theta15p195_foil0	0	3	2	2	35	23	7	4	0	0	0
rg02_theta15p195_foil0	0	3	2	3	1	0	1	0	0	1	0
rg02_theta15p195_foil0	0	3	2	4	104	29	21	17	35	0	0
rg02_theta15p195_foil0	0	3	2	5	172	28	35	27	78	0	0
rg02_theta15p195_foil0	0	3	2	6	280	28	56	45	144	0	0
rg02_theta15p195_foil0	0	3	2	7	81	29	17	12	24	0	0
rg02_theta15p195_foil0	0	3	3	1	18	12	4	2	0	0	0
rg02_theta15p195_foil0	0	3	3	2	50	28	10	7	5	0	0
rg02_theta15p195_foil0	0	3	3	3	102	29	21	13	30	0	0
rg02_theta15p195_foil0	0	3	3	4	126	29	26	21	47	0	0
rg02_theta15p195_foil0	0	3	3	5	202	29	41	34	94	0	0
rg02_theta15p195_foil0	0	3	3	6	291	28	59	42	155	0	0
rg02_theta15p195_foil0	0	3	3	7	183	28	37	32	91	0	0
rg02_theta15p195_foil0	0	3	4	1	23	14	5	4	0	0	0
rg02_theta15p195_foil0	0	3	4	2	41	27	9	7	0	0	0
rg02_theta15p195_foil0	0	3	4	3	94	28	19	14	34	0	0
rg02_theta15p195_foil0	0	3	4	4	39	27	8	5	0	0	0
rg02_theta15p195_foil0	0	3	4	5	218	28	44	35	113	0	0
rg02_theta15p195_foil0	0	3	4	6	346	29	70	54	183	0	0
rg02_theta15p195_foil0	0	3	4	7	223	29	45	39	115	0	0
rg02_theta15p195_foil0	0	3	5	1	12	0	3	0	0	12	0
rg02_theta15p195_foil0	0	3	5	2	45	28	9	6	0	0	0
rg02_theta15p195_foil0	0	3	5	3	72	28	15	10	23	0	0
rg02_theta15p195_foil0	0	3	5	4	121	28	25	23	53	0	0
rg02_theta15p195_foil0	0	3	5	5	5	0	1	0	0	5	0
rg02_theta15p195_foil0	0	3	5	6	281	28	57	45	144	0	0
rg02_theta15p195_foil0	0	3	5	7	157	28	32	25	73	0	0
rg02_theta15p195_foil0	0	3	6	1	6	0	2	0	0	6	0
rg02_theta15p195_foil0	0	3	6	2	24	15	5	4	0	0	0
rg02_theta15p195_foil0	0	3	6	3	60	29	12	9	8	0	0
rg02_theta15p195_foil0	0	3	6	4	98	28	20	17	32	0	0
rg02_theta15p195_foil0	0	3	6	5	171	28	35	30	82	0	0
rg02_theta15p195_foil0	0	3	6	6	296	29	60	50	150	0	0
rg02_theta15p195_foil0	0	3	6	7	54	28	11	5	8	0	0
rg02_theta15p195_foil0	0	3	7	2	35	21	7	5	0	0	0
rg02_theta15p195_foil0	0	3	7	3	41	23	9	8	0	0	0
rg02_theta15p195_foil0	0	3	7	4	76	28	16	13	20	0	0
rg02_theta15p195_foil0	0	3	7	5	126	28	26	20	52	0	0
rg02_theta15p195_foil0	0	3	7	6	180	29	36	27	90	0	0
rg02_theta15p195_foil0	0	3	7	7	3	0	1	0	0	3	0
rg02_theta15p195_foil0	0	3	8	2	8	0	2	0	0	8	0
rg02_theta15p195_foil0	0	3	8	3	30	18	6	5	0	0	0
rg02_theta15p195_foil0	0	3	8	4	53	28	11	8	4	0	0
rg02_theta15p195_foil0	0	3	8	5	114	29	23	20	42	0	0
rg02_theta15p195_foil0	0	3	8	6	19	13	4	3	0	0	0
rg02_theta15p195_foil0	0	4	0	2	1	0	1	0	0	1	0
rg02_theta15p195_foil0	0	4	0	3	5	0	1	0	0	5	0
rg02_theta15p195_foil0	0	4	0	4	28	21	6	5	0	0	0
rg02_theta15p195_foil0	0	4	0	5	33	23	7	6	0	0	0
rg02_theta15p195_foil0	0	4	0	6	2	0	1	0	0	2	0
rg02_theta15p195_foil0	0	4	1	2	6	0	2	0	0	6	0
rg02_theta15p195_foil0	0	4	1	3	16	11	4	4	0	0	0
rg02_theta15p195_foil0	0	4	1	4	31	22	7	4	0	0	0
rg02_theta15p195_foil0	0	4	1	5	50	27	10	7	10	0	0
rg02_theta15p195_foil0	0	4	1	6	84	27	17	12	31	0	0
rg02_theta15p195_foil0	0	4	2	2	9	0	2	0	0	9	0
rg02_theta15p195_foil0	0	4	2	4	37	22	8	5	0	0	0
rg02_theta15p195_foil0	0	4	2	5	69	27	14	9	19	0	0
rg02_theta15p195_foil0	0	4	2	6	110	27	22	17	43	0	0
rg02_theta15p195_foil0	0	4	2	7	59	27	12	11	11	0	0
rg02_theta15p195_foil0	0	4	3	2	12	0	3	0	0	12	0
rg02_theta15p195_foil0	0	4	3	3	20	15	4	4	0	0	0
rg02_theta15p195_foil0	0	4	3	4	40	25	8	6	0	0	0
rg02_theta15p195_foil0	0	4	3	5	73	27	15	12	22	0	0
rg02_theta15p195_foil0	0	4	3	6	160	27	32	27	75	0	0
rg02_theta15p195_foil0	0	4	3	7	145	27	29	26	71	0	0
rg02_theta15p195_foil0	0	4	4	2	17	10	4	3	0	0	0
rg02_theta15p195_foil0	0	4	4	3	22	16	5	4	0	0	0
rg02_theta15p195_foil0	0	4	4	4	9	0	2	0	0	9	0
rg02_theta15p195_foil0	0	4	4	5	92	27	19	17	31	0	0
rg02_theta15p195_foil0	0	4	4	6	158	27	32	28	81	0	0
rg02_theta15p195_foil0	0	4	4	7	182	27	37	28	91	0	0
rg02_theta15p195_foil0	0	4	5	2	14	7	3	2	0	0	0
rg02_theta15p195_foil0	0	4	5	3	24	15	5	5	0	0	0
rg02_theta15p195_foil0	0	4	5	4	45	27	9	6	1	0	0
rg02_theta15p195_foil0	0	4	5	6	181	27	37	28	95	0	0
rg02_theta15p195_foil0	0	4	5	7	144	27	29	25	62	0	0
rg02_theta15p195_foil0	0	4	6	2	8	0	2	0	0	8	0
rg02_theta15p195_foil0	0	4	6	3	17	9	4	2	0	0	0
rg02_theta15p195_foil0	0	4	6	4	35	25	7	5	0	0	0
rg02_theta15p195_foil0	0	4	6	5	51	27	11	10	5	0	0
rg02_theta15p195_foil0	0	4	6	6	138	27	28	24	66	0	0
rg02_theta15p195_foil0	0	4	6	7	53	27	11	9	7	0	0
rg02_theta15p195_foil0	0	4	7	3	17	10	4	3	0	0	0
rg02_theta15p195_foil0	0	4	7	4	27	15	6	6	0	0	0
rg02_theta15p195_foil0	0	4	7	5	66	27	14	12	11	0	0
rg02_theta15p195_foil0	0	4	7	6	113	27	23	19	44	0	0
rg02_theta15p195_foil0	0	4	8	3	10	0	2	0	0	10	0
rg02_theta15p195_foil0	0	4	8	4	12	0	3	0	0	12	0
rg02_theta15p195_foil0	0	4	8	5	45	27	9	7	2	0	0
rg02_theta15p195_foil0	0	4	8	6	5	0	1	0	0	5	0
rg03_theta12p490_foilpm8	0	0	0	1	3	0	1	0	0	3	0
rg03_theta12p490_foilpm8	0	0	0	2	52	0	11	0	0	52	0
rg03_theta12p490_foilpm8	0	0	0	3	78	21	16	6	0	0	0
rg03_theta12p490_foilpm8	0	0	0	4	98	34	20	13	22	0	0
rg03_theta12p490_foilpm8	0	0	0	5	41	13	9	5	0	0	0
rg03_theta12p490_foilpm8	0	0	0	6	3	0	1	0	0	3	0
rg03_theta12p490_foilpm8	0	0	1	1	19	6	4	1	0	0	0
rg03_theta12p490_foilpm8	0	0	1	2	48	0	10	0	0	48	0
rg03_theta12p490_foilpm8	0	0	1	3	101	34	21	14	27	0	0
rg03_theta12p490_foilpm8	0	0	1	4	144	34	29	21	56	0	0
rg03_theta12p490_foilpm8	0	0	1	5	89	34	18	12	16	0	0
rg03_theta12p490_foilpm8	0	0	1	6	2	0	1	0	0	2	0
rg03_theta12p490_foilpm8	0	0	2	1	38	15	8	4	0	0	0
rg03_theta12p490_foilpm8	0	0	2	2	77	32	16	10	0	0	0
rg03_theta12p490_foilpm8	0	0	2	3	18	0	4	0	0	18	0
rg03_theta12p490_foilpm8	0	0	2	4	160	34	32	19	48	0	0
rg03_theta12p490_foilpm8	0	0	2	5	140	35	28	14	34	0	0
rg03_theta12p490_foilpm8	0	0	2	6	21	7	5	2	0	0	0
rg03_theta12p490_foilpm8	0	0	3	1	37	17	8	2	0	0	0
rg03_theta12p490_foilpm8	0	0	3	2	95	34	19	12	21	0	0
rg03_theta12p490_foilpm8	0	0	3	3	141	34	29	21	39	0	0
rg03_theta12p490_foilpm8	0	0	3	4	167	34	34	20	62	0	0
rg03_theta12p490_foilpm8	0	0	3	5	187	34	38	25	82	0	0
rg03_theta12p490_foilpm8	0	0	3	6	54	26	11	4	0	0	0
rg03_theta12p490_foilpm8	0	0	4	1	44	23	9	6	0	0	0
rg03_theta12p490_foilpm8	0	0	4	2	151	35	31	18	46	0	0
rg03_theta12p490_foilpm8	0	0	4	3	176	35	36	27	66	0	0
rg03_theta12p490_foilpm8	0	0	4	4	66	27	14	6	0	0	0
rg03_theta12p490_foilpm8	0	0	4	5	208	34	42	27	74	0	0
rg03_theta12p490_foilpm8	0	0	4	6	179	34	36	21	46	0	0
rg03_theta12p490_foilpm8	0	0	5	1	31	14	7	2	0	0	0
rg03_theta12p490_foilpm8	0	0	5	2	90	35	18	9	21	0	0
rg03_theta12p490_foilpm8	0	0	5	3	158	35	32	13	62	0	0
rg03_theta12p490_foilpm8	0	0	5	4	153	34	31	22	61	0	0
rg03_theta12p490_foilpm8	0	0	5	5	32	0	7	0	0	32	0
rg03_theta12p490_foilpm8	0	0	5	6	156	34	32	27	56	0	0
rg03_theta12p490_foilpm8	0	0	6	1	14	7	3	1	0	0	0
rg03_theta12p490_foilpm8	0	0	6	2	72	34	15	5	2	0	0
rg03_theta12p490_foilpm8	0	0	6	3	148	34	30	16	39	0	0
rg03_theta12p490_foilpm8	0	0	6	4	157	34	32	23	54	0	0
rg03_theta12p490_foilpm8	0	0	6	5	162	34	33	23	62	0	0
rg03_theta12p490_foilpm8	0	0	6	6	168	34	34	26	64	0	0
rg03_theta12p490_foilpm8	0	0	7	1	1	0	1	0	0	1	0
rg03_theta12p490_foilpm8	0	0	7	2	38	22	8	6	0	0	0
rg03_theta12p490_foilpm8	0	0	7	3	64	34	13	8	2	0	0
rg03_theta12p490_foilpm8	0	0	7	4	106	34	22	17	35	0	0
rg03_theta12p490_foilpm8	0	0	7	5	145	34	29	23	57	0	0
rg03_theta12p490_foilpm8	0	0	7	6	103	34	21	18	32	0	0
rg03_theta12p490_foilpm8	0	0	8	2	12	0	3	0	0	12	0
rg03_theta12p490_foilpm8	0	0	8	3	17	12	4	2	0	0	0
rg03_theta12p490_foilpm8	0	0	8	4	57	34	12	10	3	0	0
rg03_theta12p490_foilpm8	0	0	8	5	70	34	14	13	9	0	0
rg03_theta12p490_foilpm8	0	0	8	6	6	0	2	0	0	6	0
rg03_theta12p490_foilpm8	0	1	0	1	2	0	1	0	0	2	0
rg03_theta12p490_foilpm8	0	1	0	2	70	20	14	9	15	0	0
rg03_theta12p490_foilpm8	0	1	0	3	106	20	22	13	44	0	0
rg03_theta12p490_foilpm8	0	1	0	4	133	20	27	21	49	0	0
rg03_theta12p490_foilpm8	0	1	0	5	98	19	20	13	31	0	0
rg03_theta12p490_foilpm8	0	1	0	6	4	0	1	0	0	4	0
rg03_theta12p490_foilpm8	0	1	1	1	64	19	13	7	15	0	0
rg03_theta12p490_foilpm8	0	1	1	2	99	20	20	10	29	0	0
rg03_theta12p490_foilpm8	0	1	1	3	193	20	39	28	89	0	0
rg03_theta12p490_foilpm8	0	1	1	4	235	20	47	30	104	0	0
rg03_theta12p490_foilpm8	0	1	1	5	185	20	37	30	77	0	0
rg03_theta12p490_foilpm8	0	1	1	6	27	12	6	3	0	0	0
rg03_theta12p490_foilpm8	0	1	2	1	83	19	17	6	28	0	0
rg03_theta12p490_foilpm8	0	1	2	2	146	19	30	21	65	0	0
rg03_theta12p490_foilpm8	0	1	2	3	22	0	5	0	0	22	0
rg03_theta12p490_foilpm8	0	1	2	4	235	20	47	29	114	0	0
rg03_theta12p490_foilpm8	0	1	2	5	267	20	54	39	131	0	0
rg03_theta12p490_foilpm8	0	1	2	6	92	20	19	10	25	0	0
rg03_theta12p490_foilpm8	0	1	3	1	98	20	20	14	28	0	0
rg03_theta12p490_foilpm8	0	1	3	2	171	20	35	27	83	0	0
rg03_theta12p490_foilpm8	0	1	3	3	223	20	45	31	101	0	0
rg03_theta12p490_foilpm8	0	1	3	4	293	19	59	50	157	0	0
rg03_theta12p490_foilpm8	0	1	3	5	323	20	65	44	174	0	0
rg03_theta12p490_foilpm8	0	1	3	6	232	20	47	28	115	0	0
rg03_theta12p490_foilpm8	0	1	4	1	87	20	18	9	29	0	0
rg03_theta12p490_foilpm8	0	1	4	2	191	19	39	28	96	0	0
rg03_theta12p490_foilpm8	0	1	4	3	230	20	46	37	126	0	0
rg03_theta12p490_foilpm8	0	1	4	4	73	20	15	12	26	0	0
rg03_theta12p490_foilpm8	0	1	4	5	351	19	71	59	210	0	0
rg03_theta12p490_foilpm8	0	1	4	6	325	20	65	53	175	0	0
rg03_theta12p490_foilpm8	0	1	5	1	89	20	18	11	25	0	0
rg03_theta12p490_foilpm8	0	1	5	2	172	20	35	26	82	0	0
rg03_theta12p490_foilpm8	0	1	5	3	224	20	45	32	121	0	0
rg03_theta12p490_foilpm8	0	1	5	4	257	20	52	39	140	0	0
rg03_theta12p490_foilpm8	0	1	5	5	18	0	4	0	0	18	0
rg03_theta12p490_foilpm8	0	1	5	6	363	20	73	52	182	0	0
rg03_theta12p490_foilpm8	0	1	6	1	66	20	14	3	11	0	0
rg03_theta12p490_foilpm8	0	1	6	2	129	20	26	17	58	0	0
rg03_theta12p490_foilpm8	0	1	6	3	197	20	40	32	99	0	0
rg03_theta12p490_foilpm8	0	1	6	4	230	20	46	27	124	0	0
rg03_theta12p490_foilpm8	0	1	6	5	282	20	57	49	162	0	0
rg03_theta12p490_foilpm8	0	1	6	6	326	20	66	49	183	0	0
rg03_theta12p490_foilpm8	0	1	7	1	24	13	5	3	0	0	0
rg03_theta12p490_foilpm8	0	1	7	2	97	20	20	12	44	0	0
rg03_theta12p490_foilpm8	0	1	7	3	161	20	33	28	82	0	0
rg03_theta12p490_foilpm8	0	1	7	4	206	20	42	32	106	0	0
rg03_theta12p490_foilpm8	0	1	7	5	234	20	47	34	128	0	0
rg03_theta12p490_foilpm8	0	1	7	6	251	20	51	44	139	0	0
rg03_theta12p490_foilpm8	0	1	8	1	1	0	1	0	0	1	0
rg03_theta12p490_foilpm8	0	1	8	2	93	20	19	13	43	0	0
rg03_theta12p490_foilpm8	0	1	8	3	104	20	21	14	41	0	0
rg03_theta12p490_foilpm8	0	1	8	4	135	19	27	19	57	0	0
rg03_theta12p490_foilpm8	0	1	8	5	161	20	33	27	78	0	0
rg03_theta12p490_foilpm8	0	1	8	6	8	0	2	0	0	8	0
rg03_theta12p490_foilpm8	0	2	0	1	3	0	1	0	0	3	0
rg03_theta12p490_foilpm8	0	2	0	2	112	20	23	16	47	0	0
rg03_theta12p490_foilpm8	0	2	0	3	184	19	37	21	87	0	0
rg03_theta12p490_foilpm8	0	2	0	4	235	19	47	35	129	0	0
rg03_theta12p490_foilpm8	0	2	0	5	222	19	45	39	119	0	0
rg03_theta12p490_foilpm8	0	2	0	6	4	0	1	0	0	4	0
rg03_theta12p490_foilpm8	0	2	1	1	58	19	12	10	17	0	0
rg03_theta12p490_foilpm8	0	2	1	2	141	19	29	26	64	0	0
rg03_theta12p490_foilpm8	0	2	1	3	240	20	48	38	110	0	0
rg03_theta12p490_foilpm8	0	2	1	4	345	19	69	48	187	0	0
rg03_theta12p490_foilpm8	0	2	1	5	332	19	67	53	182	0	0
rg03_theta12p490_foilpm8	0	2	1	6	110	20	22	19	43	0	0
rg03_theta12p490_foilpm8	0	2	2	1	74	19	15	12	26	0	0
rg03_theta12p490_foilpm8	0	2	2	2	211	20	43	30	100	0	0
rg03_theta12p490_foilpm8	0	2	2	3	9	0	2	0	0	9	0
rg03_theta12p490_foilpm8	0	2	2	4	361	20	73	64	203	0	0
rg03_theta12p490_foilpm8	0	2	2	5	433	19	87	66	240	0	0
rg03_theta12p490_foilpm8	0	2	2	6	296	19	60	47	166	0	0
rg03_theta12p490_foilpm8	0	2	3	1	139	19	28	24	71	0	0
rg03_theta12p490_foilpm8	0	2	3	2	237	20	48	34	127	0	0
rg03_theta12p490_foilpm8	0	2	3	3	318	19	64	52	189	0	0
rg03_theta12p490_foilpm8	0	2	3	4	407	20	82	63	230	0	0
rg03_theta12p490_foilpm8	0	2	3	5	531	19	107	85	305	0	0
rg03_theta12p490_foilpm8	0	2	3	6	482	19	97	72	299	0	0
rg03_theta12p490_foilpm8	0	2	4	1	142	19	29	18	74	0	0
rg03_theta12p490_foilpm8	0	2	4	2	256	20	52	41	146	0	0
rg03_theta12p490_foilpm8	0	2	4	3	369	19	74	62	219	0	0
rg03_theta12p490_foilpm8	0	2	4	4	125	19	25	22	64	0	0
rg03_theta12p490_foilpm8	0	2	4	5	522	20	105	78	304	0	0
rg03_theta12p490_foilpm8	0	2	4	6	621	19	125	100	381	0	0
rg03_theta12p490_foilpm8	0	2	5	1	120	20	24	16	60	0	0
rg03_theta12p490_foilpm8	0	2	5	2	244	19	49	35	148	0	0
rg03_theta12p490_foilpm8	0	2	5	3	346	20	70	55	190	0	0
rg03_theta12p490_foilpm8	0	2	5	4	450	19	90	79	280	0	0
rg03_theta12p490_foilpm8	0	2	5	5	19	0	4	0	0	19	0
rg03_theta12p490_foilpm8	0	2	5	6	628	19	126	104	386	0	0
rg03_theta12p490_foilpm8	0	2	6	1	78	20	16	14	31	0	0
rg03_theta12p490_foilpm8	0	2	6	2	185	19	37	31	97	0	0
rg03_theta12p490_foilpm8	0	2	6	3	302	19	61	49	171	0	0
rg03_theta12p490_foilpm8	0	2	6	4	372	20	75	61	218	0	0
rg03_theta12p490_foilpm8	0	2	6	5	495	19	99	83	309	0	0
rg03_theta12p490_foilpm8	0	2	6	6	535	20	107	89	342	0	0
rg03_theta12p490_foilpm8	0	2	7	1	41	20	9	6	9	0	0
rg03_theta12p490_foilpm8	0	2	7	2	148	19	30	25	65	0	0
rg03_theta12p490_foilpm8	0	2	7	3	240	20	48	34	140	0	0
rg03_theta12p490_foilpm8	0	2	7	4	304	20	61	44	181	0	0
rg03_theta12p490_foilpm8	0	2	7	5	374	19	75	63	217	0	0
rg03_theta12p490_foilpm8	0	2	7	6	451	19	91	77	278	0	0
rg03_theta12p490_foilpm8	0	2	8	1	2	0	1	0	0	2	0
rg03_theta12p490_foilpm8	0	2	8	2	113	20	23	19	54	0	0
rg03_theta12p490_foilpm8	0	2	8	3	169	20	34	30	88	0	0
rg03_theta12p490_foilpm8	0	2	8	4	264	19	53	44	151	0	0
rg03_theta12p490_foilpm8	0	2	8	5	294	20	59	47	166	0	0
rg03_theta12p490_foilpm8	0	2	8	6	5	0	1	0	0	5	0
rg03_theta12p490_foilpm8	0	3	0	1	2	0	1	0	0	2	0
rg03_theta12p490_foilpm8	0	3	0	2	79	21	16	11	26	0	0
rg03_theta12p490_foilpm8	0	3	0	3	133	20	27	25	59	0	0
rg03_theta12p490_foilpm8	0	3	0	4	171	20	35	27	81	0	0
rg03_theta12p490_foilpm8	0	3	0	5	247	21	50	37	125	0	0
rg03_theta12p490_foilpm8	0	3	1	1	6	0	2	0	0	6	0
rg03_theta12p490_foilpm8	0	3	1	2	113	20	23	18	54	0	0
rg03_theta12p490_foilpm8	0	3	1	3	204	20	41	30	103	0	0
rg03_theta12p490_foilpm8	0	3	1	4	256	20	52	33	133	0	0
rg03_theta12p490_foilpm8	0	3	1	5	353	21	71	55	185	0	0
rg03_theta12p490_foilpm8	0	3	1	6	345	20	69	49	189	0	0
rg03_theta12p490_foilpm8	0	3	2	1	47	20	10	9	10	0	0
rg03_theta12p490_foilpm8	0	3	2	2	138	20	28	20	63	0	0
rg03_theta12p490_foilpm8	0	3	2	3	7	0	2	0	0	7	0
rg03_theta12p490_foilpm8	0	3	2	4	312	21	63	45	170	0	0
rg03_theta12p490_foilpm8	0	3	2	5	435	20	87	69	241	0	0
rg03_theta12p490_foilpm8	0	3	2	6	502	20	101	75	264	0	0
rg03_theta12p490_foilpm8	0	3	3	1	84	20	17	15	30	0	0
rg03_theta12p490_foilpm8	0	3	3	2	195	20	39	25	101	0	0
rg03_theta12p490_foilpm8	0	3	3	3	294	21	59	44	156	0	0
rg03_theta12p490_foilpm8	0	3	3	4	364	20	73	51	201	0	0
rg03_theta12p490_foilpm8	0	3	3	5	480	20	96	71	265	0	0
rg03_theta12p490_foilpm8	0	3	3	6	641	20	129	95	368	0	0
rg03_theta12p490_foilpm8	0	3	4	1	112	20	23	18	49	0	0
rg03_theta12p490_foilpm8	0	3	4	2	195	21	39	31	96	0	0
rg03_theta12p490_foilpm8	0	3	4	3	315	20	63	45	165	0	0
rg03_theta12p490_foilpm8	0	3	4	4	119	20	24	19	52	0	0
rg03_theta12p490_foilpm8	0	3	4	5	511	20	103	78	286	0	0
rg03_theta12p490_foilpm8	0	3	4	6	681	21	137	107	399	0	0
rg03_theta12p490_foilpm8	0	3	5	1	110	21	22	20	44	0	0
rg03_theta12p490_foilpm8	0	3	5	2	186	20	38	31	99	0	0
rg03_theta12p490_foilpm8	0	3	5	3	249	20	50	40	137	0	0
rg03_theta12p490_foilpm8	0	3	5	4	330	21	66	50	172	0	0
rg03_theta12p490_foilpm8	0	3	5	5	20	0	4	0	0	20	0
rg03_theta12p490_foilpm8	0	3	5	6	647	21	130	101	373	0	0
rg03_theta12p490_foilpm8	0	3	6	1	83	20	17	9	32	0	0
rg03_theta12p490_foilpm8	0	3	6	2	149	20	30	23	66	0	0
rg03_theta12p490_foilpm8	0	3	6	3	199	21	40	27	94	0	0
rg03_theta12p490_foilpm8	0	3	6	4	294	21	59	45	147	0	0
rg03_theta12p490_foilpm8	0	3	6	5	383	21	77	53	203	0	0
rg03_theta12p490_foilpm8	0	3	6	6	534	21	107	80	293	0	0
rg03_theta12p490_foilpm8	0	3	7	1	46	21	10	8	6	0	0
rg03_theta12p490_foilpm8	0	3	7	2	96	20	20	12	36	0	0
