rungroup	foil	ndel	xscol	yscol	total	fit	holdout	holdout_core	surplus	unsupported	excluded_core
rg03_theta12p490_foilpm8	0	3	7	3	186	21	38	29	85	0	0
rg03_theta12p490_foilpm8	0	3	7	4	247	20	50	41	135	0	0
rg03_theta12p490_foilpm8	0	3	7	5	316	20	64	50	169	0	0
rg03_theta12p490_foilpm8	0	3	7	6	470	20	94	70	265	0	0
rg03_theta12p490_foilpm8	0	3	8	2	76	20	16	10	27	0	0
rg03_theta12p490_foilpm8	0	3	8	3	139	20	28	21	63	0	0
rg03_theta12p490_foilpm8	0	3	8	4	174	21	35	24	81	0	0
rg03_theta12p490_foilpm8	0	3	8	5	275	20	55	42	140	0	0
rg03_theta12p490_foilpm8	0	3	8	6	5	0	1	0	0	5	0
rg03_theta12p490_foilpm8	0	4	0	2	43	24	9	9	4	0	0
rg03_theta12p490_foilpm8	0	4	0	3	77	24	16	15	27	0	0
rg03_theta12p490_foilpm8	0	4	0	4	128	24	26	18	56	0	0
rg03_theta12p490_foilpm8	0	4	0	5	197	24	40	29	96	0	0
rg03_theta12p490_foilpm8	0	4	1	1	8	0	2	0	0	8	0
rg03_theta12p490_foilpm8	0	4	1	2	54	24	11	7	11	0	0
rg03_theta12p490_foilpm8	0	4	1	3	104	24	21	18	41	0	0
rg03_theta12p490_foilpm8	0	4	1	4	182	24	37	28	83	0	0
rg03_theta12p490_foilpm8	0	4	1	5	234	24	47	36	120	0	0
rg03_theta12p490_foilpm8	0	4	1	6	312	25	63	44	166	0	0
rg03_theta12p490_foilpm8	0	4	2	1	30	18	6	5	0	0	0
rg03_theta12p490_foilpm8	0	4	2	2	81	24	17	12	23	0	0
rg03_theta12p490_foilpm8	0	4	2	3	1	0	1	0	0	1	0
rg03_theta12p490_foilpm8	0	4	2	4	237	24	48	41	123	0	0
rg03_theta12p490_foilpm8	0	4	2	5	312	24	63	51	168	0	0
rg03_theta12p490_foilpm8	0	4	2	6	369	24	74	60	213	0	0
rg03_theta12p490_foilpm8	0	4	3	1	72	24	15	13	21	0	0
rg03_theta12p490_foilpm8	0	4	3	2	72	24	15	6	21	0	0
rg03_theta12p490_foilpm8	0	4	3	3	179	24	36	28	89	0	0
rg03_theta12p490_foilpm8	0	4	3	4	259	24	52	41	137	0	0
rg03_theta12p490_foilpm8	0	4	3	5	356	24	72	57	192	0	0
rg03_theta12p490_foilpm8	0	4	3	6	484	24	97	76	265	0	0
rg03_theta12p490_foilpm8	0	4	4	1	78	24	16	13	27	0	0
rg03_theta12p490_foilpm8	0	4	4	2	100	24	20	15	37	0	0
rg03_theta12p490_foilpm8	0	4	4	3	171	24	35	27	86	0	0
rg03_theta12p490_foilpm8	0	4	4	4	56	24	12	8	14	0	0
rg03_theta12p490_foilpm8	0	4	4	5	366	24	74	55	204	0	0
rg03_theta12p490_foilpm8	0	4	4	6	480	24	96	79	276	0	0
rg03_theta12p490_foilpm8	0	4	5	1	43	24	9	7	5	0	0
rg03_theta12p490_foilpm8	0	4	5	2	89	24	18	12	33	0	0
rg03_theta12p490_foilpm8	0	4	5	3	160	24	32	23	78	0	0
rg03_theta12p490_foilpm8	0	4	5	4	247	24	50	37	124	0	0
rg03_theta12p490_foilpm8	0	4	5	5	4	0	1	0	0	4	0
rg03_theta12p490_foilpm8	0	4	5	6	477	24	96	80	260	0	0
rg03_theta12p490_foilpm8	0	4	6	1	37	22	8	7	0	0	0
rg03_theta12p490_foilpm8	0	4	6	2	95	24	19	14	35	0	0
rg03_theta12p490_foilpm8	0	4	6	3	148	24	30	25	63	0	0
rg03_theta12p490_foilpm8	0	4	6	4	237	24	48	37	121	0	0
rg03_theta12p490_foilpm8	0	4	6	5	295	25	59	50	158	0	0
rg03_theta12p490_foilpm8	0	4	6	6	455	24	91	77	246	0	0
rg03_theta12p490_foilpm8	0	4	7	1	14	9	3	3	0	0	0
rg03_theta12p490_foilpm8	0	4	7	2	53	24	11	7	9	0	0
rg03_theta12p490_foilpm8	0	4	7	3	104	24	21	19	40	0	0
rg03_theta12p490_foilpm8	0	4	7	4	163	24	33	24	73	0	0
rg03_theta12p490_foilpm8	0	4	7	5	263	24	53	43	135	0	0
rg03_theta12p490_foilpm8	0	4	7	6	288	24	58	46	147	0	0
rg03_theta12p490_foilpm8	0	4	8	2	20	13	4	3	0	0	0
rg03_theta12p490_foilpm8	0	4	8	3	67	24	14	13	19	0	0
rg03_theta12p490_foilpm8	0	4	8	4	122	24	25	20	47	0	0
rg03_theta12p490_foilpm8	0	4	8	5	176	24	36	27	92	0	0
rg03_theta12p490_foilpm8	0	4	8	6	1	0	1	0	0	1	0
rg03_theta12p490_foilpm8	1	0	0	3	37	24	8	7	4	0	0
rg03_theta12p490_foilpm8	1	0	0	4	51	24	11	8	5	0	0
rg03_theta12p490_foilpm8	1	0	0	5	82	24	17	13	24	0	0
rg03_theta12p490_foilpm8	1	0	0	6	97	24	20	15	42	0	0
rg03_theta12p490_foilpm8	1	0	0	7	2	0	1	0	0	2	0
rg03_theta12p490_foilpm8	1	0	1	2	27	10	6	4	0	0	0
rg03_theta12p490_foilpm8	1	0	1	3	66	24	14	7	14	0	0
rg03_theta12p490_foilpm8	1	0	1	4	93	23	19	12	29	0	0
rg03_theta12p490_foilpm8	1	0	1	5	111	24	23	17	36	0	0
rg03_theta12p490_foilpm8	1	0	1	6	138	23	28	22	54	0	0
rg03_theta12p490_foilpm8	1	0	1	7	84	24	17	10	24	0	0
rg03_theta12p490_foilpm8	1	0	2	2	58	24	12	4	8	0	0
rg03_theta12p490_foilpm8	1	0	2	3	9	0	2	0	0	9	0
rg03_theta12p490_foilpm8	1	0	2	4	104	24	21	17	37	0	0
rg03_theta12p490_foilpm8	1	0	2	5	151	24	31	23	68	0	0
rg03_theta12p490_foilpm8	1	0	2	6	163	24	33	26	75	0	0
rg03_theta12p490_foilpm8	1	0	2	7	116	24	24	18	53	0	0
rg03_theta12p490_foilpm8	1	0	3	2	75	24	15	10	15	0	0
rg03_theta12p490_foilpm8	1	0	3	3	99	24	20	16	34	0	0
rg03_theta12p490_foilpm8	1	0	3	4	138	24	28	17	63	0	0
rg03_theta12p490_foilpm8	1	0	3	5	179	24	36	26	89	0	0
rg03_theta12p490_foilpm8	1	0	3	6	203	24	41	34	96	0	0
rg03_theta12p490_foilpm8	1	0	3	7	244	24	49	37	125	0	0
rg03_theta12p490_foilpm8	1	0	4	2	52	24	11	6	4	0	0
rg03_theta12p490_foilpm8	1	0	4	3	92	23	19	12	34	0	0
rg03_theta12p490_foilpm8	1	0	4	4	35	22	7	4	0	0	0
rg03_theta12p490_foilpm8	1	0	4	5	172	24	35	25	87	0	0
rg03_theta12p490_foilpm8	1	0	4	6	197	24	40	34	96	0	0
rg03_theta12p490_foilpm8	1	0	4	7	246	24	50	38	126	0	0
rg03_theta12p490_foilpm8	1	0	5	2	61	24	13	6	8	0	0
rg03_theta12p490_foilpm8	1	0	5	3	87	23	18	12	30	0	0
rg03_theta12p490_foilpm8	1	0	5	4	143	24	29	22	67	0	0
rg03_theta12p490_foilpm8	1	0	5	5	7	0	2	0	0	7	0
rg03_theta12p490_foilpm8	1	0	5	6	215	24	43	32	110	0	0
rg03_theta12p490_foilpm8	1	0	5	7	224	24	45	35	114	0	0
rg03_theta12p490_foilpm8	1	0	6	2	34	16	7	4	0	0	0
rg03_theta12p490_foilpm8	1	0	6	3	71	23	15	14	20	0	0
rg03_theta12p490_foilpm8	1	0	6	4	128	24	26	15	46	0	0
rg03_theta12p490_foilpm8	1	0	6	5	128	23	26	23	55	0	0
rg03_theta12p490_foilpm8	1	0	6	6	184	24	37	26	82	0	0
rg03_theta12p490_foilpm8	1	0	6	7	182	23	37	28	87	0	0
rg03_theta12p490_foilpm8	1	0	7	2	12	0	3	0	0	12	0
rg03_theta12p490_foilpm8	1	0	7	3	31	21	7	5	0	0	0
rg03_theta12p490_foilpm8	1	0	7	4	74	24	15	12	23	0	0
rg03_theta12p490_foilpm8	1	0	7	5	94	23	19	15	40	0	0
rg03_theta12p490_foilpm8	1	0	7	6	148	24	30	21	65	0	0
rg03_theta12p490_foilpm8	1	0	7	7	132	23	27	18	52	0	0
rg03_theta12p490_foilpm8	1	0	8	3	11	0	3	0	0	11	0
rg03_theta12p490_foilpm8	1	0	8	4	24	0	5	0	0	24	0
rg03_theta12p490_foilpm8	1	0	8	5	59	23	12	6	15	0	0
rg03_theta12p490_foilpm8	1	0	8	6	73	24	15	12	23	0	0
rg03_theta12p490_foilpm8	1	0	8	7	9	0	2	0	0	9	0
rg03_theta12p490_foilpm8	1	1	0	3	48	21	10	9	10	0	0
rg03_theta12p490_foilpm8	1	1	0	4	65	21	13	8	18	0	0
rg03_theta12p490_foilpm8	1	1	0	5	114	21	23	15	51	0	0
rg03_theta12p490_foilpm8	1	1	0	6	123	21	25	16	51	0	0
rg03_theta12p490_foilpm8	1	1	0	7	1	0	1	0	0	1	0
rg03_theta12p490_foilpm8	1	1	1	2	25	16	5	3	0	0	0
rg03_theta12p490_foilpm8	1	1	1	3	69	22	14	13	24	0	0
rg03_theta12p490_foilpm8	1	1	1	4	102	22	21	13	47	0	0
rg03_theta12p490_foilpm8	1	1	1	5	155	21	31	24	77	0	0
rg03_theta12p490_foilpm8	1	1	1	6	185	21	37	28	99	0	0
rg03_theta12p490_foilpm8	1	1	1	7	205	21	41	35	108	0	0
rg03_theta12p490_foilpm8	1	1	2	2	66	21	14	13	20	0	0
rg03_theta12p490_foilpm8	1	1	2	3	1	0	1	0	0	1	0
rg03_theta12p490_foilpm8	1	1	2	4	127	21	26	20	62	0	0
rg03_theta12p490_foilpm8	1	1	2	5	207	22	42	35	117	0	0
rg03_theta12p490_foilpm8	1	1	2	6	269	22	54	38	147	0	0
rg03_theta12p490_foilpm8	1	1	2	7	302	21	61	49	168	0	0
rg03_theta12p490_foilpm8	1	1	3	2	62	21	13	12	20	0	0
rg03_theta12p490_foilpm8	1	1	3	3	111	21	23	15	53	0	0
rg03_theta12p490_foilpm8	1	1	3	4	144	21	29	23	72	0	0
rg03_theta12p490_foilpm8	1	1	3	5	231	21	47	36	133	0	0
rg03_theta12p490_foilpm8	1	1	3	6	299	22	60	47	165	0	0
rg03_theta12p490_foilpm8	1	1	3	7	371	21	75	57	210	0	0
rg03_theta12p490_foilpm8	1	1	4	2	82	21	17	11	28	0	0
rg03_theta12p490_foilpm8	1	1	4	3	126	21	26	22	58	0	0
rg03_theta12p490_foilpm8	1	1	4	4	43	21	9	8	9	0	0
rg03_theta12p490_foilpm8	1	1	4	5	273	22	55	46	162	0	0
rg03_theta12p490_foilpm8	1	1	4	6	340	21	68	58	204	0	0
rg03_theta12p490_foilpm8	1	1	4	7	342	21	69	59	210	0	0
rg03_theta12p490_foilpm8	1	1	5	2	78	21	16	12	29	0	0
rg03_theta12p490_foilpm8	1	1	5	3	103	22	21	19	45	0	0
rg03_theta12p490_foilpm8	1	1	5	4	169	21	34	33	91	0	0
rg03_theta12p490_foilpm8	1	1	5	5	7	0	2	0	0	7	0
rg03_theta12p490_foilpm8	1	1	5	6	304	21	61	47	183	0	0
rg03_theta12p490_foilpm8	1	1	5	7	362	21	73	60	210	0	0
rg03_theta12p490_foilpm8	1	1	6	2	48	22	10	8	9	0	0
rg03_theta12p490_foilpm8	1	1	6	3	103	21	21	15	38	0	0
rg03_theta12p490_foilpm8	1	1	6	4	159	21	32	22	86	0	0
rg03_theta12p490_foilpm8	1	1	6	5	202	21	41	32	110	0	0
rg03_theta12p490_foilpm8	1	1	6	6	282	21	57	44	161	0	0
rg03_theta12p490_foilpm8	1	1	6	7	343	21	69	51	209	0	0
rg03_theta12p490_foilpm8	1	1	7	2	34	21	7	6	4	0	0
rg03_theta12p490_foilpm8	1	1	7	3	85	21	17	12	33	0	0
rg03_theta12p490_foilpm8	1	1	7	4	108	21	22	18	53	0	0
rg03_theta12p490_foilpm8	1	1	7	5	175	22	35	23	88	0	0
rg03_theta12p490_foilpm8	1	1	7	6	192	21	39	31	96	0	0
rg03_theta12p490_foilpm8	1	1	7	7	210	21	42	34	115	0	0
rg03_theta12p490_foilpm8	1	1	8	3	53	21	11	8	11	0	0
rg03_theta12p490_foilpm8	1	1	8	4	77	21	16	14	28	0	0
rg03_theta12p490_foilpm8	1	1	8	5	106	21	22	15	43	0	0
rg03_theta12p490_foilpm8	1	1	8	6	151	21	31	23	67	0	0
rg03_theta12p490_foilpm8	1	1	8	7	5	0	1	0	0	5	0
rg03_theta12p490_foilpm8	1	2	0	3	38	21	8	7	2	0	0
rg03_theta12p490_foilpm8	1	2	0	4	63	21	13	10	20	0	0
rg03_theta12p490_foilpm8	1	2	0	5	146	21	30	22	71	0	0
rg03_theta12p490_foilpm8	1	2	0	6	165	21	33	25	92	0	0
rg03_theta12p490_foilpm8	1	2	0	7	1	0	1	0	0	1	0
rg03_theta12p490_foilpm8	1	2	1	2	35	21	7	6	1	0	0
rg03_theta12p490_foilpm8	1	2	1	3	83	21	17	12	22	0	0
rg03_theta12p490_foilpm8	1	2	1	4	163	21	33	22	82	0	0
rg03_theta12p490_foilpm8	1	2	1	5	243	21	49	42	129	0	0
rg03_theta12p490_foilpm8	1	2	1	6	298	21	60	37	154	0	0
rg03_theta12p490_foilpm8	1	2	1	7	328	21	66	50	207	0	0
rg03_theta12p490_foilpm8	1	2	2	2	65	21	13	7	22	0	0
rg03_theta12p490_foilpm8	1	2	2	3	1	0	1	0	0	1	0
rg03_theta12p490_foilpm8	1	2	2	4	171	20	35	29	90	0	0
rg03_theta12p490_foilpm8	1	2	2	5	311	21	63	52	181	0	0
rg03_theta12p490_foilpm8	1	2	2	6	425	21	85	66	251	0	0
rg03_theta12p490_foilpm8	1	2	2	7	486	21	98	84	308	0	0
rg03_theta12p490_foilpm8	1	2	3	2	97	21	20	15	45	0	0
rg03_theta12p490_foilpm8	1	2	3	3	123	21	25	21	50	0	0
rg03_theta12p490_foilpm8	1	2	3	4	247	21	50	37	135	0	0
rg03_theta12p490_foilpm8	1	2	3	5	357	21	72	54	210	0	0
rg03_theta12p490_foilpm8	1	2	3	6	505	20	101	84	304	0	0
rg03_theta12p490_foilpm8	1	2	3	7	537	21	108	95	338	0	0
rg03_theta12p490_foilpm8	1	2	4	2	87	20	18	14	37	0	0
rg03_theta12p490_foilpm8	1	2	4	3	151	21	31	25	70	0	0
rg03_theta12p490_foilpm8	1	2	4	4	69	21	14	11	26	0	0
rg03_theta12p490_foilpm8	1	2	4	5	404	21	81	70	234	0	0
rg03_theta12p490_foilpm8	1	2	4	6	593	20	119	97	366	0	0
rg03_theta12p490_foilpm8	1	2	4	7	650	21	130	107	418	0	0
rg03_theta12p490_foilpm8	1	2	5	2	76	21	16	11	28	0	0
rg03_theta12p490_foilpm8	1	2	5	3	144	21	29	19	74	0	0
rg03_theta12p490_foilpm8	1	2	5	4	251	21	51	37	146	0	0
rg03_theta12p490_foilpm8	1	2	5	5	5	0	1	0	0	5	0
rg03_theta12p490_foilpm8	1	2	5	6	510	21	102	79	311	0	0
rg03_theta12p490_foilpm8	1	2	5	7	573	21	115	101	369	0	0
rg03_theta12p490_foilpm8	1	2	6	2	59	21	12	10	21	0	0
rg03_theta12p490_foilpm8	1	2	6	3	121	21	25	22	58	0	0
rg03_theta12p490_foilpm8	1	2	6	4	218	21	44	33	128	0	0
rg03_theta12p490_foilpm8	1	2	6	5	299	21	60	51	178	0	0
rg03_theta12p490_foilpm8	1	2	6	6	447	21	90	66	283	0	0
rg03_theta12p490_foilpm8	1	2	6	7	554	21	111	100	356	0	0
rg03_theta12p490_foilpm8	1	2	7	2	34	21	7	5	0	0	0
rg03_theta12p490_foilpm8	1	2	7	3	98	20	20	17	49	0	0
rg03_theta12p490_foilpm8	1	2	7	4	197	20	40	34	114	0	0
rg03_theta12p490_foilpm8	1	2	7	5	237	21	48	36	133	0	0
rg03_theta12p490_foilpm8	1	2	7	6	336	20	68	51	193	0	0
rg03_theta12p490_foilpm8	1	2	7	7	367	20	74	66	209	0	0
rg03_theta12p490_foilpm8	1	2	8	2	1	0	1	0	0	1	0
rg03_theta12p490_foilpm8	1	2	8	3	69	20	14	13	24	0	0
rg03_theta12p490_foilpm8	1	2	8	4	128	21	26	18	65	0	0
rg03_theta12p490_foilpm8	1	2	8	5	154	21	31	25	81	0	0
rg03_theta12p490_foilpm8	1	2	8	6	248	21	50	42	136	0	0
rg03_theta12p490_foilpm8	1	2	8	7	6	0	2	0	0	6	0
rg03_theta12p490_foilpm8	1	3	0	2	1	0	1	0	0	1	0
rg03_theta12p490_foilpm8	1	3	0	3	27	15	6	3	0	0	0
rg03_theta12p490_foilpm8	1	3	0	4	43	24	9	5	2	0	0
rg03_theta12p490_foilpm8	1	3	0	5	118	24	24	19	49	0	0
rg03_theta12p490_foilpm8	1	3	0	6	165	25	33	24	78	0	0
rg03_theta12p490_foilpm8	1	3	0	7	1	0	1	0	0	1	0
rg03_theta12p490_foilpm8	1	3	1	2	33	22	7	5	0	0	0
rg03_theta12p490_foilpm8	1	3	1	3	52	25	11	7	5	0	0
rg03_theta12p490_foilpm8	1	3	1	4	97	24	20	16	35	0	0
rg03_theta12p490_foilpm8	1	3	1	5	165	25	33	24	76	0	0
rg03_theta12p490_foilpm8	1	3	1	6	260	24	52	40	143	0	0
rg03_theta12p490_foilpm8	1	3	1	7	288	24	58	44	156	0	0
rg03_theta12p490_foilpm8	1	3	2	2	51	24	11	9	2	0	0
rg03_theta12p490_foilpm8	1	3	2	3	1	0	1	0	0	1	0
rg03_theta12p490_foilpm8	1	3	2	4	159	24	32	20	73	0	0
rg03_theta12p490_foilpm8	1	3	2	5	232	24	47	35	119	0	0
rg03_theta12p490_foilpm8	1	3	2	6	346	24	70	59	189	0	0
rg03_theta12p490_foilpm8	1	3	2	7	414	24	83	73	231	0	0
rg03_theta12p490_foilpm8	1	3	3	2	59	25	12	10	16	0	0
rg03_theta12p490_foilpm8	1	3	3	3	116	24	24	17	39	0	0
rg03_theta12p490_foilpm8	1	3	3	4	200	24	40	33	101	0	0
rg03_theta12p490_foilpm8	1	3	3	5	304	24	61	46	155	0	0
rg03_theta12p490_foilpm8	1	3	3	6	460	24	92	75	262	0	0
rg03_theta12p490_foilpm8	1	3	3	7	572	24	115	95	344	0	0
rg03_theta12p490_foilpm8	1	3	4	2	53	24	11	8	6	0	0
rg03_theta12p490_foilpm8	1	3	4	3	100	25	20	16	32	0	0
rg03_theta12p490_foilpm8	1	3	4	4	46	25	10	7	1	0	0
rg03_theta12p490_foilpm8	1	3	4	5	330	24	66	58	192	0	0
rg03_theta12p490_foilpm8	1	3	4	6	463	24	93	72	260	0	0
rg03_theta12p490_foilpm8	1	3	4	7	621	24	125	96	358	0	0
rg03_theta12p490_foilpm8	1	3	5	2	17	9	4	2	0	0	0
rg03_theta12p490_foilpm8	1	3	5	3	98	24	20	18	36	0	0
rg03_theta12p490_foilpm8	1	3	5	4	207	24	42	30	107	0	0
rg03_theta12p490_foilpm8	1	3	5	5	3	0	1	0	0	3	0
rg03_theta12p490_foilpm8	1	3	5	6	468	24	94	75	275	0	0
rg03_theta12p490_foilpm8	1	3	5	7	556	24	112	88	327	0	0
rg03_theta12p490_foilpm8	1	3	6	2	13	9	3	2	0	0	0
rg03_theta12p490_foilpm8	1	3	6	3	84	25	17	9	25	0	0
rg03_theta12p490_foilpm8	1	3	6	4	157	24	32	22	72	0	0
rg03_theta12p490_foilpm8	1	3	6	5	260	24	52	39	138	0	0
rg03_theta12p490_foilpm8	1	3	6	6	351	24	71	55	192	0	0
rg03_theta12p490_foilpm8	1	3	6	7	464	24	93	80	272	0	0
rg03_theta12p490_foilpm8	1	3	7	2	22	13	5	2	0	0	0
rg03_theta12p490_foilpm8	1	3	7	3	66	24	14	12	19	0	0
rg03_theta12p490_foilpm8	1	3	7	4	108	24	22	17	42	0	0
rg03_theta12p490_foilpm8	1	3	7	5	184	25	37	28	87	0	0
rg03_theta12p490_foilpm8	1	3	7	6	273	24	55	44	148	0	0
rg03_theta12p490_foilpm8	1	3	7	7	345	24	69	55	198	0	0
rg03_theta12p490_foilpm8	1	3	8	2	1	0	1	0	0	1	0
rg03_theta12p490_foilpm8	1	3	8	3	60	25	12	11	11	0	0
rg03_theta12p490_foilpm8	1	3	8	4	82	24	17	14	30	0	0
rg03_theta12p490_foilpm8	1	3	8	5	119	24	24	19	49	0	0
rg03_theta12p490_foilpm8	1	3	8	6	182	24	37	31	94	0	0
rg03_theta12p490_foilpm8	1	3	8	7	3	0	1	0	0	3	0
rg03_theta12p490_foilpm8	1	4	0	3	11	0	3	0	0	11	0
rg03_theta12p490_foilpm8	1	4	0	4	36	24	8	6	0	0	0
rg03_theta12p490_foilpm8	1	4	0	5	72	38	15	15	8	0	0
rg03_theta12p490_foilpm8	1	4	0	6	97	38	20	17	25	0	0
rg03_theta12p490_foilpm8	1	4	0	7	2	0	1	0	0	2	0
rg03_theta12p490_foilpm8	1	4	1	2	12	0	3	0	0	12	0
rg03_theta12p490_foilpm8	1	4	1	3	31	18	7	6	0	0	0
rg03_theta12p490_foilpm8	1	4	1	4	47	29	10	7	0	0	0
rg03_theta12p490_foilpm8	1	4	1	5	131	38	27	22	45	0	0
rg03_theta12p490_foilpm8	1	4	1	6	204	38	41	29	90	0	0
rg03_theta12p490_foilpm8	1	4	1	7	213	38	43	33	90	0	0
rg03_theta12p490_foilpm8	1	4	2	2	38	18	8	7	0	0	0
rg03_theta12p490_foilpm8	1	4	2	4	91	38	19	12	22	0	0
rg03_theta12p490_foilpm8	1	4	2	5	150	38	30	24	58	0	0
rg03_theta12p490_foilpm8	1	4	2	6	220	38	44	33	100	0	0
rg03_theta12p490_foilpm8	1	4	2	7	327	38	66	50	169	0	0
rg03_theta12p490_foilpm8	1	4	3	2	31	15	7	6	0	0	0
rg03_theta12p490_foilpm8	1	4	3	3	63	38	13	10	4	0	0
rg03_theta12p490_foilpm8	1	4	3	4	122	38	25	19	40	0	0
rg03_theta12p490_foilpm8	1	4	3	5	213	38	43	32	98	0	0
rg03_theta12p490_foilpm8	1	4	3	6	295	38	59	47	154	0	0
rg03_theta12p490_foilpm8	1	4	3	7	403	39	81	69	226	0	0
rg03_theta12p490_foilpm8	1	4	4	2	28	17	6	4	0	0	0
rg03_theta12p490_foilpm8	1	4	4	3	42	29	9	5	0	0	0
rg03_theta12p490_foilpm8	1	4	4	4	33	23	7	7	0	0	0
rg03_theta12p490_foilpm8	1	4	4	5	198	38	40	30	88	0	0
rg03_theta12p490_foilpm8	1	4	4	6	343	38	69	54	174	0	0
rg03_theta12p490_foilpm8	1	4	4	7	435	38	87	66	240	0	0
rg03_theta12p490_foilpm8	1	4	5	2	16	11	4	3	0	0	0
rg03_theta12p490_foilpm8	1	4	5	3	58	38	12	9	1	0	0
rg03_theta12p490_foilpm8	1	4	5	4	106	38	22	15	38	0	0
rg03_theta12p490_foilpm8	1	4	5	5	2	0	1	0	0	2	0
rg03_theta12p490_foilpm8	1	4	5	6	297	38	60	47	148	0	0
rg03_theta12p490_foilpm8	1	4	5	7	435	38	87	67	232	0	0
rg03_theta12p490_foilpm8	1	4	6	2	16	10	4	4	0	0	0
rg03_theta12p490_foilpm8	1	4	6	3	41	25	9	7	0	0	0
rg03_theta12p490_foilpm8	1	4	6	4	80	38	16	11	13	0	0
rg03_theta12p490_foilpm8	1	4	6	5	164	38	33	19	63	0	0
rg03_theta12p490_foilpm8	1	4	6	6	263	38	53	37	133	0	0
rg03_theta12p490_foilpm8	1	4	6	7	372	38	75	56	204	0	0
rg03_theta12p490_foilpm8	1	4	7	2	13	6	3	2	0	0	0
rg03_theta12p490_foilpm8	1	4	7	3	50	31	10	9	0	0	0
rg03_theta12p490_foilpm8	1	4	7	4	50	30	10	7	0	0	0
rg03_theta12p490_foilpm8	1	4	7	5	96	38	20	16	25	0	0
rg03_theta12p490_foilpm8	1	4	7	6	190	38	38	31	75	0	0
rg03_theta12p490_foilpm8	1	4	7	7	242	38	49	43	121	0	0
rg03_theta12p490_foilpm8	1	4	8	3	12	0	3	0	0	12	0
rg03_theta12p490_foilpm8	1	4	8	4	39	23	8	4	0	0	0
rg03_theta12p490_foilpm8	1	4	8	5	55	38	11	7	1	0	0
rg03_theta12p490_foilpm8	1	4	8	6	89	38	18	13	24	0	0
rg03_theta12p490_foilpm8	1	4	8	7	3	0	1	0	0	3	0
rg04_theta15p195_foilpm3	0	0	0	2	14	8	3	1	0	0	0
rg04_theta15p195_foilpm3	0	0	0	3	24	16	5	4	0	0	0
rg04_theta15p195_foilpm3	0	0	0	4	29	18	6	4	0	0	0
rg04_theta15p195_foilpm3	0	0	0	5	19	13	4	3	0	0	0
rg04_theta15p195_foilpm3	0	0	0	6	1	0	1	0	0	1	0
rg04_theta15p195_foilpm3	0	0	1	2	9	0	2	0	0	9	0
rg04_theta15p195_foilpm3	0	0	1	3	31	19	7	3	0	0	0
rg04_theta15p195_foilpm3	0	0	1	4	41	22	9	7	2	0	0
rg04_theta15p195_foilpm3	0	0	1	5	35	22	7	7	1	0	0
rg04_theta15p195_foilpm3	0	0	1	6	4	0	1	0	0	4	0
rg04_theta15p195_foilpm3	0	0	2	2	25	15	5	2	0	0	0
rg04_theta15p195_foilpm3	0	0	2	3	3	0	1	0	0	3	0
rg04_theta15p195_foilpm3	0	0	2	4	38	20	8	5	0	0	0
rg04_theta15p195_foilpm3	0	0	2	5	38	18	8	4	0	0	0
rg04_theta15p195_foilpm3	0	0	2	6	33	17	7	5	0	0	0
rg04_theta15p195_foilpm3	0	0	3	2	39	15	8	2	0	0	0
rg04_theta15p195_foilpm3	0	0	3	3	53	22	11	9	12	0	0
rg04_theta15p195_foilpm3	0	0	3	4	69	22	14	11	12	0	0
rg04_theta15p195_foilpm3	0	0	3	5	60	22	12	6	9	0	0
rg04_theta15p195_foilpm3	0	0	3	6	70	22	14	5	14	0	0
rg04_theta15p195_foilpm3	0	0	4	2	27	15	6	5	0	0	0
rg04_theta15p195_foilpm3	0	0	4	3	35	22	7	5	0	0	0
rg04_theta15p195_foilpm3	0	0	4	4	16	9	4	3	0	0	0
rg04_theta15p195_foilpm3	0	0	4	5	55	22	11	8	16	0	0
rg04_theta15p195_foilpm3	0	0	4	6	72	22	15	10	23	0	0
rg04_theta15p195_foilpm3	0	0	5	2	34	22	7	3	1	0	0
rg04_theta15p195_foilpm3	0	0	5	3	40	22	8	7	0	0	0
rg04_theta15p195_foilpm3	0	0	5	4	60	22	12	10	14	0	0
rg04_theta15p195_foilpm3	0	0	5	5	3	0	1	0	0	3	0
rg04_theta15p195_foilpm3	0	0	5	6	63	22	13	12	13	0	0
rg04_theta15p195_foilpm3	0	0	6	2	13	7	3	2	0	0	0
rg04_theta15p195_foilpm3	0	0	6	3	28	16	6	5	0	0	0
rg04_theta15p195_foilpm3	0	0	6	4	42	22	9	5	1	0	0
rg04_theta15p195_foilpm3	0	0	6	5	62	22	13	5	19	0	0
rg04_theta15p195_foilpm3	0	0	6	6	66	22	14	9	19	0	0
rg04_theta15p195_foilpm3	0	0	7	2	7	0	2	0	0	7	0
rg04_theta15p195_foilpm3	0	0	7	3	28	13	6	4	0	0	0
rg04_theta15p195_foilpm3	0	0	7	4	37	14	8	4	0	0	0
rg04_theta15p195_foilpm3	0	0	7	5	57	22	12	8	9	0	0
rg04_theta15p195_foilpm3	0	0	7	6	48	22	10	9	9	0	0
rg04_theta15p195_foilpm3	0	0	8	2	1	0	1	0	0	1	0
rg04_theta15p195_foilpm3	0	0	8	3	2	0	1	0	0	2	0
rg04_theta15p195_foilpm3	0	0	8	4	10	0	2	0	0	10	0
rg04_theta15p195_foilpm3	0	0	8	5	16	11	4	4	0	0	0
rg04_theta15p195_foilpm3	0	1	0	2	18	11	4	3	0	0	0
