method	foil_z_cm	N	target	units	training_count	heldout_count	training_residual_rms	heldout_residual_rms	heldout_change_from_reference_percent
current_XTX	-8.0	84	xptar	mrad	44310	36160	2.2803930272622117	2.229416692615861	0.04536156662744428
current_XTX	-8.0	84	ytar	cm	44310	36160	0.16246098365180736	0.15820128218563326	2.6866709033571023
current_XTX	-8.0	84	yptar	mrad	44310	36160	1.128211545911501	1.0963053979211566	0.6360891395899904
current_XTX	-8.0	85	xptar	mrad	44310	36160	2.280564608674922	2.2291995100438653	0.0356154707032319
current_XTX	-8.0	85	ytar	cm	44310	36160	0.16246709525355	0.15820073483481123	2.6863156241017316
current_XTX	-8.0	85	yptar	mrad	44310	36160	1.1282463606324011	1.0963554130622835	0.6406803130078353
current_XTX	-8.0	86	xptar	mrad	44310	36160	2.2805889746108954	2.2292663041806677	0.03861286620541193
current_XTX	-8.0	86	ytar	cm	44310	36160	0.16243306848524933	0.15817706276609836	2.670950350850232
current_XTX	-8.0	86	yptar	mrad	44310	36160	1.1282125630802304	1.096318497800735	0.6372916518201155
current_XTX	-8.0	87	xptar	mrad	44310	36160	2.2805420390284623	2.2296013167058035	0.05364659647106862
current_XTX	-8.0	87	ytar	cm	44310	36160	0.16246057728715874	0.15821107905082643	2.6930299382402323
current_XTX	-8.0	87	yptar	mrad	44310	36160	1.1282706202376243	1.0964085717776761	0.6455600529333472
current_XTX	-8.0	88	xptar	mrad	44310	36160	2.2792662674272695	2.228903323426336	0.02232405804802884
current_XTX	-8.0	88	ytar	cm	44310	36160	0.1621888711888548	0.1578931088921771	2.4866390886388867
current_XTX	-8.0	88	yptar	mrad	44310	36160	1.1277348248800791	1.095652249922467	0.5761329810760163
current_XTX	-8.0	89	xptar	mrad	44310	36160	2.2791549248354634	2.2288698864071224	0.020823567499084206
current_XTX	-8.0	89	ytar	cm	44310	36160	0.16231219497279825	0.1579679129987245	2.5351935918966007
current_XTX	-8.0	89	yptar	mrad	44310	36160	1.127805262596046	1.0955675999424752	0.5683624793998865
current_XTX	-8.0	90	xptar	mrad	44310	36160	2.2792754364940886	2.228036816688005	-0.016560543571453312
current_XTX	-8.0	90	ytar	cm	44310	36160	0.1621761663523734	0.15785431934463037	2.461461230100781
current_XTX	-8.0	90	yptar	mrad	44310	36160	1.1275720302971806	1.0953966654485172	0.5526714329053384
current_XTX	-8.0	91	xptar	mrad	44310	36160	2.2791520538343892	2.228007792392467	-0.017863012576435633
current_XTX	-8.0	91	ytar	cm	44310	36160	0.16241864930007605	0.15803170380239462	2.5765994842676054
current_XTX	-8.0	91	yptar	mrad	44310	36160	1.1286876004746325	1.096283662661269	0.6340939368338461
current_XTX	-8.0	92	xptar	mrad	44310	36160	2.2794157320831907	2.227766668800068	-0.02868346487846507
current_XTX	-8.0	92	ytar	cm	44310	36160	0.16241787509757216	0.15812641108208486	2.638072913100453
current_XTX	-8.0	92	yptar	mrad	44310	36160	1.1287398735757395	1.096565423980877	0.6599584061048436
current_XTX	-8.0	93	xptar	mrad	44310	36160	2.2783767354467184	2.2307126816116982	0.1035192399347018
current_XTX	-8.0	93	ytar	cm	44310	36160	0.16187870905247395	0.15767923832245087	2.3478181100350826
current_XTX	-8.0	93	yptar	mrad	44310	36160	1.1282555941485202	1.0961547353680892	0.6222589695030312
current_XTX	-8.0	94	xptar	mrad	44310	36160	2.278892785366372	2.231135159692748	0.1224779983007851
current_XTX	-8.0	94	ytar	cm	44310	36160	0.16197976951065787	0.15775382183621556	2.3962294290013952
current_XTX	-8.0	94	yptar	mrad	44310	36160	1.1282768142830675	1.0961597394376716	0.6227183214258858
current_XTX	-8.0	95	xptar	mrad	44310	36160	2.2790330715683305	2.2311259379883897	0.12206417312854434
current_XTX	-8.0	95	ytar	cm	44310	36160	0.1618785411656943	0.15766353715045958	2.3376266560924064
current_XTX	-8.0	95	yptar	mrad	44310	36160	1.1279804418626698	1.0959042616005865	0.5992665620576876
current_XTX	-8.0	96	xptar	mrad	44310	36160	2.279077100697795	2.231306172155291	0.13015220460961263
current_XTX	-8.0	96	ytar	cm	44310	36160	0.16200522656267957	0.15779388747851456	2.4222355862742573
current_XTX	-8.0	96	yptar	mrad	44310	36160	1.1282837866439992	1.0961931795350783	0.625787977590897
current_XTX	-8.0	97	xptar	mrad	44310	36160	2.277660829780041	2.229962217111783	0.06984204872788613
current_XTX	-8.0	97	ytar	cm	44310	36160	0.16195419861346474	0.15772538685419796	2.3777726023546997
current_XTX	-8.0	97	yptar	mrad	44310	36160	1.1282741674845551	1.096097000347581	0.6169591445807532
current_XTX	-8.0	98	xptar	mrad	44310	36160	2.277664758273492	2.2302386200421735	0.0822456658715831
current_XTX	-8.0	98	ytar	cm	44310	36160	0.16212812164646387	0.15783240962026315	2.447239874719842
current_XTX	-8.0	98	yptar	mrad	44310	36160	1.1282796386678597	1.096195317273914	0.6259842127607884
current_XTX	-8.0	99	xptar	mrad	44310	36160	2.2776188142048417	2.230217603705109	0.0813025550357338
current_XTX	-8.0	99	ytar	cm	44310	36160	0.16206479952274852	0.1577748690409917	2.409890932627823
current_XTX	-8.0	99	yptar	mrad	44310	36160	1.1282526897278438	1.0961445628479483	0.6213251761954197
current_XTX	-8.0	100	xptar	mrad	44310	36160	2.2777115191538697	2.230301937051531	0.08508702483127628
current_XTX	-8.0	100	ytar	cm	44310	36160	0.1621575013557184	0.1578593368515999	2.4647180373770228
current_XTX	-8.0	100	yptar	mrad	44310	36160	1.1282727188670931	1.0961862947460532	0.6251559837656684
current_XTX	-8.0	101	xptar	mrad	44310	36160	2.277440907697516	2.2305906213502364	0.09804176996182079
current_XTX	-8.0	101	ytar	cm	44310	36160	0.16175653283540928	0.15758050277101318	2.2837299753697193
current_XTX	-8.0	101	yptar	mrad	44310	36160	1.1270812944321138	1.0953834494216117	0.5514582588534322
current_XTX	-8.0	102	xptar	mrad	44310	36160	2.2774524407435233	2.2305422870148646	0.09587276042923865
current_XTX	-8.0	102	ytar	cm	44310	36160	0.16147160865447893	0.1574967737049991	2.22938238141821
current_XTX	-8.0	102	yptar	mrad	44310	36160	1.1268176205680132	1.0965335994169378	0.6570370489177746
current_XTX	-8.0	103	xptar	mrad	44310	36160	2.2775125835520313	2.230471014994601	0.09267441932931941
current_XTX	-8.0	103	ytar	cm	44310	36160	0.16150701029800832	0.15754808343973598	2.2626869524828175
current_XTX	-8.0	103	yptar	mrad	44310	36160	1.1268247692040632	1.0965834138746995	0.6616098004715409
current_XTX	-8.0	104	xptar	mrad	44310	36160	2.277463776502413	2.2305050145739194	0.09420015483549982
current_XTX	-8.0	104	ytar	cm	44310	36160	0.15986780324829622	0.15623658776524252	1.4114098777505246
current_XTX	-8.0	104	yptar	mrad	44310	36160	1.1225163967115661	1.0926473125674971	0.3002927415888701
current_XTX	-8.0	105	xptar	mrad	44310	36160	2.277470294309635	2.2305021320468263	0.09407080106049737
current_XTX	-8.0	105	ytar	cm	44310	36160	0.15972368064506975	0.1560513855140437	1.291197181894499
current_XTX	-8.0	105	yptar	mrad	44310	36160	1.1225344587979922	1.0925777368315517	0.29390599025311825
current_XTX	-8.0	106	xptar	mrad	44310	36160	2.277483458014063	2.230170308005595	0.07918015442121007
current_XTX	-8.0	106	ytar	cm	44310	36160	0.1591648369433327	0.15574497374365848	1.0923087519667085
current_XTX	-8.0	106	yptar	mrad	44310	36160	1.1183513105368683	1.08920730597475	-0.015484970319623592
current_XTX	-8.0	107	xptar	mrad	44310	36160	2.2758495502060194	2.230844373131568	0.10942891387062392
current_XTX	-8.0	107	ytar	cm	44310	36160	0.15881562467289193	0.1553316752213207	0.8240413349027698
current_XTX	-8.0	107	yptar	mrad	44310	36160	1.11897228925432	1.090097021731588	0.06618708418619779
current_XTX	-8.0	108	xptar	mrad	44310	36160	2.276054688148805	2.2308695667623075	0.11055948129878868
current_XTX	-8.0	108	ytar	cm	44310	36160	0.15875872376224842	0.15526621156060144	0.7815496098577235
current_XTX	-8.0	108	yptar	mrad	44310	36160	1.1189628356915813	1.090067130644598	0.06344321181221968
current_XTX	-8.0	109	xptar	mrad	44310	36160	2.2758430910599308	2.230945089562038	0.11394857667543778
current_XTX	-8.0	109	ytar	cm	44310	36160	0.15883470061619395	0.15534937673000507	0.8355311848689206
current_XTX	-8.0	109	yptar	mrad	44310	36160	1.1189681447031956	1.0900823124205912	0.06483683311977462
current_XTX	-8.0	110	xptar	mrad	44310	36160	2.275903419298098	2.2309804060184373	0.11553340721044414
current_XTX	-8.0	110	ytar	cm	44310	36160	0.15877938128380792	0.1552762218147632	0.788047153117577
current_XTX	-8.0	110	yptar	mrad	44310	36160	1.1189962634642638	1.0900792683413343	0.06455739982316189
current_XTX	-8.0	111	xptar	mrad	44310	36160	2.275636335483686	2.2288112442788433	0.018191994430605263
current_XTX	-8.0	111	ytar	cm	44310	36160	0.15802265114423542	0.15428624466443172	0.14546413208589293
current_XTX	-8.0	111	yptar	mrad	44310	36160	1.1174800773427664	1.0882560189217818	-0.10280900324091125
current_XTX	-8.0	112	xptar	mrad	44310	36160	2.2755724154247483	2.228709374261297	0.013620564256977552
current_XTX	-8.0	112	ytar	cm	44310	36160	0.1580936120503579	0.1543713628834649	0.2007134096200902
current_XTX	-8.0	112	yptar	mrad	44310	36160	1.117658665056951	1.088531224071422	-0.07754636198840092
current_XTX	-8.0	113	xptar	mrad	44310	36160	2.27597190883658	2.2293459647113307	0.04218764279122489
current_XTX	-8.0	113	ytar	cm	44310	36160	0.1579679136666527	0.15418366938525466	0.0788836733806697
current_XTX	-8.0	113	yptar	mrad	44310	36160	1.1166651246267911	1.0871868336815074	-0.20095557932364727
current_XTX	-8.0	114	xptar	mrad	44310	36160	2.2751377200928626	2.228414554126414	0.0003904726867620667
current_XTX	-8.0	114	ytar	cm	44310	36160	0.15791179130205096	0.15418621824686735	0.08053811075299233
current_XTX	-8.0	114	yptar	mrad	44310	36160	1.118048166228999	1.089064827083184	-0.028563915711432575
current_XTX	-8.0	115	xptar	mrad	44310	36160	2.2750595481982807	2.228401970461425	-0.00017422090230478915
current_XTX	-8.0	115	ytar	cm	44310	36160	0.15797980371868758	0.15423816908414287	0.11425881425657369
current_XTX	-8.0	115	yptar	mrad	44310	36160	1.1180382542099927	1.0890457408528704	-0.0303159490214977
current_XTX	-8.0	116	xptar	mrad	44310	36160	2.2752697982075576	2.228481650714145	0.003401440713357573
current_XTX	-8.0	116	ytar	cm	44310	36160	0.15790142968968	0.15423239491738244	0.1105108676301203
current_XTX	-8.0	116	yptar	mrad	44310	36160	1.118329459765696	1.089656941730275	0.025789645366081082
current_XTX	-8.0	117	xptar	mrad	44310	36160	2.275255178396256	2.2284535922724222	0.002142314522890487
current_XTX	-8.0	117	ytar	cm	44310	36160	0.15793548314066866	0.15426870988170938	0.1340825020643477
current_XTX	-8.0	117	yptar	mrad	44310	36160	1.118382351891177	1.0897729414100479	0.03643791375544936
current_XTX	-8.0	118	xptar	mrad	44310	36160	2.275051786870436	2.2283614819363833	-0.001991148684576949
current_XTX	-8.0	118	ytar	cm	44310	36160	0.15762911337109903	0.15386214948330193	-0.1298112746284108
current_XTX	-8.0	118	yptar	mrad	44310	36160	1.1178639347643489	1.0889878648087057	-0.03562871930490319
current_XTX	-8.0	119	xptar	mrad	44310	36160	2.274980445996364	2.2285294895276375	0.005548213637696087
current_XTX	-8.0	119	ytar	cm	44310	36160	0.1577298955957383	0.1539833207280673	-0.05116038405236223
current_XTX	-8.0	119	yptar	mrad	44310	36160	1.1179224756940072	1.0890614295500753	-0.028875794541383115
current_XTX	-8.0	120	xptar	mrad	44310	36160	2.2753475450959906	2.228415954366005	0.00045330861895287455
current_XTX	-8.0	120	ytar	cm	44310	36160	0.1579690580727127	0.15431077980489766	0.1613896154940342
current_XTX	-8.0	120	yptar	mrad	44310	36160	1.1181323003917167	1.0893987878858271	0.0020922401076095554
current_XTX	-8.0	121	xptar	mrad	44310	36160	2.2753822907453993	2.2285098344818657	0.004666190924140778
current_XTX	-8.0	121	ytar	cm	44310	36160	0.15800763519352487	0.15435442636797975	0.1897201081256572
current_XTX	-8.0	121	yptar	mrad	44310	36160	1.1180576874494688	1.0892999220441042	-0.006983216128719771
current_XTX	-8.0	122	xptar	mrad	44310	36160	2.2752361364323908	2.228531059163752	0.0056186512607414585
current_XTX	-8.0	122	ytar	cm	44310	36160	0.15784936853256412	0.15416896363485313	0.06933833638336218
current_XTX	-8.0	122	yptar	mrad	44310	36160	1.1180624457557828	1.0893201917776776	-0.005122542343305447
current_XTX	-8.0	123	xptar	mrad	44310	36160	2.274914754076012	2.2283879038711354	-0.0008054609554442038
current_XTX	-8.0	123	ytar	cm	44310	36160	0.15769412473262362	0.153950487301044	-0.07247219182530129
current_XTX	-8.0	123	yptar	mrad	44310	36160	1.1179471846266256	1.0891613093402859	-0.019707262223711552
current_XTX	-8.0	124	xptar	mrad	44310	36160	2.275226745776123	2.2285112176161133	0.00472825925186271
current_XTX	-8.0	124	ytar	cm	44310	36160	0.15800396876500392	0.1543575218984059	0.19172938206926116
current_XTX	-8.0	124	yptar	mrad	44310	36160	1.1183708667700698	1.0897550802689455	0.034798338331021306
current_XTX	-8.0	125	xptar	mrad	44310	36160	2.275024916000049	2.2283470457900374	-0.0026389726134112834
current_XTX	-8.0	125	ytar	cm	44310	36160	0.1576094451638098	0.15383817797667373	-0.1453709096590483
current_XTX	-8.0	125	yptar	mrad	44310	36160	1.1178430883906705	1.0890080130086592	-0.033779201779615686
current_XTX	-8.0	126	xptar	mrad	44310	36160	2.274861869952622	2.2284058528102086	0.0
