method	foil_z_cm	N	target	units	training_count	heldout_count	training_residual_rms	heldout_residual_rms	heldout_change_from_reference_percent
rescaled_direct_X	-3.0	146	yptar	mrad	25505	8218	1.117009319141885	1.1212014142130136	0.043696122693281936
rescaled_direct_X	-3.0	147	xptar	mrad	25505	8218	2.0341616396792923	2.021677170501529	-0.8223289160115277
rescaled_direct_X	-3.0	147	ytar	cm	25505	8218	0.14221254972349157	0.14263429405679506	-0.06212154864889685
rescaled_direct_X	-3.0	147	yptar	mrad	25505	8218	1.117031151591741	1.1212043584464695	0.04395883374006537
rescaled_direct_X	-3.0	148	xptar	mrad	25505	8218	2.0340237747310446	2.021558526228555	-0.8281492630247245
rescaled_direct_X	-3.0	148	ytar	cm	25505	8218	0.1421907194120884	0.14263890938439006	-0.05888778182407961
rescaled_direct_X	-3.0	148	yptar	mrad	25505	8218	1.1170597321623414	1.1211907093548925	0.04274093876350804
rescaled_direct_X	-3.0	149	xptar	mrad	25505	8218	2.0338459118392613	2.0212626715352964	-0.8426630439017146
rescaled_direct_X	-3.0	149	ytar	cm	25505	8218	0.14217061571637846	0.14261685597006327	-0.07433968597519991
rescaled_direct_X	-3.0	149	yptar	mrad	25505	8218	1.1169771720299662	1.121141428858689	0.03834368870256899
rescaled_direct_X	-3.0	150	xptar	mrad	25505	8218	2.034154451026297	2.021597326011141	-0.8262458572131703
rescaled_direct_X	-3.0	150	ytar	cm	25505	8218	0.1421915498179462	0.1426412302475029	-0.057261650204010195
rescaled_direct_X	-3.0	150	yptar	mrad	25505	8218	1.117227434218081	1.1212266120908838	0.045944504477879455
rescaled_direct_X	-3.0	151	xptar	mrad	25505	8218	2.0339156958107227	2.021151275911284	-0.8481277930316389
rescaled_direct_X	-3.0	151	ytar	cm	25505	8218	0.14220204771930955	0.1426548148489496	-0.04774348869055478
rescaled_direct_X	-3.0	151	yptar	mrad	25505	8218	1.1172810222666336	1.1212984755598234	0.05235681091790845
rescaled_direct_X	-3.0	152	xptar	mrad	25505	8218	2.034023790950823	2.0211614358014147	-0.8476293780243727
rescaled_direct_X	-3.0	152	ytar	cm	25505	8218	0.14219929664592704	0.142673883093508	-0.03438316802180097
rescaled_direct_X	-3.0	152	yptar	mrad	25505	8218	1.1172889054410908	1.121299677020589	0.05246401607676976
rescaled_direct_X	-3.0	153	xptar	mrad	25505	8218	2.033859972556196	2.021360010249517	-0.8378878863624428
rescaled_direct_X	-3.0	153	ytar	cm	25505	8218	0.1421649319364971	0.14264366256340863	-0.05555742827793031
rescaled_direct_X	-3.0	153	yptar	mrad	25505	8218	1.1174820520658355	1.121552933304193	0.07506182442489351
rescaled_direct_X	-3.0	154	xptar	mrad	25505	8218	2.0336432014315364	2.021235990388357	-0.843971944281019
rescaled_direct_X	-3.0	154	ytar	cm	25505	8218	0.1420232201482755	0.14263884287640016	-0.05893438118823591
rescaled_direct_X	-3.0	154	yptar	mrad	25505	8218	1.1167611788093261	1.121070698726948	0.03203250882275466
rescaled_direct_X	-3.0	155	xptar	mrad	25505	8218	2.0337450915273134	2.02145307040138	-0.8333226227945634
rescaled_direct_X	-3.0	155	ytar	cm	25505	8218	0.14198501909041378	0.14263296306165532	-0.06305412122111775
rescaled_direct_X	-3.0	155	yptar	mrad	25505	8218	1.1167409186017643	1.121076037434084	0.032508876393855246
rescaled_direct_X	-3.0	156	xptar	mrad	25505	8218	2.032539166067609	2.0206941186394367	-0.8705546147826593
rescaled_direct_X	-3.0	156	ytar	cm	25505	8218	0.14198833759739218	0.14263422000073644	-0.062173436628809586
rescaled_direct_X	-3.0	156	yptar	mrad	25505	8218	1.1167745160627824	1.1212325923590252	0.04647811790459144
rescaled_direct_X	-3.0	157	xptar	mrad	25505	8218	2.0140273417593493	1.9948734981270104	-2.1372400409877867
rescaled_direct_X	-3.0	157	ytar	cm	25505	8218	0.1421103326773474	0.14287064340993222	0.10347854831285197
rescaled_direct_X	-3.0	157	yptar	mrad	25505	8218	1.1168776504595694	1.1213554566987414	0.057441181731543445
rescaled_direct_X	-3.0	158	xptar	mrad	25505	8218	2.0134107311550986	1.9937084655401713	-2.194393191048327
rescaled_direct_X	-3.0	158	ytar	cm	25505	8218	0.1421376342556497	0.1428653664118411	0.0997811766722867
rescaled_direct_X	-3.0	158	yptar	mrad	25505	8218	1.1171355066219948	1.1214803949227128	0.06858929620467968
rescaled_direct_X	-3.0	159	xptar	mrad	25505	8218	2.0133590639754284	1.9942986002450678	-2.1654428786485824
rescaled_direct_X	-3.0	159	ytar	cm	25505	8218	0.1420406777353517	0.14271273118084274	-0.007163939604126757
rescaled_direct_X	-3.0	159	yptar	mrad	25505	8218	1.1171709210610676	1.1216277821420573	0.08174051238900581
rescaled_direct_X	-3.0	160	xptar	mrad	25505	8218	2.0133098914130922	1.993691489622512	-2.195225980774862
rescaled_direct_X	-3.0	160	ytar	cm	25505	8218	0.14203680681447112	0.14270667764476122	-0.01140539890475134
rescaled_direct_X	-3.0	160	yptar	mrad	25505	8218	1.1171754082867908	1.1216431825452582	0.08311467517407856
rescaled_direct_X	-3.0	161	xptar	mrad	25505	8218	2.0131146059484637	1.993203415581412	-2.219169490361439
rescaled_direct_X	-3.0	161	ytar	cm	25505	8218	0.14204618171961364	0.14271024313592542	-0.008907208515518406
rescaled_direct_X	-3.0	161	yptar	mrad	25505	8218	1.1171844763060488	1.1215722294934833	0.07678360435954268
rescaled_direct_X	-3.0	162	xptar	mrad	25505	8218	2.013013650931595	1.994372341063177	-2.161825366065151
rescaled_direct_X	-3.0	162	ytar	cm	25505	8218	0.14204042045254256	0.14270493386589636	-0.012627191751946043
rescaled_direct_X	-3.0	162	yptar	mrad	25505	8218	1.1171856063483747	1.1215734595963975	0.07689336522909151
rescaled_direct_X	-3.0	163	xptar	mrad	25505	8218	2.0130083326248456	1.9943573243203432	-2.1625620443060045
rescaled_direct_X	-3.0	163	ytar	cm	25505	8218	0.14203733961592216	0.1426997547279264	-0.01625599690253665
rescaled_direct_X	-3.0	163	yptar	mrad	25505	8218	1.117118749525591	1.121487145056559	0.06919160398877189
rescaled_direct_X	-3.0	164	xptar	mrad	25505	8218	2.012782657664936	1.9931448538736998	-2.2220423594180527
rescaled_direct_X	-3.0	164	ytar	cm	25505	8218	0.14201482533325746	0.1426660054582449	-0.03990269725293594
rescaled_direct_X	-3.0	164	yptar	mrad	25505	8218	1.1175695185012129	1.1219135860122729	0.10724250978222383
rescaled_direct_X	-3.0	165	xptar	mrad	25505	8218	2.0128629875217063	1.9929822364695249	-2.2300199018561395
rescaled_direct_X	-3.0	165	ytar	cm	25505	8218	0.1420123412888871	0.14266001804839032	-0.044097824674727004
rescaled_direct_X	-3.0	165	yptar	mrad	25505	8218	1.1175573113061883	1.1218367199128283	0.10038382355734843
rescaled_direct_X	-3.0	166	xptar	mrad	25505	8218	2.012883369588062	1.9929736346144042	-2.230441884144063
rescaled_direct_X	-3.0	166	ytar	cm	25505	8218	0.1420663074010883	0.1426517693324489	-0.04987735460182385
rescaled_direct_X	-3.0	166	yptar	mrad	25505	8218	1.1175591879329494	1.1218395475645822	0.1006361321338689
rescaled_direct_X	-3.0	167	xptar	mrad	25505	8218	2.0124896366407956	1.9931044784964103	-2.224023059377045
rescaled_direct_X	-3.0	167	ytar	cm	25505	8218	0.1420599047617491	0.1426401258021906	-0.05803548879665943
rescaled_direct_X	-3.0	167	yptar	mrad	25505	8218	1.1177024885934088	1.1219378587904827	0.10940834583672565
rescaled_direct_X	-3.0	168	xptar	mrad	25505	8218	2.0121730021599835	1.9925079092186055	-2.253289033428796
rescaled_direct_X	-3.0	168	ytar	cm	25505	8218	0.1420243153416416	0.14257873704305837	-0.10104802227610676
rescaled_direct_X	-3.0	168	yptar	mrad	25505	8218	1.1178317723339188	1.1221831150556967	0.13129232043596062
rescaled_direct_X	-3.0	169	xptar	mrad	25505	8218	2.0129352056274152	1.9927789342173903	-2.2399933259947935
rescaled_direct_X	-3.0	169	ytar	cm	25505	8218	0.1420162762624503	0.14257787705579641	-0.1016505793471345
rescaled_direct_X	-3.0	169	yptar	mrad	25505	8218	1.1178194956283463	1.1222451373767468	0.13682651095812126
rescaled_direct_X	-3.0	170	xptar	mrad	25505	8218	2.0130694907584137	1.9934036168993718	-2.209348189140392
rescaled_direct_X	-3.0	170	ytar	cm	25505	8218	0.1418622506386944	0.14219304279865794	-0.3712878322121971
rescaled_direct_X	-3.0	170	yptar	mrad	25505	8218	1.1176962022729209	1.1217758727131928	0.09495448795975303
rescaled_direct_X	-3.0	171	xptar	mrad	25505	8218	2.013130852043576	1.9936468299715178	-2.197416854887535
rescaled_direct_X	-3.0	171	ytar	cm	25505	8218	0.1419506902907643	0.14227999216521137	-0.3103660512092432
rescaled_direct_X	-3.0	171	yptar	mrad	25505	8218	1.117742243148718	1.121815679551867	0.09850641290514162
rescaled_direct_X	-3.0	172	xptar	mrad	25505	8218	2.0129161214924234	1.9935879315045741	-2.200306244384098
rescaled_direct_X	-3.0	172	ytar	cm	25505	8218	0.14195002118652675	0.14228196426686093	-0.3089842821455635
rescaled_direct_X	-3.0	172	yptar	mrad	25505	8218	1.11779144648464	1.1218297811732525	0.09976468667007854
rescaled_direct_X	-3.0	173	xptar	mrad	25505	8218	2.0128424937943765	1.993996148049629	-2.180280314019334
rescaled_direct_X	-3.0	173	ytar	cm	25505	8218	0.1417068431727056	0.1421084970427339	-0.430525503874446
rescaled_direct_X	-3.0	173	yptar	mrad	25505	8218	1.1176089298690766	1.1215735064230639	0.07689754352633305
rescaled_direct_X	-3.0	174	xptar	mrad	25505	8218	2.0128268749474145	1.9940517326793092	-2.1775534918539674
rescaled_direct_X	-3.0	174	ytar	cm	25505	8218	0.14171590180732427	0.14212644327915408	-0.4179513273352198
rescaled_direct_X	-3.0	174	yptar	mrad	25505	8218	1.1176303000144756	1.1215737686845109	0.07692094485651779
rescaled_direct_X	-3.0	175	xptar	mrad	25505	8218	2.012818240400318	1.9940444830448814	-2.177909138081391
rescaled_direct_X	-3.0	175	ytar	cm	25505	8218	0.14165837909705184	0.1421099604569967	-0.42950015076644865
rescaled_direct_X	-3.0	175	yptar	mrad	25505	8218	1.117553144948718	1.1215265215239472	0.0727051273288426
rescaled_direct_X	-3.0	176	xptar	mrad	25505	8218	2.012464112950602	1.994865427436057	-2.137635965888385
rescaled_direct_X	-3.0	176	ytar	cm	25505	8218	0.14180383660972884	0.1422909249941583	-0.30270587566973983
rescaled_direct_X	-3.0	176	yptar	mrad	25505	8218	1.1179150378580527	1.1219582852850993	0.11123098180059188
rescaled_direct_X	-3.0	177	xptar	mrad	25505	8218	2.0127905514198914	1.9956057071857334	-2.1013199691532036
rescaled_direct_X	-3.0	177	ytar	cm	25505	8218	0.1418307598712875	0.14225519611379192	-0.3277396063504967
rescaled_direct_X	-3.0	177	yptar	mrad	25505	8218	1.11795674732525	1.1219953891299654	0.11454172127498552
rescaled_direct_X	-3.0	178	xptar	mrad	25505	8218	2.0118521696849814	1.9966303413627173	-2.051054361533411
rescaled_direct_X	-3.0	178	ytar	cm	25505	8218	0.14172094198777924	0.14214572624194086	-0.40444056259304473
rescaled_direct_X	-3.0	178	yptar	mrad	25505	8218	1.1179585703853288	1.1219974783757558	0.11472814261581643
rescaled_direct_X	-3.0	179	xptar	mrad	25505	8218	2.0107106467239695	1.9964054596859613	-2.062086410218311
rescaled_direct_X	-3.0	179	ytar	cm	25505	8218	0.14170918257649695	0.14212696038001918	-0.4175890164075047
rescaled_direct_X	-3.0	179	yptar	mrad	25505	8218	1.117913894296529	1.1219759933868314	0.11281105824907378
rescaled_direct_X	-3.0	180	xptar	mrad	25505	8218	2.010092294081639	1.9959621230469637	-2.083835231446318
rescaled_direct_X	-3.0	180	ytar	cm	25505	8218	0.14171373304420548	0.14211979865554542	-0.4226069369202001
rescaled_direct_X	-3.0	180	yptar	mrad	25505	8218	1.1179098673051058	1.1219676559400162	0.11206711609466069
rescaled_direct_X	-3.0	181	xptar	mrad	25505	8218	2.0101043224359842	1.9959790798206654	-2.083003380867321
rescaled_direct_X	-3.0	181	ytar	cm	25505	8218	0.14160960627888758	0.14198938815394813	-0.5139801157450608
rescaled_direct_X	-3.0	181	yptar	mrad	25505	8218	1.116866239829233	1.1206479809247873	-0.005686183652053867
rescaled_direct_X	-3.0	182	xptar	mrad	25505	8218	2.010998661201378	2.0001243775984507	-1.879646986706529
rescaled_direct_X	-3.0	182	ytar	cm	25505	8218	0.14172844383443745	0.14214302710263516	-0.4063317365049057
rescaled_direct_X	-3.0	182	yptar	mrad	25505	8218	1.1174428787730946	1.1215629101913847	0.07595205222679091
rescaled_direct_X	-3.0	183	xptar	mrad	25505	8218	2.010110084201634	1.9995271629429696	-1.9089446211320804
rescaled_direct_X	-3.0	183	ytar	cm	25505	8218	0.14158022459474573	0.14217254761093556	-0.385647952216861
rescaled_direct_X	-3.0	183	yptar	mrad	25505	8218	1.1166449360546098	1.1222436247146315	0.13669153760980102
rescaled_direct_X	-3.0	184	xptar	mrad	25505	8218	2.0100130111140824	1.9992816888630711	-1.9209868739264668
rescaled_direct_X	-3.0	184	ytar	cm	25505	8218	0.14158214117862966	0.14217602563794232	-0.38321104430105724
rescaled_direct_X	-3.0	184	yptar	mrad	25505	8218	1.1166427762414348	1.1222438187540382	0.13670885155465662
rescaled_direct_X	-3.0	185	xptar	mrad	25505	8218	2.0101398834367195	1.999097996588095	-1.9299982889506184
rescaled_direct_X	-3.0	185	ytar	cm	25505	8218	0.1415835366569646	0.14218098948417543	-0.37973308505727665
rescaled_direct_X	-3.0	185	yptar	mrad	25505	8218	1.116796672687684	1.1227292886512736	0.18002685156790488
rescaled_direct_X	-3.0	186	xptar	mrad	25505	8218	2.0101726935472315	1.999451145316598	-1.9126738273846366
rescaled_direct_X	-3.0	186	ytar	cm	25505	8218	0.1415844034546947	0.14218549024816754	-0.37657958815278114
rescaled_direct_X	-3.0	186	yptar	mrad	25505	8218	1.1167239774757032	1.122812434786901	0.1874458992261019
rescaled_direct_X	-3.0	187	xptar	mrad	25505	8218	2.0101660775648496	1.9993922064619651	-1.915565198185143
rescaled_direct_X	-3.0	187	ytar	cm	25505	8218	0.14159389326829824	0.1421915061678019	-0.3723644851218566
rescaled_direct_X	-3.0	187	yptar	mrad	25505	8218	1.1165637280567966	1.1225945627035359	0.16800538815868737
rescaled_direct_X	-3.0	188	xptar	mrad	25505	8218	2.0101418130126607	1.9993707753724124	-1.916616545839278
rescaled_direct_X	-3.0	188	ytar	cm	25505	8218	0.1415552811365899	0.142209775218607	-0.35956412605776533
rescaled_direct_X	-3.0	188	yptar	mrad	25505	8218	1.116650571836256	1.1227552340891165	0.18234193739139481
rescaled_direct_X	-3.0	189	xptar	mrad	25505	8218	2.010152458592022	1.9994304733901955	-1.9136879326766776
rescaled_direct_X	-3.0	189	ytar	cm	25505	8218	0.14153794924223118	0.1421993830828029	-0.3668454605482485
rescaled_direct_X	-3.0	189	yptar	mrad	25505	8218	1.1166709765507485	1.122786682635432	0.18514806015506036
rescaled_direct_X	-3.0	190	xptar	mrad	25505	8218	2.010189627058898	1.9993954092604802	-1.9154080780957816
rescaled_direct_X	-3.0	190	ytar	cm	25505	8218	0.14153809580656834	0.14219938848187275	-0.3668416776460348
rescaled_direct_X	-3.0	190	yptar	mrad	25505	8218	1.1170277103610133	1.123002104587093	0.20436994838757272
rescaled_direct_X	-3.0	191	xptar	mrad	25505	8218	2.007887541505702	1.9929031386305	-2.233900214488005
rescaled_direct_X	-3.0	191	ytar	cm	25505	8218	0.1451100671380767	0.146503209435304	2.6486654846716418
rescaled_direct_X	-3.0	191	yptar	mrad	25505	8218	1.1232568467560795	1.1305939627917219	0.8817839666026561
rescaled_direct_X	-3.0	192	xptar	mrad	25505	8218	2.0076634791465535	1.9924541843920194	-2.255924619000005
rescaled_direct_X	-3.0	192	ytar	cm	25505	8218	0.14518847277365604	0.1466012621241438	2.7173668987593214
rescaled_direct_X	-3.0	192	yptar	mrad	25505	8218	1.1232242958794287	1.130550571663717	0.8779122190562205
rescaled_direct_X	-3.0	193	xptar	mrad	25505	8218	2.0077081939025407	1.99264093657217	-2.2467630938230676
rescaled_direct_X	-3.0	193	ytar	cm	25505	8218	0.14526692310927558	0.14665591036562797	2.755656633714998
rescaled_direct_X	-3.0	193	yptar	mrad	25505	8218	1.122997036392917	1.1305464157876801	0.8775413943372223
rescaled_direct_X	-3.0	194	xptar	mrad	25505	8218	2.007629325066652	1.9924631365583505	-2.255485451450989
rescaled_direct_X	-3.0	194	ytar	cm	25505	8218	0.1452751765164167	0.14666501085609732	2.7620329663942345
rescaled_direct_X	-3.0	194	yptar	mrad	25505	8218	1.123013934384068	1.1306698869558895	0.8885586048719807
rescaled_direct_X	-3.0	195	xptar	mrad	25505	8218	2.008380859279412	1.9951964038606704	-2.12139921382144
rescaled_direct_X	-3.0	195	ytar	cm	25505	8218	0.14605199963651602	0.14760422847472324	3.420103431357102
rescaled_direct_X	-3.0	195	yptar	mrad	25505	8218	1.1241501010910975	1.1319382422427053	1.0017326958794204
rescaled_direct_X	-3.0	196	xptar	mrad	25505	8218	2.008381176600061	1.9952019405251216	-2.1211276009774793
rescaled_direct_X	-3.0	196	ytar	cm	25505	8218	0.1460491991496195	0.14760098591902748	3.417831508330882
rescaled_direct_X	-3.0	196	yptar	mrad	25505	8218	1.1239435520447336	1.1319830212923632	1.0057282863057626
rescaled_direct_X	-3.0	197	xptar	mrad	25505	8218	2.00837487119031	1.9951976863286196	-2.121336299630039
rescaled_direct_X	-3.0	197	ytar	cm	25505	8218	0.14606444127706802	0.14766725738252717	3.4642651483458797
rescaled_direct_X	-3.0	197	yptar	mrad	25505	8218	1.1239941645704783	1.1323571535471917	1.039111738321874
rescaled_direct_X	-3.0	198	xptar	mrad	25505	8218	2.008360376526584	1.995325792857907	-2.1150517615194375
rescaled_direct_X	-3.0	198	ytar	cm	25505	8218	0.14595782705079172	0.14751080290443486	3.354644045523769
rescaled_direct_X	-3.0	198	yptar	mrad	25505	8218	1.123866261336755	1.1321892756488041	1.0241321590606312
rescaled_direct_X	-3.0	199	xptar	mrad	25505	8218	2.0084155420963596	1.995153742970577	-2.123492034469343
rescaled_direct_X	-3.0	199	ytar	cm	25505	8218	0.14595548015268203	0.14751753523194724	3.359361105562364
rescaled_direct_X	-3.0	199	yptar	mrad	25505	8218	1.1239618151092976	1.132134353125678	1.0192314765032906
rescaled_direct_X	-3.0	200	xptar	mrad	25505	8218	2.0083304867580822	1.9945154531869387	-2.1548046966201717
rescaled_direct_X	-3.0	200	ytar	cm	25505	8218	0.1459754905995396	0.14755992720813685	3.389063388535507
rescaled_direct_X	-3.0	200	yptar	mrad	25505	8218	1.12433864100685	1.1328810409882324	1.0858576978698853
rescaled_direct_X	-3.0	201	xptar	mrad	25505	8218	2.0083051206139677	1.9942518944829368	-2.167734129092491
rescaled_direct_X	-3.0	201	ytar	cm	25505	8218	0.14600067241534467	0.14775133117578015	3.523172135523267
rescaled_direct_X	-3.0	201	yptar	mrad	25505	8218	1.1264608860141763	1.1364384385808495	1.40328077567895
rescaled_direct_X	-3.0	202	xptar	mrad	25505	8218	2.0083198750431284	1.9945707767980236	-2.1520906792768413
rescaled_direct_X	-3.0	202	ytar	cm	25505	8218	0.14601608676036426	0.1477444465385235	3.518348358423351
rescaled_direct_X	-3.0	202	yptar	mrad	25505	8218	1.1263836723744531	1.1360720964306597	1.370592427014805
rescaled_direct_X	-3.0	203	xptar	mrad	25505	8218	2.0084081181823903	1.995554946407471	-2.1038101470331916
rescaled_direct_X	-3.0	203	ytar	cm	25505	8218	0.14600583633084505	0.1477120595317069	3.4956561386311424
rescaled_direct_X	-3.0	203	yptar	mrad	25505	8218	1.1257643652979274	1.1354896024136356	1.31861706050731
rescaled_direct_X	-3.0	204	xptar	mrad	25505	8218	2.008616925425668	1.99629023206604	-2.067739146053238
rescaled_direct_X	-3.0	204	ytar	cm	25505	8218	0.1459540233471317	0.1476290428511506	3.4374898260642217
rescaled_direct_X	-3.0	204	yptar	mrad	25505	8218	1.126003602266316	1.1360350995881359	1.3672912352538757
rescaled_direct_X	-3.0	205	xptar	mrad	25505	8218	2.0087662461683373	1.9963915828298422	-2.062767168893309
rescaled_direct_X	-3.0	205	ytar	cm	25505	8218	0.14596959465008583	0.14764679048421808	3.4499248495487578
rescaled_direct_X	-3.0	205	yptar	mrad	25505	8218	1.1259497996853236	1.1360731947620282	1.370690430039323
rescaled_direct_X	-3.0	206	xptar	mrad	25505	8218	2.008794506628567	1.996347626158755	-2.06492355683231
rescaled_direct_X	-3.0	206	ytar	cm	25505	8218	0.145965124136707	0.1476359696554922	3.4423431478752597
rescaled_direct_X	-3.0	206	yptar	mrad	25505	8218	1.1261808418172503	1.1364906179130903	1.4079366860197728
rescaled_direct_X	-3.0	207	xptar	mrad	25505	8218	2.008698597082114	1.9959572990662575	-2.084071882074212
rescaled_direct_X	-3.0	207	ytar	cm	25505	8218	0.1462334593475499	0.14803570497424534	3.72242095077977
rescaled_direct_X	-3.0	207	yptar	mrad	25505	8218	1.1261793690949242	1.1364893209443279	1.4078209587765622
rescaled_direct_X	-3.0	208	xptar	mrad	25505	8218	2.008430385358274	1.9961322240060952	-2.0754905673120216
rescaled_direct_X	-3.0	208	ytar	cm	25505	8218	0.14625490503455352	0.14799472648054823	3.693709035813586
rescaled_direct_X	-3.0	208	yptar	mrad	25505	8218	1.1261608426069016	1.1363322301688947	1.393803903855062
rescaled_direct_X	-3.0	209	xptar	mrad	25505	8218	2.008541698738754	1.9961299741267764	-2.0756009399245823
rescaled_direct_X	-3.0	209	ytar	cm	25505	8218	0.14627126505046179	0.14799821939250093	3.6961563729878577
rescaled_direct_X	-3.0	209	yptar	mrad	25505	8218	1.1259690776294713	1.1361134910842126	1.3742860311154237
rescaled_direct_X	-3.0	210	xptar	mrad	25505	8218	2.0085055429387757	1.9955377059632085	-2.104655913674558
rescaled_direct_X	-3.0	210	ytar	cm	25505	8218	0.14627721067966198	0.14801442051096195	3.707507818432565
rescaled_direct_X	-3.0	210	yptar	mrad	25505	8218	1.1274184888120249	1.1385027461293218	1.587476901785445
rescaled_direct_X	0.0	1	xptar	mrad	30000	199492	31.32266293458789	31.31181937082981	1646.1765261441067
rescaled_direct_X	0.0	1	ytar	cm	30000	199492	0.028636448555726345	0.036955838083442015	-71.9172264198155
rescaled_direct_X	0.0	1	yptar	mrad	30000	199492	13.069905651281907	13.34263887451986	1169.749537118926
rescaled_direct_X	0.0	2	xptar	mrad	30000	199492	31.286489213683517	31.280446279630254	1644.426932651744
rescaled_direct_X	0.0	2	ytar	cm	30000	199492	0.04447866750039334	0.05209529365276767	-60.41274093309275
rescaled_direct_X	0.0	2	yptar	mrad	30000	199492	12.838105550098252	13.163845356259086	1152.7346880184962
rescaled_direct_X	0.0	3	xptar	mrad	30000	199492	8.08920945605736	7.896618919860012	340.37334370326494
rescaled_direct_X	0.0	3	ytar	cm	30000	199492	0.04649563881563544	0.053896011305451456	-59.04437401883198
rescaled_direct_X	0.0	3	yptar	mrad	30000	199492	12.832667022231115	13.160898990447372	1152.4542977103429
rescaled_direct_X	0.0	4	xptar	mrad	30000	199492	8.10412349927677	7.902294858477242	340.68987563837425
rescaled_direct_X	0.0	4	ytar	cm	30000	199492	0.5131086918075772	0.5033397345531689	282.48830313227404
rescaled_direct_X	0.0	4	yptar	mrad	30000	199492	12.06833316379619	12.754296521840894	1113.7600558021381
rescaled_direct_X	0.0	5	xptar	mrad	30000	199492	8.104577079185807	7.904831314004489	340.83132698774585
rescaled_direct_X	0.0	5	ytar	cm	30000	199492	0.5593832735364299	0.5777641735776218	339.04349923517054
rescaled_direct_X	0.0	5	yptar	mrad	30000	199492	1.6627786402246503	1.7032991633169385	62.09412130061598
rescaled_direct_X	0.0	6	xptar	mrad	30000	199492	8.094757049063325	7.8960633650259995	340.34236189417066
rescaled_direct_X	0.0	6	ytar	cm	30000	199492	0.5626828799995175	0.5821311871775071	342.36199667717864
rescaled_direct_X	0.0	6	yptar	mrad	30000	199492	1.6703681426204104	1.712222619641909	62.94332022181064
rescaled_direct_X	0.0	7	xptar	mrad	30000	199492	2.8244059938599686	2.841131685656525	58.44232487491461
rescaled_direct_X	0.0	7	ytar	cm	30000	199492	0.5626889377510786	0.5821350132919884	342.3649041449088
rescaled_direct_X	0.0	7	yptar	mrad	30000	199492	1.669794302275996	1.7119063417073908	62.913221695969376
rescaled_direct_X	0.0	8	xptar	mrad	30000	199492	2.6867295736481367	2.6899553658129984	50.01162533959649
rescaled_direct_X	0.0	8	ytar	cm	30000	199492	0.5690258466964023	0.5881923724783087	346.9678966718054
rescaled_direct_X	0.0	8	yptar	mrad	30000	199492	1.6806068208847587	1.7236075107016142	64.0267610830346
rescaled_direct_X	0.0	9	xptar	mrad	30000	199492	2.6867480116402165	2.6899637133206467	50.01209085780016
rescaled_direct_X	0.0	9	ytar	cm	30000	199492	0.5882271562391856	0.6296739761797953	378.48980349100776
rescaled_direct_X	0.0	9	yptar	mrad	30000	199492	1.7296709682387577	1.820877318112893	73.28342268480961
rescaled_direct_X	0.0	10	xptar	mrad	30000	199492	2.7165162907124945	2.7160682098018984	51.467868896199256
rescaled_direct_X	0.0	10	ytar	cm	30000	199492	0.5881856594467737	0.6297260846232914	378.5294007426521
rescaled_direct_X	0.0	10	yptar	mrad	30000	199492	1.7290746528504763	1.8199735300302609	73.1974138742311
rescaled_direct_X	0.0	11	xptar	mrad	30000	199492	2.7086491897785927	2.7082391927474685	51.031265527952854
rescaled_direct_X	0.0	11	ytar	cm	30000	199492	0.5860719651960843	0.629190474447652	378.12239010320286
rescaled_direct_X	0.0	11	yptar	mrad	30000	199492	1.724050728067007	1.819805740879633	73.18144625355676
rescaled_direct_X	0.0	12	xptar	mrad	30000	199492	2.690252289488858	2.6956870074341412	50.331263682440095
rescaled_direct_X	0.0	12	ytar	cm	30000	199492	0.23201093117476576	0.2373425560663326	80.35681528595629
rescaled_direct_X	0.0	12	yptar	mrad	30000	199492	1.1699685429054698	1.155822094417362	9.993576471662191
rescaled_direct_X	0.0	13	xptar	mrad	30000	199492	2.6900881851173333	2.6957500952670377	50.33478192236043
rescaled_direct_X	0.0	13	ytar	cm	30000	199492	0.21768441623764498	0.21349662169164565	62.23626896414765
rescaled_direct_X	0.0	13	yptar	mrad	30000	199492	1.1554007451603632	1.1322702654141823	7.752271415268863
rescaled_direct_X	0.0	14	xptar	mrad	30000	199492	2.6702983389932373	2.6762109819423596	49.245137765144584
rescaled_direct_X	0.0	14	ytar	cm	30000	199492	0.2177824336064594	0.21360293153922827	62.31705391001372
rescaled_direct_X	0.0	14	yptar	mrad	30000	199492	1.1539786631642897	1.1307222770779126	7.604957417496094
rescaled_direct_X	0.0	15	xptar	mrad	30000	199492	2.658618231105622	2.6631741697105307	48.518109570922974
rescaled_direct_X	0.0	15	ytar	cm	30000	199492	0.2133129790545523	0.20978537872983605	59.41609220175812
rescaled_direct_X	0.0	15	yptar	mrad	30000	199492	1.1490077861686168	1.1270075597461602	7.251447091924157
rescaled_direct_X	0.0	16	xptar	mrad	30000	199492	2.6588479982124174	2.663371412705823	48.52910928589471
rescaled_direct_X	0.0	16	ytar	cm	30000	199492	0.2132107906676724	0.20991442250373726	59.514152678054664
rescaled_direct_X	0.0	16	yptar	mrad	30000	199492	1.1491721989156887	1.1273360675837174	7.2827094740212095
rescaled_direct_X	0.0	17	xptar	mrad	30000	199492	2.1731280177898222	2.176598143640243	21.383064339410375
rescaled_direct_X	0.0	17	ytar	cm	30000	199492	0.21314069957115317	0.2098205613644193	59.44282751645251
rescaled_direct_X	0.0	17	yptar	mrad	30000	199492	1.1493962031871048	1.127543845412929	7.302482609226768
