setting	construction	foil_lab_z_cm	lab_X_cm	lab_Y_cm	xscol	yscol	vertex_x_cm	vertex_y_cm	vertex_z_cm	xt_cm	yt_cm	p_slope	q_slope	sieve_x_cm	sieve_y_cm	dx_cm	dy_cm	dx_mm	dy_mm	setting_offset_x_cm	setting_offset_y_cm	dx_after_offset_cm	dy_after_offset_cm	dx_after_offset_mm	dy_after_offset_mm	dxt_cm	dyt_cm	dp_slope	dq_slope	dp_mrad	dq_mrad
HMS_12p490_code_defaults	C_HCANA_coordinate_step	0.0	0.2	0.0	4	4	-0.14830601200000001	0.12705473361777056	-0.043253842968884196	-0.14830601200000001	0.12702203010024946	0.0008825466575325142	-0.0007560835125014849	-3.817353453763883e-05	0.0	-3.817353453763883e-05	0.0	-0.0003817353453763883	0.0	0.0	0.0	-3.817353453763883e-05	0.0	-0.0003817353453763883	0.0	-3.817353453763883e-05	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	A_endpoint	0.0	0.2	0.0	2	4	-0.14830601200000001	0.12705473361777056	-0.043253842968884196	-0.14957541563536927	0.12702203010024946	-0.029347765383122802	-0.0007560835125014849	-5.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	B_fit_target	0.0	0.2	0.0	2	4	-0.14830601200000001	0.12705473361777056	-0.043253842968884196	-0.14830601200000001	0.12702202168029225	-0.030238095238095238	-0.0007562781762962535	-5.228306012	-3.2711937478335784e-05	-0.14830601199999993	-3.2711937478335784e-05	-1.4830601199999993	-0.00032711937478335784	-0.14830601200000001	0.0	8.326672684688674e-17	-3.2711937478335784e-05	8.326672684688674e-16	-0.00032711937478335784	0.0012694036353692595	-8.419957203686934e-09	-0.0008903298549724353	-1.9466379476862795e-07	-0.8895402238862787	-0.00019466368345814455
HMS_12p490_code_defaults	C_HCANA_coordinate_step	0.0	0.2	0.0	2	4	-0.14830601200000001	0.12705473361777056	-0.043253842968884196	-0.14830601200000001	0.12702203010024946	-0.029347765383122802	-0.0007560835125014849	-5.078730596364631	0.0	0.001269403635369315	0.0	0.01269403635369315	0.0	0.0	0.0	0.001269403635369315	0.0	0.01269403635369315	0.0	0.0012694036353692595	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	A_endpoint	0.0	0.2	0.0	6	4	-0.14830601200000001	0.12705473361777056	-0.043253842968884196	-0.1469602612955555	0.12702203010024946	0.03111285869818783	-0.0007560835125014849	5.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	B_fit_target	0.0	0.2	0.0	6	4	-0.14830601200000001	0.12705473361777056	-0.043253842968884196	-0.14830601200000001	0.12702202168029225	0.030238095238095238	-0.0007562781762962535	4.931693988	-3.2711937478335784e-05	-0.14830601199999993	-3.2711937478335784e-05	-1.4830601199999993	-0.00032711937478335784	-0.14830601200000001	0.0	8.326672684688674e-17	-3.2711937478335784e-05	8.326672684688674e-16	-0.00032711937478335784	-0.0013457507044445094	-8.419957203686934e-09	-0.0008747634600925931	-1.9466379476862795e-07	-0.8739410392627732	-0.00019466368345814455
HMS_12p490_code_defaults	C_HCANA_coordinate_step	0.0	0.2	0.0	6	4	-0.14830601200000001	0.12705473361777056	-0.043253842968884196	-0.14830601200000001	0.12702203010024946	0.03111285869818783	-0.0007560835125014849	5.078654249295556	0.0	-0.001345750704444093	0.0	-0.01345750704444093	0.0	0.0	0.0	-0.001345750704444093	0.0	-0.01345750704444093	0.0	-0.0013457507044445094	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	A_endpoint	0.0	0.2	0.0	4	2	-0.14830601200000001	0.12705473361777056	-0.043253842968884196	-0.14826783846546238	0.12623748379830532	0.0008825466575325142	-0.018894270736894675	0.0	-3.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	B_fit_target	0.0	0.2	0.0	4	2	-0.14830601200000001	0.12705473361777056	-0.043253842968884196	-0.14830601200000001	0.1262372733864282	0.0	-0.0188991353191534	-0.14830601200000001	-3.048817460231343	-0.14830601200000001	-0.0008174602313428814	-1.4830601200000002	-0.008174602313428814	-0.14830601200000001	0.0	0.0	-0.0008174602313428814	0.0	-0.008174602313428814	-3.817353453763883e-05	-2.1041187711623444e-07	-0.0008825466575325142	-4.864582258724132e-06	-0.8825464283974437	-0.00486284580754337
HMS_12p490_code_defaults	C_HCANA_coordinate_step	0.0	0.2	0.0	4	2	-0.14830601200000001	0.12705473361777056	-0.043253842968884196	-0.14830601200000001	0.12623748379830532	0.0008825466575325142	-0.018894270736894675	-3.817353453763883e-05	-3.048	-3.817353453763883e-05	0.0	-0.0003817353453763883	0.0	0.0	0.0	-3.817353453763883e-05	0.0	-0.0003817353453763883	0.0	-3.817353453763883e-05	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	A_endpoint	0.0	0.2	0.0	4	6	-0.14830601200000001	0.12705473361777056	-0.043253842968884196	-0.14826783846546238	0.1278065764021936	0.0008825466575325142	0.017382103711891705	0.0	3.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	B_fit_target	0.0	0.2	0.0	4	6	-0.14830601200000001	0.12705473361777056	-0.043253842968884196	-0.14830601200000001	0.1278067699741563	0.0	0.01738657896656089	-0.14830601200000001	3.048752036356386	-0.14830601200000001	0.0007520363563857657	-1.4830601200000002	0.007520363563857657	-0.14830601200000001	0.0	0.0	0.0007520363563857657	0.0	0.007520363563857657	-3.817353453763883e-05	1.9357196270886057e-07	-0.0008825466575325142	4.475254669185358e-06	-0.8825464283974437	0.00447390258725977
HMS_12p490_code_defaults	C_HCANA_coordinate_step	0.0	0.2	0.0	4	6	-0.14830601200000001	0.12705473361777056	-0.043253842968884196	-0.14830601200000001	0.1278065764021936	0.0008825466575325142	0.017382103711891705	-3.817353453763883e-05	3.048	-3.817353453763883e-05	0.0	-0.0003817353453763883	0.0	0.0	0.0	-3.817353453763883e-05	0.0	-0.0003817353453763883	0.0	-3.817353453763883e-05	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	A_endpoint	0.0	0.2	0.0	0	0	-0.14830601200000001	0.12705473361777056	-0.043253842968884196	-0.15088299280527614	0.12545293749636122	-0.05957807742377812	-0.03703245796128787	-10.159999999999998	-6.096	1.7763568394002505e-15	0.0	1.7763568394002505e-14	0.0	0.0	0.0	1.7763568394002505e-15	0.0	1.7763568394002505e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	B_fit_target	0.0	0.2	0.0	0	0	-0.14830601200000001	0.12705473361777056	-0.043253842968884196	-0.14830601200000001	0.12545252509256416	-0.060476190476190475	-0.03704199246201054	-10.308306012000001	-6.097602208525206	-0.14830601200000082	-0.0016022085252060947	-1.4830601200000082	-0.016022085252060947	-0.14830601200000001	0.0	-8.049116928532385e-16	-0.0016022085252060947	-8.049116928532385e-15	-0.016022085252060947	0.00257698080527613	-4.124037970565375e-07	-0.0008981130524123582	-9.534500722670203e-06	-0.8948884801138896	-0.009521439630170991
HMS_12p490_code_defaults	C_HCANA_coordinate_step	0.0	0.2	0.0	0	0	-0.14830601200000001	0.12705473361777056	-0.043253842968884196	-0.14830601200000001	0.12545293749636122	-0.05957807742377812	-0.03703245796128787	-10.157423019194724	-6.096	0.002576980805276463	0.0	0.02576980805276463	0.0	0.0	0.0	0.002576980805276463	0.0	0.02576980805276463	0.0	0.00257698080527613	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	A_endpoint	0.0	0.2	0.0	8	8	-0.14830601200000001	0.12705473361777056	-0.043253842968884196	-0.14565268412564863	0.1285911227041377	0.061343170738843156	0.0355202909362849	10.160000000000002	6.096000000000001	1.7763568394002505e-15	8.881784197001252e-16	1.7763568394002505e-14	8.881784197001252e-15	0.0	0.0	1.7763568394002505e-15	8.881784197001252e-16	1.7763568394002505e-14	8.881784197001252e-15	0.0	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	B_fit_target	0.0	0.2	0.0	8	8	-0.14830601200000001	0.12705473361777056	-0.043253842968884196	-0.14830601200000001	0.12859151826802034	0.060476190476190475	0.035529436109418035	10.011693988	6.09753678465025	-0.14830601200000082	0.0015367846502503113	-1.4830601200000082	0.015367846502503113	-0.14830601200000001	0.0	-8.049116928532385e-16	0.0015367846502503113	-8.049116928532385e-15	0.015367846502503113	-0.00265332787435138	3.9556388264916365e-07	-0.0008669802626526807	9.145173133134898e-06	-0.8637756111660594	0.009133646325924782
HMS_12p490_code_defaults	C_HCANA_coordinate_step	0.0	0.2	0.0	8	8	-0.14830601200000001	0.12705473361777056	-0.043253842968884196	-0.14830601200000001	0.1285911227041377	0.061343170738843156	0.0355202909362849	10.15734667212565	6.096000000000001	-0.002653327874350353	8.881784197001252e-16	-0.02653327874350353	8.881784197001252e-15	0.0	0.0	-0.002653327874350353	8.881784197001252e-16	-0.02653327874350353	8.881784197001252e-15	-0.00265332787435138	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	A_endpoint	0.0	-0.2	-0.2	4	4	0.051693987999999996	-0.26347877361777056	0.0432538429688842	0.051707300734918644	-0.2635466272155596	-0.00030778155199356335	0.0015687299239021406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	B_fit_target	0.0	-0.2	-0.2	4	4	0.051693987999999996	-0.26347877361777056	0.0432538429688842	0.051693987999999996	-0.26354660974574495	0.0	0.0015683260334391105	0.051693987999999996	-6.783612797439664e-05	0.051693987999999996	-6.783612797439664e-05	0.51693988	-0.0006783612797439664	-0.14830601200000001	0.0	0.2	-6.783612797439664e-05	2.0	-0.0006783612797439664	-1.3312734918648206e-05	1.7469814650450388e-08	0.00030778155199356335	-4.038904630300835e-07	0.3077815422749014	-0.0004038894693488178
HMS_12p490_code_defaults	C_HCANA_coordinate_step	0.0	-0.2	-0.2	4	4	0.051693987999999996	-0.26347877361777056	0.0432538429688842	0.051693987999999996	-0.2635466272155596	-0.00030778155199356335	0.0015687299239021406	-1.3312734918648206e-05	0.0	-1.3312734918648206e-05	0.0	-0.00013312734918648206	0.0	0.0	0.0	-1.3312734918648206e-05	0.0	-0.00013312734918648206	0.0	-1.3312734918648206e-05	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	A_endpoint	0.0	-0.2	-0.2	2	4	0.051693987999999996	-0.26347877361777056	0.0432538429688842	0.053015551384621606	-0.2635466272155596	-0.030553663996337035	0.0015687299239021406	-5.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	B_fit_target	0.0	-0.2	-0.2	2	4	0.051693987999999996	-0.26347877361777056	0.0432538429688842	0.051693987999999996	-0.26354660974574495	-0.030238095238095238	0.0015683260334391105	-5.028306012	-6.783612797439664e-05	0.051693988000000246	-6.783612797439664e-05	0.5169398800000025	-0.0006783612797439664	-0.14830601200000001	0.0	0.20000000000000026	-6.783612797439664e-05	2.0000000000000027	-0.0006783612797439664	-0.0013215633846216102	1.7469814650450388e-08	0.0003155687582417979	-4.038904630300835e-07	0.31527746778818244	-0.0004038894693488178
HMS_12p490_code_defaults	C_HCANA_coordinate_step	0.0	-0.2	-0.2	2	4	0.051693987999999996	-0.26347877361777056	0.0432538429688842	0.051693987999999996	-0.2635466272155596	-0.030553663996337035	0.0015687299239021406	-5.081321563384622	0.0	-0.001321563384621527	0.0	-0.013215633846215269	0.0	0.0	0.0	-0.001321563384621527	0.0	-0.013215633846215269	0.0	-0.0013215633846216102	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	A_endpoint	0.0	-0.2	-0.2	6	4	0.051693987999999996	-0.26347877361777056	0.0432538429688842	0.05039905008521568	-0.2635466272155596	0.029938100892349905	0.0015687299239021406	5.079999999999999	0.0	-8.881784197001252e-16	0.0	-8.881784197001252e-15	0.0	0.0	0.0	-8.881784197001252e-16	0.0	-8.881784197001252e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	B_fit_target	0.0	-0.2	-0.2	6	4	0.051693987999999996	-0.26347877361777056	0.0432538429688842	0.051693987999999996	-0.26354660974574495	0.030238095238095238	0.0015683260334391105	5.131693988	-6.783612797439664e-05	0.051693988000000246	-6.783612797439664e-05	0.5169398800000025	-0.0006783612797439664	-0.14830601200000001	0.0	0.20000000000000026	-6.783612797439664e-05	2.0000000000000027	-0.0006783612797439664	0.0012949379147843137	1.7469814650450388e-08	0.000299994345745333	-4.038904630300835e-07	0.29972300617282444	-0.0004038894693488178
HMS_12p490_code_defaults	C_HCANA_coordinate_step	0.0	-0.2	-0.2	6	4	0.051693987999999996	-0.26347877361777056	0.0432538429688842	0.051693987999999996	-0.2635466272155596	0.029938100892349905	0.0015687299239021406	5.081294937914784	0.0	0.0012949379147837448	0.0	0.012949379147837448	0.0	0.0	0.0	0.0012949379147837448	0.0	0.012949379147837448	0.0	0.0012949379147843137	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	A_endpoint	0.0	-0.2	-0.2	4	2	0.051693987999999996	-0.26347877361777056	0.0432538429688842	0.051707300734918644	-0.2627616768257378	-0.00030778155199356335	-0.016578799542703943	0.0	-3.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	B_fit_target	0.0	-0.2	-0.2	4	2	0.051693987999999996	-0.26347877361777056	0.0432538429688842	0.051693987999999996	-0.2627618614518809	0.0	-0.016574531109418034	0.051693987999999996	-3.0472830878341104	0.051693987999999996	0.0007169121658896493	0.51693988	0.0071691216588964934	-0.14830601200000001	0.0	0.2	0.0007169121658896493	2.0	0.0071691216588964934	-1.3312734918648206e-05	-1.8462614309600056e-07	0.00030778155199356335	4.268433285908868e-06	0.3077815422749014	0.004267260703114117
HMS_12p490_code_defaults	C_HCANA_coordinate_step	0.0	-0.2	-0.2	4	2	0.051693987999999996	-0.26347877361777056	0.0432538429688842	0.051693987999999996	-0.2627616768257378	-0.00030778155199356335	-0.016578799542703943	-1.3312734918648206e-05	-3.048	-1.3312734918648206e-05	0.0	-0.00013312734918648206	0.0	0.0	0.0	-1.3312734918648206e-05	0.0	-0.00013312734918648206	0.0	-1.3312734918648206e-05	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	A_endpoint	0.0	-0.2	-0.2	4	6	0.051693987999999996	-0.26347877361777056	0.0432538429688842	0.051707300734918644	-0.2643315776053814	-0.00030778155199356335	0.019716259390508223	0.0	3.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	B_fit_target	0.0	-0.2	-0.2	4	6	0.051693987999999996	-0.26347877361777056	0.0432538429688842	0.051693987999999996	-0.264331358039609	0.0	0.019711183176296252	0.051693987999999996	3.0471474155781615	0.051693987999999996	-0.0008525844218385537	0.51693988	-0.008525844218385537	-0.14830601200000001	0.0	0.2	-0.0008525844218385537	2.0	-0.008525844218385537	-1.3312734918648206e-05	2.1956577239690134e-07	0.00030778155199356335	-5.07621421197077e-06	0.3077815422749014	-0.005074242205117818
HMS_12p490_code_defaults	C_HCANA_coordinate_step	0.0	-0.2	-0.2	4	6	0.051693987999999996	-0.26347877361777056	0.0432538429688842	0.051693987999999996	-0.2643315776053814	-0.00030778155199356335	0.019716259390508223	-1.3312734918648206e-05	3.048	-1.3312734918648206e-05	0.0	-0.00013312734918648206	0.0	0.0	0.0	-1.3312734918648206e-05	0.0	-0.00013312734918648206	0.0	-1.3312734918648206e-05	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	A_endpoint	0.0	-0.2	-0.2	0	0	0.051693987999999996	-0.26347877361777056	0.0432538429688842	0.054323802034324575	-0.2619767264359161	-0.0607995464406805	-0.03472632900931002	-10.159999999999998	-6.095999999999998	1.7763568394002505e-15	1.7763568394002505e-15	1.7763568394002505e-14	1.7763568394002505e-14	0.0	0.0	1.7763568394002505e-15	1.7763568394002505e-15	1.7763568394002505e-14	1.7763568394002505e-14	0.0	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	B_fit_target	0.0	-0.2	-0.2	0	0	0.051693987999999996	-0.26347877361777056	0.0432538429688842	0.051693987999999996	-0.26197711315801686	-0.060476190476190475	-0.034717388252275175	-10.108306012	-6.094498339540246	0.051693988000000246	0.0015016604597537508	0.5169398800000025	0.015016604597537508	-0.14830601200000001	0.0	0.20000000000000026	0.0015016604597537508	2.0000000000000027	0.015016604597537508	-0.002629814034324579	-3.8672210078694036e-07	0.0003233559644900269	8.940757034843483e-06	0.32217135341451597	0.008929990970997503
HMS_12p490_code_defaults	C_HCANA_coordinate_step	0.0	-0.2	-0.2	0	0	0.051693987999999996	-0.26347877361777056	0.0432538429688842	0.051693987999999996	-0.2619767264359161	-0.0607995464406805	-0.03472632900931002	-10.162629814034323	-6.095999999999998	-0.0026298140343232745	1.7763568394002505e-15	-0.026298140343232745	1.7763568394002505e-14	0.0	0.0	-0.0026298140343232745	1.7763568394002505e-15	-0.026298140343232745	1.7763568394002505e-14	-0.002629814034324579	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	A_endpoint	0.0	-0.2	-0.2	8	8	0.051693987999999996	-0.26347877361777056	0.0432538429688842	0.04909079943551272	-0.2651165279952032	0.06018398333669338	0.037863788857114306	10.16	6.096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	B_fit_target	0.0	-0.2	-0.2	8	8	0.051693987999999996	-0.26347877361777056	0.0432538429688842	0.051693987999999996	-0.26511610633347304	0.060476190476190475	0.0378540403191534	10.211693988	6.094362667284297	0.051693988000000246	-0.0016373327157026552	0.5169398800000025	-0.01637332715702655	-0.14830601200000001	0.0	0.20000000000000026	-0.0016373327157026552	2.0000000000000027	-0.01637332715702655	0.0026031885644872757	4.216617301433523e-07	0.0002922071394970971	-9.748537960908854e-06	0.29114744246494517	-0.009734585404742868
HMS_12p490_code_defaults	C_HCANA_coordinate_step	0.0	-0.2	-0.2	8	8	0.051693987999999996	-0.26347877361777056	0.0432538429688842	0.051693987999999996	-0.2651165279952032	0.06018398333669338	0.037863788857114306	10.162603188564487	6.096	0.0026031885644872688	0.0	0.026031885644872688	0.0	0.0	0.0	0.0026031885644872688	0.0	0.026031885644872688	0.0	0.0026031885644872757	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	A_endpoint	8.0	0.0	0.0	4	4	-0.14830601200000001	1.661941698755368	7.810670144710822	-0.15553726355249708	1.742976299627006	0.0009258170449553398	-0.010374858926351227	0.0	-2.220446049250313e-16	0.0	-2.220446049250313e-16	0.0	-2.220446049250313e-15	0.0	0.0	0.0	-2.220446049250313e-16	0.0	-2.220446049250313e-15	0.0	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	B_fit_target	8.0	0.0	0.0	4	4	-0.14830601200000001	1.661941698755368	7.810670144710822	-0.14830601200000001	1.742976299627006	0.0	-0.010374858926351227	-0.14830601200000001	-2.220446049250313e-16	-0.14830601200000001	-2.220446049250313e-16	-1.4830601200000002	-2.220446049250313e-15	-0.14830601200000001	0.0	0.0	-2.220446049250313e-16	0.0	-2.220446049250313e-15	0.00723125155249707	0.0	-0.0009258170449553398	0.0	-0.9258167804380657	0.0
HMS_12p490_code_defaults	C_HCANA_coordinate_step	8.0	0.0	0.0	4	4	-0.14830601200000001	1.661941698755368	7.810670144710822	-0.15553726355249708	1.7429762996270062	0.0009258170449553398	-0.010374858926351227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.220446049250313e-16	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	A_endpoint	8.0	0.0	0.0	2	4	-0.14830601200000001	1.661941698755368	7.810670144710822	0.09215841237657524	1.742976299627006	-0.030786657216527236	-0.010374858926351227	-5.08	-2.220446049250313e-16	0.0	-2.220446049250313e-16	0.0	-2.220446049250313e-15	0.0	0.0	0.0	-2.220446049250313e-16	0.0	-2.220446049250313e-15	0.0	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	B_fit_target	8.0	0.0	0.0	2	4	-0.14830601200000001	1.661941698755368	7.810670144710822	0.09938966392907231	1.742976299627006	-0.031712474261482576	-0.010374858926351227	-5.228306012000001	-2.220446049250313e-16	-0.14830601200000082	-2.220446049250313e-16	-1.4830601200000082	-2.220446049250313e-15	-0.14830601200000001	0.0	-8.049116928532385e-16	-2.220446049250313e-16	-8.049116928532385e-15	-2.220446049250313e-15	0.00723125155249707	0.0	-0.0009258170449553405	0.0	-0.9249137681498071	0.0
HMS_12p490_code_defaults	C_HCANA_coordinate_step	8.0	0.0	0.0	2	4	-0.14830601200000001	1.661941698755368	7.810670144710822	0.09215841237657524	1.7429762996270062	-0.030786657216527236	-0.010374858926351227	-5.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.220446049250313e-16	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	A_endpoint	8.0	0.0	0.0	6	4	-0.14830601200000001	1.661941698755368	7.810670144710822	-0.40323293948156946	1.742976299627006	0.03263829130643792	-0.010374858926351227	5.08	-2.220446049250313e-16	0.0	-2.220446049250313e-16	0.0	-2.220446049250313e-15	0.0	0.0	0.0	-2.220446049250313e-16	0.0	-2.220446049250313e-15	0.0	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	B_fit_target	8.0	0.0	0.0	6	4	-0.14830601200000001	1.661941698755368	7.810670144710822	-0.3960016879290723	1.742976299627006	0.031712474261482576	-0.010374858926351227	4.931693988000001	-2.220446049250313e-16	-0.14830601199999904	-2.220446049250313e-16	-1.4830601199999904	-2.220446049250313e-15	-0.14830601200000001	0.0	9.71445146547012e-16	-2.220446049250313e-16	9.71445146547012e-15	-2.220446049250313e-15	0.007231251552497153	0.0	-0.0009258170449553405	0.0	-0.9248595134940598	0.0
HMS_12p490_code_defaults	C_HCANA_coordinate_step	8.0	0.0	0.0	6	4	-0.14830601200000001	1.661941698755368	7.810670144710822	-0.40323293948156946	1.7429762996270062	0.03263829130643792	-0.010374858926351227	5.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.220446049250313e-16	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	A_endpoint	8.0	0.0	0.0	4	2	-0.14830601200000001	1.661941698755368	7.810670144710822	-0.15553726355249708	1.8915937051844494	0.0009258170449553398	-0.02940234348324077	0.0	-3.0480000000000005	0.0	-4.440892098500626e-16	0.0	-4.440892098500626e-15	0.0	0.0	0.0	-4.440892098500626e-16	0.0	-4.440892098500626e-15	0.0	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	B_fit_target	8.0	0.0	0.0	4	2	-0.14830601200000001	1.661941698755368	7.810670144710822	-0.14830601200000001	1.8915937051844494	0.0	-0.02940234348324077	-0.14830601200000001	-3.0480000000000005	-0.14830601200000001	-4.440892098500626e-16	-1.4830601200000002	-4.440892098500626e-15	-0.14830601200000001	0.0	0.0	-4.440892098500626e-16	0.0	-4.440892098500626e-15	0.00723125155249707	0.0	-0.0009258170449553398	0.0	-0.9258167804380657	0.0
HMS_12p490_code_defaults	C_HCANA_coordinate_step	8.0	0.0	0.0	4	2	-0.14830601200000001	1.661941698755368	7.810670144710822	-0.15553726355249708	1.8915937051844494	0.0009258170449553398	-0.02940234348324077	0.0	-3.0480000000000005	0.0	-4.440892098500626e-16	0.0	-4.440892098500626e-15	0.0	0.0	0.0	-4.440892098500626e-16	0.0	-4.440892098500626e-15	0.0	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	A_endpoint	8.0	0.0	0.0	4	6	-0.14830601200000001	1.661941698755368	7.810670144710822	-0.15553726355249708	1.5943588940695625	0.0009258170449553398	0.008652625630538318	0.0	3.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	B_fit_target	8.0	0.0	0.0	4	6	-0.14830601200000001	1.661941698755368	7.810670144710822	-0.14830601200000001	1.5943588940695625	0.0	0.008652625630538318	-0.14830601200000001	3.048	-0.14830601200000001	0.0	-1.4830601200000002	0.0	-0.14830601200000001	0.0	0.0	0.0	0.0	0.0	0.00723125155249707	0.0	-0.0009258170449553398	0.0	-0.9258167804380657	0.0
HMS_12p490_code_defaults	C_HCANA_coordinate_step	8.0	0.0	0.0	4	6	-0.14830601200000001	1.661941698755368	7.810670144710822	-0.15553726355249708	1.5943588940695628	0.0009258170449553398	0.008652625630538318	0.0	3.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.220446049250313e-16	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	A_endpoint	8.0	0.0	0.0	0	0	-0.14830601200000001	1.661941698755368	7.810670144710822	0.33985408830564756	2.0402111107418928	-0.062499131478009805	-0.04842982804013032	-10.159999999999998	-6.096	1.7763568394002505e-15	0.0	1.7763568394002505e-14	0.0	0.0	0.0	1.7763568394002505e-15	0.0	1.7763568394002505e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	B_fit_target	8.0	0.0	0.0	0	0	-0.14830601200000001	1.661941698755368	7.810670144710822	0.3470853398581446	2.040211110741893	-0.06342494852296515	-0.04842982804013032	-10.308306012000001	-6.096	-0.14830601200000082	0.0	-1.4830601200000082	0.0	-0.14830601200000001	0.0	-8.049116928532385e-16	0.0	-8.049116928532385e-15	0.0	0.007231251552497042	4.440892098500626e-16	-0.0009258170449553474	0.0	-0.9221613311360886	0.0
HMS_12p490_code_defaults	C_HCANA_coordinate_step	8.0	0.0	0.0	0	0	-0.14830601200000001	1.661941698755368	7.810670144710822	0.33985408830564756	2.0402111107418928	-0.062499131478009805	-0.04842982804013032	-10.159999999999998	-6.096	1.7763568394002505e-15	0.0	1.7763568394002505e-14	0.0	0.0	0.0	1.7763568394002505e-15	0.0	1.7763568394002505e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	A_endpoint	8.0	0.0	0.0	8	8	-0.14830601200000001	1.661941698755368	7.810670144710822	-0.6509286154106417	1.4457414885121191	0.06435076556792049	0.027680110187427862	10.16	6.096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	B_fit_target	8.0	0.0	0.0	8	8	-0.14830601200000001	1.661941698755368	7.810670144710822	-0.6436973638581447	1.4457414885121191	0.06342494852296515	0.027680110187427862	10.011693988000001	6.096	-0.14830601199999904	0.0	-1.4830601199999904	0.0	-0.14830601200000001	0.0	9.71445146547012e-16	0.0	9.71445146547012e-15	0.0	0.007231251552497042	0.0	-0.0009258170449553405	0.0	-0.9220534729751234	0.0
