setting	construction	foil_lab_z_cm	lab_X_cm	lab_Y_cm	xscol	yscol	vertex_x_cm	vertex_y_cm	vertex_z_cm	xt_cm	yt_cm	p_slope	q_slope	sieve_x_cm	sieve_y_cm	dx_cm	dy_cm	dx_mm	dy_mm	setting_offset_x_cm	setting_offset_y_cm	dx_after_offset_cm	dy_after_offset_cm	dx_after_offset_mm	dy_after_offset_mm	dxt_cm	dyt_cm	dp_slope	dq_slope	dp_mrad	dq_mrad
HMS_12p490_code_defaults	B_fit_target	-8.0	0.0	0.0	4	2	-0.14830601200000001	-1.7983657387553678	-7.810670144710821	-0.14830601200000001	-1.8538827389924828	0.0	-0.00710784083933046	-0.14830601200000001	-3.048	-0.14830601200000001	0.0	-1.4830601200000002	0.0	-0.14830601200000001	0.0	0.0	0.0	0.0	0.0	-0.006588731726328456	-2.220446049250313e-16	-0.0008435552397242354	1.734723475976807e-18	-0.8435550396371113	1.734723475976807e-15
HMS_12p490_code_defaults	C_HCANA_coordinate_step	-8.0	0.0	0.0	4	2	-0.14830601200000001	-1.7983657387553678	-7.810670144710821	-0.14171728027367156	-1.8538827389924826	0.0008435552397242354	-0.007107840839330462	0.0	-3.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	A_endpoint	-8.0	0.0	0.0	4	6	-0.14830601200000001	-1.7983657387553678	-7.810670144710821	-0.14171728027367156	-1.5830581914097566	0.0008435552397242354	0.027565822567915215	0.0	3.047999999999999	0.0	-8.881784197001252e-16	0.0	-8.881784197001252e-15	0.0	0.0	0.0	-8.881784197001252e-16	0.0	-8.881784197001252e-15	0.0	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	B_fit_target	-8.0	0.0	0.0	4	6	-0.14830601200000001	-1.7983657387553678	-7.810670144710821	-0.14830601200000001	-1.5830581914097568	0.0	0.027565822567915222	-0.14830601200000001	3.048000000000001	-0.14830601200000001	8.881784197001252e-16	-1.4830601200000002	8.881784197001252e-15	-0.14830601200000001	0.0	0.0	8.881784197001252e-16	0.0	8.881784197001252e-15	-0.006588731726328456	-2.220446049250313e-16	-0.0008435552397242354	6.938893903907228e-18	-0.8435550396371113	6.938893903907228e-15
HMS_12p490_code_defaults	C_HCANA_coordinate_step	-8.0	0.0	0.0	4	6	-0.14830601200000001	-1.7983657387553678	-7.810670144710821	-0.14171728027367156	-1.5830581914097566	0.0008435552397242354	0.027565822567915215	0.0	3.047999999999999	0.0	-8.881784197001252e-16	0.0	-8.881784197001252e-15	0.0	0.0	0.0	-8.881784197001252e-16	0.0	-8.881784197001252e-15	0.0	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	A_endpoint	-8.0	0.0	0.0	0	0	-0.14830601200000001	-1.7983657387553678	-7.810670144710821	-0.5930915262448814	-1.9892950127838454	-0.056945883772351893	-0.0244446725429533	-10.16	-6.096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	B_fit_target	-8.0	0.0	0.0	0	0	-0.14830601200000001	-1.7983657387553678	-7.810670144710821	-0.5996802579712099	-1.9892950127838456	-0.05778943901207613	-0.024444672542953298	-10.308306012	-6.095999999999999	-0.14830601199999904	8.881784197001252e-16	-1.4830601199999904	8.881784197001252e-15	-0.14830601200000001	0.0	9.71445146547012e-16	8.881784197001252e-16	9.71445146547012e-15	8.881784197001252e-15	-0.006588731726328567	-2.220446049250313e-16	-0.0008435552397242363	3.469446951953614e-18	-0.8407881159908648	3.469446951953614e-15
HMS_12p490_code_defaults	C_HCANA_coordinate_step	-8.0	0.0	0.0	0	0	-0.14830601200000001	-1.7983657387553678	-7.810670144710821	-0.5930915262448814	-1.9892950127838454	-0.056945883772351893	-0.0244446725429533	-10.16	-6.096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	A_endpoint	-8.0	0.0	0.0	8	8	-0.14830601200000001	-1.7983657387553678	-7.810670144710821	0.3096569656975383	-1.4476459176183936	0.05863299425180037	0.044902654271538056	10.16	6.096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMS_12p490_code_defaults	B_fit_target	-8.0	0.0	0.0	8	8	-0.14830601200000001	-1.7983657387553678	-7.810670144710821	0.30306823397120985	-1.4476459176183938	0.05778943901207613	0.04490265427153806	10.011693988	6.096	-0.14830601200000082	0.0	-1.4830601200000082	0.0	-0.14830601200000001	0.0	-8.049116928532385e-16	0.0	-8.049116928532385e-15	0.0	-0.006588731726328456	-2.220446049250313e-16	-0.0008435552397242432	6.938893903907228e-18	-0.8407064183906867	6.938893903907228e-15
