N	last_code	degree	rank	truncated	sigma_max_Ay	sigma_min_Ay	threshold_Ay	sigma_min_minus_threshold_Ay	min_over_threshold_Ay	log10_min_over_threshold_Ay	log10_min_retained_over_threshold_Ay	kappa_Ay	rank_scaled	truncated_scaled	threshold_scaled_Gram	min_over_threshold_scaled_Gram	log10_min_over_threshold_scaled_Gram	kappa_scaled_Gram	min_over_threshold_direct_X	min_over_threshold_scaled_direct_X	xptar_residual_rms_mrad	ytar_residual_rms_cm	yptar_residual_rms_mrad	xptar_step_prediction_rms_mrad	ytar_step_prediction_rms_cm	yptar_step_prediction_rms_mrad	xptar_prediction_diff_from_full_rms_mrad	ytar_prediction_diff_from_full_rms_cm	yptar_prediction_diff_from_full_rms_mrad
148	03300	6	100	48	166965.22547574202	2.3598815436814295e-18	3.707372752697991e-11	-3.707372516709837e-11	6.365374352940522e-08	-7.196176050040877	3.761660769184395e-05	7.075152815309334e+22	148	0	1.9243215006012313e-14	69125.76159488359	4.839639929189909	65150813871.1608	13218.287848643167	17644114614.489098	1.98010372204759	0.14902536355613816	1.127757965550105	0.012448288851443591	0.000774867600337718	0.0035600861013259035	0.1124310475677962	0.019855011654415396	0.07409682707938095
149	20400	6	100	49	166965.22549056093	2.4883694164673832e-18	3.707372753027037e-11	-3.707372504190095e-11	6.711948277754514e-08	-7.173151398837931	0.01722536587625542	6.709824690242067e+22	149	0	1.9371672292422693e-14	68667.31416049929	4.836750060819483	65585783897.76574	13218.248084254361	17585508576.57481	1.9804828985258136	0.14901791298674352	1.1278095434949365	0.023922679304097482	0.0015929432000484996	0.019102948418089686	0.11305446584138171	0.019629732510270042	0.07184026551931401
150	11400	6	101	49	166965.22549075529	3.0310798453915303e-18	3.7073727530313524e-11	-3.707372449923368e-11	8.175816264801407e-08	-7.087468877003821	0.016388904928658375	5.508440358132105e+22	150	0	1.9510227733163047e-14	68179.24306975337	4.833652175354971	66055289331.43063	13217.955329865306	17522900380.98453	1.9804426547950353	0.14908663881654619	1.1277954440814757	0.04220048386025625	0.0045458565004649135	0.01384772312201166	0.10783376904522249	0.020131566544982684	0.0741413512899016
151	02400	6	101	50	166965.22549075828	3.433868920424339e-18	3.707372753031419e-11	-3.707372409644527e-11	9.262270478781926e-08	-7.033282540797611	0.022982360435141146	4.862306318615261e+22	151	0	1.965215717880192e-14	67516.27135176494	4.829408449967315	66703915029.70295	13199.175477686033	17437496022.89608	1.9804963044482669	0.14921092806453992	1.1277715749485058	0.027547203040609293	0.004004296609435957	0.007553491314005356	0.10802719130101053	0.020483450612082964	0.07420408866802802
152	10500	6	102	50	166965.2254922035	2.474509174426643e-18	3.707372753063509e-11	-3.7073725056125916e-11	6.674562659991188e-08	-7.175577185480238	0.01882723907130679	6.74740781799244e+22	152	0	1.977147169097419e-14	67107.27164712254	4.826769582242217	67110456390.66155	13198.839214483796	17384599288.718884	1.980469847635912	0.14907470470288806	1.1272526558961335	0.007657265330087323	0.005944297858687809	0.032725898934663544	0.10860799308310172	0.019572966045286622	0.06688684644302606
153	01500	6	103	50	166965.22549222413	1.9805795890889495e-18	3.707372753063967e-11	-3.707372555006008e-11	5.342272603832713e-08	-7.272273954704827	0.011486110922302737	8.430119466646971e+22	153	0	1.9900794101065756e-14	66670.88819112975	4.823936240845335	67549716968.817566	13198.575220247412	17327982368.106762	1.980394383247853	0.1489867941024245	1.126937076229585	0.01939679712807418	0.0058657606497804155	0.02778612621466469	0.10658728492649985	0.018823698733256535	0.06064006425398794
154	00600	6	104	50	166965.22549346052	1.9670975336763744e-18	3.7073727530914206e-11	-3.707372556381667e-11	5.30590707944351e-08	-7.275240359939498	0.01787820275767827	8.487897658100034e+22	154	0	2.000590593274308e-14	66319.79383383252	4.821643167467307	67907322490.39381	13198.4947898612	17282298147.53682	1.98006427148024	0.1487913805491511	1.126404650461501	0.03714586388019642	0.006586178836325604	0.04087005936599229	0.10128805292833186	0.017791347114433285	0.046950628770924686
155	50010	6	104	51	166965.2254970244	1.9470392637228073e-18	3.7073727531705546e-11	-3.707372558466628e-11	5.251803347957646e-08	-7.279691544291585	0.04082986072233146	8.575339419595527e+22	155	0	2.0133421122320454e-14	65886.68456240515	4.818797654269658	68353714521.86021	13198.237758489828	17225773223.378094	1.9798911882447063	0.14888295050766032	1.1263707910646614	0.03408750987702364	0.006473890626721231	0.01506902516972855	0.09541132655575854	0.017775763655416978	0.04693106497622275
156	41010	6	106	50	166965.22549708185	1.9143852294032835e-18	3.70737275317183e-11	-3.707372561733307e-11	5.163724709810843e-08	-7.287036919038644	0.02130295486762996	8.721610621135284e+22	156	0	2.0266744270236487e-14	65442.33057948252	4.815858757347035	68817836826.58858	13193.14764613179	17167588058.53216	1.978680525138228	0.14869540051087413	1.126170214775101	0.0697804732458198	0.00690590435136656	0.021489780529482062	0.0648893941247227	0.017183519426753075	0.04319325413161679
157	32010	6	106	51	166965.22549708275	2.2356496283877332e-18	3.70737275317185e-11	-3.707372529606887e-11	6.030280139689268e-08	-7.219662512023164	0.014420522266990114	7.468309138292471e+22	157	0	2.0403608510870838e-14	64937.53770586326	4.812495817073628	69352793260.6515	13189.912059727249	17101248413.799932	1.978890036575445	0.1488034159041318	1.1261327408735815	0.024235076170037707	0.0041354094931213455	0.007090543935265734	0.06615366518677845	0.01738773853174347	0.04379465824614352
158	23010	6	106	52	166965.22549708278	2.3817251966961666e-18	3.707372753171851e-11	-3.707372514999331e-11	6.4242938470605e-08	-7.192174602654925	0.019320710463020235	7.010264061054996e+22	158	0	2.05421932944824e-14	63827.13721954418	4.805005365851762	70559323566.08142	13179.796367593306	16954405881.732393	1.978666897406898	0.14875721662840688	1.126155040143671	0.016807157022332184	0.0031607528243163237	0.012720246464706297	0.06321816040716546	0.01738332837125501	0.04322237562728859
159	14010	6	106	53	166965.22549708278	2.625886007756424e-18	3.707372753171851e-11	-3.7073724905832505e-11	7.082875617267892e-08	-7.149790384801711	0.015949227093079242	6.3584338773235275e+22	159	0	2.0680816351165255e-14	58719.07199819406	4.768779183330898	76697391053.94934	12546.18916945137	16261832747.940023	1.9788977326195443	0.14875892179731884	1.1261480847625818	0.017458565928520416	0.0013450605023918219	0.012860829590040894	0.06682143121299043	0.01724468316325875	0.04393404615989761
160	05010	6	106	54	166965.22549708278	9.475355606921827e-20	3.707372753171851e-11	-3.707372743696495e-11	2.5558141135970656e-09	-8.592470735949766	0.014974455317814463	1.7620998348084505e+24	160	0	2.0817735468905713e-14	57123.393181478845	4.756813997021334	78839847854.67368	3392.6011375230546	16039354786.256533	1.9788922432198108	0.14880106459208223	1.1261334988836105	0.006897449952447904	0.0019885173345814723	0.007111153746929842	0.06628391568640174	0.017389710937068984	0.04373805172455884
161	40110	6	107	54	166965.22550029267	9.473675958209532e-20	3.707372753243125e-11	-3.707372743769449e-11	2.5553610572128678e-09	-8.592547727984508	0.015852622678763414	1.7624122488125305e+24	161	0	2.0964830694375022e-14	56713.083824744994	4.753683263079629	79410240523.81877	3392.367240863451	15981646835.170725	1.9789188412068794	0.14878964842244027	1.12616637484554	0.024939698135745043	0.003456020075915863	0.006933686737906316	0.06403961646448822	0.017187017869375164	0.04342929385165078
162	31110	6	107	55	166965.22550033763	9.469153979474131e-20	3.707372753244123e-11	-3.7073727437749693e-11	2.5541413312670496e-09	-8.59275507508702	0.014036386700793628	1.7632538858514795e+24	162	0	2.1119930999476965e-14	56296.37199649018	4.750480407770106	79998043704.33098	3391.5719225914245	15922824165.634869	1.9790133590340064	0.14886259236412983	1.1261963987447339	0.026363176538072807	0.0027169781170047606	0.013928280726679237	0.06809127846613598	0.017197577599684453	0.04627413968351723
163	22110	6	107	56	166965.2255003383	9.469151357763451e-20	3.707372753244138e-11	-3.707372743774987e-11	2.5541406241057e-09	-8.592755195329511	0.00897017409792675	1.7632543740411218e+24	163	0	2.12798454736978e-14	55873.09105222356	4.747202698383432	80604089420.45221	3391.5717106665566	15862851257.114857	1.9785348964011549	0.14881187203458746	1.126159096532492	0.03568842250747393	0.0031290653419953373	0.013252941291502996	0.05782887152749042	0.017249027549058264	0.04368846242567581
164	13110	6	107	57	166965.2255003383	9.450374991740217e-20	3.707372753244138e-11	-3.707372743793763e-11	2.5490760224934658e-09	-8.59361721213486	0.010781325661695308	1.7667576751850445e+24	164	0	2.1441776338275847e-14	54678.22909539166	4.73781444030409	82365499063.86899	3388.189130350738	15692317794.591469	1.979065593490861	0.14886567558522007	1.1262133729285386	0.038650948452222195	0.0031050571697971876	0.01527597096646817	0.06959933942132342	0.01723309213208778	0.047122703902115495
165	04110	6	107	58	166965.2255003383	2.8934595783320124e-19	3.707372753244138e-11	-3.7073727243095426e-11	7.804609277014536e-09	-8.107648834188245	0.0031204880103500345	5.7704357355006994e+23	165	0	2.1603151152274276e-14	52941.02053752584	4.723792308887206	85068243521.64197	3366.686933282675	15441021927.196732	1.9785678397385427	0.1488891672565477	1.126170612825771	0.022362816943613723	0.00218026302670702	0.007289152644502929	0.06343636880887045	0.017390230611874787	0.04566251846502884
166	30210	6	108	58	166965.22550049954	2.436060023788138e-19	3.707372753247718e-11	-3.707372728887118e-11	6.570852692527641e-09	-8.182378268852627	0.014601898395310228	6.853904414098309e+23	166	0	2.1758396760774925e-14	52560.62720610985	4.7206605390198995	85683901938.80678	3366.673268200866	15385448874.735838	1.9785066164039202	0.1486731248920497	1.1260698833244738	0.05188756319031006	0.006810591909968964	0.011621518833466448	0.045617831424565214	0.016276922288096275	0.04402205894679552
167	21210	6	108	59	166965.22550050204	2.2958101493186153e-19	3.707372753247774e-11	-3.7073727302896726e-11	6.192552791751016e-09	-8.208130282349162	0.013703726591962898	7.27260594914856e+23	167	0	2.1922769397463553e-14	52140.072660011996	4.717171632045587	86375016328.36159	3365.9535808189135	15323773406.856874	1.9781267613141	0.1487300087259395	1.1260066087402827	0.02953385527885046	0.0030428453197605503	0.0037417697871473293	0.042370507308172316	0.01650169594767035	0.04361556356751735
168	12210	6	108	60	166965.225500502	1.6190175290749128e-19	3.707372753247773e-11	-3.707372737057598e-11	4.367021167905502e-09	-8.35981470295334	0.03202373226460962	1.0312749707898712e+24	168	0	2.2091862327177728e-14	51736.85485513999	4.713800023905562	87048191081.19923	3364.998848469693	15264405436.365501	1.977959995703269	0.14867614009713578	1.1260191888903774	0.018702144294655876	0.002824411928218121	0.007563244221777489	0.03614802387719958	0.016399306806972307	0.04255833052914803
169	03210	6	108	61	166965.225500502	1.3002198473996542e-19	3.707372753247773e-11	-3.7073727402455745e-11	3.5071192834888843e-09	-8.455049462724139	0.014232283508326267	1.2841307247725868e+24	169	0	2.2261876573610875e-14	51265.71397016846	4.709827010108366	87848179194.21043	3345.964341919511	15194744405.848465	1.978119519623791	0.1486896280534498	1.126020271808425	0.009976703161659472	0.0015413064777474194	0.0040023268936765855	0.038013079502038964	0.016455039746770192	0.042950444843991804
170	20310	6	109	61	166965.2255006538	1.2579092081411434e-19	3.7073727532511433e-11	-3.7073727406720514e-11	3.392993615325118e-09	-8.469416957576126	0.009706503644911393	1.3273233427346015e+24	170	0	2.240225319172539e-14	50888.27948345175	4.70661776776317	88499742437.45088	3345.7394810472188	15138707334.846064	1.9781865435411117	0.14823837678659374	1.125607733040502	0.0331282394976659	0.012556011451778776	0.03457538732208039	0.04420733887585963	0.011267645044696064	0.02915743470300671
171	11310	6	108	63	166965.22550065568	1.2410905557775387e-19	3.7073727532511853e-11	-3.70737274084028e-11	3.3476281948966763e-09	-8.475262783017905	0.04308261861611214	1.3453105796623566e+24	171	0	2.2553121057352228e-14	50542.76645980649	4.703659009355698	89104731355.61205	3345.735574315188	15087225931.74811	1.9781629048234652	0.14833811082381596	1.1257186147621874	0.005111492757425356	0.005290623731155626	0.016301741264896568	0.04349383847709199	0.011777299970205525	0.02649698230311797
172	02310	6	109	63	166965.22550065577	1.3474435393475588e-19	3.707372753251187e-11	-3.707372739776752e-11	3.634497065788477e-09	-8.43955567742241	0.006394567670776707	1.2391259494368235e+24	172	0	2.2709383145584267e-14	49881.30039360114	4.697937766907622	90286331587.86345	3343.6317229609526	14988175344.305435	1.9776759805717066	0.1481512016692426	1.1256183884291988	0.04201325263999032	0.0074430250253427425	0.01628503019628678	0.03084491845110135	0.011434796615149349	0.02383250688339915
173	10410	6	110	63	166965.22550066857	1.332929272742158e-19	3.7073727532514716e-11	-3.707372739922179e-11	3.595347329380735e-09	-8.444259148133089	0.011013848481580206	1.2526187916721245e+24	173	0	2.283977594040847e-14	49595.80262870177	4.695444923015835	90806063994.70186	3343.595469168378	14945221480.33933	1.978075221049732	0.1478323176805375	1.125452181155548	0.029032131965969488	0.010329326419327396	0.018947644544827377	0.03647061167924578	0.004915806754795288	0.023460773669784305
174	01410	6	110	64	166965.2255006688	1.3552506541325925e-19	3.707372753251477e-11	-3.70737273969897e-11	3.6555554143941883e-09	-8.43704662825988	0.024194370290325697	1.2319877875840788e+24	174	0	2.2981668822925143e-14	49288.96237783143	4.6927496755634195	91371362067.78963	3343.5016094861885	14898917895.934433	1.9776888218577133	0.14785797623499547	1.1254601199470755	0.02362529533688499	0.0019810816005669143	0.006704351955372512	0.030429954441885915	0.005305231629700796	0.020695097034941583
175	00510	6	110	65	166965.2255006823	1.3129543378275606e-19	3.7073727532517766e-11	-3.7073727401222335e-11	3.541468379935506e-09	-8.450816631454419	0.05336532669377888	1.2716757977809508e+24	175	0	2.3092748611967755e-14	49046.76033428549	4.690610326386529	91822570882.87875	3343.1532043016796	14862266232.531342	1.9780221579653858	0.14788336546569658	1.1257522074047854	0.02413620527885485	0.006021462235467921	0.022611679824543287	0.039320979522936644	0.0027526667127739882	0.024237988115385356
176	40020	6	111	65	166965.22550073208	1.3541094069258465e-19	3.707372753252882e-11	-3.707372739711788e-11	3.6524770964498753e-09	-8.437412498711016	0.01406024827105232	1.2330261103479313e+24	176	0	2.324542744067524e-14	48708.281591857194	4.687602808111322	92460655153.21701	3343.1309029129184	14810894991.570742	1.9776812915242585	0.14785584696696574	1.1254861228282744	0.037586482485406185	0.0029212509561492403	0.02582470362783752	0.006390054788716094	0.0021864261213208093	0.0071728585058090264
177	31020	6	111	66	166965.22550073278	1.3085760074736038e-19	3.707372753252897e-11	-3.707372740167137e-11	3.5296585872716524e-09	-8.452267300514377	0.021163662698859	1.2759306646855264e+24	177	0	2.3405789458217038e-14	48273.160021017764	4.683705729205493	93294071185.9274	3342.5500120849933	14744591481.415531	1.9777010390669798	0.1478605449038874	1.1255119676339669	0.005286803556941465	0.0012338723741420112	0.005637303964940939	0.005955187506127501	0.0012020082690670602	0.003910938164421085
178	22020	6	111	67	166965.22550073278	1.268159172255112e-19	3.707372753252897e-11	-3.707372740571305e-11	3.42064112960428e-09	-8.465892486647425	0.015207449479370935	1.316595181059376e+24	178	0	2.3570663004638453e-14	47656.51462029512	4.678122276858031	94501237936.78738	3341.850489253019	14650115078.597965	1.9777201967150488	0.14783081867375536	1.1255145234549513	0.008443566562203653	0.0012788156966049048	0.003417196365324161	0.00902092501936392	0.0015784260740618946	0.004546775025515537
179	13020	6	111	68	166965.22550073278	5.336545720228192e-19	3.707372753252897e-11	-3.70737269988744e-11	1.4394413713986103e-08	-7.841806019286486	0.010988997014854373	3.1287134834777226e+23	179	0	2.3737287151252868e-14	47071.76462038129	4.672760479388591	95675181580.5204	3182.921664223467	14559957412.418982	1.9776618340944305	0.14784479806893125	1.1255181780133072	0.011230233093520097	0.003002919255905411	0.007004507787574906	0.01187117113603394	0.0029025667841564543	0.0068068246954427454
180	04020	6	111	69	166965.22550073278	3.121690282658175e-20	3.707372753252897e-11	-3.707372750131207e-11	8.420222325686467e-10	-9.074676441333592	0.01991593496871602	5.34855191843564e+24	180	0	2.3903168730205685e-14	45297.53925149703	4.656074609992446	99422611068.69414	1349.3380078097384	14282925056.797167	1.9776444040177266	0.14783533854688036	1.125519887654676	0.009652253606564054	0.0033315991273495764	0.007693344560715918	0.009932458807855829	0.0017096962857915557	0.005238897899834714
181	30120	6	111	70	166965.22550073525	3.1678003488710056e-20	3.707372753252952e-11	-3.7073727500851515e-11	8.544596294212632e-10	-9.068308451531605	0.031891753961033165	5.270699132293521e+24	181	0	2.4060439536928277e-14	44975.64589892381	4.652977409000896	100134184564.94606	1348.8278725924529	14232086047.817411	1.9776889402260047	0.14784275076778777	1.1255344389279063	0.007569865483067858	0.0010780190947059034	0.003504272392505177	0.0038353164851770605	0.001573604424519533	0.0035048023554006447
182	21120	6	111	71	166965.22550073528	3.3511939302362547e-20	3.707372753252953e-11	-3.707372749901759e-11	9.039268919737902e-10	-9.04386669308248	0.018993824877040252	4.982260918841079e+24	182	0	2.4227111054937906e-14	44622.16042549014	4.649550593248472	100927422258.95996	1345.5373203488468	14176046983.494404	1.977624450977921	0.14785975908562815	1.125555204212226	0.011241589984707864	0.0012385153749763672	0.004228611126895367	0.011230516780163147	0.0019719190971741545	0.005321228266351662
183	12120	6	111	72	166965.22550073528	3.2883072381753045e-20	3.707372753252953e-11	-3.7073727499646455e-11	8.869642890076407e-10	-9.052093865398414	0.017895329327143352	5.077543350036385e+24	183	0	2.4398821219352376e-14	44301.46549368764	4.646418092934011	101658028175.43808	1341.8526807349153	14125014187.928736	1.9777025223593085	0.14782592846758222	1.1254951903035644	0.00943329221439975	0.001985307120348209	0.005533208494685792	0.00662299822481172	0.001321927972148871	0.0037845996717294737
184	03120	6	111	73	166965.22550073528	4.2276789661433344e-20	3.707372753252953e-11	-3.707372749025274e-11	1.1403436469758402e-09	-8.942964252614892	0.018180236675203763	3.949335482609928e+24	184	0	2.4571830761122175e-14	43979.691025710505	4.643252173949275	102401802339.57745	1337.5781574292098	14073623557.724709	1.9776602973547486	0.14787452323524589	1.1255579132053173	0.003992156028351025	0.0023052987830644873	0.006473467550527029	0.006888344007668542	0.002283131854476566	0.005692463330951029
185	20220	6	111	74	166965.22550073758	3.9703215690631225e-20	3.707372753253004e-11	-3.707372749282682e-11	1.0709259179777367e-09	-8.970240570742616	0.01901224770792667	4.2053325554719837e+24	185	0	2.4719558690118247e-14	43712.904296778135	4.640609662087054	103026776642.30228	1336.444983484931	14030872225.98813	1.9776831218427346	0.14782003990991366	1.1255173047863793	0.003896984632166698	0.0020300433596151975	0.006030900248198379	0.004079364703310498	0.001517474166765119	0.0026227913369977433
186	11220	6	111	75	166965.2255007376	3.8422092819714193e-20	3.7073727532530045e-11	-3.707372749410795e-11	1.0363698332195229e-09	-8.984485236999387	0.021581309250129365	4.3455526039192885e+24	186	0	2.487814043270964e-14	43381.81664494794	4.637307734454502	103813071366.50224	1336.4436621090608	13977635831.027945	1.9776195309536055	0.14786433714917055	1.1255565458090242	0.012290695602331187	0.0018826615975548959	0.005141160322320004	0.01242816218526096	0.0021280736371099597	0.005018014671107192
187	02220	6	111	76	166965.2255007376	4.002230435745508e-20	3.7073727532530045e-11	-3.707372749250774e-11	1.0795327856455175e-09	-8.966764163511579	0.025534270872371895	4.171804402103011e+24	187	0	2.5042247478290317e-14	43076.97480692005	4.634245196232406	104547722943.78993	1317.652422517912	13928438388.872156	1.9777123717713494	0.14784828382794962	1.1255216515323356	0.01145484885918278	0.0014636647312147488	0.004327098436449716	0.004374674512877047	0.001397128116042343	0.004269704565357984
188	10320	6	111	77	166965.2255007378	3.971188106698158e-20	3.707372753253009e-11	-3.707372749281821e-11	1.071159651592537e-09	-8.97014579467859	0.022661375726124637	4.2044149260801687e+24	188	0	2.5175870697828268e-14	42825.265675020964	4.631700065877775	105162211054.24097	1316.9861497863258	13887685388.73339	1.9776781764622542	0.14778846976602075	1.125524173877421	0.012393790911514223	0.0020008606748100535	0.0034618677853285778	0.011060609362766234	0.002308963520130828	0.0026793987435852575
189	01320	6	111	78	166965.2255007378	4.0123677250157164e-20	3.707372753253009e-11	-3.7073727492406415e-11	1.0822671449735104e-09	-8.965665525488555	0.02254489655790098	4.1612642943907593e+24	189	0	2.5321623654010473e-14	42578.67202176638	4.629192112184205	105771256207.05687	1316.883742265551	13847644249.462608	1.9775787715280153	0.14784687977300096	1.1255443876135598	0.013218791506160607	0.002315045968582652	0.003434494481850517	0.011049199224112847	0.0018061675026509359	0.004431115344070341
190	00420	6	111	79	166965.22550073802	3.995583017304821e-20	3.7073727532530135e-11	-3.7073727492574307e-11	1.0777397589165857e-09	-8.967486095281911	0.017683037521706052	4.178744998605051e+24	190	0	2.5438097616708817e-14	42378.52656525095	4.627145852900848	106270793073.37941	1316.835230811638	13815061189.283268	1.9776419463909778	0.1478816243318169	1.1255324539294618	0.009748479205414318	0.0016143674391443576	0.0038904828556619365	0.014110883221388579	0.0017936182248289142	0.004091714532596923
191	30030	6	111	80	166965.22550073807	4.892702068113122e-20	3.707372753253015e-11	-3.7073727483603126e-11	1.3197221843474051e-09	-8.879517482811934	0.028398844690643677	3.412536123727813e+24	191	0	2.559904024339455e-14	42111.72147117179	4.6244029951640195	106944087537.56369	1316.2815511646945	13771502836.769722	1.9776984547296632	0.14784042737920705	1.1255046176934742	0.01426393005141282	0.0019291386971502244	0.0050958773203221034	0.004166082763808717	0.001370244816571404	0.0030453219796183865
192	21030	6	111	81	166965.22550073807	5.505467698684821e-20	3.707372753253015e-11	-3.707372747747547e-11	1.485005168108353e-09	-8.828272034914423	0.018426986017125918	3.0327164673152786e+24	192	0	2.5769154299038313e-14	41830.59511077626	4.621494043196164	107662815110.42366	1315.122826514316	13725459500.477747	1.9776558442556953	0.14782386026249106	1.1255269965561276	0.005117700248192751	0.0008551785306345046	0.002867806492456664	0.007275417763286583	0.001994983093499936	0.004074051687195631
193	12030	6	111	82	166965.22550073807	5.0053869460515793e-20	3.707372753253015e-11	-3.707372748247628e-11	1.3501169909768659e-09	-8.869628597183306	0.012807493236616167	3.335710651350261e+24	193	0	2.5944037392629316e-14	41546.95851781544	4.618539236368573	108397817506.64952	1291.9713293896364	13678845653.526707	1.9777356789504732	0.14781911001901757	1.1255410792720837	0.008762744163401791	0.0023088654106069345	0.004956571442731118	0.010648755449932986	0.0024129249259432035	0.006192588203346821
194	03030	6	111	83	166965.22550073807	2.61483637427097e-21	3.707372753253015e-11	-3.7073727529915314e-11	7.053071132317611e-11	-10.151621736144447	0.030787768522578553	6.38530300188626e+25	194	0	2.611987983664267e-14	41127.510716295015	4.614132424196919	109503336062.2562	561.4036387388592	13609621872.82546	1.9777110174383585	0.14783999965233624	1.1255278665065849	0.012056131564591423	0.0024168003589742333	0.005615594317208318	0.0033520479160943904	0.0014728540752441215	0.0022081431215111927
195	20130	6	111	84	166965.2255007381	2.614557932994717e-21	3.7073727532530155e-11	-3.70737275299156e-11	7.052320084891886e-11	-10.151667984525357	0.01907942666570324	6.385983014325331e+25	195	0	2.6269843692311084e-14	40878.249788106	4.6114922931041615	110171048191.03265	561.382416269226	13568317350.078493	1.977728622835703	0.1478431693118087	1.125443510933745	0.00785926306396055	0.0012653017484094138	0.003842134293490316	0.008108401485832929	0.001618783489019829	0.004268511535845181
196	11130	6	111	85	166965.2255007381	2.614377918934771e-21	3.7073727532530155e-11	-3.707372752991578e-11	7.051834527943806e-11	-10.151697887019916	0.014815007967091606	6.386422723795347e+25	196	0	2.6430816026282863e-14	40622.727275929195	4.608769077146731	110864039156.69843	561.364531515021	13525844477.864155	1.977705118422367	0.14789596714261266	1.1255223657051263	0.007559481287771928	0.0019112482388354457	0.005643946896022145	0.008870332737797514	0.002213927514930122	0.006691165961458856
197	02130	6	111	86	166965.2255007381	2.5827661235373115e-21	3.7073727532530155e-11	-3.7073727529947387e-11	6.966567149934078e-11	-10.156981172418634	0.02483361177202675	6.4645894174910985e+25	197	0	2.659736557746077e-14	40355.40091575278	4.605901666218987	111598436025.26349	558.906438707609	13481265518.654245	1.9776321485917743	0.14784194328998343	1.1255214622873773	0.006960135496689481	0.0022890170506219883	0.007195536849403839	0.0076336629853986735	0.00150463210849559	0.004161814174726474
198	10230	6	111	87	166965.2255007381	2.578914650228795e-21	3.7073727532530155e-11	-3.707372752995124e-11	6.956178463484523e-11	-10.157629284531268	0.017862181689010586	6.4742439415715195e+25	198	0	2.673641829164003e-14	40141.771311523196	4.603596532422703	112192349271.78418	558.6143517576428	13445535788.780275	1.9777018617977604	0.14784912568967631	1.1255194167207643	0.009802885904365255	0.0011547057175484454	0.003938868410114921	0.005733438137252599	0.0013075488222687272	0.0021644954455398717
199	01230	6	111	88	166965.2255007381	2.5726789909989756e-21	3.7073727532530155e-11	-3.7073727529957474e-11	6.93935884580689e-11	-10.158680653837832	0.0258487354437619	6.489936213763895e+25	199	0	2.6887866877123992e-14	39913.59531685758	4.601120849706978	112833724740.11111	557.7868626218617	13407268204.274464	1.9777727010229689	0.1478086218321174	1.125517832448945	0.012941693984213921	0.0017870753591568843	0.0030846808259567785	0.00923601700351398	0.001705998246434312	0.0029102864362766587
200	00330	6	111	89	166965.2255007381	2.571957659763835e-21	3.7073727532530155e-11	-3.70737275299582e-11	6.937413178934014e-11	-10.158802438989385	0.02139748947273043	6.491756381248879e+25	200	0	2.700706843059768e-14	39732.487447824395	4.59914575486276	113348041279.43156	557.6843194842979	13376815298.340782	1.9776751342183188	0.14784793758726097	1.1255248676822565	0.00900457599901434	0.001545235487933386	0.0033264183099867293	0.00606084474983771	0.0013007686282308834	0.0033739945295665577
201	20040	6	111	90	166965.2255007381	2.561127902210892e-21	3.7073727532530155e-11	-3.707372752996903e-11	6.908201771628286e-11	-10.160634986242817	0.01930445187752886	6.519206844633002e+25	201	0	2.7160014374917355e-14	39501.472765959756	4.596613288087363	114010929517.83449	555.6158306126368	13337870223.692455	1.9776924492451984	0.14783713198799683	1.1255070318234595	0.006791743253832145	0.001739951031044266	0.004704591789891271	0.006226790174543427	0.0015729844885755701	0.003267914054777257
202	11040	6	111	91	166965.2255007381	2.547939119596374e-21	3.7073727532530155e-11	-3.707372752998222e-11	6.872627300183662e-11	-10.162877207067574	0.01905484331568147	6.552951921676508e+25	202	0	2.7323738213206926e-14	39188.24694055324	4.5931558360457725	114922201909.21654	553.5291268769379	13284883674.314571	1.977705483233647	0.14781076151984404	1.125501034368015	0.0044291201124904145	0.0011759224521165896	0.0027229225852526597	0.007655685295891649	0.0016998256656958264	0.003771587383983224
203	02040	6	111	92	166965.2255007381	1.8118914832327573e-21	3.7073727532530155e-11	-3.707372753071826e-11	4.887265467554948e-11	-10.310934070228432	0.00630262659499703	9.214968282915075e+25	203	0	2.749259435293404e-14	38838.68817214253	4.589264552615444	115956533017.01245	297.57435133543765	13225500379.102983	1.9776441432828233	0.14790181690252086	1.1254546146608058	0.018199912198914616	0.0038306240915119325	0.009592523024304203	0.017128058155105735	0.00340510321091066	0.009559926091057422
204	10140	6	111	93	166965.2255007381	1.7639072771606888e-21	3.7073727532530155e-11	-3.707372753076625e-11	4.757836329279157e-11	-10.322590501877043	0.02099184603643637	9.465646389842966e+25	204	0	2.76329950634212e-14	38600.286667489294	4.586590529999383	116672698992.24889	289.73354565168705	13184847474.459326	1.977768293148555	0.1478470711664506	1.1255237942970755	0.01693531967546761	0.003245571466935041	0.009352135223805454	0.00485582739745681	0.0014169607457181644	0.0029406761013384005
205	01140	6	111	94	166965.2255007381	1.7745272144749968e-21	3.7073727532530155e-11	-3.7073727530755626e-11	4.786481782599138e-11	-10.319983589677106	0.017992767304381797	9.40899773972391e+25	205	0	2.7785868124942103e-14	38365.740279530306	4.583943582471936	117385969736.47739	283.60039844577494	13144729155.869959	1.9776642072110882	0.14788551916081372	1.1255398613671586	0.01455971552922672	0.0024861317254632545	0.0056642546359372695	0.01422712267385062	0.0022667857078848236	0.0053024613018301065
