rungroup	foil	ndel	xscol	yscol	available	training
rg04_theta15p195_foilpm3	0	1	5	4	94	94
rg04_theta15p195_foilpm3	0	1	5	6	127	127
rg04_theta15p195_foilpm3	0	1	6	1	1	1
rg04_theta15p195_foilpm3	0	1	6	2	36	36
rg04_theta15p195_foilpm3	0	1	6	3	30	30
rg04_theta15p195_foilpm3	0	1	6	4	95	95
rg04_theta15p195_foilpm3	0	1	6	5	89	89
rg04_theta15p195_foilpm3	0	1	6	6	107	107
rg04_theta15p195_foilpm3	0	1	7	1	2	2
rg04_theta15p195_foilpm3	0	1	7	2	15	15
rg04_theta15p195_foilpm3	0	1	7	3	39	39
rg04_theta15p195_foilpm3	0	1	7	4	52	52
rg04_theta15p195_foilpm3	0	1	7	5	71	71
rg04_theta15p195_foilpm3	0	1	7	6	81	81
rg04_theta15p195_foilpm3	0	1	8	2	18	18
rg04_theta15p195_foilpm3	0	1	8	3	31	31
rg04_theta15p195_foilpm3	0	1	8	4	35	35
rg04_theta15p195_foilpm3	0	1	8	5	55	55
rg04_theta15p195_foilpm3	0	2	0	2	17	17
rg04_theta15p195_foilpm3	0	2	0	3	44	44
rg04_theta15p195_foilpm3	0	2	0	4	35	35
rg04_theta15p195_foilpm3	0	2	0	5	62	62
rg04_theta15p195_foilpm3	0	2	1	1	2	2
rg04_theta15p195_foilpm3	0	2	1	2	29	29
rg04_theta15p195_foilpm3	0	2	1	3	39	39
rg04_theta15p195_foilpm3	0	2	1	4	70	70
rg04_theta15p195_foilpm3	0	2	1	5	106	106
rg04_theta15p195_foilpm3	0	2	1	6	67	62
rg04_theta15p195_foilpm3	0	2	2	1	22	22
rg04_theta15p195_foilpm3	0	2	2	2	33	33
rg04_theta15p195_foilpm3	0	2	2	4	87	87
rg04_theta15p195_foilpm3	0	2	2	5	102	102
rg04_theta15p195_foilpm3	0	2	2	6	121	110
rg04_theta15p195_foilpm3	0	2	3	1	22	22
rg04_theta15p195_foilpm3	0	2	3	2	43	43
rg04_theta15p195_foilpm3	0	2	3	3	77	77
rg04_theta15p195_foilpm3	0	2	3	4	110	110
rg04_theta15p195_foilpm3	0	2	3	5	142	142
rg04_theta15p195_foilpm3	0	2	3	6	216	195
rg04_theta15p195_foilpm3	0	2	4	1	24	24
rg04_theta15p195_foilpm3	0	2	4	2	59	59
rg04_theta15p195_foilpm3	0	2	4	3	86	86
rg04_theta15p195_foilpm3	0	2	4	4	22	22
rg04_theta15p195_foilpm3	0	2	4	5	196	196
rg04_theta15p195_foilpm3	0	2	4	6	190	174
rg04_theta15p195_foilpm3	0	2	5	1	16	16
rg04_theta15p195_foilpm3	0	2	5	2	49	49
rg04_theta15p195_foilpm3	0	2	5	3	66	66
rg04_theta15p195_foilpm3	0	2	5	4	120	120
rg04_theta15p195_foilpm3	0	2	5	6	196	173
rg04_theta15p195_foilpm3	0	2	6	1	16	16
rg04_theta15p195_foilpm3	0	2	6	2	31	31
rg04_theta15p195_foilpm3	0	2	6	3	80	80
rg04_theta15p195_foilpm3	0	2	6	4	111	111
rg04_theta15p195_foilpm3	0	2	6	5	117	117
rg04_theta15p195_foilpm3	0	2	6	6	179	161
rg04_theta15p195_foilpm3	0	2	7	1	5	5
rg04_theta15p195_foilpm3	0	2	7	2	33	33
rg04_theta15p195_foilpm3	0	2	7	3	53	53
rg04_theta15p195_foilpm3	0	2	7	4	87	87
rg04_theta15p195_foilpm3	0	2	7	5	113	113
rg04_theta15p195_foilpm3	0	2	7	6	134	125
rg04_theta15p195_foilpm3	0	2	8	2	13	13
rg04_theta15p195_foilpm3	0	2	8	3	35	35
rg04_theta15p195_foilpm3	0	2	8	4	45	45
rg04_theta15p195_foilpm3	0	2	8	5	81	81
rg04_theta15p195_foilpm3	0	3	0	2	8	8
rg04_theta15p195_foilpm3	0	3	0	3	16	16
rg04_theta15p195_foilpm3	0	3	0	4	35	35
rg04_theta15p195_foilpm3	0	3	0	5	51	51
rg04_theta15p195_foilpm3	0	3	1	2	9	9
rg04_theta15p195_foilpm3	0	3	1	3	18	18
rg04_theta15p195_foilpm3	0	3	1	4	38	38
rg04_theta15p195_foilpm3	0	3	1	5	62	62
rg04_theta15p195_foilpm3	0	3	1	6	85	85
rg04_theta15p195_foilpm3	0	3	2	1	3	3
rg04_theta15p195_foilpm3	0	3	2	2	20	20
rg04_theta15p195_foilpm3	0	3	2	4	62	62
rg04_theta15p195_foilpm3	0	3	2	5	91	91
rg04_theta15p195_foilpm3	0	3	2	6	122	122
rg04_theta15p195_foilpm3	0	3	3	1	10	10
rg04_theta15p195_foilpm3	0	3	3	2	23	23
rg04_theta15p195_foilpm3	0	3	3	3	41	41
rg04_theta15p195_foilpm3	0	3	3	4	73	73
rg04_theta15p195_foilpm3	0	3	3	5	125	125
rg04_theta15p195_foilpm3	0	3	3	6	169	169
rg04_theta15p195_foilpm3	0	3	4	1	16	16
rg04_theta15p195_foilpm3	0	3	4	2	29	29
rg04_theta15p195_foilpm3	0	3	4	3	39	39
rg04_theta15p195_foilpm3	0	3	4	4	12	12
rg04_theta15p195_foilpm3	0	3	4	5	89	89
rg04_theta15p195_foilpm3	0	3	4	6	155	155
rg04_theta15p195_foilpm3	0	3	5	1	12	12
rg04_theta15p195_foilpm3	0	3	5	2	26	26
rg04_theta15p195_foilpm3	0	3	5	3	42	42
rg04_theta15p195_foilpm3	0	3	5	4	64	64
rg04_theta15p195_foilpm3	0	3	5	6	146	146
rg04_theta15p195_foilpm3	0	3	6	1	9	9
rg04_theta15p195_foilpm3	0	3	6	2	13	13
rg04_theta15p195_foilpm3	0	3	6	3	36	36
rg04_theta15p195_foilpm3	0	3	6	4	59	59
rg04_theta15p195_foilpm3	0	3	6	5	87	87
rg04_theta15p195_foilpm3	0	3	6	6	131	131
rg04_theta15p195_foilpm3	0	3	7	1	2	2
rg04_theta15p195_foilpm3	0	3	7	2	13	13
rg04_theta15p195_foilpm3	0	3	7	3	15	15
rg04_theta15p195_foilpm3	0	3	7	4	47	47
rg04_theta15p195_foilpm3	0	3	7	5	63	63
rg04_theta15p195_foilpm3	0	3	7	6	83	83
rg04_theta15p195_foilpm3	0	3	8	2	6	6
rg04_theta15p195_foilpm3	0	3	8	3	18	18
rg04_theta15p195_foilpm3	0	3	8	4	28	28
rg04_theta15p195_foilpm3	0	3	8	5	45	45
rg04_theta15p195_foilpm3	0	4	1	2	2	2
rg04_theta15p195_foilpm3	0	4	1	3	10	10
rg04_theta15p195_foilpm3	0	4	1	4	24	24
rg04_theta15p195_foilpm3	0	4	1	5	34	34
rg04_theta15p195_foilpm3	0	4	1	6	53	53
rg04_theta15p195_foilpm3	0	4	2	2	4	4
rg04_theta15p195_foilpm3	0	4	2	4	22	22
rg04_theta15p195_foilpm3	0	4	2	5	40	40
rg04_theta15p195_foilpm3	0	4	2	6	66	66
rg04_theta15p195_foilpm3	0	4	3	2	5	5
rg04_theta15p195_foilpm3	0	4	3	3	4	4
rg04_theta15p195_foilpm3	0	4	3	4	20	20
rg04_theta15p195_foilpm3	0	4	3	5	53	53
rg04_theta15p195_foilpm3	0	4	3	6	81	81
rg04_theta15p195_foilpm3	0	4	4	2	8	8
rg04_theta15p195_foilpm3	0	4	4	3	18	18
rg04_theta15p195_foilpm3	0	4	4	4	11	11
rg04_theta15p195_foilpm3	0	4	4	5	47	47
rg04_theta15p195_foilpm3	0	4	4	6	79	79
rg04_theta15p195_foilpm3	0	4	5	2	11	11
rg04_theta15p195_foilpm3	0	4	5	3	20	20
rg04_theta15p195_foilpm3	0	4	5	4	29	29
rg04_theta15p195_foilpm3	0	4	5	6	81	81
rg04_theta15p195_foilpm3	0	4	6	2	4	4
rg04_theta15p195_foilpm3	0	4	6	3	12	12
rg04_theta15p195_foilpm3	0	4	6	4	18	18
rg04_theta15p195_foilpm3	0	4	6	5	43	43
rg04_theta15p195_foilpm3	0	4	6	6	45	45
rg04_theta15p195_foilpm3	0	4	7	2	4	4
rg04_theta15p195_foilpm3	0	4	7	3	1	1
rg04_theta15p195_foilpm3	0	4	7	4	15	15
rg04_theta15p195_foilpm3	0	4	7	5	23	23
rg04_theta15p195_foilpm3	0	4	7	6	43	43
rg04_theta15p195_foilpm3	0	4	8	3	5	5
rg04_theta15p195_foilpm3	0	4	8	4	11	11
rg04_theta15p195_foilpm3	0	4	8	5	15	15
rg04_theta15p195_foilpm3	1	0	0	3	14	14
rg04_theta15p195_foilpm3	1	0	0	4	13	13
rg04_theta15p195_foilpm3	1	0	0	5	32	32
rg04_theta15p195_foilpm3	1	0	0	6	23	23
rg04_theta15p195_foilpm3	1	0	1	2	16	16
rg04_theta15p195_foilpm3	1	0	1	3	11	11
rg04_theta15p195_foilpm3	1	0	1	4	36	36
rg04_theta15p195_foilpm3	1	0	1	5	44	44
rg04_theta15p195_foilpm3	1	0	1	6	46	46
rg04_theta15p195_foilpm3	1	0	2	2	17	17
rg04_theta15p195_foilpm3	1	0	2	3	4	4
rg04_theta15p195_foilpm3	1	0	2	4	34	34
rg04_theta15p195_foilpm3	1	0	2	5	48	48
rg04_theta15p195_foilpm3	1	0	2	6	74	74
rg04_theta15p195_foilpm3	1	0	2	7	9	9
rg04_theta15p195_foilpm3	1	0	3	2	16	16
rg04_theta15p195_foilpm3	1	0	3	3	31	31
rg04_theta15p195_foilpm3	1	0	3	4	35	35
rg04_theta15p195_foilpm3	1	0	3	5	58	58
rg04_theta15p195_foilpm3	1	0	3	6	85	85
rg04_theta15p195_foilpm3	1	0	3	7	16	16
rg04_theta15p195_foilpm3	1	0	4	2	18	18
rg04_theta15p195_foilpm3	1	0	4	3	35	35
rg04_theta15p195_foilpm3	1	0	4	4	8	8
rg04_theta15p195_foilpm3	1	0	4	5	69	69
rg04_theta15p195_foilpm3	1	0	4	6	83	83
rg04_theta15p195_foilpm3	1	0	4	7	21	21
rg04_theta15p195_foilpm3	1	0	5	2	10	10
rg04_theta15p195_foilpm3	1	0	5	3	22	22
rg04_theta15p195_foilpm3	1	0	5	4	39	39
rg04_theta15p195_foilpm3	1	0	5	6	59	59
rg04_theta15p195_foilpm3	1	0	5	7	15	15
rg04_theta15p195_foilpm3	1	0	6	2	8	8
rg04_theta15p195_foilpm3	1	0	6	3	18	18
rg04_theta15p195_foilpm3	1	0	6	4	38	38
rg04_theta15p195_foilpm3	1	0	6	5	40	40
rg04_theta15p195_foilpm3	1	0	6	6	66	66
rg04_theta15p195_foilpm3	1	0	6	7	10	10
rg04_theta15p195_foilpm3	1	0	7	2	2	2
rg04_theta15p195_foilpm3	1	0	7	3	14	14
rg04_theta15p195_foilpm3	1	0	7	4	21	21
rg04_theta15p195_foilpm3	1	0	7	5	20	20
rg04_theta15p195_foilpm3	1	0	7	6	40	40
rg04_theta15p195_foilpm3	1	0	8	4	2	2
rg04_theta15p195_foilpm3	1	0	8	5	11	11
rg04_theta15p195_foilpm3	1	0	8	6	15	15
rg04_theta15p195_foilpm3	1	1	0	3	19	19
rg04_theta15p195_foilpm3	1	1	0	4	30	30
rg04_theta15p195_foilpm3	1	1	0	5	37	37
rg04_theta15p195_foilpm3	1	1	0	6	32	32
rg04_theta15p195_foilpm3	1	1	1	2	18	18
rg04_theta15p195_foilpm3	1	1	1	3	28	28
rg04_theta15p195_foilpm3	1	1	1	4	35	35
rg04_theta15p195_foilpm3	1	1	1	5	63	63
rg04_theta15p195_foilpm3	1	1	1	6	78	78
rg04_theta15p195_foilpm3	1	1	1	7	1	1
rg04_theta15p195_foilpm3	1	1	2	2	8	8
rg04_theta15p195_foilpm3	1	1	2	4	61	61
rg04_theta15p195_foilpm3	1	1	2	5	75	75
rg04_theta15p195_foilpm3	1	1	2	6	88	88
rg04_theta15p195_foilpm3	1	1	2	7	50	50
rg04_theta15p195_foilpm3	1	1	3	2	28	28
rg04_theta15p195_foilpm3	1	1	3	3	34	34
rg04_theta15p195_foilpm3	1	1	3	4	63	63
rg04_theta15p195_foilpm3	1	1	3	5	89	89
rg04_theta15p195_foilpm3	1	1	3	6	100	100
rg04_theta15p195_foilpm3	1	1	3	7	97	97
rg04_theta15p195_foilpm3	1	1	4	2	37	37
rg04_theta15p195_foilpm3	1	1	4	3	42	42
rg04_theta15p195_foilpm3	1	1	4	4	15	15
rg04_theta15p195_foilpm3	1	1	4	5	79	79
rg04_theta15p195_foilpm3	1	1	4	6	129	129
rg04_theta15p195_foilpm3	1	1	4	7	133	133
rg04_theta15p195_foilpm3	1	1	5	2	7	7
rg04_theta15p195_foilpm3	1	1	5	3	45	45
rg04_theta15p195_foilpm3	1	1	5	4	60	60
rg04_theta15p195_foilpm3	1	1	5	5	1	1
rg04_theta15p195_foilpm3	1	1	5	6	109	109
rg04_theta15p195_foilpm3	1	1	5	7	96	96
rg04_theta15p195_foilpm3	1	1	6	2	12	12
rg04_theta15p195_foilpm3	1	1	6	3	30	30
rg04_theta15p195_foilpm3	1	1	6	4	37	37
rg04_theta15p195_foilpm3	1	1	6	5	71	71
rg04_theta15p195_foilpm3	1	1	6	6	91	91
rg04_theta15p195_foilpm3	1	1	6	7	72	72
rg04_theta15p195_foilpm3	1	1	7	2	13	13
rg04_theta15p195_foilpm3	1	1	7	3	23	23
rg04_theta15p195_foilpm3	1	1	7	4	41	41
rg04_theta15p195_foilpm3	1	1	7	5	52	52
rg04_theta15p195_foilpm3	1	1	7	6	73	73
rg04_theta15p195_foilpm3	1	1	8	3	24	24
rg04_theta15p195_foilpm3	1	1	8	4	15	15
rg04_theta15p195_foilpm3	1	1	8	5	39	39
rg04_theta15p195_foilpm3	1	1	8	6	41	41
rg04_theta15p195_foilpm3	1	2	0	3	16	16
rg04_theta15p195_foilpm3	1	2	0	4	25	25
rg04_theta15p195_foilpm3	1	2	0	5	45	45
rg04_theta15p195_foilpm3	1	2	0	6	79	70
rg04_theta15p195_foilpm3	1	2	1	2	19	19
rg04_theta15p195_foilpm3	1	2	1	3	32	32
rg04_theta15p195_foilpm3	1	2	1	4	44	44
rg04_theta15p195_foilpm3	1	2	1	5	66	66
rg04_theta15p195_foilpm3	1	2	1	6	107	97
rg04_theta15p195_foilpm3	1	2	2	4	65	65
rg04_theta15p195_foilpm3	1	2	2	5	91	91
rg04_theta15p195_foilpm3	1	2	2	6	119	114
rg04_theta15p195_foilpm3	1	2	2	7	176	176
rg04_theta15p195_foilpm3	1	2	3	2	26	26
rg04_theta15p195_foilpm3	1	2	3	3	45	45
rg04_theta15p195_foilpm3	1	2	3	4	83	83
rg04_theta15p195_foilpm3	1	2	3	5	122	122
rg04_theta15p195_foilpm3	1	2	3	6	171	158
rg04_theta15p195_foilpm3	1	2	3	7	198	198
rg04_theta15p195_foilpm3	1	2	4	2	19	19
rg04_theta15p195_foilpm3	1	2	4	3	53	53
rg04_theta15p195_foilpm3	1	2	4	4	21	21
rg04_theta15p195_foilpm3	1	2	4	5	132	132
rg04_theta15p195_foilpm3	1	2	4	6	179	158
rg04_theta15p195_foilpm3	1	2	4	7	216	216
rg04_theta15p195_foilpm3	1	2	5	2	27	27
rg04_theta15p195_foilpm3	1	2	5	3	58	58
rg04_theta15p195_foilpm3	1	2	5	4	99	99
rg04_theta15p195_foilpm3	1	2	5	6	160	145
rg04_theta15p195_foilpm3	1	2	5	7	201	201
rg04_theta15p195_foilpm3	1	2	6	2	20	20
rg04_theta15p195_foilpm3	1	2	6	3	41	41
rg04_theta15p195_foilpm3	1	2	6	4	60	60
rg04_theta15p195_foilpm3	1	2	6	5	101	101
rg04_theta15p195_foilpm3	1	2	6	6	139	120
rg04_theta15p195_foilpm3	1	2	6	7	177	177
rg04_theta15p195_foilpm3	1	2	7	2	18	18
rg04_theta15p195_foilpm3	1	2	7	3	19	19
rg04_theta15p195_foilpm3	1	2	7	4	48	48
rg04_theta15p195_foilpm3	1	2	7	5	71	71
rg04_theta15p195_foilpm3	1	2	7	6	94	81
rg04_theta15p195_foilpm3	1	2	8	3	15	15
rg04_theta15p195_foilpm3	1	2	8	4	33	33
rg04_theta15p195_foilpm3	1	2	8	5	54	54
rg04_theta15p195_foilpm3	1	2	8	6	67	57
rg04_theta15p195_foilpm3	1	3	0	3	7	7
rg04_theta15p195_foilpm3	1	3	0	4	1	1
rg04_theta15p195_foilpm3	1	3	0	5	36	36
rg04_theta15p195_foilpm3	1	3	0	6	43	43
rg04_theta15p195_foilpm3	1	3	1	2	14	14
rg04_theta15p195_foilpm3	1	3	1	3	12	12
rg04_theta15p195_foilpm3	1	3	1	4	25	25
rg04_theta15p195_foilpm3	1	3	1	5	43	43
rg04_theta15p195_foilpm3	1	3	1	6	81	81
rg04_theta15p195_foilpm3	1	3	2	2	7	7
rg04_theta15p195_foilpm3	1	3	2	4	52	52
rg04_theta15p195_foilpm3	1	3	2	5	56	56
rg04_theta15p195_foilpm3	1	3	2	6	107	107
rg04_theta15p195_foilpm3	1	3	2	7	138	138
rg04_theta15p195_foilpm3	1	3	3	2	19	19
rg04_theta15p195_foilpm3	1	3	3	3	21	21
rg04_theta15p195_foilpm3	1	3	3	4	53	53
rg04_theta15p195_foilpm3	1	3	3	5	88	88
rg04_theta15p195_foilpm3	1	3	3	6	100	100
rg04_theta15p195_foilpm3	1	3	3	7	175	175
rg04_theta15p195_foilpm3	1	3	4	2	13	13
rg04_theta15p195_foilpm3	1	3	4	3	17	17
rg04_theta15p195_foilpm3	1	3	4	4	14	14
rg04_theta15p195_foilpm3	1	3	4	5	64	64
rg04_theta15p195_foilpm3	1	3	4	6	140	140
rg04_theta15p195_foilpm3	1	3	4	7	177	177
rg04_theta15p195_foilpm3	1	3	5	2	8	8
rg04_theta15p195_foilpm3	1	3	5	3	26	26
rg04_theta15p195_foilpm3	1	3	5	4	44	44
rg04_theta15p195_foilpm3	1	3	5	6	115	115
rg04_theta15p195_foilpm3	1	3	5	7	159	159
rg04_theta15p195_foilpm3	1	3	6	2	9	9
rg04_theta15p195_foilpm3	1	3	6	3	16	16
rg04_theta15p195_foilpm3	1	3	6	4	22	22
rg04_theta15p195_foilpm3	1	3	6	5	48	48
rg04_theta15p195_foilpm3	1	3	6	6	94	94
rg04_theta15p195_foilpm3	1	3	6	7	134	134
rg04_theta15p195_foilpm3	1	3	7	2	4	4
rg04_theta15p195_foilpm3	1	3	7	3	17	17
rg04_theta15p195_foilpm3	1	3	7	4	32	32
rg04_theta15p195_foilpm3	1	3	7	5	61	61
rg04_theta15p195_foilpm3	1	3	7	6	84	84
rg04_theta15p195_foilpm3	1	3	8	3	9	9
rg04_theta15p195_foilpm3	1	3	8	4	17	17
rg04_theta15p195_foilpm3	1	3	8	5	29	29
rg04_theta15p195_foilpm3	1	3	8	6	50	50
rg04_theta15p195_foilpm3	1	4	0	3	2	2
rg04_theta15p195_foilpm3	1	4	0	4	6	6
rg04_theta15p195_foilpm3	1	4	0	5	12	12
rg04_theta15p195_foilpm3	1	4	0	6	10	10
rg04_theta15p195_foilpm3	1	4	1	3	2	2
rg04_theta15p195_foilpm3	1	4	1	4	13	13
rg04_theta15p195_foilpm3	1	4	1	5	9	9
rg04_theta15p195_foilpm3	1	4	1	6	29	29
rg04_theta15p195_foilpm3	1	4	2	4	12	12
rg04_theta15p195_foilpm3	1	4	2	5	19	19
rg04_theta15p195_foilpm3	1	4	2	6	46	46
rg04_theta15p195_foilpm3	1	4	2	7	67	67
rg04_theta15p195_foilpm3	1	4	3	3	9	9
rg04_theta15p195_foilpm3	1	4	3	4	8	8
rg04_theta15p195_foilpm3	1	4	3	5	15	15
rg04_theta15p195_foilpm3	1	4	3	6	52	52
rg04_theta15p195_foilpm3	1	4	3	7	96	96
rg04_theta15p195_foilpm3	1	4	4	3	10	10
rg04_theta15p195_foilpm3	1	4	4	5	23	23
rg04_theta15p195_foilpm3	1	4	4	6	60	60
rg04_theta15p195_foilpm3	1	4	4	7	70	70
rg04_theta15p195_foilpm3	1	4	5	3	8	8
rg04_theta15p195_foilpm3	1	4	5	4	17	17
rg04_theta15p195_foilpm3	1	4	5	6	55	55
rg04_theta15p195_foilpm3	1	4	5	7	87	87
rg04_theta15p195_foilpm3	1	4	6	4	12	12
rg04_theta15p195_foilpm3	1	4	6	5	28	28
rg04_theta15p195_foilpm3	1	4	6	6	46	46
rg04_theta15p195_foilpm3	1	4	6	7	50	50
rg04_theta15p195_foilpm3	1	4	7	3	3	3
rg04_theta15p195_foilpm3	1	4	7	4	3	3
rg04_theta15p195_foilpm3	1	4	7	5	13	13
rg04_theta15p195_foilpm3	1	4	7	6	35	35
rg04_theta15p195_foilpm3	1	4	7	7	1	1
rg04_theta15p195_foilpm3	1	4	8	3	2	2
rg04_theta15p195_foilpm3	1	4	8	4	5	5
rg04_theta15p195_foilpm3	1	4	8	5	6	6
rg04_theta15p195_foilpm3	1	4	8	6	6	6
rg05_theta12p495_foilpm3	0	0	0	2	28	18
rg05_theta12p495_foilpm3	0	0	0	3	21	15
rg05_theta12p495_foilpm3	0	0	0	4	37	23
rg05_theta12p495_foilpm3	0	0	0	5	14	11
rg05_theta12p495_foilpm3	0	0	1	2	20	16
rg05_theta12p495_foilpm3	0	0	1	3	48	27
rg05_theta12p495_foilpm3	0	0	1	4	57	42
rg05_theta12p495_foilpm3	0	0	1	5	27	16
rg05_theta12p495_foilpm3	0	0	2	2	41	27
rg05_theta12p495_foilpm3	0	0	2	3	1	0
rg05_theta12p495_foilpm3	0	0	2	4	67	41
rg05_theta12p495_foilpm3	0	0	2	5	53	40
rg05_theta12p495_foilpm3	0	0	2	6	35	24
rg05_theta12p495_foilpm3	0	0	3	2	21	18
rg05_theta12p495_foilpm3	0	0	3	3	43	28
rg05_theta12p495_foilpm3	0	0	3	4	54	39
rg05_theta12p495_foilpm3	0	0	3	5	93	69
rg05_theta12p495_foilpm3	0	0	3	6	80	50
rg05_theta12p495_foilpm3	0	0	4	2	42	26
rg05_theta12p495_foilpm3	0	0	4	3	55	36
rg05_theta12p495_foilpm3	0	0	4	4	18	16
rg05_theta12p495_foilpm3	0	0	4	5	74	41
rg05_theta12p495_foilpm3	0	0	4	6	109	69
rg05_theta12p495_foilpm3	0	0	5	2	27	17
rg05_theta12p495_foilpm3	0	0	5	3	47	30
rg05_theta12p495_foilpm3	0	0	5	4	64	42
rg05_theta12p495_foilpm3	0	0	5	6	89	64
rg05_theta12p495_foilpm3	0	0	6	2	14	9
rg05_theta12p495_foilpm3	0	0	6	3	46	35
rg05_theta12p495_foilpm3	0	0	6	4	57	33
rg05_theta12p495_foilpm3	0	0	6	5	66	52
rg05_theta12p495_foilpm3	0	0	6	6	81	57
rg05_theta12p495_foilpm3	0	0	7	2	11	10
rg05_theta12p495_foilpm3	0	0	7	3	26	22
rg05_theta12p495_foilpm3	0	0	7	4	32	21
rg05_theta12p495_foilpm3	0	0	7	5	37	25
rg05_theta12p495_foilpm3	0	0	7	6	53	35
rg05_theta12p495_foilpm3	0	0	8	3	9	6
rg05_theta12p495_foilpm3	0	0	8	4	13	9
rg05_theta12p495_foilpm3	0	0	8	5	27	19
rg05_theta12p495_foilpm3	0	0	8	6	1	1
rg05_theta12p495_foilpm3	0	1	0	2	31	21
rg05_theta12p495_foilpm3	0	1	0	3	34	20
rg05_theta12p495_foilpm3	0	1	0	4	59	41
rg05_theta12p495_foilpm3	0	1	0	5	73	52
rg05_theta12p495_foilpm3	0	1	1	1	6	5
rg05_theta12p495_foilpm3	0	1	1	2	37	28
rg05_theta12p495_foilpm3	0	1	1	3	63	46
rg05_theta12p495_foilpm3	0	1	1	4	100	66
rg05_theta12p495_foilpm3	0	1	1	5	85	64
rg05_theta12p495_foilpm3	0	1	1	6	41	22
rg05_theta12p495_foilpm3	0	1	2	1	35	26
rg05_theta12p495_foilpm3	0	1	2	2	65	41
rg05_theta12p495_foilpm3	0	1	2	4	109	75
rg05_theta12p495_foilpm3	0	1	2	5	138	91
rg05_theta12p495_foilpm3	0	1	2	6	108	77
rg05_theta12p495_foilpm3	0	1	3	1	29	19
rg05_theta12p495_foilpm3	0	1	3	2	65	43
rg05_theta12p495_foilpm3	0	1	3	3	85	49
rg05_theta12p495_foilpm3	0	1	3	4	119	86
rg05_theta12p495_foilpm3	0	1	3	5	130	91
rg05_theta12p495_foilpm3	0	1	3	6	153	117
rg05_theta12p495_foilpm3	0	1	4	1	42	29
rg05_theta12p495_foilpm3	0	1	4	2	81	53
rg05_theta12p495_foilpm3	0	1	4	3	94	66
rg05_theta12p495_foilpm3	0	1	4	4	31	17
rg05_theta12p495_foilpm3	0	1	4	5	174	126
rg05_theta12p495_foilpm3	0	1	4	6	193	143
rg05_theta12p495_foilpm3	0	1	5	1	44	24
rg05_theta12p495_foilpm3	0	1	5	2	64	43
rg05_theta12p495_foilpm3	0	1	5	3	117	82
rg05_theta12p495_foilpm3	0	1	5	4	133	100
rg05_theta12p495_foilpm3	0	1	5	5	2	2
rg05_theta12p495_foilpm3	0	1	5	6	211	141
rg05_theta12p495_foilpm3	0	1	6	1	33	26
rg05_theta12p495_foilpm3	0	1	6	2	67	43
rg05_theta12p495_foilpm3	0	1	6	3	77	54
rg05_theta12p495_foilpm3	0	1	6	4	82	55
rg05_theta12p495_foilpm3	0	1	6	5	120	75
rg05_theta12p495_foilpm3	0	1	6	6	157	109
rg05_theta12p495_foilpm3	0	1	7	1	13	8
rg05_theta12p495_foilpm3	0	1	7	2	43	31
rg05_theta12p495_foilpm3	0	1	7	3	59	40
rg05_theta12p495_foilpm3	0	1	7	4	91	66
rg05_theta12p495_foilpm3	0	1	7	5	103	70
rg05_theta12p495_foilpm3	0	1	7	6	113	88
rg05_theta12p495_foilpm3	0	1	8	2	8	7
rg05_theta12p495_foilpm3	0	1	8	3	43	30
rg05_theta12p495_foilpm3	0	1	8	4	65	44
rg05_theta12p495_foilpm3	0	1	8	5	85	53
rg05_theta12p495_foilpm3	0	2	0	2	58	39
rg05_theta12p495_foilpm3	0	2	0	3	72	50
rg05_theta12p495_foilpm3	0	2	0	4	94	69
rg05_theta12p495_foilpm3	0	2	0	5	156	75
rg05_theta12p495_foilpm3	0	2	1	1	16	13
rg05_theta12p495_foilpm3	0	2	1	2	77	56
rg05_theta12p495_foilpm3	0	2	1	3	106	74
rg05_theta12p495_foilpm3	0	2	1	4	140	101
rg05_theta12p495_foilpm3	0	2	1	5	193	115
rg05_theta12p495_foilpm3	0	2	1	6	154	72
rg05_theta12p495_foilpm3	0	2	2	1	49	36
rg05_theta12p495_foilpm3	0	2	2	2	89	58
rg05_theta12p495_foilpm3	0	2	2	4	160	115
rg05_theta12p495_foilpm3	0	2	2	5	258	156
rg05_theta12p495_foilpm3	0	2	2	6	265	135
rg05_theta12p495_foilpm3	0	2	3	1	71	49
rg05_theta12p495_foilpm3	0	2	3	2	125	88
rg05_theta12p495_foilpm3	0	2	3	3	178	126
rg05_theta12p495_foilpm3	0	2	3	4	258	183
rg05_theta12p495_foilpm3	0	2	3	5	301	171
rg05_theta12p495_foilpm3	0	2	3	6	338	172
rg05_theta12p495_foilpm3	0	2	4	1	64	41
rg05_theta12p495_foilpm3	0	2	4	2	131	98
rg05_theta12p495_foilpm3	0	2	4	3	174	122
rg05_theta12p495_foilpm3	0	2	4	4	63	47
rg05_theta12p495_foilpm3	0	2	4	5	312	173
rg05_theta12p495_foilpm3	0	2	4	6	351	173
rg05_theta12p495_foilpm3	0	2	5	1	66	39
rg05_theta12p495_foilpm3	0	2	5	2	107	68
rg05_theta12p495_foilpm3	0	2	5	3	163	114
rg05_theta12p495_foilpm3	0	2	5	4	212	154
rg05_theta12p495_foilpm3	0	2	5	6	369	197
rg05_theta12p495_foilpm3	0	2	6	1	57	40
rg05_theta12p495_foilpm3	0	2	6	2	90	64
rg05_theta12p495_foilpm3	0	2	6	3	154	108
rg05_theta12p495_foilpm3	0	2	6	4	217	151
rg05_theta12p495_foilpm3	0	2	6	5	273	164
