rungroup	foil	ndel	xscol	yscol	available	training
rg03_theta12p490_foilpm8	0	0	8	4	46	18
rg03_theta12p490_foilpm8	0	0	8	5	60	22
rg03_theta12p490_foilpm8	0	1	0	2	55	21
rg03_theta12p490_foilpm8	0	1	0	3	84	29
rg03_theta12p490_foilpm8	0	1	0	4	99	37
rg03_theta12p490_foilpm8	0	1	0	5	55	17
rg03_theta12p490_foilpm8	0	1	1	1	53	18
rg03_theta12p490_foilpm8	0	1	1	2	75	26
rg03_theta12p490_foilpm8	0	1	1	3	171	64
rg03_theta12p490_foilpm8	0	1	1	4	211	81
rg03_theta12p490_foilpm8	0	1	1	5	147	43
rg03_theta12p490_foilpm8	0	1	2	1	75	25
rg03_theta12p490_foilpm8	0	1	2	2	122	38
rg03_theta12p490_foilpm8	0	1	2	3	3	0
rg03_theta12p490_foilpm8	0	1	2	4	205	73
rg03_theta12p490_foilpm8	0	1	2	5	237	84
rg03_theta12p490_foilpm8	0	1	2	6	60	22
rg03_theta12p490_foilpm8	0	1	3	1	83	23
rg03_theta12p490_foilpm8	0	1	3	2	153	51
rg03_theta12p490_foilpm8	0	1	3	3	195	77
rg03_theta12p490_foilpm8	0	1	3	4	274	106
rg03_theta12p490_foilpm8	0	1	3	5	298	94
rg03_theta12p490_foilpm8	0	1	3	6	205	79
rg03_theta12p490_foilpm8	0	1	4	1	74	38
rg03_theta12p490_foilpm8	0	1	4	2	175	62
rg03_theta12p490_foilpm8	0	1	4	3	216	81
rg03_theta12p490_foilpm8	0	1	4	4	60	24
rg03_theta12p490_foilpm8	0	1	4	5	335	122
rg03_theta12p490_foilpm8	0	1	4	6	299	107
rg03_theta12p490_foilpm8	0	1	5	1	76	22
rg03_theta12p490_foilpm8	0	1	5	2	156	49
rg03_theta12p490_foilpm8	0	1	5	3	211	78
rg03_theta12p490_foilpm8	0	1	5	4	242	89
rg03_theta12p490_foilpm8	0	1	5	6	341	120
rg03_theta12p490_foilpm8	0	1	6	1	48	23
rg03_theta12p490_foilpm8	0	1	6	2	112	43
rg03_theta12p490_foilpm8	0	1	6	3	178	57
rg03_theta12p490_foilpm8	0	1	6	4	205	65
rg03_theta12p490_foilpm8	0	1	6	5	273	99
rg03_theta12p490_foilpm8	0	1	6	6	305	110
rg03_theta12p490_foilpm8	0	1	7	1	10	2
rg03_theta12p490_foilpm8	0	1	7	2	86	30
rg03_theta12p490_foilpm8	0	1	7	3	150	58
rg03_theta12p490_foilpm8	0	1	7	4	187	69
rg03_theta12p490_foilpm8	0	1	7	5	208	82
rg03_theta12p490_foilpm8	0	1	7	6	232	68
rg03_theta12p490_foilpm8	0	1	8	2	84	28
rg03_theta12p490_foilpm8	0	1	8	3	85	38
rg03_theta12p490_foilpm8	0	1	8	4	114	39
rg03_theta12p490_foilpm8	0	1	8	5	142	56
rg03_theta12p490_foilpm8	0	2	0	2	72	20
rg03_theta12p490_foilpm8	0	2	0	3	144	57
rg03_theta12p490_foilpm8	0	2	0	4	197	68
rg03_theta12p490_foilpm8	0	2	0	5	174	57
rg03_theta12p490_foilpm8	0	2	1	1	45	11
rg03_theta12p490_foilpm8	0	2	1	2	125	42
rg03_theta12p490_foilpm8	0	2	1	3	200	73
rg03_theta12p490_foilpm8	0	2	1	4	296	105
rg03_theta12p490_foilpm8	0	2	1	5	286	94
rg03_theta12p490_foilpm8	0	2	1	6	44	16
rg03_theta12p490_foilpm8	0	2	2	1	68	24
rg03_theta12p490_foilpm8	0	2	2	2	188	74
rg03_theta12p490_foilpm8	0	2	2	4	333	105
rg03_theta12p490_foilpm8	0	2	2	5	390	149
rg03_theta12p490_foilpm8	0	2	2	6	249	92
rg03_theta12p490_foilpm8	0	2	3	1	130	52
rg03_theta12p490_foilpm8	0	2	3	2	221	75
rg03_theta12p490_foilpm8	0	2	3	3	296	90
rg03_theta12p490_foilpm8	0	2	3	4	374	123
rg03_theta12p490_foilpm8	0	2	3	5	492	172
rg03_theta12p490_foilpm8	0	2	3	6	443	157
rg03_theta12p490_foilpm8	0	2	4	1	128	50
rg03_theta12p490_foilpm8	0	2	4	2	242	80
rg03_theta12p490_foilpm8	0	2	4	3	352	127
rg03_theta12p490_foilpm8	0	2	4	4	104	26
rg03_theta12p490_foilpm8	0	2	4	5	479	167
rg03_theta12p490_foilpm8	0	2	4	6	578	193
rg03_theta12p490_foilpm8	0	2	5	1	113	39
rg03_theta12p490_foilpm8	0	2	5	2	234	71
rg03_theta12p490_foilpm8	0	2	5	3	322	121
rg03_theta12p490_foilpm8	0	2	5	4	422	166
rg03_theta12p490_foilpm8	0	2	5	6	595	188
rg03_theta12p490_foilpm8	0	2	6	1	68	29
rg03_theta12p490_foilpm8	0	2	6	2	165	61
rg03_theta12p490_foilpm8	0	2	6	3	272	97
rg03_theta12p490_foilpm8	0	2	6	4	333	121
rg03_theta12p490_foilpm8	0	2	6	5	470	164
rg03_theta12p490_foilpm8	0	2	6	6	485	175
rg03_theta12p490_foilpm8	0	2	7	1	29	9
rg03_theta12p490_foilpm8	0	2	7	2	129	41
rg03_theta12p490_foilpm8	0	2	7	3	223	78
rg03_theta12p490_foilpm8	0	2	7	4	272	98
rg03_theta12p490_foilpm8	0	2	7	5	338	119
rg03_theta12p490_foilpm8	0	2	7	6	414	137
rg03_theta12p490_foilpm8	0	2	8	2	100	38
rg03_theta12p490_foilpm8	0	2	8	3	145	50
rg03_theta12p490_foilpm8	0	2	8	4	235	80
rg03_theta12p490_foilpm8	0	2	8	5	253	78
rg03_theta12p490_foilpm8	0	3	0	2	65	27
rg03_theta12p490_foilpm8	0	3	0	3	111	38
rg03_theta12p490_foilpm8	0	3	0	4	147	59
rg03_theta12p490_foilpm8	0	3	0	5	217	81
rg03_theta12p490_foilpm8	0	3	1	2	106	40
rg03_theta12p490_foilpm8	0	3	1	3	180	69
rg03_theta12p490_foilpm8	0	3	1	4	230	77
rg03_theta12p490_foilpm8	0	3	1	5	315	102
rg03_theta12p490_foilpm8	0	3	1	6	303	98
rg03_theta12p490_foilpm8	0	3	2	1	42	18
rg03_theta12p490_foilpm8	0	3	2	2	120	40
rg03_theta12p490_foilpm8	0	3	2	4	288	95
rg03_theta12p490_foilpm8	0	3	2	5	404	156
rg03_theta12p490_foilpm8	0	3	2	6	443	129
rg03_theta12p490_foilpm8	0	3	3	1	74	25
rg03_theta12p490_foilpm8	0	3	3	2	182	73
rg03_theta12p490_foilpm8	0	3	3	3	272	98
rg03_theta12p490_foilpm8	0	3	3	4	334	145
rg03_theta12p490_foilpm8	0	3	3	5	444	174
rg03_theta12p490_foilpm8	0	3	3	6	579	165
rg03_theta12p490_foilpm8	0	3	4	1	105	39
rg03_theta12p490_foilpm8	0	3	4	2	181	62
rg03_theta12p490_foilpm8	0	3	4	3	290	109
rg03_theta12p490_foilpm8	0	3	4	4	100	41
rg03_theta12p490_foilpm8	0	3	4	5	475	169
rg03_theta12p490_foilpm8	0	3	4	6	632	178
rg03_theta12p490_foilpm8	0	3	5	1	104	36
rg03_theta12p490_foilpm8	0	3	5	2	173	58
rg03_theta12p490_foilpm8	0	3	5	3	234	93
rg03_theta12p490_foilpm8	0	3	5	4	309	132
rg03_theta12p490_foilpm8	0	3	5	6	594	176
rg03_theta12p490_foilpm8	0	3	6	1	72	24
rg03_theta12p490_foilpm8	0	3	6	2	136	39
rg03_theta12p490_foilpm8	0	3	6	3	177	67
rg03_theta12p490_foilpm8	0	3	6	4	263	98
rg03_theta12p490_foilpm8	0	3	6	5	344	119
rg03_theta12p490_foilpm8	0	3	6	6	470	132
rg03_theta12p490_foilpm8	0	3	7	1	42	15
rg03_theta12p490_foilpm8	0	3	7	2	82	31
rg03_theta12p490_foilpm8	0	3	7	3	165	60
rg03_theta12p490_foilpm8	0	3	7	4	224	80
rg03_theta12p490_foilpm8	0	3	7	5	277	92
rg03_theta12p490_foilpm8	0	3	7	6	416	122
rg03_theta12p490_foilpm8	0	3	8	2	62	24
rg03_theta12p490_foilpm8	0	3	8	3	125	45
rg03_theta12p490_foilpm8	0	3	8	4	148	52
rg03_theta12p490_foilpm8	0	3	8	5	243	93
rg03_theta12p490_foilpm8	0	4	0	2	38	15
rg03_theta12p490_foilpm8	0	4	0	3	67	16
rg03_theta12p490_foilpm8	0	4	0	4	114	46
rg03_theta12p490_foilpm8	0	4	0	5	168	65
rg03_theta12p490_foilpm8	0	4	1	1	5	0
rg03_theta12p490_foilpm8	0	4	1	2	46	17
rg03_theta12p490_foilpm8	0	4	1	3	95	40
rg03_theta12p490_foilpm8	0	4	1	4	164	60
rg03_theta12p490_foilpm8	0	4	1	5	211	88
rg03_theta12p490_foilpm8	0	4	1	6	272	100
rg03_theta12p490_foilpm8	0	4	2	1	22	8
rg03_theta12p490_foilpm8	0	4	2	2	68	24
rg03_theta12p490_foilpm8	0	4	2	4	218	72
rg03_theta12p490_foilpm8	0	4	2	5	290	104
rg03_theta12p490_foilpm8	0	4	2	6	333	123
rg03_theta12p490_foilpm8	0	4	3	1	62	17
rg03_theta12p490_foilpm8	0	4	3	2	58	19
rg03_theta12p490_foilpm8	0	4	3	3	165	65
rg03_theta12p490_foilpm8	0	4	3	4	241	83
rg03_theta12p490_foilpm8	0	4	3	5	328	104
rg03_theta12p490_foilpm8	0	4	3	6	437	147
rg03_theta12p490_foilpm8	0	4	4	1	73	24
rg03_theta12p490_foilpm8	0	4	4	2	90	24
rg03_theta12p490_foilpm8	0	4	4	3	156	58
rg03_theta12p490_foilpm8	0	4	4	4	41	14
rg03_theta12p490_foilpm8	0	4	4	5	343	130
rg03_theta12p490_foilpm8	0	4	4	6	449	163
rg03_theta12p490_foilpm8	0	4	5	1	37	13
rg03_theta12p490_foilpm8	0	4	5	2	78	32
rg03_theta12p490_foilpm8	0	4	5	3	145	44
rg03_theta12p490_foilpm8	0	4	5	4	229	76
rg03_theta12p490_foilpm8	0	4	5	6	437	154
rg03_theta12p490_foilpm8	0	4	6	1	30	14
rg03_theta12p490_foilpm8	0	4	6	2	90	25
rg03_theta12p490_foilpm8	0	4	6	3	134	47
rg03_theta12p490_foilpm8	0	4	6	4	214	91
rg03_theta12p490_foilpm8	0	4	6	5	267	96
rg03_theta12p490_foilpm8	0	4	6	6	404	148
rg03_theta12p490_foilpm8	0	4	7	1	9	5
rg03_theta12p490_foilpm8	0	4	7	2	47	17
rg03_theta12p490_foilpm8	0	4	7	3	91	27
rg03_theta12p490_foilpm8	0	4	7	4	142	55
rg03_theta12p490_foilpm8	0	4	7	5	226	80
rg03_theta12p490_foilpm8	0	4	7	6	249	93
rg03_theta12p490_foilpm8	0	4	8	2	14	3
rg03_theta12p490_foilpm8	0	4	8	3	55	29
rg03_theta12p490_foilpm8	0	4	8	4	105	32
rg03_theta12p490_foilpm8	0	4	8	5	150	65
rg03_theta12p490_foilpm8	1	0	0	3	28	18
rg03_theta12p490_foilpm8	1	0	0	4	42	19
rg03_theta12p490_foilpm8	1	0	0	5	69	28
rg03_theta12p490_foilpm8	1	0	0	6	79	32
rg03_theta12p490_foilpm8	1	0	1	2	11	4
rg03_theta12p490_foilpm8	1	0	1	3	58	23
rg03_theta12p490_foilpm8	1	0	1	4	80	40
rg03_theta12p490_foilpm8	1	0	1	5	93	49
rg03_theta12p490_foilpm8	1	0	1	6	124	60
rg03_theta12p490_foilpm8	1	0	1	7	66	24
rg03_theta12p490_foilpm8	1	0	2	2	47	18
rg03_theta12p490_foilpm8	1	0	2	4	90	41
rg03_theta12p490_foilpm8	1	0	2	5	130	54
rg03_theta12p490_foilpm8	1	0	2	6	146	66
rg03_theta12p490_foilpm8	1	0	2	7	102	54
rg03_theta12p490_foilpm8	1	0	3	2	53	21
rg03_theta12p490_foilpm8	1	0	3	3	85	39
rg03_theta12p490_foilpm8	1	0	3	4	129	55
rg03_theta12p490_foilpm8	1	0	3	5	161	73
rg03_theta12p490_foilpm8	1	0	3	6	184	73
rg03_theta12p490_foilpm8	1	0	3	7	207	91
rg03_theta12p490_foilpm8	1	0	4	2	33	16
rg03_theta12p490_foilpm8	1	0	4	3	80	40
rg03_theta12p490_foilpm8	1	0	4	4	24	13
rg03_theta12p490_foilpm8	1	0	4	5	161	80
rg03_theta12p490_foilpm8	1	0	4	6	180	80
rg03_theta12p490_foilpm8	1	0	4	7	224	102
rg03_theta12p490_foilpm8	1	0	5	2	41	19
rg03_theta12p490_foilpm8	1	0	5	3	80	34
rg03_theta12p490_foilpm8	1	0	5	4	136	61
rg03_theta12p490_foilpm8	1	0	5	6	199	77
rg03_theta12p490_foilpm8	1	0	5	7	196	86
rg03_theta12p490_foilpm8	1	0	6	2	11	5
rg03_theta12p490_foilpm8	1	0	6	3	64	31
rg03_theta12p490_foilpm8	1	0	6	4	117	50
rg03_theta12p490_foilpm8	1	0	6	5	118	65
rg03_theta12p490_foilpm8	1	0	6	6	163	66
rg03_theta12p490_foilpm8	1	0	6	7	171	75
rg03_theta12p490_foilpm8	1	0	7	3	22	9
rg03_theta12p490_foilpm8	1	0	7	4	64	27
rg03_theta12p490_foilpm8	1	0	7	5	81	44
rg03_theta12p490_foilpm8	1	0	7	6	136	52
rg03_theta12p490_foilpm8	1	0	7	7	114	64
rg03_theta12p490_foilpm8	1	0	8	3	3	0
rg03_theta12p490_foilpm8	1	0	8	4	11	3
rg03_theta12p490_foilpm8	1	0	8	5	47	18
rg03_theta12p490_foilpm8	1	0	8	6	45	21
rg03_theta12p490_foilpm8	1	0	8	7	1	1
rg03_theta12p490_foilpm8	1	1	0	3	36	19
rg03_theta12p490_foilpm8	1	1	0	4	47	14
rg03_theta12p490_foilpm8	1	1	0	5	86	46
rg03_theta12p490_foilpm8	1	1	0	6	85	43
rg03_theta12p490_foilpm8	1	1	1	2	15	5
rg03_theta12p490_foilpm8	1	1	1	3	59	26
rg03_theta12p490_foilpm8	1	1	1	4	91	44
rg03_theta12p490_foilpm8	1	1	1	5	135	64
rg03_theta12p490_foilpm8	1	1	1	6	167	88
rg03_theta12p490_foilpm8	1	1	1	7	173	78
rg03_theta12p490_foilpm8	1	1	2	2	55	23
rg03_theta12p490_foilpm8	1	1	2	4	117	56
rg03_theta12p490_foilpm8	1	1	2	5	196	68
rg03_theta12p490_foilpm8	1	1	2	6	246	119
rg03_theta12p490_foilpm8	1	1	2	7	266	131
rg03_theta12p490_foilpm8	1	1	3	2	55	26
rg03_theta12p490_foilpm8	1	1	3	3	99	45
rg03_theta12p490_foilpm8	1	1	3	4	133	58
rg03_theta12p490_foilpm8	1	1	3	5	217	97
rg03_theta12p490_foilpm8	1	1	3	6	279	128
rg03_theta12p490_foilpm8	1	1	3	7	331	142
rg03_theta12p490_foilpm8	1	1	4	2	73	30
rg03_theta12p490_foilpm8	1	1	4	3	114	52
rg03_theta12p490_foilpm8	1	1	4	4	33	15
rg03_theta12p490_foilpm8	1	1	4	5	260	115
rg03_theta12p490_foilpm8	1	1	4	6	323	132
rg03_theta12p490_foilpm8	1	1	4	7	323	155
rg03_theta12p490_foilpm8	1	1	5	2	68	26
rg03_theta12p490_foilpm8	1	1	5	3	97	44
rg03_theta12p490_foilpm8	1	1	5	4	158	59
rg03_theta12p490_foilpm8	1	1	5	6	281	120
rg03_theta12p490_foilpm8	1	1	5	7	327	147
rg03_theta12p490_foilpm8	1	1	6	2	39	18
rg03_theta12p490_foilpm8	1	1	6	3	93	43
rg03_theta12p490_foilpm8	1	1	6	4	147	70
rg03_theta12p490_foilpm8	1	1	6	5	188	79
rg03_theta12p490_foilpm8	1	1	6	6	259	120
rg03_theta12p490_foilpm8	1	1	6	7	317	136
rg03_theta12p490_foilpm8	1	1	7	2	30	11
rg03_theta12p490_foilpm8	1	1	7	3	76	26
rg03_theta12p490_foilpm8	1	1	7	4	102	39
rg03_theta12p490_foilpm8	1	1	7	5	153	64
rg03_theta12p490_foilpm8	1	1	7	6	163	74
rg03_theta12p490_foilpm8	1	1	7	7	182	75
rg03_theta12p490_foilpm8	1	1	8	3	43	18
rg03_theta12p490_foilpm8	1	1	8	4	63	24
rg03_theta12p490_foilpm8	1	1	8	5	85	41
rg03_theta12p490_foilpm8	1	1	8	6	122	50
rg03_theta12p490_foilpm8	1	2	0	3	28	7
rg03_theta12p490_foilpm8	1	2	0	4	51	21
rg03_theta12p490_foilpm8	1	2	0	5	127	54
rg03_theta12p490_foilpm8	1	2	0	6	141	56
rg03_theta12p490_foilpm8	1	2	1	2	22	9
rg03_theta12p490_foilpm8	1	2	1	3	57	26
rg03_theta12p490_foilpm8	1	2	1	4	131	65
rg03_theta12p490_foilpm8	1	2	1	5	209	98
rg03_theta12p490_foilpm8	1	2	1	6	232	69
rg03_theta12p490_foilpm8	1	2	1	7	278	93
rg03_theta12p490_foilpm8	1	2	2	2	25	15
rg03_theta12p490_foilpm8	1	2	2	4	144	69
rg03_theta12p490_foilpm8	1	2	2	5	285	117
rg03_theta12p490_foilpm8	1	2	2	6	386	116
rg03_theta12p490_foilpm8	1	2	2	7	437	132
rg03_theta12p490_foilpm8	1	2	3	2	70	25
rg03_theta12p490_foilpm8	1	2	3	3	86	45
rg03_theta12p490_foilpm8	1	2	3	4	216	113
rg03_theta12p490_foilpm8	1	2	3	5	325	131
rg03_theta12p490_foilpm8	1	2	3	6	468	148
rg03_theta12p490_foilpm8	1	2	3	7	486	147
rg03_theta12p490_foilpm8	1	2	4	2	52	24
rg03_theta12p490_foilpm8	1	2	4	3	105	54
rg03_theta12p490_foilpm8	1	2	4	4	47	20
rg03_theta12p490_foilpm8	1	2	4	5	367	167
rg03_theta12p490_foilpm8	1	2	4	6	547	164
rg03_theta12p490_foilpm8	1	2	4	7	602	206
rg03_theta12p490_foilpm8	1	2	5	2	49	27
rg03_theta12p490_foilpm8	1	2	5	3	113	48
rg03_theta12p490_foilpm8	1	2	5	4	220	118
rg03_theta12p490_foilpm8	1	2	5	6	472	151
rg03_theta12p490_foilpm8	1	2	5	7	527	168
rg03_theta12p490_foilpm8	1	2	6	2	3	1
rg03_theta12p490_foilpm8	1	2	6	3	97	42
rg03_theta12p490_foilpm8	1	2	6	4	199	97
rg03_theta12p490_foilpm8	1	2	6	5	271	113
rg03_theta12p490_foilpm8	1	2	6	6	411	136
rg03_theta12p490_foilpm8	1	2	6	7	509	152
rg03_theta12p490_foilpm8	1	2	7	3	87	42
rg03_theta12p490_foilpm8	1	2	7	4	178	79
rg03_theta12p490_foilpm8	1	2	7	5	213	97
rg03_theta12p490_foilpm8	1	2	7	6	298	89
rg03_theta12p490_foilpm8	1	2	7	7	309	102
rg03_theta12p490_foilpm8	1	2	8	3	56	29
rg03_theta12p490_foilpm8	1	2	8	4	111	44
rg03_theta12p490_foilpm8	1	2	8	5	132	56
rg03_theta12p490_foilpm8	1	2	8	6	201	71
rg03_theta12p490_foilpm8	1	3	0	3	20	8
rg03_theta12p490_foilpm8	1	3	0	4	33	18
rg03_theta12p490_foilpm8	1	3	0	5	99	42
rg03_theta12p490_foilpm8	1	3	0	6	130	39
rg03_theta12p490_foilpm8	1	3	1	2	32	16
rg03_theta12p490_foilpm8	1	3	1	3	44	22
rg03_theta12p490_foilpm8	1	3	1	4	86	31
rg03_theta12p490_foilpm8	1	3	1	5	146	55
rg03_theta12p490_foilpm8	1	3	1	6	229	82
rg03_theta12p490_foilpm8	1	3	1	7	246	87
rg03_theta12p490_foilpm8	1	3	2	2	44	20
rg03_theta12p490_foilpm8	1	3	2	4	144	68
rg03_theta12p490_foilpm8	1	3	2	5	209	97
rg03_theta12p490_foilpm8	1	3	2	6	311	114
rg03_theta12p490_foilpm8	1	3	2	7	376	113
rg03_theta12p490_foilpm8	1	3	3	2	50	22
rg03_theta12p490_foilpm8	1	3	3	3	106	42
rg03_theta12p490_foilpm8	1	3	3	4	186	81
rg03_theta12p490_foilpm8	1	3	3	5	274	119
rg03_theta12p490_foilpm8	1	3	3	6	432	166
rg03_theta12p490_foilpm8	1	3	3	7	523	194
rg03_theta12p490_foilpm8	1	3	4	2	44	17
rg03_theta12p490_foilpm8	1	3	4	3	92	45
rg03_theta12p490_foilpm8	1	3	4	4	32	13
rg03_theta12p490_foilpm8	1	3	4	5	313	138
rg03_theta12p490_foilpm8	1	3	4	6	424	154
rg03_theta12p490_foilpm8	1	3	4	7	559	199
rg03_theta12p490_foilpm8	1	3	5	2	10	3
rg03_theta12p490_foilpm8	1	3	5	3	90	39
rg03_theta12p490_foilpm8	1	3	5	4	191	79
rg03_theta12p490_foilpm8	1	3	5	6	438	164
rg03_theta12p490_foilpm8	1	3	5	7	505	158
rg03_theta12p490_foilpm8	1	3	6	2	2	0
rg03_theta12p490_foilpm8	1	3	6	3	77	38
rg03_theta12p490_foilpm8	1	3	6	4	144	62
rg03_theta12p490_foilpm8	1	3	6	5	238	123
rg03_theta12p490_foilpm8	1	3	6	6	309	131
rg03_theta12p490_foilpm8	1	3	6	7	417	137
rg03_theta12p490_foilpm8	1	3	7	2	13	4
rg03_theta12p490_foilpm8	1	3	7	3	58	27
rg03_theta12p490_foilpm8	1	3	7	4	98	45
rg03_theta12p490_foilpm8	1	3	7	5	164	69
rg03_theta12p490_foilpm8	1	3	7	6	240	85
rg03_theta12p490_foilpm8	1	3	7	7	310	112
rg03_theta12p490_foilpm8	1	3	8	3	52	23
rg03_theta12p490_foilpm8	1	3	8	4	74	33
rg03_theta12p490_foilpm8	1	3	8	5	100	42
rg03_theta12p490_foilpm8	1	3	8	6	158	65
rg03_theta12p490_foilpm8	1	4	0	3	9	3
rg03_theta12p490_foilpm8	1	4	0	4	32	12
rg03_theta12p490_foilpm8	1	4	0	5	60	23
rg03_theta12p490_foilpm8	1	4	0	6	75	33
rg03_theta12p490_foilpm8	1	4	1	2	8	2
rg03_theta12p490_foilpm8	1	4	1	3	27	13
rg03_theta12p490_foilpm8	1	4	1	4	39	17
rg03_theta12p490_foilpm8	1	4	1	5	115	52
rg03_theta12p490_foilpm8	1	4	1	6	184	78
rg03_theta12p490_foilpm8	1	4	1	7	177	73
rg03_theta12p490_foilpm8	1	4	2	2	24	11
rg03_theta12p490_foilpm8	1	4	2	4	83	44
rg03_theta12p490_foilpm8	1	4	2	5	135	55
rg03_theta12p490_foilpm8	1	4	2	6	195	85
rg03_theta12p490_foilpm8	1	4	2	7	286	121
rg03_theta12p490_foilpm8	1	4	3	2	16	10
rg03_theta12p490_foilpm8	1	4	3	3	56	26
rg03_theta12p490_foilpm8	1	4	3	4	113	53
rg03_theta12p490_foilpm8	1	4	3	5	197	83
rg03_theta12p490_foilpm8	1	4	3	6	278	133
rg03_theta12p490_foilpm8	1	4	3	7	376	162
rg03_theta12p490_foilpm8	1	4	4	2	10	6
rg03_theta12p490_foilpm8	1	4	4	3	38	19
rg03_theta12p490_foilpm8	1	4	4	4	29	12
rg03_theta12p490_foilpm8	1	4	4	5	186	79
rg03_theta12p490_foilpm8	1	4	4	6	319	143
rg03_theta12p490_foilpm8	1	4	4	7	399	169
rg03_theta12p490_foilpm8	1	4	5	2	11	6
rg03_theta12p490_foilpm8	1	4	5	3	52	23
rg03_theta12p490_foilpm8	1	4	5	4	102	37
rg03_theta12p490_foilpm8	1	4	5	6	271	118
rg03_theta12p490_foilpm8	1	4	5	7	394	192
rg03_theta12p490_foilpm8	1	4	6	2	11	2
rg03_theta12p490_foilpm8	1	4	6	3	33	12
rg03_theta12p490_foilpm8	1	4	6	4	72	40
rg03_theta12p490_foilpm8	1	4	6	5	149	68
rg03_theta12p490_foilpm8	1	4	6	6	236	98
rg03_theta12p490_foilpm8	1	4	6	7	343	145
rg03_theta12p490_foilpm8	1	4	7	2	6	2
rg03_theta12p490_foilpm8	1	4	7	3	49	21
rg03_theta12p490_foilpm8	1	4	7	4	43	14
rg03_theta12p490_foilpm8	1	4	7	5	87	39
rg03_theta12p490_foilpm8	1	4	7	6	167	80
rg03_theta12p490_foilpm8	1	4	7	7	213	104
rg03_theta12p490_foilpm8	1	4	8	3	5	3
rg03_theta12p490_foilpm8	1	4	8	4	28	12
rg03_theta12p490_foilpm8	1	4	8	5	44	18
rg03_theta12p490_foilpm8	1	4	8	6	73	31
rg04_theta15p195_foilpm3	0	0	0	2	8	8
rg04_theta15p195_foilpm3	0	0	0	3	20	20
rg04_theta15p195_foilpm3	0	0	0	4	20	20
rg04_theta15p195_foilpm3	0	0	0	5	13	13
rg04_theta15p195_foilpm3	0	0	0	6	1	1
rg04_theta15p195_foilpm3	0	0	1	2	7	7
rg04_theta15p195_foilpm3	0	0	1	3	27	27
rg04_theta15p195_foilpm3	0	0	1	4	36	36
rg04_theta15p195_foilpm3	0	0	1	5	30	30
rg04_theta15p195_foilpm3	0	0	2	2	22	22
rg04_theta15p195_foilpm3	0	0	2	4	36	36
rg04_theta15p195_foilpm3	0	0	2	5	33	33
rg04_theta15p195_foilpm3	0	0	2	6	26	26
rg04_theta15p195_foilpm3	0	0	3	2	28	28
rg04_theta15p195_foilpm3	0	0	3	3	45	45
rg04_theta15p195_foilpm3	0	0	3	4	62	62
rg04_theta15p195_foilpm3	0	0	3	5	48	48
rg04_theta15p195_foilpm3	0	0	3	6	59	59
rg04_theta15p195_foilpm3	0	0	4	2	21	21
rg04_theta15p195_foilpm3	0	0	4	3	34	34
rg04_theta15p195_foilpm3	0	0	4	4	13	13
rg04_theta15p195_foilpm3	0	0	4	5	52	52
rg04_theta15p195_foilpm3	0	0	4	6	67	67
rg04_theta15p195_foilpm3	0	0	5	2	27	27
rg04_theta15p195_foilpm3	0	0	5	3	35	35
rg04_theta15p195_foilpm3	0	0	5	4	55	55
rg04_theta15p195_foilpm3	0	0	5	6	59	59
rg04_theta15p195_foilpm3	0	0	6	2	8	8
rg04_theta15p195_foilpm3	0	0	6	3	23	23
rg04_theta15p195_foilpm3	0	0	6	4	37	37
rg04_theta15p195_foilpm3	0	0	6	5	58	58
rg04_theta15p195_foilpm3	0	0	6	6	61	61
rg04_theta15p195_foilpm3	0	0	7	2	3	3
rg04_theta15p195_foilpm3	0	0	7	3	26	26
rg04_theta15p195_foilpm3	0	0	7	4	27	27
rg04_theta15p195_foilpm3	0	0	7	5	53	53
rg04_theta15p195_foilpm3	0	0	7	6	45	45
rg04_theta15p195_foilpm3	0	1	0	2	11	11
rg04_theta15p195_foilpm3	0	1	0	3	30	30
rg04_theta15p195_foilpm3	0	1	0	4	47	47
rg04_theta15p195_foilpm3	0	1	0	5	48	48
rg04_theta15p195_foilpm3	0	1	1	1	11	11
rg04_theta15p195_foilpm3	0	1	1	2	29	29
rg04_theta15p195_foilpm3	0	1	1	3	42	42
rg04_theta15p195_foilpm3	0	1	1	4	53	53
rg04_theta15p195_foilpm3	0	1	1	5	74	74
rg04_theta15p195_foilpm3	0	1	1	6	20	20
rg04_theta15p195_foilpm3	0	1	2	1	13	13
rg04_theta15p195_foilpm3	0	1	2	2	26	26
rg04_theta15p195_foilpm3	0	1	2	4	66	66
rg04_theta15p195_foilpm3	0	1	2	5	77	77
rg04_theta15p195_foilpm3	0	1	2	6	79	79
rg04_theta15p195_foilpm3	0	1	3	1	6	6
rg04_theta15p195_foilpm3	0	1	3	2	41	41
rg04_theta15p195_foilpm3	0	1	3	3	47	47
rg04_theta15p195_foilpm3	0	1	3	4	82	82
rg04_theta15p195_foilpm3	0	1	3	5	109	109
rg04_theta15p195_foilpm3	0	1	3	6	116	116
rg04_theta15p195_foilpm3	0	1	4	1	12	12
rg04_theta15p195_foilpm3	0	1	4	2	38	38
rg04_theta15p195_foilpm3	0	1	4	3	59	59
rg04_theta15p195_foilpm3	0	1	4	4	20	20
rg04_theta15p195_foilpm3	0	1	4	5	104	104
rg04_theta15p195_foilpm3	0	1	4	6	132	132
rg04_theta15p195_foilpm3	0	1	5	1	16	16
rg04_theta15p195_foilpm3	0	1	5	2	34	34
rg04_theta15p195_foilpm3	0	1	5	3	53	53
