pool	level	zfoil	ndel	rungroup	xscol	yscol	model	target	n	qa_low	bias	rms	p95
training	hole	-8.0	3	rg03_theta12p490_foilpm8	2	5	svd	ztar	20	False	0.23078676142533108	0.5861524802083995	1.1847296288072722
training	hole	-8.0	3	rg03_theta12p490_foilpm8	2	6	enet	xptar	20	False	1.3806642370586988	1.7776149662071	2.7327933938184583
training	hole	-8.0	3	rg03_theta12p490_foilpm8	2	6	enet	ytar	20	False	0.26087258627567234	0.2889955140907368	0.42763341913514125
training	hole	-8.0	3	rg03_theta12p490_foilpm8	2	6	enet	yptar	20	False	-0.8106992315178913	1.033779570357216	1.572109801650203
training	hole	-8.0	3	rg03_theta12p490_foilpm8	2	6	enet	ztar	20	False	1.409013909993207	1.5588140521115226	2.3030693702791365
training	hole	-8.0	3	rg03_theta12p490_foilpm8	2	6	svd	xptar	20	False	0.9439636219993147	1.418855418706328	2.3135419390492165
training	hole	-8.0	3	rg03_theta12p490_foilpm8	2	6	svd	ytar	20	False	0.05709693631870427	0.12540510930969012	0.21343684462320353
training	hole	-8.0	3	rg03_theta12p490_foilpm8	2	6	svd	yptar	20	False	-0.32960791373046894	0.7975004465390666	1.4203593622460715
training	hole	-8.0	3	rg03_theta12p490_foilpm8	2	6	svd	ztar	20	False	0.31429606005674643	0.6845991111886706	1.1665113177322666
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	1	enet	xptar	20	False	0.08611275937306109	1.185057100256018	1.9118342695047674
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	1	enet	ytar	20	False	0.19793801128773314	0.21108939193320067	0.3048685981110514
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	1	enet	yptar	20	False	-0.4971085396522777	0.917509575240532	1.995723759799592
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	1	enet	ztar	20	False	0.8714986019447897	0.928594586238915	1.3740307848404854
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	1	svd	xptar	20	False	0.19116884747934004	1.2189120275025218	2.0104320849758928
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	1	svd	ytar	20	False	0.0426604067152619	0.0904549709306839	0.17878210294005326
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	1	svd	yptar	20	False	-0.04287423173569099	0.8338209996841589	1.6649697919127775
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	1	svd	ztar	20	False	0.18542817445706206	0.4029270588292294	0.8248452342225787
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	2	enet	xptar	20	False	0.029761803293658184	0.8491843653922205	1.2878829952756214
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	2	enet	ytar	20	False	0.24222722728158494	0.24696597606106244	0.3116976794764692
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	2	enet	yptar	20	False	-0.5684000197759176	0.9283152012205144	1.7637083632670676
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	2	enet	ztar	20	False	1.1053488926885022	1.127030806330519	1.4413140396841466
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	2	svd	xptar	20	False	-0.0695280575592488	0.8386012639489937	1.281256618482714
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	2	svd	ytar	20	False	0.0046217834686328	0.04959825186294694	0.0973648363943741
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	2	svd	yptar	20	False	-0.15139453030586836	0.7462591226367769	1.340126582067081
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	2	svd	ztar	20	False	0.025896289109840608	0.2272770667285828	0.44707816713207926
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	3	enet	xptar	21	False	0.4530391205527745	1.3497148543282957	2.683206160161799
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	3	enet	ytar	21	False	0.21398993321120918	0.22569069959253113	0.32666809177273987
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	3	enet	yptar	21	False	-0.7382024649204991	1.1602088009441078	1.9723429877932246
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	3	enet	ztar	21	False	1.022091264674491	1.0803387766250225	1.582024615789499
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	3	svd	xptar	21	False	0.2844198893370103	1.2801033079508346	2.491917265423034
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	3	svd	ytar	21	False	0.07230411705715639	0.10140849941363284	0.17151689725426258
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	3	svd	yptar	21	False	-0.5954135291244002	1.0458734817463127	1.7669829945300919
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	3	svd	ztar	21	False	0.35780866256023736	0.4961425069592659	0.85778060296437
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	4	enet	xptar	20	False	1.107365435722524	1.581442493065678	2.9234528133614517
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	4	enet	ytar	20	False	0.024708466844003636	0.09542625309083803	0.17344415714851938
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	4	enet	yptar	20	False	-0.03020007440606213	0.9034149190394012	1.654948150815789
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	4	enet	ztar	20	False	0.12007688534453816	0.48397095211135727	0.8496115124448801
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	4	svd	xptar	20	False	0.7681406103057963	1.3138053718719502	2.5188507894051453
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	4	svd	ytar	20	False	0.02953250351301891	0.0888182019820949	0.18384328294541977
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	4	svd	yptar	20	False	-0.22740295354375584	0.8939274741175096	1.7153705107809896
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	4	svd	ztar	20	False	0.15125333573314684	0.4483633757052002	0.9062644287351631
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	5	enet	xptar	20	False	1.2746780775338762	1.6325850567307258	2.8408115949901784
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	5	enet	ytar	20	False	-0.027450315326484807	0.14203956499114104	0.27463493976472747
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	5	enet	yptar	20	False	0.10387217238697258	0.651770540359218	1.2218723733537045
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	5	enet	ztar	20	False	-0.14475033348755484	0.7362134732354115	1.434536159153152
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	5	svd	xptar	20	False	0.6472063740056373	1.1820986276795364	2.1636103819345234
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	5	svd	ytar	20	False	0.05788477622632828	0.1415547629159142	0.2629830568041114
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	5	svd	yptar	20	False	-0.2687194152837292	0.6725982972064093	1.5185461089900683
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	5	svd	ztar	20	False	0.30271116375828955	0.7318195431730029	1.3352715227713052
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	6	enet	xptar	20	False	1.3237846849355055	1.7777268763123013	3.2092428810627274
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	6	enet	ytar	20	False	0.09832378132931165	0.12044134000103579	0.18698387146037862
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	6	enet	yptar	20	False	-0.1636475314362189	0.7065072629253089	1.2805368536767006
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	6	enet	ztar	20	False	0.5270832768112103	0.6454609333152264	1.0291553569262866
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	6	svd	xptar	20	False	0.5857997659317771	1.3098827195414189	2.4654399092824035
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	6	svd	ytar	20	False	0.04608084048434939	0.07702192872634774	0.12382961730834294
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	6	svd	yptar	20	False	-0.01771919173156039	0.7630239845576242	1.3260566358624413
training	hole	-8.0	3	rg03_theta12p490_foilpm8	3	6	svd	ztar	20	False	0.24414554295392824	0.42133036152398873	0.6809340783800882
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	1	enet	xptar	20	False	0.23135029662080187	1.3740370984024184	2.4399360826189036
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	1	enet	ytar	20	False	0.24772129920542524	0.2607117535421291	0.4023111388103126
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	1	enet	yptar	20	False	-0.27529626914796224	0.6338893471937324	0.9319004350784587
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	1	enet	ztar	20	False	1.080394950792255	1.1355690581575335	1.7483470980205322
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	1	svd	xptar	20	False	0.5871017295278285	1.542157595137881	2.8848631305065453
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	1	svd	ytar	20	False	0.016358552553768328	0.08401883238997758	0.16039506043608073
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	1	svd	yptar	20	False	0.3498706313209622	0.6815570748525156	1.2903971838367185
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	1	svd	ztar	20	False	0.05899051004212743	0.364043733815737	0.683220939911381
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	2	enet	xptar	21	False	-0.19086643320235852	1.3211349303828803	2.3648203968652934
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	2	enet	ytar	21	False	0.31180337974454436	0.32638029247324934	0.46068134579412157
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	2	enet	yptar	21	False	-0.6037907587376241	1.056956687713485	2.0106970913585687
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	2	enet	ztar	21	False	1.4175380761103216	1.4854259715025186	2.1007661719532287
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	2	svd	xptar	21	False	-0.3184392695301617	1.3861365694412204	2.3005075076183426
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	2	svd	ytar	21	False	0.06511742937311242	0.12080403614965926	0.22388072131940584
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	2	svd	yptar	21	False	-0.16380169650194998	0.8684176547237928	1.6874788732467025
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	2	svd	ztar	21	False	0.2972436237382133	0.5561921758201673	1.0157070962309502
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	3	enet	xptar	20	False	0.44130441260704345	1.1057298407966274	1.785406522973152
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	3	enet	ytar	20	False	0.147277666873444	0.1677448719860468	0.2639447141757769
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	3	enet	yptar	20	False	-0.2723852410297072	0.8067509329815045	1.56639559134935
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	3	enet	ztar	20	False	0.6967722363905549	0.7922646667444192	1.2410143861692098
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	3	svd	xptar	20	False	0.07914392701959908	0.9807037200386206	1.888352835157785
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	3	svd	ytar	20	False	0.036568901501626054	0.09510386659262617	0.1541160938093561
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	3	svd	yptar	20	False	-0.20382741055502618	0.7607817878231263	1.5867487355895864
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	3	svd	ztar	20	False	0.17806073434301273	0.44568236609424977	0.7243315109805987
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	4	enet	xptar	20	False	0.8742083218541659	1.3727356784107272	2.923179224630316
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	4	enet	ytar	20	False	-0.03603406680448618	0.0895678298602327	0.14870718261015467
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	4	enet	yptar	20	False	0.33130860750368885	0.636542008800923	1.1307143873727528
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	4	enet	ztar	20	False	-0.18820829935563732	0.4431552891369344	0.7268076403540435
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	4	svd	xptar	20	False	0.2911827213755415	1.0403812488786492	2.170893973095175
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	4	svd	ytar	20	False	0.03047262772423453	0.09392457229173543	0.15546677933791908
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	4	svd	yptar	20	False	0.00011268725540399677	0.5265191902394833	0.8480944371042853
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	4	svd	ztar	20	False	0.14817727992560564	0.4562611251448819	0.7542547656272762
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	5	enet	xptar	20	False	1.3715229206177824	1.830597270064781	3.2792218775839648
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	5	enet	ytar	20	False	-0.12003243950733718	0.14736139313131433	0.2601858629187543
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	5	enet	yptar	20	False	0.6332434503924096	1.0710869719787512	2.0494498834411905
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	5	enet	ztar	20	False	-0.6369620253833645	0.7834306865380614	1.3894374157633549
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	5	svd	xptar	20	False	0.6722769960357036	1.3803116906649058	2.4667558639556235
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	5	svd	ytar	20	False	0.056459603098871804	0.10557195591901439	0.17778328603044846
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	5	svd	yptar	20	False	0.08606097205540278	0.8594195939200547	1.5557474472868509
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	5	svd	ztar	20	False	0.2819883906628555	0.5476154549406155	0.9142530427743841
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	6	enet	xptar	21	False	0.8060689889871203	1.2021062815452361	2.0097629148007656
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	6	enet	ytar	21	False	0.011286536805148994	0.05678913173976296	0.0970114479056268
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	6	enet	yptar	21	False	-0.26608571050470964	0.8615825142713063	1.6472345531881003
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	6	enet	ztar	21	False	0.0704153768222098	0.30774511331905613	0.4998875530914084
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	6	svd	xptar	21	False	0.13713437602872064	0.9036017102854726	1.6838836308806737
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	6	svd	ytar	21	False	0.06572658870492862	0.0891605142777321	0.16709339410722335
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	6	svd	yptar	21	False	-0.3098038565791385	0.9761910117701816	1.7050247693845832
training	hole	-8.0	3	rg03_theta12p490_foilpm8	4	6	svd	ztar	21	False	0.35949784254531963	0.49473345318460843	0.9038485382275576
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	1	enet	xptar	21	False	-0.23545664640709726	1.0742665457660736	1.9423916498516707
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	1	enet	ytar	21	False	0.2493971351733735	0.26475086620843624	0.3619663832898443
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	1	enet	yptar	21	False	-0.7276079045060184	1.2065552222275033	1.9829226319480338
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	1	enet	ztar	21	False	1.0997013576486496	1.1698225902151471	1.634373495110606
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	1	svd	xptar	21	False	0.36204779827043004	1.0990602788661743	1.7676245322430124
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	1	svd	ytar	21	False	0.04057319578618002	0.10421851916330628	0.1453966855510802
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	1	svd	yptar	21	False	-0.16100068920762342	0.9990529680875787	1.8756184794987574
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	1	svd	ztar	21	False	0.17962588734449078	0.47266123756793504	0.6871252050151355
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	2	enet	xptar	20	False	0.26175254964966044	1.5668861177055238	2.7774809316468803
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	2	enet	ytar	20	False	0.25632268388979335	0.2722309569397334	0.4067863849609166
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	2	enet	yptar	20	False	-0.4278013105340839	0.8377827905980956	1.5112676989822693
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	2	enet	ztar	20	False	1.1637867180617287	1.2380279768588769	1.847054288976841
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	2	svd	xptar	20	False	0.12158922460057735	1.5934674028613884	2.9812292347956477
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	2	svd	ytar	20	False	0.04248075461811625	0.10357666787363769	0.18793490493921192
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	2	svd	yptar	20	False	-0.044451376978690324	0.7000979899646335	1.0780935134888394
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	2	svd	ztar	20	False	0.19178250051182766	0.47510520097350045	0.8966664749429456
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	3	enet	xptar	20	False	1.2671553152940684	1.791288865127522	2.8646348055358613
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	3	enet	ytar	20	False	0.12404095590107918	0.14709808412859457	0.2312588866563613
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	3	enet	yptar	20	False	-0.3152134214342618	0.8327536087023311	1.385766631227298
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	3	enet	ztar	20	False	0.5896404984366259	0.6985441439619079	1.1039533284450578
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	3	svd	xptar	20	False	0.8461090417778937	1.5404916902815176	2.345729293803238
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	3	svd	ytar	20	False	0.05496885853404452	0.10181424475628859	0.18016544819420707
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	3	svd	yptar	20	False	-0.3392824643633398	0.8428572596327045	1.4068241484238797
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	3	svd	ztar	20	False	0.2684124634759492	0.4845066718832963	0.8697680474045667
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	4	enet	xptar	21	False	0.9544923104160148	1.3936010665244962	3.061125378570213
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	4	enet	ytar	21	False	-0.03619146682690205	0.07973324604712735	0.14947053848527805
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	4	enet	yptar	21	False	0.16988419612866115	0.8602467545140311	1.3528110222268095
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	4	enet	ztar	21	False	-0.1832446609834142	0.40422801385154	0.7304182052814419
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	4	svd	xptar	21	False	0.3917651587279171	1.0649482652289672	2.261891204478247
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	4	svd	ytar	21	False	0.07504535790978771	0.09856283817375329	0.16579562080136917
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	4	svd	yptar	21	False	-0.25333403453893855	0.8549179751424303	1.7264512152778793
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	4	svd	ztar	21	False	0.37375705893243993	0.49042436100406694	0.8342947563726719
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	6	enet	xptar	21	False	0.9750149298724244	1.5377264271490079	2.8165939165258247
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	6	enet	ytar	21	False	-0.056964156145352454	0.11542718744935376	0.22197978565209714
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	6	enet	yptar	21	False	0.09866762362803681	0.5902649676699208	1.065764216510598
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	6	enet	ztar	21	False	-0.30679260630003086	0.6233019229459565	1.2352512213919127
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	6	svd	xptar	21	False	0.6028688244465916	1.2730741591968466	2.2038570003680182
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	6	svd	ytar	21	False	0.03964836732943039	0.09448965605822902	0.18093574407168111
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	6	svd	yptar	21	False	0.04278499077645732	0.6422931331260435	1.1335985778858637
training	hole	-8.0	3	rg03_theta12p490_foilpm8	5	6	svd	ztar	21	False	0.20757740704439942	0.5114586823074946	0.9992459696952869
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	1	enet	xptar	20	False	0.5852534895875052	1.3771349471098335	2.2857699064947563
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	1	enet	ytar	20	False	0.14668160579779907	0.16716381180395576	0.2771993106323371
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	1	enet	yptar	20	False	-0.554413320373181	1.023037230129579	2.455554149209658
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	1	enet	ztar	20	False	0.6513873276512323	0.743752926068027	1.269081088431796
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	1	svd	xptar	20	False	1.2418274844880695	1.7523939190688778	2.7708287802182863
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	1	svd	ytar	20	False	0.019614101699421384	0.08869778079144715	0.16477851166321186
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	1	svd	yptar	20	False	-0.20774493231191368	0.9233164188116473	2.123835315390922
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	1	svd	ztar	20	False	0.0908407683203321	0.40257654041347574	0.7689418474370797
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	2	enet	xptar	20	False	0.3559083149313708	1.3303126010817534	2.478608671453511
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	2	enet	ytar	20	False	0.19162830922223176	0.2100145928559308	0.33415690536031173
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	2	enet	yptar	20	False	-0.4285623313428822	1.0353768084062251	2.0316920298244034
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	2	enet	ztar	20	False	0.8735313972982428	0.9606658530169472	1.5233967641513704
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	2	svd	xptar	20	False	0.2347827607431146	1.3216893294640275	2.375538739239609
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	2	svd	ytar	20	False	0.0430998048534592	0.09443123447547835	0.19194768433364917
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	2	svd	yptar	20	False	-0.1677103319740193	0.9308443641984767	1.735311524998481
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	2	svd	ztar	20	False	0.19865358442952769	0.43832703012110674	0.876163184941264
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	3	enet	xptar	21	False	0.0319469683313509	1.1041384330345132	1.9060884402660738
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	3	enet	ytar	21	False	0.08395142510896597	0.11950773996257175	0.20029040701859574
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	3	enet	yptar	21	False	-0.1022650923442053	0.8000269683403093	1.4431085109876864
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	3	enet	ztar	21	False	0.3950380264397159	0.5678911599311226	0.9755325872655476
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	3	svd	xptar	21	False	-0.3055054064227636	1.1948539575951176	2.01045231560764
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	3	svd	ytar	21	False	0.05970872161281654	0.10497674255420628	0.19122926012962066
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	3	svd	yptar	21	False	-0.22884116993468895	0.8054257912191626	1.3486414315774178
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	3	svd	ztar	21	False	0.2864727084686685	0.500554847083065	0.9105461941660735
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	4	enet	xptar	21	False	0.8465944750508607	1.4979306907940984	2.420802395790938
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	4	enet	ytar	21	False	-0.0733736467453388	0.12372623340147179	0.23024750178562564
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	4	enet	yptar	21	False	0.20710903960198662	0.8555236193324864	1.6008687701541193
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	4	enet	ztar	21	False	-0.36598303575683905	0.6199597841561187	1.178334114814497
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	4	svd	xptar	21	False	0.5430870277379632	1.3438259862253106	2.3290428105377825
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	4	svd	ytar	21	False	0.06128435781485401	0.10457847856258662	0.20329537169485357
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	4	svd	yptar	21	False	-0.2852247106117751	0.8324866542634579	1.3338442671087942
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	4	svd	ztar	21	False	0.30792202586525813	0.5203925350787225	1.04859624378967
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	5	enet	xptar	21	False	1.1427604509173197	1.570869112968287	2.9170271063018656
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	5	enet	ytar	21	False	-0.11075595712576526	0.14790651957075893	0.2759087619505656
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	5	enet	yptar	21	False	0.20238071994570495	0.8608095388851965	1.5018033420191625
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	5	enet	ztar	21	False	-0.5717479293381673	0.7738689515999935	1.4583711880842056
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	5	svd	xptar	21	False	0.9998960255193635	1.4956732465512483	2.541380555708302
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	5	svd	ytar	21	False	0.10265192254992743	0.13074139948511942	0.2156228240523304
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	5	svd	yptar	21	False	-0.3851758385026846	0.8986164718365447	1.3608410440563052
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	5	svd	ztar	21	False	0.5337242450034706	0.6844398388263206	1.125803355934746
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	6	enet	xptar	21	False	0.36464923958187334	1.0597979039859935	1.721319271841191
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	6	enet	ytar	21	False	-0.05065813486180559	0.11026437159910532	0.1964449263023787
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	6	enet	yptar	21	False	-0.31797778607179417	0.8314782743054628	1.5658282148301208
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	6	enet	ztar	21	False	-0.25536267291437675	0.5832085815680531	1.0254470760436423
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	6	svd	xptar	21	False	0.3861938400865044	1.0889684569083191	1.6638480506296731
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	6	svd	ytar	21	False	0.029785275460525434	0.09168046554690935	0.1454146443050367
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	6	svd	yptar	21	False	-0.3106119696223933	0.913351456044286	1.6962377432484834
training	hole	-8.0	3	rg03_theta12p490_foilpm8	6	6	svd	ztar	21	False	0.16960009810952323	0.5004417522305729	0.8079570455949767
training	hole	-8.0	3	rg03_theta12p490_foilpm8	7	1	enet	xptar	21	False	0.6004275043277668	1.314323460772478	2.3071892404606524
training	hole	-8.0	3	rg03_theta12p490_foilpm8	7	1	enet	ytar	21	False	0.025567477457304928	0.08130404183645405	0.15093896983972913
training	hole	-8.0	3	rg03_theta12p490_foilpm8	7	1	enet	yptar	21	False	0.10157455749011209	0.9760155607194683	1.7145641141538115
training	hole	-8.0	3	rg03_theta12p490_foilpm8	7	1	enet	ztar	21	False	0.10697086424358208	0.35691815116548536	0.6416861324610714
training	hole	-8.0	3	rg03_theta12p490_foilpm8	7	1	svd	xptar	21	False	0.7030445588232482	1.2939543472551958	2.155854534878314
training	hole	-8.0	3	rg03_theta12p490_foilpm8	7	1	svd	ytar	21	False	0.027794380569415612	0.08466954164112972	0.146639170842636
