pool	level	zfoil	ndel	rungroup	xscol	yscol	model	target	n	qa_low	bias	rms	p95
training	hole	-8.0	0	rg03_theta12p490_foilpm8	1	5	svd	xptar	34	False	1.0713240361849952	2.6428286837923975	4.416638537836977
training	hole	-8.0	0	rg03_theta12p490_foilpm8	1	5	svd	ytar	34	False	0.16112708047205587	0.25480432768370603	0.4157250500306221
training	hole	-8.0	0	rg03_theta12p490_foilpm8	1	5	svd	yptar	34	False	-0.5406009939178869	1.1006446055433903	1.9842567166330292
training	hole	-8.0	0	rg03_theta12p490_foilpm8	1	5	svd	ztar	34	False	0.8323096821849508	1.3261085252989664	2.1467420178524437
training	hole	-8.0	0	rg03_theta12p490_foilpm8	2	1	enet	xptar	15	False	-2.79628707341458	4.051986614091386	6.99048182959252
training	hole	-8.0	0	rg03_theta12p490_foilpm8	2	1	enet	ytar	15	False	-0.12607687088506808	0.21213857839392972	0.3918707283024186
training	hole	-8.0	0	rg03_theta12p490_foilpm8	2	1	enet	yptar	15	False	0.34139623945472153	1.0263805645387605	1.798346197629281
training	hole	-8.0	0	rg03_theta12p490_foilpm8	2	1	enet	ztar	15	False	-0.56054519086163	0.9507205398377245	1.7580536224842356
training	hole	-8.0	0	rg03_theta12p490_foilpm8	2	1	svd	xptar	15	False	-1.317115476329227	3.098973499532275	5.238892519711722
training	hole	-8.0	0	rg03_theta12p490_foilpm8	2	1	svd	ytar	15	False	0.0050138477632638645	0.16613244967531257	0.2862472334014275
training	hole	-8.0	0	rg03_theta12p490_foilpm8	2	1	svd	yptar	15	False	-0.30746680211265637	0.9983683781060156	1.6307323736685593
training	hole	-8.0	0	rg03_theta12p490_foilpm8	2	1	svd	ztar	15	False	0.029658126501986123	0.7437384989313731	1.29451312704657
training	hole	-8.0	0	rg03_theta12p490_foilpm8	2	2	enet	xptar	32	False	-4.097389890241217	4.867916997148584	7.429567177251348
training	hole	-8.0	0	rg03_theta12p490_foilpm8	2	2	enet	ytar	32	False	-0.003058778263191425	0.19068637211998027	0.3362625231217159
