term	target	coefficient	standardized	active	fold_frequency
01120	ytar	0.0	0.0	False	0.0
01120	yptar	-0.0	-0.0	False	0.0
00220	xptar	0.0	0.0	False	0.0
00220	ytar	-0.0	-0.0	False	0.0
00220	yptar	0.0	0.0	False	0.3333333333333333
10030	xptar	573.472651230702	0.014791814517282155	True	1.0
10030	ytar	-2246.7636294787067	-0.1701973491069246	True	1.0
10030	yptar	52.00518791288732	0.0033423286094558663	True	0.6666666666666666
01030	xptar	-0.0	-0.0	False	0.0
01030	ytar	0.0	0.0	False	0.0
01030	yptar	0.0	0.0	False	0.0
00130	xptar	0.0	0.0	False	0.0
00130	ytar	-0.0	-0.0	False	0.0
00130	yptar	52.07382557254157	0.0017624339647576228	True	0.6666666666666666
00040	xptar	0.0	0.0	False	0.0
00040	ytar	-0.0	-0.0	False	0.0
00040	yptar	0.0	0.0	False	0.0
50000	xptar	0.33797131750155296	0.031459262907475756	True	1.0
50000	ytar	0.04694011470883935	0.012832152442708591	True	1.0
50000	yptar	-0.0	-0.0	False	0.0
41000	xptar	-0.0	-0.0	False	0.0
41000	ytar	0.0	0.0	False	0.3333333333333333
41000	yptar	-0.04933554731682049	-0.0013457109726775288	True	1.0
32000	xptar	-86.31019960354912	-0.11834676396912029	True	1.0
32000	ytar	0.0	0.0	False	0.0
32000	yptar	-0.0	-0.0	False	0.0
23000	xptar	-0.0	-0.0	False	0.0
23000	ytar	-0.0	-0.0	False	0.0
23000	yptar	-0.0	-0.0	False	0.0
14000	xptar	0.0	0.0	False	0.0
14000	ytar	-0.0	-0.0	False	0.0
14000	yptar	0.0	0.0	False	0.0
05000	xptar	31660.549467403725	0.10219817009062605	True	1.0
05000	ytar	-0.0	-0.0	False	0.0
05000	yptar	0.0	0.0	False	0.6666666666666666
40100	xptar	0.2335587466168665	0.006306020516244214	True	1.0
40100	ytar	-2.885717646582001	-0.22882303638760373	True	1.0
40100	yptar	0.5393824314385303	0.03628689228241914	True	1.0
31100	xptar	-0.0	-0.0	False	0.0
31100	ytar	0.0	0.0	False	0.0
31100	yptar	-0.0	-0.0	False	0.0
22100	xptar	-0.0	-0.0	False	0.0
22100	ytar	0.0	0.0	False	0.0
22100	yptar	-0.0	-0.0	False	0.0
13100	xptar	-0.0	-0.0	False	0.0
